"supplier_name","po_value","pro_class_description","cpv_code1","cpv_code2","cpv_code3","cpv_code4","cpv_code5","cpv_code6","cpv_code7","cpv_code8","cpv_code9","cpv_code10","cpv_code11","cpv_code12","cpv_code13","cpv_code14","cpv_code15","cpv_code16","cpv_code17","cpv_code18","cpv_code19","cpv_code20","cpv_code21","cpv_code22","cpv_code23","cpv_code24","cpv_code25","cpv_code26","cpv_code27","cpv_code28"
"Access Independent","8400","Human Resources Temporary & Agency Staff ","98000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Access Independent","13155","Human Resources Temporary & Agency Staff ","98000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Access Independent","25000","Human Resources Temporary & Agency Staff ","98000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Acorn Recovery Projects","2448","Human Resources Training & Conferences ","98000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Acorn Recovery Projects","2488","Human Resources Training & Conferences ","98000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Acorn Recovery Projects","2488","Human Resources Training & Conferences ","98000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Acorn Recovery Projects","2488","Human Resources Training & Conferences ","98000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Acorn Recovery Projects","612","Human Resources Training & Conferences ","98000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Acorn Recovery Projects","612","Human Resources Training & Conferences ","98000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Acorn Recovery Projects","612","Human Resources Training & Conferences ","98000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Acorn Recovery Projects","4590","Human Resources Training & Conferences ","98000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Acorn Recovery Projects","4590","Human Resources Training & Conferences ","98000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Acorn Recovery Projects","4590","Human Resources Training & Conferences ","98000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Acorn Recovery Projects","1147.5","Human Resources Training & Conferences ","98000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Acorn Recovery Projects","1147.5","Human Resources Training & Conferences ","98000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Acorn Recovery Projects","1147.5","Human Resources Training & Conferences ","98000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Acorn Recovery Projects","5850","Human Resources Training & Conferences ","98000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Acorn Recovery Projects","3600","Human Resources Training & Conferences ","98000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Acorn Recovery Projects","2100","Human Resources Training & Conferences ","98000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Clear Channel UK Ltd","5395","Facilities & Management Services  ","32000000|44212321|79341000","|79340000","|79400000","","","","","","","","","","","","","","","","","","","","","","","","",""
"Copyright Licensing Agency","10109.5","Consultancy   ","48218000|79980000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Copyright Licensing Agency","11860.9","Consultancy   ","48218000|79980000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Copyright Licensing Agency","13845.3","Consultancy   ","48218000|79980000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CoramBAAF","5625","Arts & Leisure Services  ","85310000","","","","","","",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"CoramBAAF","11105.5","Financial Services  ","85310000","","","","","","",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"CoramBAAF","5975.65","Financial Services  ","85310000","","","","","","",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"Craemer UK Ltd","6930","Environmental Services Waste Management","34928480","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Craemer UK Ltd","7245","Environmental Services Waste Management","34928480","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Craemer UK Ltd","8746.5","Environmental Services Waste Management","34928480","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Craemer UK Ltd","7245","Environmental Services Waste Management","34928480","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Craemer UK Ltd","350","Environmental Services Waste Management","34928480","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Craemer UK Ltd","9628.5","Environmental Services Waste Management","34928480","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Craemer UK Ltd","7140","Environmental Services Waste Management","34928480","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Craemer UK Ltd","4386.34","Environmental Services Waste Management","34928480","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Craemer UK Ltd","4270.91","Environmental Services Waste Management","34928480","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Craemer UK Ltd","6590.5","Environmental Services Waste Management","34928480","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Craemer UK Ltd","6590.5","Environmental Services Waste Management","34928480","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Craemer UK Ltd","11392.5","Environmental Services Waste Management","34928480","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Craemer UK Ltd","3450","Environmental Services Waste Management","34928480","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Craemer UK Ltd","3500","Environmental Services Waste Management","34928480","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Craemer UK Ltd","6590.5","Environmental Services Waste Management","34928480","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Craemer UK Ltd","6590.5","Environmental Services Waste Management","34928480","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Craemer UK Ltd","5745","Environmental Services Waste Management","34928480","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Craemer UK Ltd","5745","Environmental Services Waste Management","34928480","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Craemer UK Ltd","5745","Environmental Services Waste Management","34928480","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Craemer UK Ltd","6590.5","Environmental Services Waste Management","34928480","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Craemer UK Ltd","6590.5","Environmental Services Waste Management","34928480","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Craemer UK Ltd","13181","Environmental Services Waste Management","34928480","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Craemer UK Ltd","13181","Environmental Services Waste Management","34928480","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Craemer UK Ltd","10850","Environmental Services Waste Management","34928480","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Craemer UK Ltd","13405","Environmental Services Waste Management","34928480","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Craemer UK Ltd","10850","Environmental Services Waste Management","34928480","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Craemer UK Ltd","11970","Environmental Services Waste Management","34928480","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Craemer UK Ltd","10850","Environmental Services Waste Management","34928480","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Craemer UK Ltd","10850","Environmental Services Waste Management","34928480","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Craemer UK Ltd","12400","Environmental Services Waste Management","34928480","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Craemer UK Ltd","9520","Environmental Services Waste Management","34928480","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Craemer UK Ltd","11040","Environmental Services Waste Management","34928480","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Craemer UK Ltd","11040","Environmental Services Waste Management","34928480","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Craemer UK Ltd","11550","Environmental Services Waste Management","34928480","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Craemer UK Ltd","2070","Environmental Services Waste Management","34928480","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Craemer UK Ltd","3500","Environmental Services Waste Management","34928480","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Craemer UK Ltd","10710","Environmental Services Waste Management","34928480","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Craemer UK Ltd","11040","Environmental Services Waste Management","34928480","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Craemer UK Ltd","11040","Environmental Services Waste Management","34928480","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Craemer UK Ltd","13200","Environmental Services Waste Management","34928480","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Craemer UK Ltd","9520","Environmental Services Waste Management","34928480","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Craemer UK Ltd","7245","Environmental Services Waste Management","34928480","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Craemer UK Ltd","7245","Environmental Services Waste Management","34928480","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Craemer UK Ltd","6930","Environmental Services Waste Management","34928480","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Craemer UK Ltd","8746.5","Environmental Services Waste Management","34928480","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Craemer UK Ltd","4950","Arts & Leisure Services  ","34928480","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Craemer UK Ltd","9900","Arts & Leisure Services  ","34928480","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Craemer UK Ltd","10395","Arts & Leisure Services  ","34928480","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Craemer UK Ltd","8746.5","Environmental Services Waste Management","34928480","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CREATIVE SUPPORT LTD","98326.4","Social Community Care Supplies & Services  ","85000000","|98000000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CREATIVE SUPPORT LTD","24000","Social Community Care Supplies & Services  ","85000000","|98000000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CREATIVE SUPPORT LTD","20000","Social Community Care Supplies & Services  ","85000000","|98000000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CREATIVE SUPPORT LTD","469603","Social Community Care Supplies & Services  ","85000000","|98000000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CREATIVE SUPPORT LTD","115902","Social Community Care Supplies & Services  ","85000000","|98000000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CREATIVE SUPPORT LTD","1329580","Social Community Care Supplies & Services  ","85000000","|98000000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CREATIVE SUPPORT LTD","385601","Social Community Care Supplies & Services  ","85000000","|98000000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CREATIVE SUPPORT LTD","110860","Social Community Care Supplies & Services  ","85000000","|98000000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CREATIVE SUPPORT LTD","1262140","Social Community Care Supplies & Services  ","85000000","|98000000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CREATIVE SUPPORT LTD","446682","Social Community Care Supplies & Services  ","85000000","|98000000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CREATIVE SUPPORT LTD","385601","Social Community Care Supplies & Services  ","85000000","|98000000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CREATIVE SUPPORT LTD","508000","Social Community Care Supplies & Services  ","85000000","|98000000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CREATIVE SUPPORT LTD","46300","Social Community Care Supplies & Services  ","85000000","|98000000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CREATIVE SUPPORT LTD","22050","Social Community Care Supplies & Services  ","85000000","|98000000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CREATIVE SUPPORT LTD","44920","Social Community Care Supplies & Services  ","85000000","|98000000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CREATIVE SUPPORT LTD","333901","Social Community Care Supplies & Services  ","85000000","|98000000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CREATIVE SUPPORT LTD","10400","Social Community Care Supplies & Services  ","85000000","|98000000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cromwell Polythene Limited","9263.8","Environmental Services Waste Management","19640000","|34928480","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cushman and Wakefield","99684","Supplies and services","70000000|71315200|71500000|73210000|79000000|79400000","|71600000","|71350000","|71312000","|71311000","","","","","","","","","","","","","","","","","","","","","","",""
"Cyclehoop Ltd","24664","Supplies and services","34000000|34430000|34432000","|34410000|34913510","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DAC BEACHCROFT LLP","4000","Legal Services  ","79100000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DAC Beachcroft LLP","20000","Legal Services  ","79100000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"david Hunter","6000","Human Resources Training & Conferences ","79411000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"david Hunter","6500","Human Resources Training & Conferences ","79411000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"david Hunter","6000","Human Resources Training & Conferences ","79411000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DELIB LIMITED","9195","Information Communication Technology  ","71311210|80000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DELIB LIMITED","7995","Information Communication Technology  ","71311210|80000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Derbyshire County Council","8700","Education  ","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Derbyshire County Council","5885.62","Education  ","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Derbyshire County Council","8663.52","Education  ","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Derbyshire County Council","13036","Education  ","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Derbyshire County Council","6190","Education  ","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Derbyshire County Council","13036","Human Resources Training & Conferences ","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Derbyshire County Council","5362.5","Education  ","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Designed Roof Systems Ltd","306650","Works - Construction, Repair & Maintenance  ","45261200|50800000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Designed Roof Systems Ltd","582705","Works - Construction, Repair & Maintenance  ","45261200|50800000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Designed Roof Systems Ltd","97653","Works - Construction, Repair & Maintenance  ","45261200|50800000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Designed Roof Systems Ltd","96270","Works - Construction, Repair & Maintenance  ","45261200|50800000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Designed Roof Systems Ltd","247115","Works - Construction, Repair & Maintenance  ","45261200|50800000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Designed Roof Systems Ltd","205830","Works - Construction, Repair & Maintenance  ","45261200|50800000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Designed Roof Systems Ltd","238225","Works - Construction, Repair & Maintenance  ","45261200|50800000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Designed Roof Systems Ltd","186470","Works - Construction, Repair & Maintenance  ","45261200|50800000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Devon County Council","27000","Social Community Care Supplies & Services  ","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Devon County Council","27000","Social Community Care Supplies & Services  ","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DJS Research Limited","10150","Facilities & Management Services  ","73210000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DLA PIPER UK LLP","15092.5","Supplies and services","73000000|73200000|79000000|79100000|79110000|79111000","|79300000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DLA Piper UK LLP","27199.5","Supplies and services","73000000|73200000|79000000|79100000|79110000|79111000","|79300000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DLA PIPER UK LLP","25974.6","Supplies and services","73000000|73200000|79000000|79100000|79110000|79111000","|79300000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DLA PIPER UK LLP","2924.9","Supplies and services","73000000|73200000|79000000|79100000|79110000|79111000","|79300000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DLA PIPER UK LLP","10900","Supplies and services","73000000|73200000|79000000|79100000|79110000|79111000","|79300000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DLA PIPER UK LLP","6144","Supplies and services","73000000|73200000|79000000|79100000|79110000|79111000","|79300000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DORO CARE LTD","6000","Furniture & Soft Furnishings  ","50421000","","","","","","",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"DORO CARE LTD","5160","Furniture & Soft Furnishings  ","50421000","","","","","","",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"DORO CARE LTD","840","Furniture & Soft Furnishings  ","50421000","","","","","","",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"DORO CARE LTD","545","Furniture & Soft Furnishings  ","50421000","","","","","","",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"DORO CARE LTD","5160","Furniture & Soft Furnishings  ","50421000","","","","","","",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"DORO CARE LTD","545","Furniture & Soft Furnishings  ","50421000","","","","","","",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"DORO CARE LTD","10665","Furniture & Soft Furnishings  ","50421000","","","","","","",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"DORO CARE LTD","3105","Furniture & Soft Furnishings  ","50421000","","","","","","",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"DORO CARE LTD","4740","Furniture & Soft Furnishings  ","50421000","","","","","","",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"DORO CARE LTD","1380","Furniture & Soft Furnishings  ","50421000","","","","","","",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"DORO CARE LTD","5160","Furniture & Soft Furnishings  ","50421000","","","","","","",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"DORO CARE LTD","840","Furniture & Soft Furnishings  ","50421000","","","","","","",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"DORO CARE LTD","2070","Furniture & Soft Furnishings  ","50421000","","","","","","",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"Dsi Billing Services Ltd","11795.2","Facilities & Management Services Printing ","64100000","79800000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dsi Billing Services Ltd","52260.7","Facilities & Management Services Printing ","64100000","79800000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dsi Billing Services Ltd","50000","Facilities & Management Services Printing ","64100000","79800000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dwf Llp","5000","Consultancy   ","66171000|79100000|79111000","|79140000","|79411000","|79412000","|79419000","","","","","","","","","","","","","","","","","","","","","","",""
"DWF LLP","12000","Legal Services  ","66171000|79100000|79111000","|79140000","|79411000","|79412000","|79419000","","","","","","","","","","","","","","","","","","","","","","",""
"Dwf Llp","8143.22","Legal Services  ","66171000|79100000|79111000","|79140000","|79411000","|79412000","|79419000","","","","","","","","","","","","","","","","","","","","","","",""
"Dwf Llp","21000","Legal Services  ","66171000|79100000|79111000","|79140000","|79411000","|79412000","|79419000","","","","","","","","","","","","","","","","","","","","","","",""
"DWF LLP","1488.7","Consultancy   ","66171000|79100000|79111000","|79140000","|79411000","|79412000","|79419000","","","","","","","","","","","","","","","","","","","","","","",""
"Dwf Llp","544","Consultancy   ","66171000|79100000|79111000","|79140000","|79411000","|79412000","|79419000","","","","","","","","","","","","","","","","","","","","","","",""
"DWF LLP","195.48","Consultancy   ","66171000|79100000|79111000","|79140000","|79411000","|79412000","|79419000","","","","","","","","","","","","","","","","","","","","","","",""
"Dwf Llp","9544.26","Consultancy   ","66171000|79100000|79111000","|79140000","|79411000","|79412000","|79419000","","","","","","","","","","","","","","","","","","","","","","",""
"DWF LLP","11054.9","Consultancy   ","66171000|79100000|79111000","|79140000","|79411000","|79412000","|79419000","","","","","","","","","","","","","","","","","","","","","","",""
"Dwf Llp","4456.5","Consultancy   ","66171000|79100000|79111000","|79140000","|79411000","|79412000","|79419000","","","","","","","","","","","","","","","","","","","","","","",""
"Dwf Llp","12039.9","Consultancy   ","66171000|79100000|79111000","|79140000","|79411000","|79412000","|79419000","","","","","","","","","","","","","","","","","","","","","","",""
"ELASTICSEARCH LTD","10500","Information Communication Technology  ","72000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Esteem systems Ltd","10658","Information Communication Technology  ","30200000|32500000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Esteem Systems Ltd","3836","Information Communication Technology  ","30200000|32500000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Esteem Systems Ltd","2182","Information Communication Technology  ","30200000|32500000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Esteem Systems Ltd","24565","Information Communication Technology  ","30200000|32500000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Esteem Systems Ltd","7784","Information Communication Technology  ","30200000|32500000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Esteem systems Ltd","250","Information Communication Technology  ","30200000|32500000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Esteem Systems Ltd","11635","Information Communication Technology  ","30200000|32500000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Esteem Systems Ltd","7193","Information Communication Technology  ","30200000|32500000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Eurolink Modular Buildings Ltd","189978","Works - Construction, Repair & Maintenance  ","45000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Eurolink Modular Buildings Ltd","385352","Works - Construction, Repair & Maintenance  ","45000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Eurolink Modular Buildings Ltd","5000","Works - Construction, Repair & Maintenance  ","45000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Eurolink Modular Buildings Ltd","52568","Works - Construction, Repair & Maintenance  ","45000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FFT Education Ltd","18765","Financial Services  ","48000000|80410000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FFT Education Ltd","22518","Financial Services  ","48000000|80410000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FLOWBIRD SMART CITY UK LIMITED","7985","Furniture & Soft Furnishings  ","38730000","","","","","","",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"Frontline Data Ltd","15435","Information Communication Technology  ","48100000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Frontline Data Ltd","16395","Information Communication Technology  ","48100000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Frontline Data Ltd","15435","Information Communication Technology  ","48100000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FutureGov Ltd","300000","Information Communication Technology  ","72000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Gables UK Ltd","179690","Works - Construction, Repair & Maintenance  ","45261000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Geoffrey Osborne Ltd","596388","Supplies and services","71311200","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Geoffrey Osborne Ltd","837215","Supplies and services","71311200","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Gillespies LLP","12200","Consultancy   ","71400000","71240000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Good things Foundation","120000","Consultancy   ","48810000","48813000","48814000","50300000","51000000","51600000","","","","","","","","","","","","","","","","","","","","","",""
"Granicus","26712","Facilities & Management Services  ","32412000|72222300","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Grant Thornton UK LLP","126128","Financial Services Audit ","66171000|72221000|73300000|75122000|79200000|79210000|79212000|79212100|79212200|79212300|79221000|79410000|79411000","|73200000|79311400|79411000","|73100000|79400000","","","","","","","","","","","","","","","","","","","","","","","","",""
"Grant Thornton UK LLP","13410","Financial Services Audit ","66171000|72221000|73300000|75122000|79200000|79210000|79212000|79212100|79212200|79212300|79221000|79410000|79411000","|73200000|79311400|79411000","|73100000|79400000","","","","","","","","","","","","","","","","","","","","","","","","",""
"Grant Thornton UK LLP","10000","Information Communication Technology  ","66171000|72221000|73300000|75122000|79200000|79210000|79212000|79212100|79212200|79212300|79221000|79410000|79411000","|73200000|79311400|79411000","|73100000|79400000","","","","","","","","","","","","","","","","","","","","","","","","",""
"Grant Thornton UK LLP","12680","Financial Services Audit ","66171000|72221000|73300000|75122000|79200000|79210000|79212000|79212100|79212200|79212300|79221000|79410000|79411000","|73200000|79311400|79411000","|73100000|79400000","","","","","","","","","","","","","","","","","","","","","","","","",""
"Groundwork Landscapes Ltd","24257.4","Horticultural  ","45000000","","","","","","",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"Groundwork Landscapes Ltd","9128.72","Horticultural  ","45000000","","","","","","",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"Groundwork Landscapes Ltd","8057.45","Horticultural  ","45000000","","","","","","",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"Groundwork Landscapes Ltd","9069.91","Horticultural  ","45000000","","","","","","",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"Groundwork Landscapes Ltd","5225","Horticultural  ","45000000","","","","","","",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"Groundwork Landscapes Ltd","980","Horticultural  ","45000000","","","","","","",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"Groundwork Landscapes Ltd","2128","Horticultural  ","45000000","","","","","","",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"Groundwork Landscapes Ltd","65","Horticultural  ","45000000","","","","","","",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"Groundwork Landscapes Ltd","4930","Horticultural  ","45000000","","","","","","",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"Groundwork Landscapes Ltd","16466","Horticultural  ","45000000","","","","","","",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
