"supplier_name","po_value","pro_class_description","cpv_code1","cpv_code2","cpv_code3","cpv_code4","cpv_code5","cpv_code6","cpv_code7","cpv_code8","cpv_code9","cpv_code10","cpv_code11","cpv_code12","cpv_code13","cpv_code14","cpv_code15","cpv_code16","cpv_code17","cpv_code18","cpv_code19","cpv_code20","cpv_code21","cpv_code22","cpv_code23","cpv_code24","cpv_code25","cpv_code26","cpv_code27","cpv_code28"
"Access Independent","8400","Human Resources Temporary & Agency Staff ","98000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Access Independent","13155","Human Resources Temporary & Agency Staff ","98000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Access Independent","25000","Human Resources Temporary & Agency Staff ","98000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Acorn Recovery Projects","2448","Human Resources Training & Conferences ","98000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Acorn Recovery Projects","2488","Human Resources Training & Conferences ","98000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Acorn Recovery Projects","2488","Human Resources Training & Conferences ","98000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Acorn Recovery Projects","2488","Human Resources Training & Conferences ","98000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Acorn Recovery Projects","612","Human Resources Training & Conferences ","98000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Acorn Recovery Projects","612","Human Resources Training & Conferences ","98000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Acorn Recovery Projects","612","Human Resources Training & Conferences ","98000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Acorn Recovery Projects","4590","Human Resources Training & Conferences ","98000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Acorn Recovery Projects","4590","Human Resources Training & Conferences ","98000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Acorn Recovery Projects","4590","Human Resources Training & Conferences ","98000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Acorn Recovery Projects","1147.5","Human Resources Training & Conferences ","98000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Acorn Recovery Projects","1147.5","Human Resources Training & Conferences ","98000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Acorn Recovery Projects","1147.5","Human Resources Training & Conferences ","98000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Acorn Recovery Projects","5850","Human Resources Training & Conferences ","98000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Acorn Recovery Projects","3600","Human Resources Training & Conferences ","98000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Acorn Recovery Projects","2100","Human Resources Training & Conferences ","98000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Adoption UK","7700","Consultancy   ","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AECOM Limited","35251.3","Consultancy   ","45000000|71000000|71200000|71240000|71313400|71314200|71352100|71356000|71530000|72224000|73000000|75211200","|71300000|71313430|71314300|79000000|79415200","|71313450|71500000|98000000","|71313420|71800000","|90000000","","","","","","","","","","","","","","","","","","","","","","",""
"AECOM LIMITED","29211.3","Consultancy   ","45000000|71000000|71200000|71240000|71313400|71314200|71352100|71356000|71530000|72224000|73000000|75211200","|71300000|71313430|71314300|79000000|79415200","|71313450|71500000|98000000","|71313420|71800000","|90000000","","","","","","","","","","","","","","","","","","","","","","",""
"AECOM Limited","17968","Consultancy   ","45000000|71000000|71200000|71240000|71313400|71314200|71352100|71356000|71530000|72224000|73000000|75211200","|71300000|71313430|71314300|79000000|79415200","|71313450|71500000|98000000","|71313420|71800000","|90000000","","","","","","","","","","","","","","","","","","","","","","",""
"AECOM Limited","41600","Consultancy   ","45000000|71000000|71200000|71240000|71313400|71314200|71352100|71356000|71530000|72224000|73000000|75211200","|71300000|71313430|71314300|79000000|79415200","|71313450|71500000|98000000","|71313420|71800000","|90000000","","","","","","","","","","","","","","","","","","","","","","",""
"AECOM Limited","24813.2","Consultancy   ","45000000|71000000|71200000|71240000|71313400|71314200|71352100|71356000|71530000|72224000|73000000|75211200","|71300000|71313430|71314300|79000000|79415200","|71313450|71500000|98000000","|71313420|71800000","|90000000","","","","","","","","","","","","","","","","","","","","","","",""
"AECOM Limited","8667","Consultancy   ","45000000|71000000|71200000|71240000|71313400|71314200|71352100|71356000|71530000|72224000|73000000|75211200","|71300000|71313430|71314300|79000000|79415200","|71313450|71500000|98000000","|71313420|71800000","|90000000","","","","","","","","","","","","","","","","","","","","","","",""
"AECOM Limited","8310","Consultancy   ","45000000|71000000|71200000|71240000|71313400|71314200|71352100|71356000|71530000|72224000|73000000|75211200","|71300000|71313430|71314300|79000000|79415200","|71313450|71500000|98000000","|71313420|71800000","|90000000","","","","","","","","","","","","","","","","","","","","","","",""
"Aecom Limited","15878","Consultancy   ","45000000|71000000|71200000|71240000|71313400|71314200|71352100|71356000|71530000|72224000|73000000|75211200","|71300000|71313430|71314300|79000000|79415200","|71313450|71500000|98000000","|71313420|71800000","|90000000","","","","","","","","","","","","","","","","","","","","","","",""
"AECOM Limited","19278","Consultancy   ","45000000|71000000|71200000|71240000|71313400|71314200|71352100|71356000|71530000|72224000|73000000|75211200","|71300000|71313430|71314300|79000000|79415200","|71313450|71500000|98000000","|71313420|71800000","|90000000","","","","","","","","","","","","","","","","","","","","","","",""
"AECOM Limited","9916","Consultancy   ","45000000|71000000|71200000|71240000|71313400|71314200|71352100|71356000|71530000|72224000|73000000|75211200","|71300000|71313430|71314300|79000000|79415200","|71313450|71500000|98000000","|71313420|71800000","|90000000","","","","","","","","","","","","","","","","","","","","","","",""
"AECOM LIMITED","12442.5","Consultancy   ","45000000|71000000|71200000|71240000|71313400|71314200|71352100|71356000|71530000|72224000|73000000|75211200","|71300000|71313430|71314300|79000000|79415200","|71313450|71500000|98000000","|71313420|71800000","|90000000","","","","","","","","","","","","","","","","","","","","","","",""
"AECOM Limited","23187","Consultancy   ","45000000|71000000|71200000|71240000|71313400|71314200|71352100|71356000|71530000|72224000|73000000|75211200","|71300000|71313430|71314300|79000000|79415200","|71313450|71500000|98000000","|71313420|71800000","|90000000","","","","","","","","","","","","","","","","","","","","","","",""
"AECOM Limited","5000","Consultancy   ","45000000|71000000|71200000|71240000|71313400|71314200|71352100|71356000|71530000|72224000|73000000|75211200","|71300000|71313430|71314300|79000000|79415200","|71313450|71500000|98000000","|71313420|71800000","|90000000","","","","","","","","","","","","","","","","","","","","","","",""
"AECOM LIMITED","34684","Consultancy   ","45000000|71000000|71200000|71240000|71313400|71314200|71352100|71356000|71530000|72224000|73000000|75211200","|71300000|71313430|71314300|79000000|79415200","|71313450|71500000|98000000","|71313420|71800000","|90000000","","","","","","","","","","","","","","","","","","","","","","",""
"AECOM Limited","0","Consultancy   ","45000000|71000000|71200000|71240000|71313400|71314200|71352100|71356000|71530000|72224000|73000000|75211200","|71300000|71313430|71314300|79000000|79415200","|71313450|71500000|98000000","|71313420|71800000","|90000000","","","","","","","","","","","","","","","","","","","","","","",""
"AECOM Limited","35487.4","Works - Construction, Repair & Maintenance Engineering ","45000000|71000000|71200000|71240000|71313400|71314200|71352100|71356000|71530000|72224000|73000000|75211200","|71300000|71313430|71314300|79000000|79415200","|71313450|71500000|98000000","|71313420|71800000","|90000000","","","","","","","","","","","","","","","","","","","","","","",""
"AECOM Limited","7750","Consultancy   ","45000000|71000000|71200000|71240000|71313400|71314200|71352100|71356000|71530000|72224000|73000000|75211200","|71300000|71313430|71314300|79000000|79415200","|71313450|71500000|98000000","|71313420|71800000","|90000000","","","","","","","","","","","","","","","","","","","","","","",""
"AECOM LIMITED","41284","Consultancy   ","45000000|71000000|71200000|71240000|71313400|71314200|71352100|71356000|71530000|72224000|73000000|75211200","|71300000|71313430|71314300|79000000|79415200","|71313450|71500000|98000000","|71313420|71800000","|90000000","","","","","","","","","","","","","","","","","","","","","","",""
"AECOM Limited","23769.5","Consultancy   ","45000000|71000000|71200000|71240000|71313400|71314200|71352100|71356000|71530000|72224000|73000000|75211200","|71300000|71313430|71314300|79000000|79415200","|71313450|71500000|98000000","|71313420|71800000","|90000000","","","","","","","","","","","","","","","","","","","","","","",""
"AECOM Limited","8771.4","Consultancy   ","45000000|71000000|71200000|71240000|71313400|71314200|71352100|71356000|71530000|72224000|73000000|75211200","|71300000|71313430|71314300|79000000|79415200","|71313450|71500000|98000000","|71313420|71800000","|90000000","","","","","","","","","","","","","","","","","","","","","","",""
"AECOM LIMITED","28990.4","Supplies and services","45000000|71000000|71200000|71240000|71313400|71314200|71352100|71356000|71530000|72224000|73000000|75211200","|71300000|71313430|71314300|79000000|79415200","|71313450|71500000|98000000","|71313420|71800000","|90000000","","","","","","","","","","","","","","","","","","","","","","",""
"AECOM Limited","23860","Consultancy   ","45000000|71000000|71200000|71240000|71313400|71314200|71352100|71356000|71530000|72224000|73000000|75211200","|71300000|71313430|71314300|79000000|79415200","|71313450|71500000|98000000","|71313420|71800000","|90000000","","","","","","","","","","","","","","","","","","","","","","",""
"AECOM Limited","48187.2","Consultancy   ","45000000|71000000|71200000|71240000|71313400|71314200|71352100|71356000|71530000|72224000|73000000|75211200","|71300000|71313430|71314300|79000000|79415200","|71313450|71500000|98000000","|71313420|71800000","|90000000","","","","","","","","","","","","","","","","","","","","","","",""
"AECOM Limited","6776","Consultancy   ","45000000|71000000|71200000|71240000|71313400|71314200|71352100|71356000|71530000|72224000|73000000|75211200","|71300000|71313430|71314300|79000000|79415200","|71313450|71500000|98000000","|71313420|71800000","|90000000","","","","","","","","","","","","","","","","","","","","","","",""
"AECOM Limited","24594","Consultancy   ","45000000|71000000|71200000|71240000|71313400|71314200|71352100|71356000|71530000|72224000|73000000|75211200","|71300000|71313430|71314300|79000000|79415200","|71313450|71500000|98000000","|71313420|71800000","|90000000","","","","","","","","","","","","","","","","","","","","","","",""
"AECOM LIMITED","8300","Consultancy   ","45000000|71000000|71200000|71240000|71313400|71314200|71352100|71356000|71530000|72224000|73000000|75211200","|71300000|71313430|71314300|79000000|79415200","|71313450|71500000|98000000","|71313420|71800000","|90000000","","","","","","","","","","","","","","","","","","","","","","",""
"AECOM Limited","28309","Consultancy   ","45000000|71000000|71200000|71240000|71313400|71314200|71352100|71356000|71530000|72224000|73000000|75211200","|71300000|71313430|71314300|79000000|79415200","|71313450|71500000|98000000","|71313420|71800000","|90000000","","","","","","","","","","","","","","","","","","","","","","",""
"AECOM Limited","137608","Consultancy   ","45000000|71000000|71200000|71240000|71313400|71314200|71352100|71356000|71530000|72224000|73000000|75211200","|71300000|71313430|71314300|79000000|79415200","|71313450|71500000|98000000","|71313420|71800000","|90000000","","","","","","","","","","","","","","","","","","","","","","",""
"AECOM Limited","10534.4","Consultancy   ","45000000|71000000|71200000|71240000|71313400|71314200|71352100|71356000|71530000|72224000|73000000|75211200","|71300000|71313430|71314300|79000000|79415200","|71313450|71500000|98000000","|71313420|71800000","|90000000","","","","","","","","","","","","","","","","","","","","","","",""
"Aecom Limited","17032.2","Consultancy   ","45000000|71000000|71200000|71240000|71313400|71314200|71352100|71356000|71530000|72224000|73000000|75211200","|71300000|71313430|71314300|79000000|79415200","|71313450|71500000|98000000","|71313420|71800000","|90000000","","","","","","","","","","","","","","","","","","","","","","",""
"AECOM Limited","39545.9","Consultancy   ","45000000|71000000|71200000|71240000|71313400|71314200|71352100|71356000|71530000|72224000|73000000|75211200","|71300000|71313430|71314300|79000000|79415200","|71313450|71500000|98000000","|71313420|71800000","|90000000","","","","","","","","","","","","","","","","","","","","","","",""
"AECOM Limited","12632","Consultancy   ","45000000|71000000|71200000|71240000|71313400|71314200|71352100|71356000|71530000|72224000|73000000|75211200","|71300000|71313430|71314300|79000000|79415200","|71313450|71500000|98000000","|71313420|71800000","|90000000","","","","","","","","","","","","","","","","","","","","","","",""
"AECOM LIMITED","10659","Consultancy   ","45000000|71000000|71200000|71240000|71313400|71314200|71352100|71356000|71530000|72224000|73000000|75211200","|71300000|71313430|71314300|79000000|79415200","|71313450|71500000|98000000","|71313420|71800000","|90000000","","","","","","","","","","","","","","","","","","","","","","",""
"AECOM Limited","15000","Consultancy   ","45000000|71000000|71200000|71240000|71313400|71314200|71352100|71356000|71530000|72224000|73000000|75211200","|71300000|71313430|71314300|79000000|79415200","|71313450|71500000|98000000","|71313420|71800000","|90000000","","","","","","","","","","","","","","","","","","","","","","",""
"AECOM Limited","15000","Consultancy   ","45000000|71000000|71200000|71240000|71313400|71314200|71352100|71356000|71530000|72224000|73000000|75211200","|71300000|71313430|71314300|79000000|79415200","|71313450|71500000|98000000","|71313420|71800000","|90000000","","","","","","","","","","","","","","","","","","","","","","",""
"AECOM Limited","15000","Consultancy   ","45000000|71000000|71200000|71240000|71313400|71314200|71352100|71356000|71530000|72224000|73000000|75211200","|71300000|71313430|71314300|79000000|79415200","|71313450|71500000|98000000","|71313420|71800000","|90000000","","","","","","","","","","","","","","","","","","","","","","",""
"AECOM Limited","55292.2","Works - Construction, Repair & Maintenance  ","45000000|71000000|71200000|71240000|71313400|71314200|71352100|71356000|71530000|72224000|73000000|75211200","|71300000|71313430|71314300|79000000|79415200","|71313450|71500000|98000000","|71313420|71800000","|90000000","","","","","","","","","","","","","","","","","","","","","","",""
"AECOM Limited","17088","Consultancy   ","45000000|71000000|71200000|71240000|71313400|71314200|71352100|71356000|71530000|72224000|73000000|75211200","|71300000|71313430|71314300|79000000|79415200","|71313450|71500000|98000000","|71313420|71800000","|90000000","","","","","","","","","","","","","","","","","","","","","","",""
"AECOM LIMITED","17968.3","Consultancy   ","45000000|71000000|71200000|71240000|71313400|71314200|71352100|71356000|71530000|72224000|73000000|75211200","|71300000|71313430|71314300|79000000|79415200","|71313450|71500000|98000000","|71313420|71800000","|90000000","","","","","","","","","","","","","","","","","","","","","","",""
"AECOM Limited","28233.2","Consultancy   ","45000000|71000000|71200000|71240000|71313400|71314200|71352100|71356000|71530000|72224000|73000000|75211200","|71300000|71313430|71314300|79000000|79415200","|71313450|71500000|98000000","|71313420|71800000","|90000000","","","","","","","","","","","","","","","","","","","","","","",""
"AECOM Limited","21787.2","Consultancy   ","45000000|71000000|71200000|71240000|71313400|71314200|71352100|71356000|71530000|72224000|73000000|75211200","|71300000|71313430|71314300|79000000|79415200","|71313450|71500000|98000000","|71313420|71800000","|90000000","","","","","","","","","","","","","","","","","","","","","","",""
"After Adoption","47836.6","Social Community Care Supplies & Services  ","85000000|85100000|85300000|85310000","|85000000","|79315000","|85320000","|85300000","","","","","","","","","","","","","","","","","","","","","","",""
"After Adoption","27000","Social Community Care Supplies & Services  ","85000000|85100000|85300000|85310000","|85000000","|79315000","|85320000","|85300000","","","","","","","","","","","","","","","","","","","","","","",""
"After Adoption","50000","Social Community Care Supplies & Services  ","85000000|85100000|85300000|85310000","|85000000","|79315000","|85320000","|85300000","","","","","","","","","","","","","","","","","","","","","","",""
"After Adoption","31000","Social Community Care Supplies & Services  ","85000000|85100000|85300000|85310000","|85000000","|79315000","|85320000","|85300000","","","","","","","","","","","","","","","","","","","","","","",""
"AHR Building Consultancy Ltd","31265","Consultancy   ","71315300|71530000","|71315200","|71315210","","","","","","","","","","","","","","","","","","","","","","","","",""
"AHR Building Consultancy Ltd","8325","Consultancy   ","71315300|71530000","|71315200","|71315210","","","","","","","","","","","","","","","","","","","","","","","","",""
"AHR Building Consultancy Ltd","10915","Consultancy   ","71315300|71530000","|71315200","|71315210","","","","","","","","","","","","","","","","","","","","","","","","",""
"AHR Building Consultancy Ltd","5358.85","Works - Construction, Repair & Maintenance  ","71315300|71530000","|71315200","|71315210","","","","","","","","","","","","","","","","","","","","","","","","",""
"AHR Building Consultancy Ltd","5090.9","Works - Construction, Repair & Maintenance  ","71315300|71530000","|71315200","|71315210","","","","","","","","","","","","","","","","","","","","","","","","",""
"Amey OW Ltd","5000","Consultancy   ","34928510","34928500","50232100","","","","",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"Amey OW Ltd","5000","Consultancy   ","34928510","34928500","50232100","","","","",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"Amey OW Ltd","8750","Consultancy   ","34928510","34928500","50232100","","","","",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"Amey OW Ltd","8750","Consultancy   ","34928510","34928500","50232100","","","","",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"Amey OW Ltd","25000","Consultancy   ","34928510","34928500","50232100","","","","",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"Amey OW Ltd","12500","Consultancy   ","34928510","34928500","50232100","","","","",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"Amey OW Ltd","10625","Consultancy   ","34928510","34928500","50232100","","","","",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"Amey OW Ltd","55200","Consultancy   ","34928510","34928500","50232100","","","","",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"Amey OW Ltd","7850","Consultancy   ","34928510","34928500","50232100","","","","",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"Amey OW Ltd","10300","Consultancy   ","34928510","34928500","50232100","","","","",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"Animal Wardens","30000","Environmental Services Animal Services ","3000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Animal Wardens","30000","Environmental Services Animal Services ","3000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Animal Wardens","2240","Environmental Services Animal Services ","3000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Animal Wardens","10500","Environmental Services Animal Services ","3000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ANS GROUP PLC","6954.52","Information Communication Technology  ","31720000|32424000|72416000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ANS GROUP PLC","6534.29","Information Communication Technology  ","31720000|32424000|72416000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ANS GROUP PLC","6602.36","Information Communication Technology  ","31720000|32424000|72416000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"APS Group","15000","Facilities & Management Services Printing ","22000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Arc4 Limited","20000","Consultancy   ","71000000","73000000","79000000","","","","","","","","","","","","","","","","","","","","","","","","",""
"Aristi Limited","6400","Information Communication Technology  ","72800000","","","","","","",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"Aristi Limited","6800","Information Communication Technology  ","72800000","","","","","","",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"Atkins Limited","19760","Consultancy   ","50200000|71000000|71244000|71311000|71311200|71311300|71313000|71316000|71320000|71540000|72220000|73000000|73200000|79315000|79400000|79411000|98112000","|71313200|79411000","|71356400","|71530000","|79933000","","","","","","","","","","","","","","","","","","","","","","",""
"Atkins Limited","10084","Supplies and services","50200000|71000000|71244000|71311000|71311200|71311300|71313000|71316000|71320000|71540000|72220000|73000000|73200000|79315000|79400000|79411000|98112000","|71313200|79411000","|71356400","|71530000","|79933000","","","","","","","","","","","","","","","","","","","","","","",""
"Atkins Limited","36618","Consultancy   ","50200000|71000000|71244000|71311000|71311200|71311300|71313000|71316000|71320000|71540000|72220000|73000000|73200000|79315000|79400000|79411000|98112000","|71313200|79411000","|71356400","|71530000","|79933000","","","","","","","","","","","","","","","","","","","","","","",""
"Atkins Limited","10234","Consultancy   ","50200000|71000000|71244000|71311000|71311200|71311300|71313000|71316000|71320000|71540000|72220000|73000000|73200000|79315000|79400000|79411000|98112000","|71313200|79411000","|71356400","|71530000","|79933000","","","","","","","","","","","","","","","","","","","","","","",""
"ATKINS LIMITED","16000","Consultancy   ","50200000|71000000|71244000|71311000|71311200|71311300|71313000|71316000|71320000|71540000|72220000|73000000|73200000|79315000|79400000|79411000|98112000","|71313200|79411000","|71356400","|71530000","|79933000","","","","","","","","","","","","","","","","","","","","","","",""
"Atkins Limited","39816","Consultancy   ","50200000|71000000|71244000|71311000|71311200|71311300|71313000|71316000|71320000|71540000|72220000|73000000|73200000|79315000|79400000|79411000|98112000","|71313200|79411000","|71356400","|71530000","|79933000","","","","","","","","","","","","","","","","","","","","","","",""
"Atkins Limited","26700","Consultancy   ","50200000|71000000|71244000|71311000|71311200|71311300|71313000|71316000|71320000|71540000|72220000|73000000|73200000|79315000|79400000|79411000|98112000","|71313200|79411000","|71356400","|71530000","|79933000","","","","","","","","","","","","","","","","","","","","","","",""
"Atkins Limited","40448","Supplies and services","50200000|71000000|71244000|71311000|71311200|71311300|71313000|71316000|71320000|71540000|72220000|73000000|73200000|79315000|79400000|79411000|98112000","|71313200|79411000","|71356400","|71530000","|79933000","","","","","","","","","","","","","","","","","","","","","","",""
"Atkins Limited","20000","Supplies and services","50200000|71000000|71244000|71311000|71311200|71311300|71313000|71316000|71320000|71540000|72220000|73000000|73200000|79315000|79400000|79411000|98112000","|71313200|79411000","|71356400","|71530000","|79933000","","","","","","","","","","","","","","","","","","","","","","",""
"Atkins Limited,","19760","Consultancy   ","71240000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Atkins Limited,","10084","Supplies and services","71240000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Atkins Limited,","36618","Consultancy   ","71240000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Atkins Limited,","10234","Consultancy   ","71240000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Atkins Limited,","16000","Consultancy   ","71240000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Atkins Limited,","39816","Consultancy   ","71240000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Atkins Limited,","26700","Consultancy   ","71240000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Atkins Limited,","40448","Supplies and services","71240000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Atkins Limited,","20000","Supplies and services","71240000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Barnardos","31620","Social Community Care Supplies & Services  ","85000000|85300000|85310000|85311300|85320000","|85311300|85320000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Barton Willmore","70000","Consultancy   ","71242000","71000000","71245000","71200000","71247000","","","","","","","","","","","","","","","","","","","","","","",""
"Behavioural Insights Ltd","10000","Consultancy   ","71620000|72221000|73000000|73100000|73110000|73200000|79000000|79600000|80000000","|73000000|73200000|73210000|79000000|80400000","|73100000","|73110000","|73120000","|73200000","|73210000","|73300000",",79310000","|79311400","|79315000","|79400000","|79410000","|79411000","|79411100","","","","","","","","","","","","",""
"Belle Vue (Manchester) Ltd","8140","Vehicle Management Hire/Leasing ","60000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bibliotheca Ltd","20308","Environmental Services Technical Equipment ","30238000|50000000","|39155100","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bibliotheca Ltd","68393.2","Social Community Care Supplies & Services  ","30238000|50000000","|39155100","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bibliotheca Ltd","31392","Environmental Services Technical Equipment ","30238000|50000000","|39155100","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bibliotheca Ltd","101915","Environmental Services Technical Equipment ","30238000|50000000","|39155100","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bibliotheca Ltd","23970","Environmental Services Technical Equipment ","30238000|50000000","|39155100","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bibliotheca Ltd","4250","Environmental Services Technical Equipment ","30238000|50000000","|39155100","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bibliotheca Ltd","6114.9","Environmental Services Technical Equipment ","30238000|50000000","|39155100","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bibliotheca Ltd","1438.2","Environmental Services Technical Equipment ","30238000|50000000","|39155100","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bibliotheca Ltd","9565.75","Social Community Care Supplies & Services  ","30238000|50000000","|39155100","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bibliotheca Ltd","10509.2","Environmental Services Technical Equipment ","30238000|50000000","|39155100","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Biobag Ltd","291696","Environmental Services Waste Management","90500000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Biobag Ltd","279660","Environmental Services Waste Management","90500000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Biobag Ltd","279660","Environmental Services Waste Management","90500000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bloom Procurement Services","20000","Consultancy   ","79210000|79932000|80500000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bloom Procurement Services","107045","Consultancy   ","79210000|79932000|80500000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bloom Procurement Services","600000","Consultancy   ","79210000|79932000|80500000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bloom Procurement Services","98400","Consultancy   ","79210000|79932000|80500000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bloom Procurement Services","56472","Information Communication Technology  ","79210000|79932000|80500000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bloom Procurement Services","199420","Consultancy   ","79210000|79932000|80500000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bloom Procurement Services","200000","Consultancy   ","79210000|79932000|80500000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bloom Procurement Services","250000","Consultancy   ","79210000|79932000|80500000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bond Solon Training Ltd","10688.9","Consultancy   ","80000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bottomline Technologies","8411.04","Information Communication Technology  ","48000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bottomline Technologies","8663.37","Information Communication Technology  ","48000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bottomline Technologies","37944.6","Information Communication Technology  ","48000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Britannic Technologies Ltd","37400","Information Communication Technology  ","48000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BT plc","81768","Highway Equipment & Materials    ","32000000|32420000|32500000|48000000|64200000|66172000|72000000|72250000|72400000","|32400000|45232000","|45314000","|45231000","","","","","","","","","","","","","","","","","","","","","","","",""
"BT plc","7292.12","Highway Equipment & Materials    ","32000000|32420000|32500000|48000000|64200000|66172000|72000000|72250000|72400000","|32400000|45232000","|45314000","|45231000","","","","","","","","","","","","","","","","","","","","","","","",""
"BT Plc","50784.6","Highway Equipment & Materials    ","32000000|32420000|32500000|48000000|64200000|66172000|72000000|72250000|72400000","|32400000|45232000","|45314000","|45231000","","","","","","","","","","","","","","","","","","","","","","","",""
"BT Redcare","20200","Information Communication Technology  ","72000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CANVAS SPACES LIMITED","52750","Horticultural  ","34928400","37410000","43325000","45112720","45212210","45212220","45212290",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
