"supplier_name","total_value","service","cpv_code1","cpv_code2","cpv_code3","cpv_code4","cpv_code5","cpv_code6","cpv_code7","cpv_code8","cpv_code9","cpv_code10","cpv_code11","cpv_code12","cpv_code13","cpv_code14","cpv_code15","cpv_code16","cpv_code17","cpv_code18","cpv_code19","cpv_code20","cpv_code21","cpv_code22","cpv_code23","cpv_code24","cpv_code25","cpv_code26","cpv_code27","cpv_code28"
"Cromwell Polythene Limited","111197","ECONOMY AND ENVIRONMENT","19640000","|34928480","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cromwell Polythene Limited","49993.2","NEIGHBOURHOODS AND ENVIRONMENT","19640000","|34928480","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cromwell Polythene Limited","24382","NEIGHBOURHOODS AND ENVIRONMENT","19640000","|34928480","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cromwell Polythene Limited","28224.4","NEIGHBOURHOODS AND ENVIRONMENT","19640000","|34928480","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cromwell Polythene Limited","144480","NEIGHBOURHOODS AND ENVIRONMENT","19640000","|34928480","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cromwell Polythene Limited","22360","NEIGHBOURHOODS AND ENVIRONMENT","19640000","|34928480","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cromwell Polythene Limited","22394.4","NEIGHBOURHOODS AND ENVIRONMENT","19640000","|34928480","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cromwell Polythene Limited","8364.01","NEIGHBOURHOODS AND ENVIRONMENT","19640000","|34928480","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cromwell Polythene Limited","45360","NEIGHBOURHOODS AND ENVIRONMENT","19640000","|34928480","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cromwell Polythene Limited","33471.4","NEIGHBOURHOODS AND ENVIRONMENT","19640000","|34928480","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cromwell Polythene Limited","45360","NEIGHBOURHOODS AND ENVIRONMENT","19640000","|34928480","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cromwell Polythene Limited","6002.88","NEIGHBOURHOODS AND ENVIRONMENT","19640000","|34928480","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cromwell Polythene Limited","6002.88","NEIGHBOURHOODS AND ENVIRONMENT","19640000","|34928480","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cromwell Polythene Limited","6002.88","NEIGHBOURHOODS AND ENVIRONMENT","19640000","|34928480","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cromwell Polythene Limited","6002.88","NEIGHBOURHOODS AND ENVIRONMENT","19640000","|34928480","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cromwell Polythene Limited","60480","NEIGHBOURHOODS AND ENVIRONMENT","19640000","|34928480","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cromwell Polythene Limited","60480","NEIGHBOURHOODS AND ENVIRONMENT","19640000","|34928480","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cromwell Polythene Limited","60480","NEIGHBOURHOODS AND ENVIRONMENT","19640000","|34928480","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Curtins Consulting","5687.97","NEIGHBOURHOODS AND ENVIRONMENT","71310000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Daisy Communications Ltd","25145","NEIGHBOURHOODS AND ENVIRONMENT","32250000|32412100|32551400|50334100|72700000","|32500000|50334100","|32524000|50334110","","","","","","","","","","","","","","","","","","","","","","","","",""
"Daisy Communications Ltd","14400","NEIGHBOURHOODS AND ENVIRONMENT","32250000|32412100|32551400|50334100|72700000","|32500000|50334100","|32524000|50334110","","","","","","","","","","","","","","","","","","","","","","","","",""
"Daisy Communications LTD","25224","NEIGHBOURHOODS AND ENVIRONMENT","32250000|32412100|32551400|50334100|72700000","|32500000|50334100","|32524000|50334110","","","","","","","","","","","","","","","","","","","","","","","","",""
"Daisy Communications Ltd","29076","NEIGHBOURHOODS AND ENVIRONMENT","32250000|32412100|32551400|50334100|72700000","|32500000|50334100","|32524000|50334110","","","","","","","","","","","","","","","","","","","","","","","","",""
"Daisy Communications Ltd","5055","NEIGHBOURHOODS AND ENVIRONMENT","32250000|32412100|32551400|50334100|72700000","|32500000|50334100","|32524000|50334110","","","","","","","","","","","","","","","","","","","","","","","","",""
"Daisy Communications Ltd","9367.5","NEIGHBOURHOODS AND ENVIRONMENT","32250000|32412100|32551400|50334100|72700000","|32500000|50334100","|32524000|50334110","","","","","","","","","","","","","","","","","","","","","","","","",""
"Daisy Communications Ltd","9246.5","NEIGHBOURHOODS AND ENVIRONMENT","32250000|32412100|32551400|50334100|72700000","|32500000|50334100","|32524000|50334110","","","","","","","","","","","","","","","","","","","","","","","","",""
"Daisy Communications Ltd","9246.5","NEIGHBOURHOODS AND ENVIRONMENT","32250000|32412100|32551400|50334100|72700000","|32500000|50334100","|32524000|50334110","","","","","","","","","","","","","","","","","","","","","","","","",""
"Daisy Communications LTD","12240","CUSTOMERS & CORPORATE SERVICES","32250000|32412100|32551400|50334100|72700000","|32500000|50334100","|32524000|50334110","","","","","","","","","","","","","","","","","","","","","","","","",""
"Daisy Communications Ltd","19720","CUSTOMERS & CORPORATE SERVICES","32250000|32412100|32551400|50334100|72700000","|32500000|50334100","|32524000|50334110","","","","","","","","","","","","","","","","","","","","","","","","",""
"Daisy Communications LTD","14581","CUSTOMERS & CORPORATE SERVICES","32250000|32412100|32551400|50334100|72700000","|32500000|50334100","|32524000|50334110","","","","","","","","","","","","","","","","","","","","","","","","",""
"Daisy Communications Ltd","17000","NEIGHBOURHOODS AND ENVIRONMENT","32250000|32412100|32551400|50334100|72700000","|32500000|50334100","|32524000|50334110","","","","","","","","","","","","","","","","","","","","","","","","",""
"Daisy Communications Ltd","20904","NEIGHBOURHOODS AND ENVIRONMENT","32250000|32412100|32551400|50334100|72700000","|32500000|50334100","|32524000|50334110","","","","","","","","","","","","","","","","","","","","","","","","",""
"Daisy Communications Ltd","22862","NEIGHBOURHOODS AND ENVIRONMENT","32250000|32412100|32551400|50334100|72700000","|32500000|50334100","|32524000|50334110","","","","","","","","","","","","","","","","","","","","","","","","",""
"Daisy Communications Ltd","14988","NEIGHBOURHOODS AND ENVIRONMENT","32250000|32412100|32551400|50334100|72700000","|32500000|50334100","|32524000|50334110","","","","","","","","","","","","","","","","","","","","","","","","",""
"david Hunter","6500","NEIGHBOURHOODS AND ENVIRONMENT","79411000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"david Hunter","5500","CHILDREN’S SOCIAL CARE","79411000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"david Hunter","5500","CHILDREN’S SOCIAL CARE","79411000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DCM Surfaces","9200","NEIGHBOURHOODS AND ENVIRONMENT","45236210","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DCM Surfaces","5408","NEIGHBOURHOODS AND ENVIRONMENT","45236210","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dennis Eagle Ltd","291102","ECONOMY AND ENVIRONMENT","34000000|34140000|34144510|34144511|60100000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dennis Eagle Ltd","295780","NEIGHBOURHOODS AND ENVIRONMENT","34000000|34140000|34144510|34144511|60100000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dennis Eagle Ltd","151654","NEIGHBOURHOODS AND ENVIRONMENT","34000000|34140000|34144510|34144511|60100000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dennis Eagle Ltd","6716.63","NEIGHBOURHOODS AND ENVIRONMENT","34000000|34140000|34144510|34144511|60100000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dennis Eagle Ltd","151654","NEIGHBOURHOODS AND ENVIRONMENT","34000000|34140000|34144510|34144511|60100000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Devon County Council","9000","CHILDREN’S SOCIAL CARE","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DFP Services Ltd","194022","PROPERTY AND HIGHWAYS","50710000|71630000","","","","","","",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"DFP Services Ltd","101976","PROPERTY AND HIGHWAYS","50710000|71630000","","","","","","",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"DFP Services Ltd","194022","PROPERTY AND HIGHWAYS","50710000|71630000","","","","","","",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"Donald Insall Associates","9250","ECONOMY DIRECTORATE","71000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Donald Insall Associates","53300","ECONOMY DIRECTORATE","71000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Donald Insall Associates","53300","ECONOMY DIRECTORATE","71000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Donald Insall Associates","148600","ECONOMY DIRECTORATE","71000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Donald Insall Associates","138625","ECONOMY DIRECTORATE","71000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Donald Insall Associates","48875","ECONOMY DIRECTORATE","71000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Donald Insall Associates","53300","ECONOMY DIRECTORATE","71000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Donald Insall Associates","5194.6","ECONOMY DIRECTORATE","71000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Donald Insall Associates","10731","ECONOMY DIRECTORATE","71000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Donald Insall Associates","15000","ECONOMY DIRECTORATE","71000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Donald Insall Associates","22587","ECONOMY DIRECTORATE","71000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Early Break","6000","EARLY HELP AND SCHOOLS","75200000","85100000","85144000","","","","",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"Early Break","67620","PUBLIC HEALTH","75200000","85100000","85144000","","","","",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"Early Break","53913","PUBLIC HEALTH","75200000","85100000","85144000","","","","",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"Early Break","49502","PUBLIC HEALTH","75200000","85100000","85144000","","","","",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"Early Break","49502","PUBLIC HEALTH","75200000","85100000","85144000","","","","",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"Early Break","34196.2","CUSTOMERS & CORPORATE SERVICES","75200000","85100000","85144000","","","","",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"Edge Hill University","12700","ECONOMY AND ENVIRONMENT","39162000|80000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Edge Hill University","10000","ECONOMY DIRECTORATE","39162000|80000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Edge Hill University","10500","NEIGHBOURHOODS AND ENVIRONMENT","39162000|80000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Eldercare (UK) Ltd","30000","PHYSICAL DIS & OLDER PEOPLE","85000000","","","","","","",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"Eldercare (UK) Ltd","6935.05","PHYSICAL DIS & OLDER PEOPLE","85000000","","","","","","",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"Eldercare (UK) Ltd","96000","PHYSICAL DIS & OLDER PEOPLE","85000000","","","","","","",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"Eldercare (UK) Ltd","7500","PHYSICAL DIS & OLDER PEOPLE","85000000","","","","","","",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"Eldercare (UK) Ltd","84000","PHYSICAL DIS & OLDER PEOPLE","85000000","","","","","","",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"Eldercare (UK) Ltd","63000","PHYSICAL DIS & OLDER PEOPLE","85000000","","","","","","",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"Eldercare (UK) Ltd","5825.96","PHYSICAL DIS & OLDER PEOPLE","85000000","","","","","","",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"Eldercare (UK) Ltd","6533.91","PHYSICAL DIS & OLDER PEOPLE","85000000","","","","","","",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"Eldercare (UK) Ltd","78000","PHYSICAL DIS & OLDER PEOPLE","85000000","","","","","","",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"Eldercare (UK) Ltd","7590.62","ADULT CARE LCO FUNCTIONS","85000000","","","","","","",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"Eldercare (UK) Ltd","91200","ADULT CARE LCO FUNCTIONS","85000000","","","","","","",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"Eldercare (UK) Ltd","7363","ADULT CARE LCO FUNCTIONS","85000000","","","","","","",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"Eldercare (UK) Ltd","7820.77","ADULT CARE LCO FUNCTIONS","85000000","","","","","","",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"Eldercare (UK) Ltd","92000","ADULT CARE LCO FUNCTIONS","85000000","","","","","","",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"Eldercare (UK) Ltd","50000","ADULT CARE LCO FUNCTIONS","85000000","","","","","","",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"Eldercare UK Ltd","30000","PHYSICAL DIS & OLDER PEOPLE","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Eldercare UK Ltd","6935.05","PHYSICAL DIS & OLDER PEOPLE","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Eldercare UK Ltd","96000","PHYSICAL DIS & OLDER PEOPLE","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Eldercare UK Ltd","7500","PHYSICAL DIS & OLDER PEOPLE","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Eldercare UK Ltd","84000","PHYSICAL DIS & OLDER PEOPLE","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Eldercare UK Ltd","63000","PHYSICAL DIS & OLDER PEOPLE","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Eldercare UK Ltd","5825.96","PHYSICAL DIS & OLDER PEOPLE","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Eldercare UK Ltd","6533.91","PHYSICAL DIS & OLDER PEOPLE","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Eldercare UK Ltd","78000","PHYSICAL DIS & OLDER PEOPLE","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Eldercare UK Ltd","7590.62","ADULT CARE LCO FUNCTIONS","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Eldercare UK Ltd","91200","ADULT CARE LCO FUNCTIONS","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Eldercare UK Ltd","7363","ADULT CARE LCO FUNCTIONS","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Eldercare UK Ltd","7820.77","ADULT CARE LCO FUNCTIONS","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Eldercare UK Ltd","92000","ADULT CARE LCO FUNCTIONS","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Eldercare UK Ltd","50000","ADULT CARE LCO FUNCTIONS","85000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Electoral Reform Services","9765.34","RESOURCES","22800000","79800000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Electoral Reform Services","8521.79","RESOURCES","22800000","79800000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Electoral Reform Services","5278.44","RESOURCES","22800000","79800000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Electoral Reform Services","5029.6","FINANCE SERVICES","22800000","79800000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Emanuel Whittaker Ltd","964221","PHYSICAL DIS & OLDER PEOPLE","45000000|45453000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ENCOME ENERGY PERFORMANCE UK LTD","12449.3","PROPERTY AND HIGHWAYS","9331000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Environment Agency","75738.9","ECONOMY DIRECTORATE","98113000","","","","","","",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"Environment Agency","120000","ECONOMY DIRECTORATE","98113000","","","","","","",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"Environment Agency","30000","ECONOMY DIRECTORATE","98113000","","","","","","",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"ERNST & YOUNG LLP","22672.1","EARLY HELP AND SCHOOLS","66122000|66170000|66171000|71241000|71311200|71315210|72000000|72221000|72224000|72225000|73000000|73200000|73220000|75000000|79000000|79200000|79210000|79212000|79212200|79221000|79311410|79400000|79410000|79411000|79414000|80000000","|71311200|72221000|72224000|79311400|79410000|79412000|79414000|85000000","|72221000|72224000|79400000|79411000|79412000|79414000","|79410000|79414000","|98200000","","","","","","","","","","","","","","","","","","","","","","",""
"ERNST & YOUNG LLP","27342.2","EARLY HELP AND SCHOOLS","66122000|66170000|66171000|71241000|71311200|71315210|72000000|72221000|72224000|72225000|73000000|73200000|73220000|75000000|79000000|79200000|79210000|79212000|79212200|79221000|79311410|79400000|79410000|79411000|79414000|80000000","|71311200|72221000|72224000|79311400|79410000|79412000|79414000|85000000","|72221000|72224000|79400000|79411000|79412000|79414000","|79410000|79414000","|98200000","","","","","","","","","","","","","","","","","","","","","","",""
"Ernst & Young LLP","5446.4","EARLY HELP AND SCHOOLS","66122000|66170000|66171000|71241000|71311200|71315210|72000000|72221000|72224000|72225000|73000000|73200000|73220000|75000000|79000000|79200000|79210000|79212000|79212200|79221000|79311410|79400000|79410000|79411000|79414000|80000000","|71311200|72221000|72224000|79311400|79410000|79412000|79414000|85000000","|72221000|72224000|79400000|79411000|79412000|79414000","|79410000|79414000","|98200000","","","","","","","","","","","","","","","","","","","","","","",""
"Ernst & Young LLP","6987.4","EARLY HELP AND SCHOOLS","66122000|66170000|66171000|71241000|71311200|71315210|72000000|72221000|72224000|72225000|73000000|73200000|73220000|75000000|79000000|79200000|79210000|79212000|79212200|79221000|79311410|79400000|79410000|79411000|79414000|80000000","|71311200|72221000|72224000|79311400|79410000|79412000|79414000|85000000","|72221000|72224000|79400000|79411000|79412000|79414000","|79410000|79414000","|98200000","","","","","","","","","","","","","","","","","","","","","","",""
"Ernst & Young LLP","6590.56","EARLY HELP AND SCHOOLS","66122000|66170000|66171000|71241000|71311200|71315210|72000000|72221000|72224000|72225000|73000000|73200000|73220000|75000000|79000000|79200000|79210000|79212000|79212200|79221000|79311410|79400000|79410000|79411000|79414000|80000000","|71311200|72221000|72224000|79311400|79410000|79412000|79414000|85000000","|72221000|72224000|79400000|79411000|79412000|79414000","|79410000|79414000","|98200000","","","","","","","","","","","","","","","","","","","","","","",""
"ERNST & YOUNG LLP","6626.07","EARLY HELP AND SCHOOLS","66122000|66170000|66171000|71241000|71311200|71315210|72000000|72221000|72224000|72225000|73000000|73200000|73220000|75000000|79000000|79200000|79210000|79212000|79212200|79221000|79311410|79400000|79410000|79411000|79414000|80000000","|71311200|72221000|72224000|79311400|79410000|79412000|79414000|85000000","|72221000|72224000|79400000|79411000|79412000|79414000","|79410000|79414000","|98200000","","","","","","","","","","","","","","","","","","","","","","",""
"Ernst & Young LLP","9331.56","EARLY HELP AND SCHOOLS","66122000|66170000|66171000|71241000|71311200|71315210|72000000|72221000|72224000|72225000|73000000|73200000|73220000|75000000|79000000|79200000|79210000|79212000|79212200|79221000|79311410|79400000|79410000|79411000|79414000|80000000","|71311200|72221000|72224000|79311400|79410000|79412000|79414000|85000000","|72221000|72224000|79400000|79411000|79412000|79414000","|79410000|79414000","|98200000","","","","","","","","","","","","","","","","","","","","","","",""
"Ernst & Young LLP,","22672.1","EARLY HELP AND SCHOOLS","79411000|79412000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Ernst & Young LLP,","27342.2","EARLY HELP AND SCHOOLS","79411000|79412000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Ernst & Young LLP,","5446.4","EARLY HELP AND SCHOOLS","79411000|79412000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Ernst & Young LLP,","6987.4","EARLY HELP AND SCHOOLS","79411000|79412000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Ernst & Young LLP,","6590.56","EARLY HELP AND SCHOOLS","79411000|79412000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Ernst & Young LLP,","6626.07","EARLY HELP AND SCHOOLS","79411000|79412000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Ernst & Young LLP,","9331.56","EARLY HELP AND SCHOOLS","79411000|79412000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EURO LABEL PRINTERS, LIMITED","8912","NEIGHBOURHOODS AND ENVIRONMENT","22458000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EURO LABEL PRINTERS, LIMITED","8916","NEIGHBOURHOODS AND ENVIRONMENT","22458000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EVANS HALSHAW","27890","NEIGHBOURHOODS AND ENVIRONMENT","34210000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EVANS HALSHAW","27941.5","NEIGHBOURHOODS AND ENVIRONMENT","34210000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EVANS HALSHAW","27941.5","NEIGHBOURHOODS AND ENVIRONMENT","34210000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Experian Limited","7800","NEIGHBOURHOODS AND ENVIRONMENT","48800000|48812000|72000000|72222300|72300000|72610000|73000000","|66113000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EXPERIAN LIMITED","7823.33","NEIGHBOURHOODS AND ENVIRONMENT","48800000|48812000|72000000|72222300|72300000|72610000|73000000","|66113000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Experian Limited","7823.33","NEIGHBOURHOODS AND ENVIRONMENT","48800000|48812000|72000000|72222300|72300000|72610000|73000000","|66113000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EXPERIAN LIMITED","9111.56","CUSTOMERS & CORPORATE SERVICES","48800000|48812000|72000000|72222300|72300000|72610000|73000000","|66113000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Experian Limited","9321","NEIGHBOURHOODS AND ENVIRONMENT","48800000|48812000|72000000|72222300|72300000|72610000|73000000","|66113000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Experian Limited","7500","NEIGHBOURHOODS AND ENVIRONMENT","48800000|48812000|72000000|72222300|72300000|72610000|73000000","|66113000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F R SHARROCK LIMITED","46940","ECONOMY AND ENVIRONMENT","34140000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F R SHARROCK LIMITED","12150","NEIGHBOURHOODS AND ENVIRONMENT","34140000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F R SHARROCK LIMITED","12710","NEIGHBOURHOODS AND ENVIRONMENT","34140000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F R SHARROCK LIMITED","8700","NEIGHBOURHOODS AND ENVIRONMENT","34140000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F R SHARROCK LIMITED","13165","NEIGHBOURHOODS AND ENVIRONMENT","34140000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F R SHARROCK LIMITED","20113","NEIGHBOURHOODS AND ENVIRONMENT","34140000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F R Sharrock Ltd","43995","NEIGHBOURHOODS AND ENVIRONMENT","16310000|34142300|43325100|45112410","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Family Action","15000","EARLY HELP AND SCHOOLS","80000000|85000000|85310000|98000000","|80500000|98000000","|85000000","|80100000|85312330","|80300000|85300000","|85323000","|80561000","","","","","","","","","","","","","","","","","","","","",""
"FAMILY ACTION","61277.4","EARLY HELP AND SCHOOLS","80000000|85000000|85310000|98000000","|80500000|98000000","|85000000","|80100000|85312330","|80300000|85300000","|85323000","|80561000","","","","","","","","","","","","","","","","","","","","",""
"Family Action","15319.3","EARLY HELP AND SCHOOLS","80000000|85000000|85310000|98000000","|80500000|98000000","|85000000","|80100000|85312330","|80300000|85300000","|85323000","|80561000","","","","","","","","","","","","","","","","","","","","",""
"Family Action","15319.4","EARLY HELP AND SCHOOLS","80000000|85000000|85310000|98000000","|80500000|98000000","|85000000","|80100000|85312330","|80300000|85300000","|85323000","|80561000","","","","","","","","","","","","","","","","","","","","",""
"Family Action","15319.4","EARLY HELP AND SCHOOLS","80000000|85000000|85310000|98000000","|80500000|98000000","|85000000","|80100000|85312330","|80300000|85300000","|85323000","|80561000","","","","","","","","","","","","","","","","","","","","",""
"FAMILY ACTION","15319.4","EARLY HELP AND SCHOOLS","80000000|85000000|85310000|98000000","|80500000|98000000","|85000000","|80100000|85312330","|80300000|85300000","|85323000","|80561000","","","","","","","","","","","","","","","","","","","","",""
"Family Action","15319.3","EARLY HELP AND SCHOOLS","80000000|85000000|85310000|98000000","|80500000|98000000","|85000000","|80100000|85312330","|80300000|85300000","|85323000","|80561000","","","","","","","","","","","","","","","","","","","","",""
"Faun Zoeller (UK) Ltd","20704.1","NEIGHBOURHOODS AND ENVIRONMENT","34144511","|50100000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FAUN Zoeller (UK) Ltd","232776","NEIGHBOURHOODS AND ENVIRONMENT","34144511","|50100000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Faun Zoeller (UK) Ltd","10575","NEIGHBOURHOODS AND ENVIRONMENT","34144511","|50100000","","","","","","","","","","","","","","","","","","","","","","","","","",""
