"supplier_name","total_value","service","cpv_code1","cpv_code2","cpv_code3","cpv_code4","cpv_code5","cpv_code6","cpv_code7","cpv_code8","cpv_code9","cpv_code10","cpv_code11","cpv_code12","cpv_code13","cpv_code14","cpv_code15","cpv_code16","cpv_code17","cpv_code18","cpv_code19","cpv_code20","cpv_code21","cpv_code22","cpv_code23","cpv_code24","cpv_code25","cpv_code26","cpv_code27","cpv_code28"
"Jackson Jackson and Sons Ltd","34275.2","PROPERTY AND HIGHWAYS","44221000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jacobs","50000","RESOURCES","66600000|71000000|71313000|71530000|73000000|75242110|98350000","|71317210","|71351200","|71351210","|71351220","|71530000","","","","","","","","","","","","","","","","","","","","","",""
"Jeremy Benn Associates Ltd","7000","ECONOMY AND ENVIRONMENT","90711100","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jeremy Benn Associates Ltd","7000","ECONOMY AND ENVIRONMENT","90711100","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jeremy Benn Associates Ltd","19723.9","ECONOMY AND ENVIRONMENT","90711100","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jeremy Benn Associates Ltd","5711","ECONOMY AND ENVIRONMENT","90711100","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jeremy Benn Associates Ltd","20000","NEIGHBOURHOODS AND ENVIRONMENT","90711100","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jeremy Benn Associates Ltd","25450","NEIGHBOURHOODS AND ENVIRONMENT","90711100","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jeremy Benn Associates Ltd","26900","NEIGHBOURHOODS AND ENVIRONMENT","90711100","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jeremy Benn Associates Ltd","17425","NEIGHBOURHOODS AND ENVIRONMENT","90711100","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jeremy Benn Associates Ltd","33990","NEIGHBOURHOODS AND ENVIRONMENT","90711100","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jeremy Benn Associates Ltd","11615","NEIGHBOURHOODS AND ENVIRONMENT","90711100","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jeremy Benn Associates Ltd","9630","NEIGHBOURHOODS AND ENVIRONMENT","90711100","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JISC Services Ltd","10640","NEIGHBOURHOODS AND ENVIRONMENT","72400000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Johnston Sweepers Limited","97499","ECONOMY AND ENVIRONMENT","34144430|34144431|34921100","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jones Lang LaSalle","10093","ECONOMY AND ENVIRONMENT","70100000|70331000|70332000|71310000|71315200|79340000","|70332200","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jones Lang Lasalle","24939.1","ECONOMY AND ENVIRONMENT","70100000|70331000|70332000|71310000|71315200|79340000","|70332200","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jones Lang Lasalle","15139","ECONOMY AND ENVIRONMENT","70100000|70331000|70332000|71310000|71315200|79340000","|70332200","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jones Lang Lasalle","20185","ECONOMY AND ENVIRONMENT","70100000|70331000|70332000|71310000|71315200|79340000","|70332200","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jones Lang LaSalle","25231","ECONOMY AND ENVIRONMENT","70100000|70331000|70332000|71310000|71315200|79340000","|70332200","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jones Lang LaSalle","32323.8","ECONOMY AND ENVIRONMENT","70100000|70331000|70332000|71310000|71315200|79340000","|70332200","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jones Lang LaSalle","30278","ECONOMY AND ENVIRONMENT","70100000|70331000|70332000|71310000|71315200|79340000","|70332200","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jones Lang Lasalle","25200.3","ECONOMY AND ENVIRONMENT","70100000|70331000|70332000|71310000|71315200|79340000","|70332200","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jones Lang Lasalle","12895.5","ECONOMY AND ENVIRONMENT","70100000|70331000|70332000|71310000|71315200|79340000","|70332200","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jones Lang LaSalle","24191.9","ECONOMY AND ENVIRONMENT","70100000|70331000|70332000|71310000|71315200|79340000","|70332200","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jones Lang LaSalle Ltd","9128.11","ECONOMY DIRECTORATE","70000000|70332200|71310000|71315200","|70331000|71000000","|70330000|73220000","|70332000","|70210000","","","","","","","","","","","","","","","","","","","","","","",""
"Keep Britain Tidy","6435","NEIGHBOURHOODS AND ENVIRONMENT","71311000|79952000","71318000|79956000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Keepmoat Regeneration Ltd","18935.1","NEIGHBOURHOODS AND ENVIRONMENT","45000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Keoghs LLP","20000","CONTROL ACCOUNT","79100000","|71244000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Keoghs LLP","20000","RESOURCES","79100000","|71244000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Keoghs LLP","20000","CUSTOMERS & CORPORATE SERVICES","79100000","|71244000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Keoghs LLP","20000","FINANCE SERVICES","79100000","|71244000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KHIPU Networks Ltd","22765","NEIGHBOURHOODS AND ENVIRONMENT","30211000|32420000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KHIPU NETWORKS LTD","7000","NEIGHBOURHOODS AND ENVIRONMENT","30211000|32420000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KHIPU Networks Ltd","5541.72","NEIGHBOURHOODS AND ENVIRONMENT","30211000|32420000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KHIPU NETWORKS LTD","14133.6","NEIGHBOURHOODS AND ENVIRONMENT","30211000|32420000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KHIPU Networks Ltd","8747.33","NEIGHBOURHOODS AND ENVIRONMENT","30211000|32420000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Kings Chambers","5200","ECONOMY DIRECTORATE","79100000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KPMG LLP","9958","RESOURCES","66000000|66170000|66171000|71241000|71311210|71314000|71356300|71600000|71621000|72000000|72220000|72221000|72222100|72224000|72224100|72510000|73000000|73200000|75000000|79000000|79200000|79212000|79212100|79212200|79221000|79400000|79410000|79411000|79411100|79414000|79418000|80420000|80511000","|72221000|72224000|72227000|72246000|73000000|73220000|79210000|79212000|79212200|79212300|79311400|79400000|79410000|79411000","|72224000|73000000|79210000|79400000|79410000|79411100|79414000","|72222300|75000000|79212000|79411100","|72222100|79212100|79400000","|72222000","|72000000","|71241000",",72224000","|72222200","|79700000","|72221000","|79421000","|72223000","|72220000","|72246000","","","","","","","","","","","",""
"KPMG LLP","10000","RESOURCES","66000000|66170000|66171000|71241000|71311210|71314000|71356300|71600000|71621000|72000000|72220000|72221000|72222100|72224000|72224100|72510000|73000000|73200000|75000000|79000000|79200000|79212000|79212100|79212200|79221000|79400000|79410000|79411000|79411100|79414000|79418000|80420000|80511000","|72221000|72224000|72227000|72246000|73000000|73220000|79210000|79212000|79212200|79212300|79311400|79400000|79410000|79411000","|72224000|73000000|79210000|79400000|79410000|79411100|79414000","|72222300|75000000|79212000|79411100","|72222100|79212100|79400000","|72222000","|72000000","|71241000",",72224000","|72222200","|79700000","|72221000","|79421000","|72223000","|72220000","|72246000","","","","","","","","","","","",""
"KPMG LLP,","9958","RESOURCES","66000000|66171000","|79411100","|79418000","","","","","","","","","","","","","","","","","","","","","","","","",""
"KPMG LLP,","10000","RESOURCES","66000000|66171000","|79411100","|79418000","","","","","","","","","","","","","","","","","","","","","","","","",""
"Lambert Smith Hampton Group Ltd","40000","ECONOMY DIRECTORATE","70332000|71310000","|73200000","|71315200","|73210000","","","","","","","","","","","","","","","","","","","","","","","",""
"Lambert Smith Hampton Group Ltd","24000","ECONOMY DIRECTORATE","70332000|71310000","|73200000","|71315200","|73210000","","","","","","","","","","","","","","","","","","","","","","","",""
"Lambert Smith Hampton Group Ltd","12000","ECONOMY DIRECTORATE","70332000|71310000","|73200000","|71315200","|73210000","","","","","","","","","","","","","","","","","","","","","","","",""
"Lambert Smith Hampton Group Ltd","12000","ECONOMY DIRECTORATE","70332000|71310000","|73200000","|71315200","|73210000","","","","","","","","","","","","","","","","","","","","","","","",""
"Lambert Smith Hampton Group Ltd","12000","ECONOMY DIRECTORATE","70332000|71310000","|73200000","|71315200","|73210000","","","","","","","","","","","","","","","","","","","","","","","",""
"Lambert Smith Hampton Group Ltd","9750","FINANCE SERVICES","70332000|71310000","|73200000","|71315200","|73210000","","","","","","","","","","","","","","","","","","","","","","","",""
"Lambert Smith Hampton Group Ltd","12000","ECONOMY DIRECTORATE","70332000|71310000","|73200000","|71315200","|73210000","","","","","","","","","","","","","","","","","","","","","","","",""
"Lambert Smith Hampton Group Ltd","12000","ECONOMY DIRECTORATE","70332000|71310000","|73200000","|71315200","|73210000","","","","","","","","","","","","","","","","","","","","","","","",""
"Lambert Smith Hampton Group Ltd","32400","ECONOMY DIRECTORATE","70332000|71310000","|73200000","|71315200","|73210000","","","","","","","","","","","","","","","","","","","","","","","",""
"Lambert Smith Hampton Group Ltd","48000","ECONOMY DIRECTORATE","70332000|71310000","|73200000","|71315200","|73210000","","","","","","","","","","","","","","","","","","","","","","","",""
"Lambert Smith Hampton Group Ltd","28650","ECONOMY DIRECTORATE","70332000|71310000","|73200000","|71315200","|73210000","","","","","","","","","","","","","","","","","","","","","","","",""
"Lambert Smith Hampton Group Ltd","24000","ECONOMY DIRECTORATE","70332000|71310000","|73200000","|71315200","|73210000","","","","","","","","","","","","","","","","","","","","","","","",""
"Lambert Smith Hampton Group Ltd","49635","ECONOMY DIRECTORATE","70332000|71310000","|73200000","|71315200","|73210000","","","","","","","","","","","","","","","","","","","","","","","",""
"Lambert Smith Hampton Group Ltd","9750","RESOURCES","70332000|71310000","|73200000","|71315200","|73210000","","","","","","","","","","","","","","","","","","","","","","","",""
"Lambert Smith Hampton Group Ltd","19250","ECONOMY DIRECTORATE","70332000|71310000","|73200000","|71315200","|73210000","","","","","","","","","","","","","","","","","","","","","","","",""
"Lambert Smith Hampton Group Ltd","10000","ECONOMY DIRECTORATE","70332000|71310000","|73200000","|71315200","|73210000","","","","","","","","","","","","","","","","","","","","","","","",""
"LANES GROUP PLC","12600","NEIGHBOURHOODS AND ENVIRONMENT","45000000","","","","","","",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"LANES GROUP PLC","5000","NEIGHBOURHOODS AND ENVIRONMENT","45000000","","","","","","",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"LANES GROUP PLC","5000","NEIGHBOURHOODS AND ENVIRONMENT","45000000","","","","","","",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"LANES GROUP PLC","6000","NEIGHBOURHOODS AND ENVIRONMENT","45000000","","","","","","",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"LANES GROUP PLC","6000","NEIGHBOURHOODS AND ENVIRONMENT","45000000","","","","","","",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"LANES GROUP PLC","6000","NEIGHBOURHOODS AND ENVIRONMENT","45000000","","","","","","",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"LANES GROUP PLC","6000","NEIGHBOURHOODS AND ENVIRONMENT","45000000","","","","","","",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"Lanes Group PLC,","12600","NEIGHBOURHOODS AND ENVIRONMENT","45000000|50700000","|50000000","|71000000","|77310000","","","","","","","","","","","","","","","","","","","","","","","",""
"Lanes Group PLC,","5000","NEIGHBOURHOODS AND ENVIRONMENT","45000000|50700000","|50000000","|71000000","|77310000","","","","","","","","","","","","","","","","","","","","","","","",""
"Lanes Group PLC,","5000","NEIGHBOURHOODS AND ENVIRONMENT","45000000|50700000","|50000000","|71000000","|77310000","","","","","","","","","","","","","","","","","","","","","","","",""
"Lanes Group PLC,","6000","NEIGHBOURHOODS AND ENVIRONMENT","45000000|50700000","|50000000","|71000000","|77310000","","","","","","","","","","","","","","","","","","","","","","","",""
"Lanes Group PLC,","6000","NEIGHBOURHOODS AND ENVIRONMENT","45000000|50700000","|50000000","|71000000","|77310000","","","","","","","","","","","","","","","","","","","","","","","",""
"Lanes Group PLC,","6000","NEIGHBOURHOODS AND ENVIRONMENT","45000000|50700000","|50000000","|71000000","|77310000","","","","","","","","","","","","","","","","","","","","","","","",""
"Lanes Group PLC,","6000","NEIGHBOURHOODS AND ENVIRONMENT","45000000|50700000","|50000000","|71000000","|77310000","","","","","","","","","","","","","","","","","","","","","","","",""
"LIFE FITNESS (UK) LIMITED","242603","ECONOMY AND ENVIRONMENT","37400000|37440000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LIFE FITNESS (UK) LIMITED","20574.8","ECONOMY AND ENVIRONMENT","37400000|37440000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LIFE FITNESS (UK) LIMITED","264714","PUBLIC HEALTH","37400000|37440000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LIFE FITNESS (UK) LIMITED","18610","PUBLIC HEALTH","37400000|37440000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LIFE FITNESS (UK) LIMITED","27931.2","PUBLIC HEALTH","37400000|37440000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LIFE FITNESS (UK) LIMITED","197275","PUBLIC HEALTH","37400000|37440000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LIFE FITNESS (UK) LIMITED","5586.24","PUBLIC HEALTH","37400000|37440000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LIFE FITNESS (UK) LIMITED","23803.2","PUBLIC HEALTH","37400000|37440000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Link Treasury Services Limited","14575","RESOURCES","66000000|66114000|66170000|66600000","|66600000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LINK TREASURY SERVICES LIMITED","14268.9","RESOURCES","66000000|66114000|66170000|66600000","|66600000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Link Treasury Services Limited","6506.93","RESOURCES","66000000|66114000|66170000|66600000","|66600000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LINK TREASURY SERVICES LIMITED","14611.6","RESOURCES","66000000|66114000|66170000|66600000","|66600000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Local Government Association","32767","NEIGHBOURHOODS AND ENVIRONMENT","75131000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Local Government Association","15000","RESOURCES","75131000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Local Government Association","31636","NEIGHBOURHOODS AND ENVIRONMENT","75131000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Local Government Association","32768","CUSTOMERS & CORPORATE SERVICES","75131000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Local Government Association","6684.64","CUSTOMERS & CORPORATE SERVICES","75131000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Local Government Association","40913.9","FINANCE SERVICES","75131000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Local Government Association","32767","NEIGHBOURHOODS AND ENVIRONMENT","75131000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Lutra Consulting","10000","NEIGHBOURHOODS AND ENVIRONMENT","48000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Lutra Consulting","5500","NEIGHBOURHOODS AND ENVIRONMENT","48000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MACE LIMITED","7525","ECONOMY AND ENVIRONMENT","45000000|45453100|71000000|71240000|71242000|71311210|71311300|71500000|71530000|71541000|79415200","|71541000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Mace Limited","6880","ECONOMY AND ENVIRONMENT","45000000|45453100|71000000|71240000|71242000|71311210|71311300|71500000|71530000|71541000|79415200","|71541000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Mace Limited","5375","ECONOMY AND ENVIRONMENT","45000000|45453100|71000000|71240000|71242000|71311210|71311300|71500000|71530000|71541000|79415200","|71541000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Mace Limited","5500","ECONOMY AND ENVIRONMENT","45000000|45453100|71000000|71240000|71242000|71311210|71311300|71500000|71530000|71541000|79415200","|71541000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Mace Limited","5720","ECONOMY AND ENVIRONMENT","45000000|45453100|71000000|71240000|71242000|71311210|71311300|71500000|71530000|71541000|79415200","|71541000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Mace Limited","5060","ECONOMY AND ENVIRONMENT","45000000|45453100|71000000|71240000|71242000|71311210|71311300|71500000|71530000|71541000|79415200","|71541000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Making Space","47785","LEARNING DIS & MENTAL HEALTH","85000000|85100000|85320000|98000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Making Space","58918","LEARNING DIS & MENTAL HEALTH","85000000|85100000|85320000|98000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Making Space","23893","LEARNING DIS & MENTAL HEALTH","85000000|85100000|85320000|98000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Making Space","29459","LEARNING DIS & MENTAL HEALTH","85000000|85100000|85320000|98000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Making Space","23893","LEARNING DIS & MENTAL HEALTH","85000000|85100000|85320000|98000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Making Space","29459","LEARNING DIS & MENTAL HEALTH","85000000|85100000|85320000|98000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Manchester Metropolitan University","6090","CHILDREN’S SOCIAL CARE","80000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Manchester Metropolitan University","5100","CHILDREN’S SOCIAL CARE","80000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Manchester Metropolitan University","25000","NEIGHBOURHOODS AND ENVIRONMENT","80000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Manchester Metropolitan University","15000","ECONOMY DIRECTORATE","80000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Manchester Metropolitan University","15000","ECONOMY DIRECTORATE","80000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MAZARS LLP","105007","RESOURCES","66100000|72224000|79200000|79210000|79212000|79212100|79212200|79212300","|79140000|79212000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Mazars LLP","105007","RESOURCES","66100000|72224000|79200000|79210000|79212000|79212100|79212200|79212300","|79140000|79212000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MAZARS LLP","26254","RESOURCES","66100000|72224000|79200000|79210000|79212000|79212100|79212200|79212300","|79140000|79212000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ME LEARNING LIMITED","10800","EARLY HELP AND SCHOOLS","80420000","","","","","","",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"ME LEARNING LIMITED","10800","EARLY HELP AND SCHOOLS","80420000","","","","","","",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"ME LEARNING LIMITED","9930","CHILDREN’S SOCIAL CARE","80420000","","","","","","",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"ME LEARNING LIMITED","9930","CHILDREN’S SOCIAL CARE","80420000","","","","","","",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"ME LEARNING LIMITED","25862","FINANCE SERVICES","80420000","","","","","","",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"ME LEARNING LIMITED","8300","PHYSICAL DIS & OLDER PEOPLE","80420000","","","","","","",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"ME LEARNING LIMITED","9930","CHILDREN’S SOCIAL CARE","80420000","","","","","","",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"ME LEARNING LIMITED","9930","CHILDREN’S SOCIAL CARE","80420000","","","","","","",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"ME LEARNING LIMITED","10800","EARLY HELP AND SCHOOLS","80420000","","","","","","",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"ME LEARNING LIMITED","9930","CHILDREN’S SOCIAL CARE","80420000","","","","","","",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"Met Geo Environmental Ltd","5425","EARLY HELP AND SCHOOLS","71000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Met Office","5139","PROPERTY AND HIGHWAYS","71351600|72300000|73000000","|72322000","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MHR","8638","NEIGHBOURHOODS AND ENVIRONMENT","48000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MHR","11132","NEIGHBOURHOODS AND ENVIRONMENT","48000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MHR","11689","NEIGHBOURHOODS AND ENVIRONMENT","48000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MHR","69260","NEIGHBOURHOODS AND ENVIRONMENT","48000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MHR","9069.9","NEIGHBOURHOODS AND ENVIRONMENT","48000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MHR","24170.8","NEIGHBOURHOODS AND ENVIRONMENT","48000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MHR","9204.57","RESOURCES","48000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MHR","8766.21","RESOURCES","48000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MHR","54541.6","NEIGHBOURHOODS AND ENVIRONMENT","48000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MHR","9204.51","RESOURCES","48000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MHR","9664.8","RESOURCES","48000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MHR","55398.6","NEIGHBOURHOODS AND ENVIRONMENT","48000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MHR","5000","RESOURCES","48000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MHR","5000","RESOURCES","48000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MHR","7500","RESOURCES","48000000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Midland Software Ltd","7199","NEIGHBOURHOODS AND ENVIRONMENT","66520000","79200000","79631000","","","","","","","","","","","","","","","","","","","","","","","","",""
"Midland Software Ltd","7199","RESOURCES","66520000","79200000","79631000","","","","","","","","","","","","","","","","","","","","","","","","",""
"Midland Software Ltd","8638","RESOURCES","66520000","79200000","79631000","","","","","","","","","","","","","","","","","","","","","","","","",""
"Midland Software Ltd","69927","CUSTOMERS & CORPORATE SERVICES","66520000","79200000","79631000","","","","","","","","","","","","","","","","","","","","","","","","",""
"Midland Software Ltd","9616","CUSTOMERS & CORPORATE SERVICES","66520000","79200000","79631000","","","","","","","","","","","","","","","","","","","","","","","","",""
"Midland Software Ltd","40045","FINANCE SERVICES","66520000","79200000","79631000","","","","","","","","","","","","","","","","","","","","","","","","",""
"Midland Software Ltd","10500","NEIGHBOURHOODS AND ENVIRONMENT","66520000","79200000","79631000","","","","","","","","","","","","","","","","","","","","","","","","",""
"Midland Software Ltd","76229","NEIGHBOURHOODS AND ENVIRONMENT","66520000","79200000","79631000","","","","","","","","","","","","","","","","","","","","","","","","",""
"Midland Software Ltd","26000","FINANCE SERVICES","66520000","79200000","79631000","","","","","","","","","","","","","","","","","","","","","","","","",""
"Midland Software Ltd","88791","NEIGHBOURHOODS AND ENVIRONMENT","66520000","79200000","79631000","","","","","","","","","","","","","","","","","","","","","","","","",""
"Midland Software Ltd","8638","NEIGHBOURHOODS AND ENVIRONMENT","66520000","79200000","79631000","","","","","","","","","","","","","","","","","","","","","","","","",""
"Modern Mindset Ltd","7250","RESOURCES","72500000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Modern Mindset Ltd","7010","RESOURCES","72500000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Modern Mindset Ltd","7010","RESOURCES","72500000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Modern Mindset Ltd","7010","CUSTOMERS & CORPORATE SERVICES","72500000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Modern Mindset Ltd","7010","NEIGHBOURHOODS AND ENVIRONMENT","72500000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Modern Mindset Ltd","7010","FINANCE SERVICES","72500000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Mott MacDonald Limited","10025","ECONOMY DIRECTORATE","63520000|66000000|71356300|71530000|71621000|72000000|73000000|75211200|79314000|79415200|85300000|90714000","|71310000|80540000","|71314000","|71313430","|79311400","|79990000","|71313440","","","","","","","","","","","","","","","","","","","","",""
"Mott MacDonald Limited","5314.13","EARLY HELP AND SCHOOLS","63520000|66000000|71356300|71530000|71621000|72000000|73000000|75211200|79314000|79415200|85300000|90714000","|71310000|80540000","|71314000","|71313430","|79311400","|79990000","|71313440","","","","","","","","","","","","","","","","","","","","",""
"MOTT MACDONALD LIMITED","5685.27","EARLY HELP AND SCHOOLS","63520000|66000000|71356300|71530000|71621000|72000000|73000000|75211200|79314000|79415200|85300000|90714000","|71310000|80540000","|71314000","|71313430","|79311400","|79990000","|71313440","","","","","","","","","","","","","","","","","","","","",""
"Mott MacDonald Limited","5000","EARLY HELP AND SCHOOLS","63520000|66000000|71356300|71530000|71621000|72000000|73000000|75211200|79314000|79415200|85300000|90714000","|71310000|80540000","|71314000","|71313430","|79311400","|79990000","|71313440","","","","","","","","","","","","","","","","","","","","",""
"Mott MacDonald Limited","10000","EARLY HELP AND SCHOOLS","63520000|66000000|71356300|71530000|71621000|72000000|73000000|75211200|79314000|79415200|85300000|90714000","|71310000|80540000","|71314000","|71313430","|79311400","|79990000","|71313440","","","","","","","","","","","","","","","","","","","","",""
"Mott MacDonald Limited","6212.07","EARLY HELP AND SCHOOLS","63520000|66000000|71356300|71530000|71621000|72000000|73000000|75211200|79314000|79415200|85300000|90714000","|71310000|80540000","|71314000","|71313430","|79311400","|79990000","|71313440","","","","","","","","","","","","","","","","","","","","",""
