Supplier_Name,OrderNumber,OrderDate,ItemDeliveryDate,SupplierCode,LineValue,Order Value,CostCentre,Description
Suez Recycling & Recovery Uk Limited                                                      ,NP01206   ,2018-06-22,2018-06-28,562017    ,244047,320923,Refuse Collection & Recycling                                                                                                                                                                           ,Recycling & Food Collection Service                                                                                                                                                                                                                                                                         
Suez Recycling & Recovery Uk Limited                                                      ,NP01206   ,2018-06-22,2018-06-28,562017    ,53434,320923,Refuse Collection & Recycling                                                                                                                                                                           ,Refuse Collection Service                                                                                                                                                                                                                                                                                   
Suez Recycling & Recovery Uk Limited                                                      ,NP01206   ,2018-06-22,2018-06-28,562017    ,2048,320923,Refuse Collection & Recycling                                                                                                                                                                           ,Storage & Delivery of Recycling Containers -                                                                                                                                                                                                                                                                
Suez Recycling & Recovery Uk Limited                                                      ,NP01206   ,2018-06-22,2018-06-28,562017    ,1024,320923,Refuse Collection & Recycling                                                                                                                                                                           ,Storage & Delivery of Recycling Containers -                                                                                                                                                                                                                                                                
Suez Recycling & Recovery Uk Limited                                                      ,NP01206   ,2018-06-22,2018-06-28,562017    ,341,320923,Refuse Collection & Recycling                                                                                                                                                                           ,Storage & Delivery of Recycling Containers -                                                                                                                                                                                                                                                                
Suez Recycling & Recovery Uk Limited                                                      ,NP01203   ,2018-06-19,2018-06-26,562017    ,332,19645,Refuse Collection & Recycling                                                                                                                                                                           ,March 18 - Additional Collections                                                                                                                                                                                                                                                                           
Suez Recycling & Recovery Uk Limited                                                      ,NP01203   ,2018-06-19,2018-06-26,562017    ,6491,19645,Refuse Collection & Recycling                                                                                                                                                                           ,March 18 - Assisted Recycling Collections                                                                                                                                                                                                                                                                   
Suez Recycling & Recovery Uk Limited                                                      ,NP01203   ,2018-06-19,2018-06-26,562017    ,2669,19645,Refuse Collection & Recycling                                                                                                                                                                           ,March 18 - Assisted Refuse Collections                                                                                                                                                                                                                                                                      
Suez Recycling & Recovery Uk Limited                                                      ,NP01203   ,2018-06-19,2018-06-26,562017    ,6945,19645,Refuse Collection & Recycling                                                                                                                                                                           ,March 18 - Clinical Container Purchasing (Oct                                                                                                                                                                                                                                                               
Suez Recycling & Recovery Uk Limited                                                      ,NP01203   ,2018-06-19,2018-06-26,562017    ,316,19645,Refuse Collection & Recycling                                                                                                                                                                           ,March 18 - Dog Bins                                                                                                                                                                                                                                                                                         
Suez Recycling & Recovery Uk Limited                                                      ,NP01203   ,2018-06-19,2018-06-26,562017    ,2099,19645,Refuse Collection & Recycling                                                                                                                                                                           ,March 18 - Schedule 2 Recycling Collections                                                                                                                                                                                                                                                                 
Suez Recycling & Recovery Uk Limited                                                      ,NP01203   ,2018-06-19,2018-06-26,562017    ,790,19645,Refuse Collection & Recycling                                                                                                                                                                           ,March 18 - Schedule 2 Refuse Collections                                                                                                                                                                                                                                                                    
Suez Recycling & Recovery Uk Limited                                                      ,NP01202   ,2018-06-19,2018-06-26,562017    ,526,13683,Refuse Collection & Recycling                                                                                                                                                                           ,April 18 - Additional Collections                                                                                                                                                                                                                                                                           
Suez Recycling & Recovery Uk Limited                                                      ,NP01202   ,2018-06-19,2018-06-26,562017    ,6572,13683,Refuse Collection & Recycling                                                                                                                                                                           ,April 18 - Assisted Recycling Collections                                                                                                                                                                                                                                                                   
Suez Recycling & Recovery Uk Limited                                                      ,NP01202   ,2018-06-19,2018-06-26,562017    ,2702,13683,Refuse Collection & Recycling                                                                                                                                                                           ,April 18 - Assisted Refuse Collections                                                                                                                                                                                                                                                                      
