Supplier_Name,OrderNumber,OrderDate,ItemDeliveryDate,SupplierCode,LineValue,Order Value,CostCentre,Description
I J Cannings & Son Ltd                                                                    ,PS02810   ,2018-05-14,2019-03-31,190527    ,222,16241,Sports Grounds                                                                                                                                                                                          ,Allhallows CR - HVAC Servicing/Maintenance 20                                                                                                                                                                                                                                                               
I J Cannings & Son Ltd                                                                    ,PS02810   ,2018-05-14,2019-03-31,190527    ,869,16241,Sports Centres And Swim Pools                                                                                                                                                                           ,Ax LC - HVAC Servicing/Maintenance 2018/19                                                                                                                                                                                                                                                                  
I J Cannings & Son Ltd                                                                    ,PS02810   ,2018-05-14,2019-03-31,190527    ,869,16241,Sports Centres And Swim Pools                                                                                                                                                                           ,Broad LC - HVAC Servicing/Maintenance 2018/19                                                                                                                                                                                                                                                               
I J Cannings & Son Ltd                                                                    ,PS02810   ,2018-05-14,2019-03-31,190527    ,869,16241,Sports Centres And Swim Pools                                                                                                                                                                           ,Coly LC - HVAC Servicing/Maintenance 2018/19                                                                                                                                                                                                                                                                
I J Cannings & Son Ltd                                                                    ,PS02810   ,2018-05-14,2019-03-31,190527    ,869,16241,Economic Development                                                                                                                                                                                    ,EDBC - HVAC Servicing/Maintenance 2018/19                                                                                                                                                                                                                                                                   
I J Cannings & Son Ltd                                                                    ,PS02810   ,2018-05-14,2019-03-31,190527    ,884,16241,Sports Centres And Swim Pools                                                                                                                                                                           ,Ex LC - HVAC Servicing/Maintenance 2018/19                                                                                                                                                                                                                                                                  
I J Cannings & Son Ltd                                                                    ,PS02810   ,2018-05-14,2019-03-31,190527    ,55,16241,Corporate Buildings                                                                                                                                                                                     ,Exm Town Hall - HVAC Servicing/Maint 2018/19                                                                                                                                                                                                                                                                
I J Cannings & Son Ltd                                                                    ,PS02810   ,2018-05-14,2019-03-31,190527    ,869,16241,Sports Centres And Swim Pools                                                                                                                                                                           ,Ex Pav - HVAC Servicing/Maintenance 2018/19                                                                                                                                                                                                                                                                 
I J Cannings & Son Ltd                                                                    ,PS02810   ,2018-05-14,2019-03-31,190527    ,869,16241,Sports Centres And Swim Pools                                                                                                                                                                           ,Ex TC - HVAC Servicing/Maintenance 2018/19                                                                                                                                                                                                                                                                  
I J Cannings & Son Ltd                                                                    ,PS02810   ,2018-05-14,2019-03-31,190527    ,869,16241,Sports Centres And Swim Pools                                                                                                                                                                           ,Hon LC - HVAC Servicing/Maintenance 2018/19                                                                                                                                                                                                                                                                 
I J Cannings & Son Ltd                                                                    ,PS02810   ,2018-05-14,2019-03-31,190527    ,1430,16241,Sports Centres And Swim Pools                                                                                                                                                                           ,Hon SP - HVAC Servicing/Maintenance 2018/19                                                                                                                                                                                                                                                                 
I J Cannings & Son Ltd                                                                    ,PS02810   ,2018-05-14,2019-03-31,190527    ,445,16241,Corporate Buildings                                                                                                                                                                                     ,Knowle - HVAC Servicing/Maintenance 2018/19                                                                                                                                                                                                                                                                 
I J Cannings & Son Ltd                                                                    ,PS02810   ,2018-05-14,2019-03-31,190527    ,1430,16241,Public Halls                                                                                                                                                                                            ,Man Pav - HVAC Servicing/Maintenance 2018/19                                                                                                                                                                                                                                                                
I J Cannings & Son Ltd                                                                    ,PS02810   ,2018-05-14,2019-03-31,190527    ,869,16241,Sports Centres And Swim Pools                                                                                                                                                                           ,Ottery LC - HVAC Servicing/Maintenance 2018/1                                                                                                                                                                                                                                                               
I J Cannings & Son Ltd                                                                    ,PS02810   ,2018-05-14,2019-03-31,190527    ,112,16241,Parks And Pleasure Grounds                                                                                                                                                                              ,Phear Park Lodge - HVAC Servicing/Maintenance                                                                                                                                                                                                                                                               
I J Cannings & Son Ltd                                                                    ,PS02810   ,2018-05-14,2019-03-31,190527    ,869,16241,Sports Grounds                                                                                                                                                                                          ,Sidford CR - HVAC Servicing/Maintenance 2018/                                                                                                                                                                                                                                                               
I J Cannings & Son Ltd                                                                    ,PS02810   ,2018-05-14,2019-03-31,190527    ,869,16241,Sports Centres And Swim Pools                                                                                                                                                                           ,Sid LC - HVAC Servicing/Maintenance 2018/19                                                                                                                                                                                                                                                                 
I J Cannings & Son Ltd                                                                    ,PS02810   ,2018-05-14,2019-03-31,190527    ,1430,16241,Sports Centres And Swim Pools                                                                                                                                                                           ,Sid SP - HVAC Servicing/Maintenance 2018/19                                                                                                                                                                                                                                                                 
I J Cannings & Son Ltd                                                                    ,PS02810   ,2018-05-14,2019-03-31,190527    ,222,16241,Public Halls                                                                                                                                                                                            ,STH - HVAC Servicing/Maintenance 2018/19                                                                                                                                                                                                                                                                    
I J Cannings & Son Ltd                                                                    ,PS02810   ,2018-05-14,2019-03-31,190527    ,222,16241,Arts Development                                                                                                                                                                                        ,THG - HVAC Servicing/Maintenance 2018/19                                                                                                                                                                                                                                                                    
I J Cannings & Son Ltd                                                                    ,PS02810   ,2018-05-14,2019-03-31,190527    ,869,16241,Sports Grounds                                                                                                                                                                                          ,Withy Common CR - HVAC Servicing/Maintenance                                                                                                                                                                                                                                                                
I J Cannings & Son Ltd                                                                    ,PS02810   ,2018-05-14,2019-03-31,190527    ,222,16241,Corporate Buildings                                                                                                                                                                                     ,YC - HVAC Servicing/Maintenance 2018/19                                                                                                                                                                                                                                                                     
Cobwebs (Sw)                                                                              ,P013499   ,2018-05-31,2018-06-06,21518P    ,6095,6095,Public Health Housing                                                                                                                                                                                   ,Clearance of Martins Gate, Aylesbeare, EX5 2J                                                                                                                                                                                                                                                               
Royal Haskoning Dhv                                                                       ,P013496   ,2018-05-30,2018-06-20,411663    ,15606,15606,Coastal Protection Revenue                                                                                                                                                                              ,Mamhead revetment detailed design & consentin                                                                                                                                                                                                                                                               
Allstar Business Solutions Ltd                                                            ,P013495   ,2018-05-30,2018-06-06,411906    ,1200,151363,Street Cleansing                                                                                                                                                                                        ,BD14 NTN                                                                                                                                                                                                                                                                                                    
Allstar Business Solutions Ltd                                                            ,P013495   ,2018-05-30,2018-06-06,411906    ,1195,151363,Car Parks                                                                                                                                                                                               ,BD63 TYK                                                                                                                                                                                                                                                                                                    
Allstar Business Solutions Ltd                                                            ,P013495   ,2018-05-30,2018-06-06,411906    ,1290,151363,Aonb And Countryside                                                                                                                                                                                    ,BD64 0ZJ                                                                                                                                                                                                                                                                                                    
Allstar Business Solutions Ltd                                                            ,P013495   ,2018-05-30,2018-06-06,411906    ,705,151363,Supervision And Mgt Special                                                                                                                                                                             ,BJ14 YCZ                                                                                                                                                                                                                                                                                                    
Allstar Business Solutions Ltd                                                            ,P013495   ,2018-05-30,2018-06-06,411906    ,705,151363,Supervision And Mgt Special                                                                                                                                                                             ,BJ14 YDA                                                                                                                                                                                                                                                                                                    
Allstar Business Solutions Ltd                                                            ,P013495   ,2018-05-30,2018-06-06,411906    ,460,151363,Public Conveniences                                                                                                                                                                                     ,BJ14 YDC                                                                                                                                                                                                                                                                                                    
