Supplier_Name,OrderNumber,OrderDate,ItemDeliveryDate,SupplierCode,LineValue,Order Value,CostCentre,Description
Suez Recycling & Recovery Uk Limited                                                      ,NP01652   ,2018-10-30,2018-11-06,562017    ,1650,29721,Refuse Collection & Recycling                                                                                                                                                                           ,Bin deliveries                                                                                                                                                                                                                                                                                              
Suez Recycling & Recovery Uk Limited                                                      ,NP01652   ,2018-10-30,2018-11-06,562017    ,14259,29721,Refuse Collection & Recycling                                                                                                                                                                           ,Green Waste Service - June 18 Labour                                                                                                                                                                                                                                                                        
Suez Recycling & Recovery Uk Limited                                                      ,NP01652   ,2018-10-30,2018-11-06,562017    ,13811,29721,Refuse Collection & Recycling                                                                                                                                                                           ,Vehicles                                                                                                                                                                                                                                                                                                    
Suez Recycling & Recovery Uk Limited                                                      ,NP01651   ,2018-10-30,2018-11-06,562017    ,16921,49177,Refuse Collection & Recycling                                                                                                                                                                           ,CORE IT costs                                                                                                                                                                                                                                                                                               
Suez Recycling & Recovery Uk Limited                                                      ,NP01651   ,2018-10-30,2018-11-06,562017    ,16936,49177,Refuse Collection & Recycling                                                                                                                                                                           ,Green Waste Service - May 2018 Labour                                                                                                                                                                                                                                                                       
Suez Recycling & Recovery Uk Limited                                                      ,NP01651   ,2018-10-30,2018-11-06,562017    ,15319,49177,Refuse Collection & Recycling                                                                                                                                                                           ,Vehicles                                                                                                                                                                                                                                                                                                    
Suez Recycling & Recovery Uk Limited                                                      ,NP01650   ,2018-10-30,2018-11-06,562017    ,1347,10188,Refuse Collection & Recycling                                                                                                                                                                           ,Additional resources for the delivery of bin                                                                                                                                                                                                                                                                
Suez Recycling & Recovery Uk Limited                                                      ,NP01650   ,2018-10-30,2018-11-06,562017    ,5566,10188,Refuse Collection & Recycling                                                                                                                                                                           ,Green Waste Services - Apr 18 Labour                                                                                                                                                                                                                                                                        
Suez Recycling & Recovery Uk Limited                                                      ,NP01650   ,2018-10-30,2018-11-06,562017    ,440,10188,Refuse Collection & Recycling                                                                                                                                                                           ,Vehicle Collections                                                                                                                                                                                                                                                                                         
Suez Recycling & Recovery Uk Limited                                                      ,NP01650   ,2018-10-30,2018-11-06,562017    ,2833,10188,Refuse Collection & Recycling                                                                                                                                                                           ,Vehicles                                                                                                                                                                                                                                                                                                    
Suez Recycling & Recovery Uk Limited                                                      ,NP01623   ,2018-10-22,2018-10-26,562017    ,3079,320923,Refuse Collection & Recycling                                                                                                                                                                           ,Bulky Waste Collections                                                                                                                                                                                                                                                                                     
Suez Recycling & Recovery Uk Limited                                                      ,NP01623   ,2018-10-22,2018-10-26,562017    ,3016,320923,Refuse Collection & Recycling                                                                                                                                                                           ,Collections of Clinical Waste                                                                                                                                                                                                                                                                               
Suez Recycling & Recovery Uk Limited                                                      ,NP01623   ,2018-10-22,2018-10-26,562017    ,8376,320923,Refuse Collection & Recycling                                                                                                                                                                           ,Emptying Litter & Dog Bins - Dog Bins                                                                                                                                                                                                                                                                       
Suez Recycling & Recovery Uk Limited                                                      ,NP01623   ,2018-10-22,2018-10-26,562017    ,728,320923,Refuse Collection & Recycling                                                                                                                                                                           ,Emptying Litter & Dog Bins - Litter Bins                                                                                                                                                                                                                                                                    
Suez Recycling & Recovery Uk Limited                                                      ,NP01623   ,2018-10-22,2018-10-26,562017    ,4825,320923,Refuse Collection & Recycling                                                                                                                                                                           ,Emptying Recycling Banks - Wheeled Bins                                                                                                                                                                                                                                                                     
Suez Recycling & Recovery Uk Limited                                                      ,NP01623   ,2018-10-22,2018-10-26,562017    ,244047,320923,Refuse Collection & Recycling                                                                                                                                                                           ,Recycling & Food Collection Service                                                                                                                                                                                                                                                                         
Suez Recycling & Recovery Uk Limited                                                      ,NP01623   ,2018-10-22,2018-10-26,562017    ,53434,320923,Refuse Collection & Recycling                                                                                                                                                                           ,Refuse Collection                                                                                                                                                                                                                                                                                           
Suez Recycling & Recovery Uk Limited                                                      ,NP01623   ,2018-10-22,2018-10-26,562017    ,2048,320923,Refuse Collection & Recycling                                                                                                                                                                           ,Storage & Delivery of Recycling Containers -                                                                                                                                                                                                                                                                
Suez Recycling & Recovery Uk Limited                                                      ,NP01623   ,2018-10-22,2018-10-26,562017    ,1024,320923,Refuse Collection & Recycling                                                                                                                                                                           ,Storage & Delivery of Recycling Containers -                                                                                                                                                                                                                                                                
Suez Recycling & Recovery Uk Limited                                                      ,NP01623   ,2018-10-22,2018-10-26,562017    ,341,320923,Refuse Collection & Recycling                                                                                                                                                                           ,Storage & Delivery of Recycling Containers -                                                                                                                                                                                                                                                                
Suez Recycling & Recovery Uk Limited                                                      ,NP01622   ,2018-10-22,2018-10-26,562017    ,3079,320923,Refuse Collection & Recycling                                                                                                                                                                           ,Bulky Waste Collections                                                                                                                                                                                                                                                                                     
Suez Recycling & Recovery Uk Limited                                                      ,NP01622   ,2018-10-22,2018-10-26,562017    ,3016,320923,Refuse Collection & Recycling                                                                                                                                                                           ,Collections of Clinical Waste                                                                                                                                                                                                                                                                               
Suez Recycling & Recovery Uk Limited                                                      ,NP01622   ,2018-10-22,2018-10-26,562017    ,8376,320923,Refuse Collection & Recycling                                                                                                                                                                           ,Emptying Litter & Dog Bins - Dog Bins                                                                                                                                                                                                                                                                       
Suez Recycling & Recovery Uk Limited                                                      ,NP01622   ,2018-10-22,2018-10-26,562017    ,728,320923,Refuse Collection & Recycling                                                                                                                                                                           ,Emptying Litter & Dog Bins- Litter Bins                                                                                                                                                                                                                                                                     
Suez Recycling & Recovery Uk Limited                                                      ,NP01622   ,2018-10-22,2018-10-26,562017    ,4825,320923,Refuse Collection & Recycling                                                                                                                                                                           ,Emptying Recycling Banks - Wheeled Bins                                                                                                                                                                                                                                                                     
Suez Recycling & Recovery Uk Limited                                                      ,NP01622   ,2018-10-22,2018-10-26,562017    ,244047,320923,Refuse Collection & Recycling                                                                                                                                                                           ,Recycling and Food Collection Service                                                                                                                                                                                                                                                                       
Suez Recycling & Recovery Uk Limited                                                      ,NP01622   ,2018-10-22,2018-10-26,562017    ,53434,320923,Refuse Collection & Recycling                                                                                                                                                                           ,Refuse Collection                                                                                                                                                                                                                                                                                           
Suez Recycling & Recovery Uk Limited                                                      ,NP01622   ,2018-10-22,2018-10-26,562017    ,2048,320923,Refuse Collection & Recycling                                                                                                                                                                           ,Storage and Delivery of Recycling Containers                                                                                                                                                                                                                                                                
Suez Recycling & Recovery Uk Limited                                                      ,NP01622   ,2018-10-22,2018-10-26,562017    ,1024,320923,Refuse Collection & Recycling                                                                                                                                                                           ,Storage and Delivery of Recycling Containers                                                                                                                                                                                                                                                                
Suez Recycling & Recovery Uk Limited                                                      ,NP01622   ,2018-10-22,2018-10-26,562017    ,341,320923,Refuse Collection & Recycling                                                                                                                                                                           ,Storage and Delivery of Recycling Containers                                                                                                                                                                                                                                                                
Suez Recycling & Recovery Uk Limited                                                      ,NP01616   ,2018-10-17,2018-10-18,562017    ,284,13968,Refuse Collection & Recycling                                                                                                                                                                           ,August 18 - Additional Collections                                                                                                                                                                                                                                                                          
Suez Recycling & Recovery Uk Limited                                                      ,NP01616   ,2018-10-17,2018-10-18,562017    ,2911,13968,Refuse Collection & Recycling                                                                                                                                                                           ,August 18 - Assisted Refuse Collections                                                                                                                                                                                                                                                                     
Suez Recycling & Recovery Uk Limited                                                      ,NP01616   ,2018-10-17,2018-10-18,562017    ,6900,13968,Refuse Collection & Recycling                                                                                                                                                                           ,August 18 - Assistend Recycling Collections                                                                                                                                                                                                                                                                 
Suez Recycling & Recovery Uk Limited                                                      ,NP01616   ,2018-10-17,2018-10-18,562017    ,547,13968,Refuse Collection & Recycling                                                                                                                                                                           ,August 18 - Dog Bins                                                                                                                                                                                                                                                                                        
Suez Recycling & Recovery Uk Limited                                                      ,NP01616   ,2018-10-17,2018-10-18,562017    ,360,13968,Refuse Collection & Recycling                                                                                                                                                                           ,August 18 - Movement of Paperbank to SIMS Met                                                                                                                                                                                                                                                               
Suez Recycling & Recovery Uk Limited                                                      ,NP01616   ,2018-10-17,2018-10-18,562017    ,2154,13968,Refuse Collection & Recycling                                                                                                                                                                           ,August 18 - Schedule 2 Recycling Collections                                                                                                                                                                                                                                                                
Suez Recycling & Recovery Uk Limited                                                      ,NP01616   ,2018-10-17,2018-10-18,562017    ,811,13968,Refuse Collection & Recycling                                                                                                                                                                           ,August 18 - Schedule 2 Refuse Collections                                                                                                                                                                                                                                                                   
Suez Recycling & Recovery Uk Limited                                                      ,NP01615   ,2018-10-17,2018-10-18,562017    ,312,14624,Refuse Collection & Recycling                                                                                                                                                                           ,July 18 - Additional Collections                                                                                                                                                                                                                                                                            
Suez Recycling & Recovery Uk Limited                                                      ,NP01615   ,2018-10-17,2018-10-18,562017    ,6851,14624,Refuse Collection & Recycling                                                                                                                                                                           ,July 18 - Assisted Recycling Collections                                                                                                                                                                                                                                                                    
Suez Recycling & Recovery Uk Limited                                                      ,NP01615   ,2018-10-17,2018-10-18,562017    ,2849,14624,Refuse Collection & Recycling                                                                                                                                                                           ,July 18 - Assisted Refuse Collections                                                                                                                                                                                                                                                                       
Suez Recycling & Recovery Uk Limited                                                      ,NP01615   ,2018-10-17,2018-10-18,562017    ,80,14624,Refuse Collection & Recycling                                                                                                                                                                           ,July 18 - Bulky Waste Collection                                                                                                                                                                                                                                                                            
Suez Recycling & Recovery Uk Limited                                                      ,NP01615   ,2018-10-17,2018-10-18,562017    ,226,14624,Refuse Collection & Recycling                                                                                                                                                                           ,July 18 - Clinical Waste Sack Purchases                                                                                                                                                                                                                                                                     
Suez Recycling & Recovery Uk Limited                                                      ,NP01615   ,2018-10-17,2018-10-18,562017    ,461,14624,Refuse Collection & Recycling                                                                                                                                                                           ,July 18 - Dog Bins                                                                                                                                                                                                                                                                                          
Suez Recycling & Recovery Uk Limited                                                      ,NP01615   ,2018-10-17,2018-10-18,562017    ,2154,14624,Refuse Collection & Recycling                                                                                                                                                                           ,July 18 - Schedule 2 Recycling Collections                                                                                                                                                                                                                                                                  
Suez Recycling & Recovery Uk Limited                                                      ,NP01615   ,2018-10-17,2018-10-18,562017    ,811,14624,Refuse Collection & Recycling                                                                                                                                                                           ,July 18 - Schedule 2 Refuse Collections                                                                                                                                                                                                                                                                     
Suez Recycling & Recovery Uk Limited                                                      ,NP01615   ,2018-10-17,2018-10-18,562017    ,876,14624,Refuse Collection & Recycling                                                                                                                                                                           ,July 18 - WEE Waste Transport                                                                                                                                                                                                                                                                               
Suez Recycling & Recovery Uk Limited                                                      ,NP01614   ,2018-10-17,2018-10-18,562017    ,284,15705,Refuse Collection & Recycling                                                                                                                                                                           ,June 18 - Additional Collections                                                                                                                                                                                                                                                                            
Suez Recycling & Recovery Uk Limited                                                      ,NP01614   ,2018-10-17,2018-10-18,562017    ,6767,15705,Refuse Collection & Recycling                                                                                                                                                                           ,June 18 - Assisted Recycling Collections                                                                                                                                                                                                                                                                    
Suez Recycling & Recovery Uk Limited                                                      ,NP01614   ,2018-10-17,2018-10-18,562017    ,2813,15705,Refuse Collection & Recycling                                                                                                                                                                           ,June 18 - Assisted Refuse Collections                                                                                                                                                                                                                                                                       
Suez Recycling & Recovery Uk Limited                                                      ,NP01614   ,2018-10-17,2018-10-18,562017    ,1867,15705,Refuse Collection & Recycling                                                                                                                                                                           ,June 18 - Clinical Waste Containers                                                                                                                                                                                                                                                                         
Suez Recycling & Recovery Uk Limited                                                      ,NP01614   ,2018-10-17,2018-10-18,562017    ,393,15705,Refuse Collection & Recycling                                                                                                                                                                           ,June 18 - Dog bins                                                                                                                                                                                                                                                                                          
Suez Recycling & Recovery Uk Limited                                                      ,NP01614   ,2018-10-17,2018-10-18,562017    ,2154,15705,Refuse Collection & Recycling                                                                                                                                                                           ,June 18 - Schedule 2 Recycling Collections                                                                                                                                                                                                                                                                  
Suez Recycling & Recovery Uk Limited                                                      ,NP01614   ,2018-10-17,2018-10-18,562017    ,811,15705,Refuse Collection & Recycling                                                                                                                                                                           ,June 18 - Schedule 2 Refuse Collections                                                                                                                                                                                                                                                                     
Suez Recycling & Recovery Uk Limited                                                      ,NP01614   ,2018-10-17,2018-10-18,562017    ,615,15705,Refuse Collection & Recycling                                                                                                                                                                           ,June 18 - WEE Waste Transport                                                                                                                                                                                                                                                                               
Suez Recycling & Recovery Uk Limited                                                      ,NP01613   ,2018-10-17,2018-10-18,562017    ,170,13102,Refuse Collection & Recycling                                                                                                                                                                           ,May -18 Additional Collections                                                                                                                                                                                                                                                                              
Suez Recycling & Recovery Uk Limited                                                      ,NP01613   ,2018-10-17,2018-10-18,562017    ,6759,13102,Refuse Collection & Recycling                                                                                                                                                                           ,May 18 - Assisted recycling collections                                                                                                                                                                                                                                                                     
Suez Recycling & Recovery Uk Limited                                                      ,NP01613   ,2018-10-17,2018-10-18,562017    ,2813,13102,Refuse Collection & Recycling                                                                                                                                                                           ,May 18 - Assisted Refuse Collections                                                                                                                                                                                                                                                                        
Suez Recycling & Recovery Uk Limited                                                      ,NP01613   ,2018-10-17,2018-10-18,562017    ,393,13102,Refuse Collection & Recycling                                                                                                                                                                           ,May - 18 Dog Bins                                                                                                                                                                                                                                                                                           
Suez Recycling & Recovery Uk Limited                                                      ,NP01613   ,2018-10-17,2018-10-18,562017    ,2154,13102,Refuse Collection & Recycling                                                                                                                                                                           ,May 18 - Schedule 2 Recycling Collections                                                                                                                                                                                                                                                                   
Suez Recycling & Recovery Uk Limited                                                      ,NP01613   ,2018-10-17,2018-10-18,562017    ,811,13102,Refuse Collection & Recycling                                                                                                                                                                           ,May 18 - Schedule 2 Refuse Collections                                                                                                                                                                                                                                                                      
James Andrews Recruitment Solutions Ltd                                                   ,NP01586   ,2018-10-05,2018-10-12,685025    ,5224,5224,Supervision And Mgt General                                                                                                                                                                             ,Recruitment Agency fee                                                                                                                                                                                                                                                                                      
Action East Devon                                                                         ,NP01583   ,2018-10-05,2018-10-11,337633    ,10000,10000,Financial Assistance                                                                                                                                                                                    ,Grant Funding Agreement 2nd installment Actio                                                                                                                                                                                                                                                               
