Supplier_Name,OrderNumber,OrderDate,ItemDeliveryDate,SupplierCode,LineValue,Order Value,CostCentre,Description
Echelon Consultancy Ltd                                                                   ,PS03950   ,2020-05-27,2020-08-31,339800    ,36000,36000,Housing Enabling Officer                                                                                                                                                                                ,Mobilisation Work - Eric Owen                                                                                                                                                                                                                                                                               
Devon County Council                                                                      ,PS03948   ,2020-05-15,2020-10-30,103012    ,10000,10000,Supervision And Mgt General                                                                                                                                                                             ,Housing Repair Advisor - Temp staff                                                                                                                                                                                                                                                                         
Suez Recycling & Recovery Uk Limited                                                      ,PS03944   ,2020-05-07,2020-05-14,562017    ,2550,5700,Corporate Buildings                                                                                                                                                                                     ,Blackdown House - Waste disposal  20/21                                                                                                                                                                                                                                                                     
Suez Recycling & Recovery Uk Limited                                                      ,PS03944   ,2020-05-07,2020-05-14,562017    ,1200,5700,Corporate Buildings                                                                                                                                                                                     ,EDBC Waste disposal 20/21                                                                                                                                                                                                                                                                                   
Suez Recycling & Recovery Uk Limited                                                      ,PS03944   ,2020-05-07,2020-05-14,562017    ,1200,5700,Economic Development                                                                                                                                                                                    ,QDS Waste disposal  2020/21                                                                                                                                                                                                                                                                                 
Suez Recycling & Recovery Uk Limited                                                      ,PS03944   ,2020-05-07,2020-05-14,562017    ,750,5700,Arts Development                                                                                                                                                                                        ,THG Waste disposal 20/21                                                                                                                                                                                                                                                                                    
Devon Norse Ltd                                                                           ,PS03943   ,2020-05-06,2021-03-31,700935    ,58065,92626,Corporate Buildings                                                                                                                                                                                     ,BDH Cleaning Services 2020/21                                                                                                                                                                                                                                                                               
Devon Norse Ltd                                                                           ,PS03943   ,2020-05-06,2021-03-31,700935    ,11372,92626,Economic Development                                                                                                                                                                                    ,EDBC Cleaning Services 2020/21                                                                                                                                                                                                                                                                              
Devon Norse Ltd                                                                           ,PS03943   ,2020-05-06,2021-03-31,700935    ,19767,92626,Corporate Buildings                                                                                                                                                                                     ,ETH Cleaning Services  2020/2021                                                                                                                                                                                                                                                                            
Devon Norse Ltd                                                                           ,PS03943   ,2020-05-06,2021-03-31,700935    ,3420,92626,Public Halls                                                                                                                                                                                            ,Manor Pav - Cleaning of Site 2020/21                                                                                                                                                                                                                                                                        
