Supplier_Name,OrderNumber,OrderDate,ItemDeliveryDate,SupplierCode,LineValue,Order Value,CostCentre,Description
Bagwells Limited                                                                          ,PS01222   ,2015-02-03,2015-03-20,IF000743  ,33226,33226,Capital Public Halls Pavilion                                                                                                                                                                           ,ExPav - refurbishment of ladies toilets 2015                                                                                                                                                                                                                                                                
Geotechnics Limited                                                                       ,P005035   ,2015-02-27,2015-03-05,694664    ,10754,10754,Capital Regeneration Economy                                                                                                                                                                            ,Geotechnical Investigation Queens Drive Exm                                                                                                                                                                                                                                                                 
David Roche Geoconsulting Ltd                                                             ,P005015   ,2015-02-25,2015-03-27,193135    ,23000,23000,Coastal Protection Revenue                                                                                                                                                                              ,2015 Annual cliff inspections: Sidmouth Budl                                                                                                                                                                                                                                                                
Jtt Contracting Ltd                                                                       ,P005009   ,2015-02-24,2015-03-31,877166    ,15000,15000,Cemeteries                                                                                                                                                                                              ,Cemetery wall Beer.                                                                                                                                                                                                                                                                                         
Lanes Group Plc                                                                           ,P004991   ,2015-02-18,2015-02-25,711997    ,8000,8000,Economic Development                                                                                                                                                                                    ,CCTV Survey to inspect surface water drainage                                                                                                                                                                                                                                                               
