Supplier_Name,OrderNumber,OrderDate,ItemDeliveryDate,SupplierCode,LineValue,Order Value,CostCentre,Description
Devon County Council                                                                      ,P012660   ,2018-03-13,2018-03-20,103012    ,486,6357,Refuse Collection & Recycling                                                                                                                                                                           ,Income for Material from DCC HWRC - Glass                                                                                                                                                                                                                                                                   
Devon County Council                                                                      ,P012660   ,2018-03-13,2018-03-20,103012    ,5871,6357,Refuse Collection & Recycling                                                                                                                                                                           ,Income for Material from DCC HWRC - Paper                                                                                                                                                                                                                                                                   
Echelon Consultancy Ltd                                                                   ,P012653   ,2018-03-13,2018-03-14,339800    ,9100,9100,Supervision And Mgt General                                                                                                                                                                             ,Echelon consultancy work                                                                                                                                                                                                                                                                                    
Roger Ugalde Electrical                                                                   ,P012648   ,2018-03-13,2018-03-20,623717    ,1430,7065,Security Lighting                                                                                                                                                                                       ,December lighting inspections as previously a                                                                                                                                                                                                                                                               
Roger Ugalde Electrical                                                                   ,P012648   ,2018-03-13,2018-03-20,623717    ,1630,7065,Security Lighting                                                                                                                                                                                       ,November lighting inspections are previously                                                                                                                                                                                                                                                                
Roger Ugalde Electrical                                                                   ,P012648   ,2018-03-13,2018-03-20,623717    ,2110,7065,Security Lighting                                                                                                                                                                                       ,October lighting inspections as previously ag                                                                                                                                                                                                                                                               
Roger Ugalde Electrical                                                                   ,P012648   ,2018-03-13,2018-03-20,623717    ,1894,7065,Security Lighting                                                                                                                                                                                       ,September lighting inspections as previously                                                                                                                                                                                                                                                                
Royal Haskoning Dhv                                                                       ,P012597   ,2018-03-08,2018-03-14,411663    ,20085,20085,Capital Regeneration Economy                                                                                                                                                                            ,Mamhead Adjudication Fees                                                                                                                                                                                                                                                                                   
Bevan Brittan                                                                             ,P012593   ,2018-03-08,2018-03-13,194100    ,11995,11995,Capital Regeneration Economy                                                                                                                                                                            ,Payment for external solicitors                                                                                                                                                                                                                                                                             
Stephen J Pratten                                                                         ,P012585   ,2018-03-08,2018-03-14,014602    ,8193,8193,Capital Corp Build And Securty                                                                                                                                                                          ,Relocation Project management services                                                                                                                                                                                                                                                                      
John Grimes Partnership Ltd                                                               ,P012544   ,2018-03-06,2018-03-13,JG0001    ,9300,9300,Coastal Protection Revenue                                                                                                                                                                              ,2017/2018 Cliff Inspection Supervision and Re                                                                                                                                                                                                                                                               
Abcas (Uk) Ltd                                                                            ,P012543   ,2018-03-06,2018-03-13,643722    ,8735,8735,Coastal Protection Revenue                                                                                                                                                                              ,2017/2018 Rope Access Cliff Inspections                                                                                                                                                                                                                                                                     
Echelon Consultancy Ltd                                                                   ,P012522   ,2018-03-01,2018-03-02,339800    ,9180,9180,Supervision And Mgt General                                                                                                                                                                             ,Consultancy work                                                                                                                                                                                                                                                                                            
Suez Recycling & Recovery Uk Limited                                                      ,NP00916   ,2018-03-29,2018-04-04,562017    ,3002,312912,Refuse Collection & Recycling                                                                                                                                                                           ,Bulky Waste Collection                                                                                                                                                                                                                                                                                      
Suez Recycling & Recovery Uk Limited                                                      ,NP00916   ,2018-03-29,2018-04-04,562017    ,2940,312912,Refuse Collection & Recycling                                                                                                                                                                           ,Collections of Clinical Waste                                                                                                                                                                                                                                                                               
Suez Recycling & Recovery Uk Limited                                                      ,NP00916   ,2018-03-29,2018-04-04,562017    ,8167,312912,Refuse Collection & Recycling                                                                                                                                                                           ,Emptying Litter Bins and Dog Bins - Various                                                                                                                                                                                                                                                                 
Suez Recycling & Recovery Uk Limited                                                      ,NP00916   ,2018-03-29,2018-04-04,562017    ,710,312912,Refuse Collection & Recycling                                                                                                                                                                           ,Emptying Litter Bins & Dog Bins                                                                                                                                                                                                                                                                             
Suez Recycling & Recovery Uk Limited                                                      ,NP00916   ,2018-03-29,2018-04-04,562017    ,4705,312912,Refuse Collection & Recycling                                                                                                                                                                           ,Emptying Recycling Banks - Wheeled Bins                                                                                                                                                                                                                                                                     
Suez Recycling & Recovery Uk Limited                                                      ,NP00916   ,2018-03-29,2018-04-04,562017    ,237955,312912,Refuse Collection & Recycling                                                                                                                                                                           ,Recycling & Food Collection Service                                                                                                                                                                                                                                                                         
Suez Recycling & Recovery Uk Limited                                                      ,NP00916   ,2018-03-29,2018-04-04,562017    ,52101,312912,Refuse Collection & Recycling                                                                                                                                                                           ,Refuse Collection                                                                                                                                                                                                                                                                                           
Suez Recycling & Recovery Uk Limited                                                      ,NP00916   ,2018-03-29,2018-04-04,562017    ,1997,312912,Refuse Collection & Recycling                                                                                                                                                                           ,Storage & Delivery of Recycling & Waste Conta                                                                                                                                                                                                                                                               
Suez Recycling & Recovery Uk Limited                                                      ,NP00916   ,2018-03-29,2018-04-04,562017    ,998,312912,Refuse Collection & Recycling                                                                                                                                                                           ,Storage & Delivery of Recycling & Waste Conta                                                                                                                                                                                                                                                               
Suez Recycling & Recovery Uk Limited                                                      ,NP00916   ,2018-03-29,2018-04-04,562017    ,332,312912,Refuse Collection & Recycling                                                                                                                                                                           ,Storage & Delivery of Recycling & Waste Conta                                                                                                                                                                                                                                                               
Suez Recycling & Recovery Uk Limited                                                      ,NP00915   ,2018-03-29,2018-04-04,562017    ,359,12755,Refuse Collection & Recycling                                                                                                                                                                           ,Additional Collections                                                                                                                                                                                                                                                                                      
Suez Recycling & Recovery Uk Limited                                                      ,NP00915   ,2018-03-29,2018-04-04,562017    ,6316,12755,Refuse Collection & Recycling                                                                                                                                                                           ,Assisted Recycling                                                                                                                                                                                                                                                                                          
Suez Recycling & Recovery Uk Limited                                                      ,NP00915   ,2018-03-29,2018-04-04,562017    ,2622,12755,Refuse Collection & Recycling                                                                                                                                                                           ,Assisted Refuse                                                                                                                                                                                                                                                                                             
Suez Recycling & Recovery Uk Limited                                                      ,NP00915   ,2018-03-29,2018-04-04,562017    ,266,12755,Refuse Collection & Recycling                                                                                                                                                                           ,Dog Bins                                                                                                                                                                                                                                                                                                    
Suez Recycling & Recovery Uk Limited                                                      ,NP00915   ,2018-03-29,2018-04-04,562017    ,2099,12755,Refuse Collection & Recycling                                                                                                                                                                           ,Schedule 2 Recycling                                                                                                                                                                                                                                                                                        
Suez Recycling & Recovery Uk Limited                                                      ,NP00915   ,2018-03-29,2018-04-04,562017    ,790,12755,Refuse Collection & Recycling                                                                                                                                                                           ,Schedule 2 Refuse                                                                                                                                                                                                                                                                                           
Suez Recycling & Recovery Uk Limited                                                      ,NP00915   ,2018-03-29,2018-04-04,562017    ,300,12755,Refuse Collection & Recycling                                                                                                                                                                           ,WEEE Hazardous Waste Transport                                                                                                                                                                                                                                                                              
Suez Recycling & Recovery Uk Limited                                                      ,NP00914   ,2018-03-29,2018-04-04,562017    ,110,12741,Refuse Collection & Recycling                                                                                                                                                                           ,Additional Collections                                                                                                                                                                                                                                                                                      
Suez Recycling & Recovery Uk Limited                                                      ,NP00914   ,2018-03-29,2018-04-04,562017    ,6255,12741,Refuse Collection & Recycling                                                                                                                                                                           ,Assisted Recycling                                                                                                                                                                                                                                                                                          
Suez Recycling & Recovery Uk Limited                                                      ,NP00914   ,2018-03-29,2018-04-04,562017    ,2617,12741,Refuse Collection & Recycling                                                                                                                                                                           ,Assisted Refuse                                                                                                                                                                                                                                                                                             
Suez Recycling & Recovery Uk Limited                                                      ,NP00914   ,2018-03-29,2018-04-04,562017    ,266,12741,Refuse Collection & Recycling                                                                                                                                                                           ,Dog Bins                                                                                                                                                                                                                                                                                                    
Suez Recycling & Recovery Uk Limited                                                      ,NP00914   ,2018-03-29,2018-04-04,562017    ,2099,12741,Refuse Collection & Recycling                                                                                                                                                                           ,Schedule 2 Recycling Collections                                                                                                                                                                                                                                                                            
Suez Recycling & Recovery Uk Limited                                                      ,NP00914   ,2018-03-29,2018-04-04,562017    ,790,12741,Refuse Collection & Recycling                                                                                                                                                                           ,Schedule 2 Refuse Collections                                                                                                                                                                                                                                                                               
Suez Recycling & Recovery Uk Limited                                                      ,NP00914   ,2018-03-29,2018-04-04,562017    ,600,12741,Refuse Collection & Recycling                                                                                                                                                                           ,WEEE Hazardous Waste Transport                                                                                                                                                                                                                                                                              
Suez Recycling & Recovery Uk Limited                                                      ,NP00913   ,2018-03-29,2018-04-04,562017    ,138,12676,Refuse Collection & Recycling                                                                                                                                                                           ,Additional Collections                                                                                                                                                                                                                                                                                      
Suez Recycling & Recovery Uk Limited                                                      ,NP00913   ,2018-03-29,2018-04-04,562017    ,6195,12676,Refuse Collection & Recycling                                                                                                                                                                           ,Assisted Recycling                                                                                                                                                                                                                                                                                          
Suez Recycling & Recovery Uk Limited                                                      ,NP00913   ,2018-03-29,2018-04-04,562017    ,2602,12676,Refuse Collection & Recycling                                                                                                                                                                           ,Assisted Recycling                                                                                                                                                                                                                                                                                          
Suez Recycling & Recovery Uk Limited                                                      ,NP00913   ,2018-03-29,2018-04-04,562017    ,250,12676,Refuse Collection & Recycling                                                                                                                                                                           ,Dog Bins                                                                                                                                                                                                                                                                                                    
Suez Recycling & Recovery Uk Limited                                                      ,NP00913   ,2018-03-29,2018-04-04,562017    ,2099,12676,Refuse Collection & Recycling                                                                                                                                                                           ,Schedule 2 Recycling                                                                                                                                                                                                                                                                                        
Suez Recycling & Recovery Uk Limited                                                      ,NP00913   ,2018-03-29,2018-04-04,562017    ,790,12676,Refuse Collection & Recycling                                                                                                                                                                           ,Schedule 2 Refuse                                                                                                                                                                                                                                                                                           
Suez Recycling & Recovery Uk Limited                                                      ,NP00913   ,2018-03-29,2018-04-04,562017    ,600,12676,Refuse Collection & Recycling                                                                                                                                                                           ,WEEE Hazardous Waste Transport                                                                                                                                                                                                                                                                              
Suez Recycling & Recovery Uk Limited                                                      ,NP00912   ,2018-03-29,2018-04-04,562017    ,249,12335,Refuse Collection & Recycling                                                                                                                                                                           ,Additional Collections                                                                                                                                                                                                                                                                                      
Suez Recycling & Recovery Uk Limited                                                      ,NP00912   ,2018-03-29,2018-04-04,562017    ,6135,12335,Refuse Collection & Recycling                                                                                                                                                                           ,Assisted Recycling                                                                                                                                                                                                                                                                                          
Suez Recycling & Recovery Uk Limited                                                      ,NP00912   ,2018-03-29,2018-04-04,562017    ,2576,12335,Refuse Collection & Recycling                                                                                                                                                                           ,Assisted Refuse                                                                                                                                                                                                                                                                                             
Suez Recycling & Recovery Uk Limited                                                      ,NP00912   ,2018-03-29,2018-04-04,562017    ,183,12335,Refuse Collection & Recycling                                                                                                                                                                           ,Dog Bins                                                                                                                                                                                                                                                                                                    
Suez Recycling & Recovery Uk Limited                                                      ,NP00912   ,2018-03-29,2018-04-04,562017    ,2099,12335,Refuse Collection & Recycling                                                                                                                                                                           ,Schedule 2 Recycling Collections                                                                                                                                                                                                                                                                            
Suez Recycling & Recovery Uk Limited                                                      ,NP00912   ,2018-03-29,2018-04-04,562017    ,790,12335,Refuse Collection & Recycling                                                                                                                                                                           ,Schedule 2 Refuse Collections                                                                                                                                                                                                                                                                               
Suez Recycling & Recovery Uk Limited                                                      ,NP00912   ,2018-03-29,2018-04-04,562017    ,300,12335,Refuse Collection & Recycling                                                                                                                                                                           ,WEEE Hazardous Waste Transport                                                                                                                                                                                                                                                                              
Suez Recycling & Recovery Uk Limited                                                      ,NP00911   ,2018-03-29,2018-04-04,562017    ,276,13912,Refuse Collection & Recycling                                                                                                                                                                           ,Additional Collections                                                                                                                                                                                                                                                                                      
Suez Recycling & Recovery Uk Limited                                                      ,NP00911   ,2018-03-29,2018-04-04,562017    ,6074,13912,Refuse Collection & Recycling                                                                                                                                                                           ,Assisted Recycling                                                                                                                                                                                                                                                                                          
Suez Recycling & Recovery Uk Limited                                                      ,NP00911   ,2018-03-29,2018-04-04,562017    ,2436,13912,Refuse Collection & Recycling                                                                                                                                                                           ,Assisted Refuse                                                                                                                                                                                                                                                                                             
Suez Recycling & Recovery Uk Limited                                                      ,NP00911   ,2018-03-29,2018-04-04,562017    ,133,13912,Refuse Collection & Recycling                                                                                                                                                                           ,Dog Bins                                                                                                                                                                                                                                                                                                    
Suez Recycling & Recovery Uk Limited                                                      ,NP00911   ,2018-03-29,2018-04-04,562017    ,2099,13912,Refuse Collection & Recycling                                                                                                                                                                           ,Schedule 2 Recycling Collections                                                                                                                                                                                                                                                                            
Suez Recycling & Recovery Uk Limited                                                      ,NP00911   ,2018-03-29,2018-04-04,562017    ,790,13912,Refuse Collection & Recycling                                                                                                                                                                           ,Schedule 2 Refuse Collections                                                                                                                                                                                                                                                                               
Suez Recycling & Recovery Uk Limited                                                      ,NP00911   ,2018-03-29,2018-04-04,562017    ,2100,13912,Refuse Collection & Recycling                                                                                                                                                                           ,WEEE Hazardous Waste Transport                                                                                                                                                                                                                                                                              
Devon County Council Pension Fund                                                         ,NP00906   ,2018-03-28,2019-03-31,353051    ,82880,82880,Employer'S Responsibilities                                                                                                                                                                             ,Pension Recharge 2018/2019                                                                                                                                                                                                                                                                                  
Housing Partners Limited                                                                  ,NP00875   ,2018-03-19,2018-03-22,361500    ,7500,7500,Homeless                                                                                                                                                                                                ,Jigsaw 01/01/2018 to 31/03/2019                                                                                                                                                                                                                                                                             
Ace Arboriculture Ltd                                                                     ,NP00861   ,2018-03-14,2018-03-21,124963    ,5120,5120,Parks And Pleasure Grounds                                                                                                                                                                              ,Tree works , in Exmouth and Seaton                                                                                                                                                                                                                                                                          
Tunstall Healthcare Ltd                                                                   ,NP00827   ,2018-03-05,2018-03-08,IF000747  ,3000,15000,Homesafeguard                                                                                                                                                                                           ,Telecare Equipment Tunstall 2018 draw down                                                                                                                                                                                                                                                                  
