Number and types of applications by all account customers,,,,,,,,,,,,
,,,,,,,,,,,,
Metrics, ,,,,,,,,,,,
Calendar Month,May-20,,,,,,,,,,,
Account Customer,FR,DFL,TP,DLG,OS(W),OS(NPW),OS(P),OS(NPP),SIMS,OC1,OC2,Total
BRETEUIL ESTATE LIMITED,0,0,0,0,0,0,0,0,0,62,0,62
BRIGHTON & HOVE CITY COUNCIL,0,0,0,10,2,0,0,0,1,47,2,62
CHARLES FRASER,0,0,2,5,22,0,3,0,2,19,9,62
CHARLES NEWTON & CO,0,0,0,11,17,0,4,0,0,26,4,62
CLOUGH & WILLIS,0,0,0,9,15,1,0,0,2,32,3,62
COWLEY DI GIORGIO SOLICITORS,0,1,1,7,9,0,2,0,2,28,12,62
EAST RIDING OF YORKSHIRE COUNCIL,0,0,0,0,0,0,0,0,0,62,0,62
FIELD OVERELL,1,0,2,11,15,0,3,0,0,21,9,62
FLAGSHIP HOUSING GROUP LTD,0,0,0,2,0,0,4,0,0,38,18,62
FREETRICITY OPERATIONS LIMITED,0,0,0,8,0,0,0,0,0,51,3,62
GADDES NOBLE LIMITED,0,0,2,17,8,0,3,0,0,23,9,62
GROWER FREEMAN,0,2,1,10,18,0,2,0,2,19,8,62
HEADLEYS,0,0,1,6,10,0,2,0,0,33,10,62
HOWELL & CO,0,1,2,14,17,0,1,0,0,20,7,62
IAN C FREE SOLICITOR,0,0,0,17,9,0,0,0,0,28,8,62
ISC LAWYERS,0,0,0,1,2,0,0,0,7,44,8,62
ISLINGTON PROPERTIES LIMITED,0,0,0,0,0,0,0,0,0,33,29,62
IWOCA LIMITED,0,0,0,3,0,0,0,0,0,59,0,62
JAMES LEGAL,0,0,0,10,16,0,3,0,1,20,12,62
KITELEYS SOLICITORS,0,0,0,11,6,0,4,0,0,30,11,62
L G WILLIAMS & PRITCHARD,0,1,2,13,6,0,3,0,4,24,9,62
LCP MANAGEMENT,0,0,0,7,0,0,0,0,0,47,8,62
LIDL GREAT BRITAIN LIMITED,0,0,0,0,0,0,0,0,0,29,33,62
LONDON BOROUGH OF HACKNEY,0,0,0,3,10,0,0,0,0,41,8,62
MERTHYR TYDFIL COUNTY BOROUGH COUNCIL,0,0,0,0,0,0,0,0,0,58,4,62
Morris & Bates,0,0,0,7,4,0,2,0,1,36,12,62
MULBERRY PROPERTY DEVELOPMENTS LTD,0,0,0,0,0,0,0,0,0,62,0,62
PALMERS SOLICITORS BEDFORD LIMITED,0,0,1,6,14,0,1,0,2,27,11,62
PAUL NEWMAN,0,0,0,0,0,0,0,0,0,62,0,62
PETER DUNN & CO,0,0,1,18,7,0,2,0,0,25,9,62
PREIM LIMITED,0,0,0,1,0,0,0,0,0,35,26,62
STEED & STEED,0,0,0,7,6,1,4,0,0,34,10,62
THE VESEY PARTNERSHIP LIMITED,0,0,0,0,0,0,0,0,24,36,2,62
TIERNEY & CO,0,0,2,11,8,0,1,0,2,31,7,62
WHEELERS SOLICITORS LIMITED,1,1,1,6,20,0,5,0,0,20,8,62
WORRALLS SOLICITORS,0,0,0,8,21,0,2,0,1,23,7,62
ABRAHAMS DRESDEN LLP,1,6,0,8,6,0,4,0,0,23,13,61
AK LAW (LONDON) LIMITED,0,1,1,10,2,0,0,0,0,28,19,61
BARRETT & NELLIGAN,0,0,1,15,14,0,3,0,0,22,6,61
BERRY & BERRY LLP,0,2,2,19,3,0,1,0,0,21,13,61
BOWCOCK & PURSAILL,1,0,0,10,3,0,0,0,1,34,12,61
CLOSE THORNTON LLP,0,0,0,7,19,0,1,0,3,22,9,61
DELVA PATMAN REDLER LLP,0,0,0,0,0,0,0,0,0,50,11,61
DICKINSON PARKER HILL & SON,1,0,0,17,6,0,4,0,1,24,8,61
DOLLMAN & PRITCHARD,0,0,1,13,2,0,0,0,0,26,19,61
DRYSDALES,0,1,0,10,13,1,1,0,0,28,7,61
ESQUIRE DEVELOPMENTS LTD,0,0,0,0,0,0,0,0,0,61,0,61
GILES WILSON,0,0,0,9,2,0,0,0,0,39,11,61
Hallmarkhulme Solicitors,0,2,3,24,0,0,0,0,1,30,1,61
HARRIS & HARRIS LEGAL SERVICES LLP,0,0,0,18,7,0,4,0,2,20,10,61
HENRY HYAMS,0,1,1,7,25,0,2,0,0,20,5,61
HERBERT MALLAM GOWES LLP,0,0,0,5,15,0,3,0,0,33,5,61
ISADORE GOLDMAN,0,0,0,2,3,0,0,0,0,47,9,61
J C FRANCIS & PARTNERS LTD,0,0,0,0,0,0,0,0,0,13,48,61
Jeromes,0,0,1,12,11,0,3,0,2,26,6,61
JIGSAW HOMES GROUP LIMITED,0,0,0,0,0,0,0,0,0,55,6,61
KENYON SON & CRADDOCK,0,0,1,13,5,0,2,0,5,27,8,61
KEVIN HENCHLEY T/A HENCHLEYS,0,0,0,5,8,0,0,0,1,25,22,61
LOCK & MARLBOROUGH SOLICITORS,0,1,0,9,1,17,1,0,0,22,10,61
MACKS,0,0,2,24,9,1,2,0,0,16,7,61
MAXWELL HODGE,0,0,0,16,11,0,0,0,1,27,6,61
MOSSHASELHURST,0,0,0,13,14,0,4,0,3,16,11,61
OXFAM GB,0,0,0,0,1,1,0,0,0,59,0,61
PARKGATE ASPEN LTD,0,0,0,0,0,0,0,0,0,53,8,61
ROTHERHAM BOROUGH COUNCIL,1,0,0,3,0,0,0,0,0,56,1,61
STRATFORD SOLICITORS LIMITED,0,0,0,5,17,0,6,0,0,26,7,61
TAIT WALKER ADVISORY SERVICES LLP,0,0,0,0,0,0,0,0,0,61,0,61
WALTERS & PLASKITT,0,0,0,8,6,0,0,0,2,38,7,61
WRIGLEY CLAYDON,0,0,0,15,6,0,1,0,2,31,6,61
YARWOOD STIMPSON,0,0,0,17,12,0,0,0,0,22,10,61
ACCORD LEGAL SERVICES LTD,0,0,0,4,0,0,0,0,0,56,0,60
CASTELNAU ESTATES LIMITED,0,0,0,0,0,0,0,0,0,36,24,60
CHAMBERLAIN MARTIN SOLICITORS,0,0,2,12,5,0,1,0,1,25,14,60
Cyril Jones & Co,0,0,1,7,17,0,1,0,3,16,15,60
DARLINGTON BUILDING SOCIETY,0,0,0,54,6,0,0,0,0,0,0,60
FOORT TAYLER,0,0,0,18,11,0,4,0,1,20,6,60
FREEDMANS + HILMI LLP,0,0,0,8,8,0,0,0,0,41,3,60
GARTON JONES (ALBERT EMBK) LTD,0,0,0,0,0,0,0,0,0,60,0,60
HARGREAVES GILMAN,0,0,0,14,11,0,2,0,3,22,8,60
HECKFORD NORTON & CO,0,0,0,10,6,0,2,0,0,31,11,60
HEPPENSTALLS,0,0,2,10,11,0,0,0,0,28,9,60
JUST HOUSES LIMITED,0,0,1,16,20,0,1,0,0,18,4,60
KMP SOLUTIONS LIMITED,0,0,0,0,0,0,0,0,0,25,35,60
KYNGSWOODE SERVICES LIMITED,0,0,0,0,0,0,0,0,0,59,1,60
MARTIN & CO,0,0,0,1,23,0,0,0,0,28,8,60
MEARS HOBBS & DURRANT,0,0,0,17,11,0,5,0,2,19,6,60
MS LAW LLP,0,0,0,12,14,0,1,0,0,24,9,60
NOTEMACHINE UK LIMITED,0,0,0,0,0,0,0,0,0,60,0,60
RAY BORLEY & DUNKLEY,0,0,0,11,7,0,4,0,0,31,7,60
RAYMOND BEER & CO,0,0,0,11,9,0,1,0,0,30,9,60
REGENT LETTING & PROPERTY MAN. LTD,0,0,0,0,0,0,0,0,0,59,1,60
RUPERT WOOD & SON,0,0,2,12,9,0,4,0,1,21,11,60
SEHGAL & CO,0,0,0,7,11,0,1,0,0,39,2,60
SEVENOAKS DISTRICT COUNCIL,0,0,0,0,0,0,0,0,0,58,2,60
ST HELENS LAW LIMITED,0,0,1,4,6,0,1,0,0,43,5,60
THE LAW OFFICE OF PAUL D'AMBROGIO (PDA-LAW),0,0,3,13,12,0,16,0,0,8,8,60
WELLERS LAW GROUP LLP,0,0,1,9,4,0,2,0,3,32,9,60
WILMOT & CO SOLICITORS LLP,0,0,0,10,4,0,0,0,3,34,9,60
ARCADIS LLP,0,0,0,0,0,0,0,0,0,49,10,59
BASSETLAW DISTRICT COUNCIL,0,0,0,1,0,0,0,0,0,56,2,59
BOYCE HATTON,0,2,0,16,6,0,2,0,0,21,12,59
BROXBOURNE BOROUGH COUNCIL,0,0,0,0,0,0,0,0,4,48,7,59
BTF PARTNERSHIP LLP,0,0,1,5,0,0,0,0,0,51,2,59
CAPITA MORTGAGE ADMINISTRATION LTD,0,0,0,59,0,0,0,0,0,0,0,59
COOK & TALBOT,0,0,4,54,1,0,0,0,0,0,0,59
COUNTRYWIDE LEGAL INDEMNITIES,0,0,0,0,0,0,0,0,0,50,9,59
EVANS & CO,0,1,0,8,15,0,0,0,0,26,9,59
FERGUSON BRICKNELL & CO,0,2,2,17,9,0,3,0,0,21,5,59
HAWORTH HOLT BELL SOLS,0,0,0,6,3,0,0,0,0,36,14,59
HC LAW LLP TA HINDLE CAMPBELL,0,2,0,14,17,0,1,0,2,17,6,59
HINCKLEY & RUGBY BUILDING SOCIETY,0,0,0,41,0,0,0,0,0,18,0,59
HOMESTEAD CONSULTANCY SERVICES LTD,0,0,0,0,0,0,0,0,0,7,52,59
INDEX EAST ANGLIA LIMITED,0,0,0,0,0,0,0,0,59,0,0,59
KEOGHS NICHOLLS LINDSELL & HARRIS,0,0,0,12,16,1,2,0,2,20,6,59
KUFLINK BRIDGING LTD,0,0,0,0,0,0,0,0,0,59,0,59
KWW,0,0,0,10,6,0,2,0,0,27,14,59
LAND LAW SOLUTIONS,0,0,0,5,0,0,0,0,0,41,13,59
LONDON BOROUGH OF HAVERING,0,0,0,0,0,0,0,0,0,59,0,59
MACRORY WARD,0,0,0,1,5,0,1,0,0,30,22,59
MATTHEW WAITE & CO,0,1,1,7,9,0,4,0,0,26,11,59
MCPHERSONS,0,0,3,6,5,0,1,0,0,32,12,59
PARDOES,4,1,1,12,17,0,10,0,0,11,3,59
QUALITY CONVEYANCING LTD,0,1,0,9,17,0,1,0,0,22,9,59
RUSHMOOR BOROUGH COUNCIL,0,0,0,2,1,0,0,0,0,51,5,59
SLOAN PLUMB WOOD,0,0,0,9,2,0,4,0,0,39,5,59
SMITHFIELD PARTNERS,0,0,1,10,11,0,0,0,0,24,13,59
SUSSEX LAW SOLICITORS,0,2,0,13,13,0,0,0,1,21,9,59
TOWER HAMLETS HOMES LIMITED,0,0,0,3,0,0,0,0,0,22,34,59
ALMY & THOMAS,0,0,0,12,15,0,1,0,0,23,7,58
APRIL LEGAL LIMITED,0,0,0,7,0,0,0,0,0,50,1,58
AWB PARTNERSHIP,0,0,0,13,9,0,1,0,1,24,10,58
B J MCKENNA & CO,0,0,0,7,2,0,0,0,0,46,3,58
BENDALL & SONS,1,0,3,15,9,0,2,0,1,19,8,58
BEWARM GROUP LIMITED,0,0,0,0,0,0,0,0,0,58,0,58
BLAENAU GWENT CNTY BOROUGH COUNCIL,0,0,0,6,3,0,0,0,0,40,9,58
BRAMLEYS LLP,0,0,0,0,0,0,0,0,0,58,0,58
BURGESS MEE FAMILY LAW,0,0,0,0,0,0,0,0,0,58,0,58
COMMERCIAL TRUST LTD,0,0,0,0,0,0,0,0,0,58,0,58
DACORUM BOROUGH COUNCIL,0,0,0,1,0,0,0,0,0,51,6,58
DAVID J POWELL SURVEYS LIMITED,0,0,0,0,0,0,0,0,0,30,28,58
DMB LAW,0,1,0,5,6,0,2,0,0,36,8,58
EATON-EVANS AND MORRIS,0,0,1,11,14,0,2,0,2,24,4,58
FERNS,0,2,0,4,2,1,0,0,0,38,11,58
FMGS LAW LTD,0,0,0,8,1,0,0,0,0,37,12,58
GODDARD DUNBAR ASSOCIATES,0,0,1,16,15,0,0,0,1,20,5,58
GOWLINGS SOLICITORS,0,1,1,14,22,0,1,0,2,8,9,58
HAGUE & DIXON,0,0,1,10,8,0,4,0,1,24,10,58
HARROPS & HEPBURN SOLICITORS (H&H LAWYERS T/A),0,0,0,16,6,0,3,0,0,24,9,58
HOTCHKISS WARBURTON,0,0,0,9,17,0,2,0,0,17,13,58
JD SPORTS FASHION PLC,0,0,0,1,0,0,0,0,0,54,3,58
JOLLIFFE & CO,0,1,0,5,6,0,4,0,2,34,6,58
KEY RETIREMENT SOLUTIONS LIMITED,0,0,0,1,0,0,0,0,0,57,0,58
KINGSGUARD LEGAL LTD,0,0,0,11,9,0,1,0,1,28,8,58
LB EALING REVENUES IMPREST ACCOUNT,0,0,0,0,0,0,0,0,0,58,0,58
LONGDEN WALKER & RENNEY,0,0,0,5,15,0,1,0,0,26,11,58
MILLS & BANN,0,0,0,14,6,0,1,0,0,28,9,58
MOSSOP & BOWSER,0,0,0,10,9,0,4,0,0,31,4,58
MOVE REPORTS UK LTD,0,0,0,0,0,0,1,0,5,37,15,58
MYLAKO LIMITED,0,0,0,0,0,0,0,0,0,52,6,58
NEXT GENERATION LTD,0,0,0,0,0,0,0,0,0,58,0,58
PHILLIPS (OF MANSFILED),0,0,0,5,16,0,1,0,0,24,12,58
RESIDENTS QUARTER LIMITED,0,0,0,0,0,0,0,0,0,37,21,58
RUBIN LEWIS O'BRIEN,0,0,2,27,2,0,1,0,1,22,3,58
THE STRATEGIC LAND GROUP LTD,0,0,0,0,0,0,0,0,0,58,0,58
WELSH MINISTERS,0,0,0,1,1,0,0,0,3,45,8,58
WILSON DAVIES,0,0,0,9,2,0,0,0,0,40,7,58
BRITISH GAS SERVICES LTD,0,0,0,0,0,0,0,0,0,56,1,57
CAIN ASSOCIATES,0,0,1,7,3,0,0,0,1,43,2,57
DAWSON HART & CO,0,0,0,21,7,0,2,0,0,21,6,57
DONALDSON WEST,0,0,2,10,11,0,1,0,1,28,4,57
FRIIS & RADSTONE,0,0,3,4,20,0,1,0,0,18,11,57
GATEWAY PROPERTY MANAGEMENT LTD,0,0,0,0,0,0,0,0,0,39,18,57
GROVE TOMPKINS BOSWORTH,0,1,2,11,5,0,0,0,0,29,9,57
H J BANKS & CO LTD,0,0,0,0,0,0,0,0,0,57,0,57
HODGKINSONS,0,1,1,9,10,0,3,0,0,23,10,57
HSBC BANK PLC,0,0,0,0,15,0,0,0,0,38,4,57
HUNTON & GARGET,0,0,1,12,12,0,2,0,2,23,5,57
LIVINGSTONS,0,0,0,9,6,4,0,0,2,31,5,57
MERCIA INVESTMENT PROPERTIES LTD,0,0,0,0,0,0,0,0,0,48,9,57
METROLAW SOLICITORS,0,0,0,8,7,0,0,0,0,35,7,57
MOORE KINGSTON SMITH LLP,0,0,0,0,0,0,0,0,0,57,0,57
MORRIS HOMES LIMITED,0,0,0,4,13,0,0,0,0,32,8,57
MSP LEGAL SERVICES LLP,0,0,2,2,19,0,0,0,0,24,10,57
NEWBYS,0,0,0,9,10,0,3,0,1,30,4,57
NICOLA PHILLIPS SOLICITORS,0,1,0,2,6,0,0,0,0,35,13,57
O C K LIMITED,0,0,0,0,0,0,0,0,0,41,16,57
OMNIALEGAL LIMITED,0,0,1,4,5,0,0,0,1,39,7,57
PERFECTLY LEGAL LLP,0,2,0,5,8,0,1,0,0,32,9,57
POTTER RAPER PARTNERSHIP,0,0,0,0,0,0,0,0,0,57,0,57
RICHARDSON LAW LLP,0,0,0,5,9,0,0,0,0,30,13,57
RIDLEY & HALL LLP,0,1,1,28,0,0,1,0,1,23,2,57
ROYAL BOROUGH OF WINDSOR AND MAIDENHEAD,0,0,0,0,0,0,0,0,0,57,0,57
SHERIDANS SOLICITORS,0,3,0,7,7,0,2,0,0,26,12,57
SOUTH TYNESIDE BOROUGH COUNCIL,0,0,0,4,0,0,0,0,0,48,5,57
STEPHENS WILMOT LTD,0,0,2,11,6,0,4,0,1,28,5,57
STRAW & PEARCE,0,0,2,11,12,0,3,0,2,22,5,57
Valentine Conveyancers Limited,0,0,1,4,15,0,12,0,0,17,8,57
WHEELERS LLP,0,0,0,7,13,0,2,0,0,25,10,57
WOLLEN MICHELMORE,0,2,2,41,3,0,0,0,0,5,4,57
WT LAW LLP,0,1,0,5,2,0,14,0,1,23,11,57
BANKS KELLY SOLICITORS LIMITED,0,0,0,8,3,0,3,0,0,27,15,56
BELLWAY HOMES LIMITED,0,0,0,0,0,0,0,0,0,54,2,56
BIRD WILFORD & SALE,0,1,1,5,10,0,4,0,2,20,13,56
BROWELL SMITH & CO,0,1,1,13,6,2,3,0,0,25,5,56
C HENRY BOND & CO LTD,0,0,0,0,0,0,0,0,0,54,2,56
COHEN FILIPPINI SOLICITORS,0,0,2,2,10,0,15,0,0,21,6,56
CORMAC SOLUTIONS LIMITED,0,0,0,0,0,0,0,0,0,56,0,56
DYER & CROWE,0,1,1,16,18,0,1,0,0,14,5,56
EASY LEASE EXTENSION LTD,0,0,0,0,0,0,0,0,0,37,19,56
ELDRIDGES,0,0,1,12,8,0,3,0,2,21,9,56
EMPIRE LIH LIMITED,0,0,0,0,0,0,0,0,0,56,0,56
F&B LAWYERS LTD,0,0,0,9,3,0,0,0,2,37,5,56
FONSECALAW LIMITED T/A FONSECA PARTNERS,0,0,0,14,14,0,2,0,1,21,4,56
GODWINS SOLICITORS LLP,0,0,0,13,4,0,5,0,3,26,5,56
HORSEY LIGHTLY,0,0,0,6,10,0,3,0,1,29,7,56
HUNT & WRIGLEY,0,0,0,13,5,0,0,0,0,28,10,56
ILETT AND CLARK,0,0,0,14,5,0,1,0,1,24,11,56
IPSWICH BUILDING SOCIETY,0,0,0,28,0,0,0,0,0,28,0,56
Janet Middleton,0,1,0,6,9,0,3,0,1,23,13,56
JEFFREYS & POWELL,0,0,0,9,3,0,3,0,1,25,15,56
JOHN HILTON ESTATE AGENTS,0,0,0,0,0,0,0,0,0,56,0,56
JW & AE HATTERSLEY (HATTERSLEYS),0,0,0,18,11,0,0,0,3,19,5,56
KINGS LYNN & WEST NORFOLK BOROUGH COUNCIL,0,0,0,0,0,0,0,0,0,56,0,56
LAMBETH COUNCIL,0,0,0,3,2,0,0,0,1,47,3,56
LEGAL & GENERAL FINANCIAL ADVICE L,0,0,0,0,0,0,0,0,0,56,0,56
LEGEND SOLICITORS LIMITED,0,0,0,9,22,0,4,0,0,18,3,56
MICHAEL ROSE & BAYLIS LIMITED,0,1,1,13,12,0,1,0,0,20,8,56
O'HARAS SOLICITORS,0,0,0,13,8,0,1,0,0,19,15,56
OVER TAYLOR BIGGS,0,1,0,11,5,0,7,0,1,24,7,56
P D LAW LIMITED T/A PATCHELL DAVIES,0,0,1,11,17,0,1,0,0,21,5,56
PARADIGM HOUSING GROUP,0,0,0,0,0,0,0,0,0,19,37,56
PAUL CROWLEY & CO,0,1,0,18,14,0,5,0,0,13,5,56
PAUL FINN SOLICITORS,0,0,1,6,5,0,3,0,1,29,11,56
PAUL HASTINGS JANOFSKY & WALKER,0,1,0,2,5,0,0,0,0,32,16,56
PROPERTY INFORMATION EXCHANGE,0,0,0,0,1,0,0,0,25,28,2,56
ROBERT HITCHINS LTD,0,0,1,3,0,0,0,0,5,45,2,56
SELKENT SURVEYORS LIMITED,0,0,0,0,0,0,0,0,0,38,18,56
SILKS,0,0,1,9,8,0,2,0,0,30,6,56
STEPTOE & JOHNSON,0,1,0,4,1,0,0,0,1,38,11,56
STOKES PARTNERS LLP,0,1,2,13,3,0,1,0,1,29,6,56
SYMONDS & SAMPSON LLP,0,0,0,0,0,0,0,0,0,56,0,56
THE HOPPS PARTNERSHIP,0,0,0,0,0,0,0,0,0,56,0,56
UTTLESFORD DISTRICT COUNCIL,0,0,0,5,0,0,0,0,0,48,3,56
VALENTINE DUGGINS SOLICITORS,0,0,0,11,9,0,0,0,0,28,8,56
A R BROWN & CO,0,1,0,21,3,0,0,0,1,18,11,55
ALLIANCE & LEICESTER PLC,0,0,0,2,53,0,0,0,0,0,0,55
ATHERTON GODFREY SOLICITORS,0,0,0,11,11,0,1,0,0,28,4,55
ATKINSON RITSON,0,0,2,9,16,0,3,0,1,17,7,55
BARKER GILLETTE,0,0,1,9,4,0,1,0,0,26,14,55
BEST SOLICITORS,0,0,2,19,0,0,0,0,0,22,12,55
BREENS,0,1,0,8,9,0,1,0,2,18,16,55
BREESE-GWYNDAF,1,0,0,35,3,0,0,0,1,11,4,55
CARMARTHENSHIRE COUNTY COUNCIL,0,0,0,3,1,0,1,0,0,46,4,55
CHESTERTON GLOBAL LTD,0,0,0,0,0,0,0,0,0,54,1,55
CHORLEY BOROUGH COUNCIL,0,0,0,0,1,0,0,0,1,42,11,55
CITY OF LONDON CORPORATION,0,0,0,4,0,0,0,0,0,35,16,55
CLIFFORD JOHNSTON & CO,0,1,0,10,13,0,2,0,1,18,10,55
COOPER SONS HARTLEY & WILLIAMS LLP,0,0,2,16,13,0,1,0,2,18,3,55
CURRY POPECK,0,0,0,10,7,0,1,0,0,30,7,55
DOWLEY TURNER REAL ESTATE LLP,0,0,0,0,0,0,0,0,0,21,34,55
GFEA LIMITED,0,0,0,0,0,0,0,0,0,55,0,55
HAWORTH BROTHERTON SOLICITORS,0,1,1,9,6,0,1,0,1,29,7,55
KITCHING WALKER SOLICITORS,0,0,2,11,16,0,0,0,0,18,8,55
KNAPMAN & CO,0,0,1,9,14,0,1,0,2,25,3,55
MONRO WRIGHT & WASBROUGH LLP,0,1,0,5,3,0,1,0,2,31,12,55
MOORE KINGSTON SMITH & PARTNERS LL,0,0,0,1,0,0,0,0,0,54,0,55
NORTH DEVON DISTRICT COUNCIL,0,0,0,1,0,0,1,0,0,53,0,55
NORTON CONNOR LIMITED,0,0,1,3,2,0,1,0,0,39,9,55
NPS HUMBER LTD,0,0,0,0,0,0,0,0,0,54,1,55
OPUS ENERGY LTD,0,0,0,3,1,0,0,0,0,51,0,55
Parnalls Solicitors Ltd,0,0,1,11,6,0,3,0,2,23,9,55
PARTRIDGE ALLEN,0,0,0,7,8,0,0,0,0,31,9,55
PORTMAN ASSET FINANCE LTD,0,0,0,0,0,0,0,0,0,55,0,55
REES PAGE,0,1,1,15,7,0,0,0,0,27,4,55
SAVILLS (UK) LTD,0,0,0,0,0,0,0,0,0,55,0,55
SP LAW,0,1,0,9,7,0,4,0,0,30,4,55
WILLIAMSONS CRAIG LLP,0,0,1,13,7,0,3,0,0,25,6,55
WRAGG MARK-BELL SOLICITORS LTD,0,0,0,12,26,0,3,0,1,10,3,55
Abels,0,1,0,7,8,0,4,0,0,21,13,54
BESWICKS,0,0,0,9,21,0,3,0,0,17,4,54
BLEASDALE & CO,0,0,1,11,10,0,0,0,7,20,5,54
BUZZACOTT LLP,0,0,0,0,0,0,0,0,0,54,0,54
COPLEY CLARK LLP INCORPORATING MONTLAKE & CO,0,0,0,9,9,0,0,0,0,24,12,54
COTSWOLD DISTRICT COUNCIL,0,0,0,0,0,0,0,0,0,47,7,54
CRUICKSHANKS,0,0,0,3,0,0,0,0,0,38,13,54
CYNERGY BANK LTD,0,0,0,9,0,0,0,0,0,45,0,54
DAVID GRAY SOLICITORS,0,2,2,13,9,0,5,0,0,17,6,54
DAVIS BLANK FURNISS,0,0,0,3,11,0,0,0,0,36,4,54
ESTATE PLANNING SOLUTIONS LTD,0,0,0,3,0,0,0,0,0,51,0,54
HOUGHTON PIGOT & CO,0,0,1,19,6,2,0,0,0,18,8,54
I NAWAZ-CHECHI,0,0,0,8,6,0,0,0,2,31,7,54
JAMES HAY PARTNERSHIP,0,0,0,0,0,0,0,0,0,47,7,54
JONES ASSOCIATES,0,0,0,0,0,0,0,0,0,53,1,54
KARSLAKES SOLICITORS,0,0,1,9,4,0,1,0,0,33,6,54
KENNAN DOYLE SOLICITORS LIMITED,0,0,0,18,8,0,1,0,0,20,7,54
KIER MG LIMITED,0,0,0,0,0,0,0,0,0,43,11,54
LB OF BRENT CENTRAL FINANCE TEAM,0,0,0,0,0,0,0,0,0,54,0,54
MARSONS SOLICITORS,0,2,1,6,10,0,10,0,0,17,8,54
MIKE STAPLETON & CO CHRTRD SRVYRS,0,0,0,1,0,0,0,0,0,31,22,54
NWL SOLICITORS,0,0,0,15,11,0,1,0,0,21,6,54
PATTISON JAMES ASSOCIATES LTD,0,0,0,14,0,0,0,0,0,40,0,54
PEEL HOLDINGS,0,0,0,1,0,0,0,0,0,43,10,54
SANDERS,0,0,1,11,5,0,1,0,1,29,6,54
SAVILLS (UK) LTD,0,0,0,0,0,0,0,0,0,51,3,54
SAVILLS (UK) LTD,0,0,0,0,0,0,0,0,0,54,0,54
SOUTH STAFFORDSHIRE D C,0,0,0,0,0,0,0,0,0,54,0,54
SPECTRUM HOUSING GROUP LIMITED,0,0,0,0,0,0,0,0,0,35,19,54
SPICERHAART RES LETTINGS LTD,0,0,0,0,0,0,0,0,0,52,2,54
ST ALBANS DISTRICT COUNCIL,0,0,0,7,0,0,0,0,0,46,1,54
STEPCHANGE VOLUNTARY ARRANGEMENTS,0,0,0,34,0,0,0,0,0,20,0,54
TEST VALLEY BOROUGH COUNCIL,0,0,0,0,0,0,0,0,5,46,3,54
THE CROWN ESTATE,0,0,0,0,0,0,0,0,0,50,4,54
THE MANSFIELD BUILDING SOCIETY,0,0,0,26,0,0,0,0,0,27,1,54
THURSTAN HOSKIN SOLICITORS LLP,1,0,0,9,15,0,4,0,0,14,11,54
WHITEFIELDS SOLICITORS,0,1,0,16,5,0,1,0,0,23,8,54
WOODCOCK & THOMPSON,0,0,0,9,14,0,2,0,0,20,9,54
ADAMS BURROWS,0,1,0,10,8,0,0,0,0,24,10,53
ARTHUR JACKSON & CO,0,0,0,7,7,0,2,0,0,25,12,53
ASTER COMMUNITIES,0,0,0,0,0,0,0,0,0,28,25,53
BEACON WEALTH LEGAL LIMITED,0,0,0,10,15,0,3,0,0,16,9,53
BLACKHAMS,0,1,0,12,6,0,1,0,0,27,6,53
BOWCOCK CUERDEN,0,0,0,18,5,0,0,0,1,27,2,53
BRADBERRYS T/A D M SINGH,0,2,0,7,5,0,4,0,2,24,9,53
CHAN NEILL,0,0,1,4,2,0,0,0,0,36,10,53
COCKS LLOYD,0,1,0,9,12,0,2,0,1,23,5,53
DARLINGTON BOROUGH COUNCIL,0,0,0,4,6,0,1,0,0,39,3,53
DEVINE HOMES PLC,0,0,0,0,0,0,0,0,0,52,1,53
GARNET WILSON CONVEYANCING,0,1,0,10,14,0,0,0,1,19,8,53
GARTSIDES,1,0,0,8,10,0,2,0,0,26,6,53
GAZPROM MKTING & TRDING RETAIL LTD,0,0,0,0,0,0,0,0,0,53,0,53
GILL & CO,0,0,0,4,1,0,2,0,0,42,4,53
GLENHAWK FINANCIAL SERVICES LTD,0,0,0,0,0,0,0,0,0,53,0,53
GOODCHILD VIZARD & SMART,0,0,0,16,13,0,2,0,1,13,8,53
GRANGEFORD INVESTMENTS LIMITED,0,0,0,0,0,0,0,0,0,43,10,53
GREENWICH LONDON BOROUGH,0,0,0,0,17,0,0,0,0,33,3,53
INSEPES LTD,0,0,0,0,0,0,0,0,0,28,25,53
KIRBYS,0,1,0,1,2,0,0,0,3,27,19,53
LANDAU & COHEN,0,0,0,3,3,0,0,0,0,35,12,53
LEWIS & LINES,0,0,0,19,14,0,0,0,0,15,5,53
LONDON BRIDGE ESTATES LIMITED,0,0,0,0,0,0,0,0,0,34,19,53
PA Todd & Company,0,0,1,25,11,0,3,0,0,10,3,53
QUOTIENT LAND LTD,0,0,0,0,0,0,0,0,0,46,7,53
RATIO LAW,0,1,1,21,4,0,0,0,1,17,8,53
ROBERT MANN,0,0,1,12,4,0,2,0,2,27,5,53
SARAH JANE PERT,0,0,1,10,5,0,0,0,1,25,11,53
STEVENSDRAKE,0,2,1,5,1,0,1,0,1,40,2,53
SWAN & DALE LLP,0,0,0,10,8,0,4,0,0,19,12,53
SYMONS GAY & LELAND LLP,0,0,0,14,8,0,1,0,0,23,7,53
ULTIMATE LAW LTD,0,1,0,9,8,0,0,0,0,32,3,53
