Number and types of applications by all account customers,,,,,,,,,,,,
,,,,,,,,,,,,
Metrics, ,,,,,,,,,,,
Calendar Month,Apr-20,,,,,,,,,,,
Account Customer,FR,DFL,TP,DLG,OS(W),OS(NPW),OS(P),OS(NPP),SIMS,OC1,OC2,Total
SILLS AND BETTERIDGE,1,0,1,8,71,0,28,0,6,216,76,407
CHAMONIX ESTATES LTD,0,0,0,0,0,0,0,0,0,264,141,405
HOME GROUP LIMITED,0,0,0,0,0,0,1,0,0,303,100,404
MAGDALENE HAYWOOD T/A KEYSTONE LAW,1,1,0,0,30,1,10,0,5,280,76,404
PM LAW LTD,0,0,0,3,135,1,38,0,2,137,88,404
BBH LEGAL SERVICES LIMITED,0,0,0,0,144,0,5,0,1,206,47,403
EDWARD HANDS & LEWIS,0,0,2,1,153,0,20,0,1,177,48,402
HAROLD BENJAMIN,0,2,0,4,53,0,48,0,7,212,75,401
WSL LIMITED,0,0,0,0,0,0,0,0,0,401,0,401
BUTTERWORTHS,1,0,0,4,55,0,36,0,6,196,102,400
ORBIT GROUP LIMITED,0,0,0,0,0,0,0,0,0,222,172,394
TREASURY SOLICITORS,0,0,0,1,0,0,0,0,0,320,72,393
CONNECT2LAW LTD,0,0,0,1,230,0,23,0,2,87,49,392
FRASER & FRASER,0,0,0,0,0,0,0,0,0,378,11,389
GOSSCHALKS,0,0,1,3,34,0,12,0,1,269,69,389
CHATTERTONS (INC CHATTERTONS MCKINNELLS),2,0,0,9,47,0,11,0,28,211,79,387
PRINCIPALITY BUILDING SOCIETY,0,0,0,383,0,0,0,0,0,2,2,387
SOVEREIGN HOUSING ASSOCIATION LTD,0,0,0,0,0,0,0,0,4,246,136,386
HERRINGTON & CARMICHAEL LLP,0,1,0,1,15,1,157,0,10,151,49,385
ROBERTSONS,0,0,0,20,256,1,15,0,0,65,28,385
CULLIMORE DUTTON SOLICITORS,0,0,0,1,9,0,95,0,143,90,44,382
ELLIOT MATHER LLP,0,0,3,6,77,0,21,0,3,189,83,382
FIRSTPORT PROPERTY SERVICES LTD,0,0,0,0,0,0,0,0,0,76,305,381
COVENTRY CITY COUNCIL,0,0,0,0,0,0,0,0,1,372,6,379
ELLIS JONES,0,0,0,5,86,0,13,0,4,207,64,379
MANCHESTER CITY COUNCIL,0,0,0,1,1,4,0,0,24,282,66,378
SINTONS LLP,0,1,0,1,36,1,5,0,29,248,57,378
JS LAW LIMITED,0,0,0,1,87,0,7,0,1,162,118,376
MSB LAW LLP,0,2,0,6,61,0,118,0,1,136,52,376
RENDALL AND RITTNER LIMITED,0,0,0,0,0,0,0,0,0,330,44,374
CREDIT4 LIMITED,0,0,0,0,0,0,0,0,0,370,3,373
TAYLOR WALTON,0,0,0,2,65,0,23,0,4,201,78,373
ELLISONS,1,0,1,0,54,0,14,0,14,220,68,372
LEGAL & GENERAL HOME FINANCE LTD,0,0,0,21,0,0,0,0,0,350,1,372
NEWBOLD & CO,0,0,0,2,111,0,39,0,2,144,73,371
THOMSON BROADBENT PRPTY COMPEN LTD,0,0,0,0,0,0,0,0,0,354,16,370
BUTCHER & BARLOW,1,0,0,2,59,0,10,0,41,191,65,369
LONDON BOROUGH OF TOWER HAMLETS,0,0,0,0,0,0,0,0,0,364,4,368
WARD GETHIN ARCHER,0,0,1,3,57,0,45,0,18,177,66,367
THE PARTNERSHIP (2009) LIMITED,0,0,0,2,155,0,33,0,1,103,72,366
A V RILLO & CO,0,0,0,2,106,0,9,0,4,178,66,365
HEWITSONS,1,0,0,1,26,0,14,0,23,238,62,365
BOYS & MAUGHAN,0,4,1,5,77,0,13,0,5,181,78,364
JB LEITCH REAL ESTATE LTD,0,1,8,2,2,0,0,0,2,267,81,363
Poole Alcock LLP,0,0,0,1,61,1,40,0,10,165,85,363
STEPHENSONS LLP,0,0,1,2,130,0,55,0,5,118,51,362
NETWORK HOMES LIMITED,0,0,0,0,0,0,0,0,0,270,90,360
ROSSENDALES LIMITED,0,0,0,0,0,0,0,0,0,357,0,357
STANLEY TAX ASSOCIATES LTD,0,0,0,0,0,0,0,0,0,341,13,354
HOLMES & HILLS,2,2,1,3,38,0,44,0,14,183,66,353
TILLY BAILEY & IRVINE,0,0,2,1,86,1,30,0,12,144,76,352
FLINT BISHOP SOLICITORS,0,0,0,0,31,0,12,0,9,240,59,351
THE RIGHT TO MANAGE FED LTD,0,0,0,0,0,0,0,0,0,332,19,351
WEST ONE LOAN LIMITED,0,0,0,0,79,0,1,0,0,264,7,351
GILROY STEEL,0,0,0,3,17,0,5,0,3,268,54,350
Lockings,0,0,0,2,28,0,8,0,1,266,44,349
WBW LLP TRADING AS WBW SOLICITORS,1,1,1,10,46,0,18,0,6,190,75,348
PROPERTY COMPENSATION CONSLNTS LTD,0,0,0,0,0,0,0,0,0,332,15,347
CHARTER COURT FINANCIAL SERVICES LIMTED,0,0,0,320,7,0,0,0,0,18,1,346
JCP SOLICITORS LIMITED (INC VJG JOHNS & SON),1,0,3,3,44,0,10,0,8,210,67,346
KUIT STEINART LEVY,0,0,0,5,52,0,18,0,2,209,59,345
ILIFFES BOOTH BENNETT (IBB),0,0,0,1,14,0,11,0,12,230,76,344
KIRKLEES METROPOLITAN BC,0,0,0,0,0,1,0,0,1,255,87,344
SPIRE SOLICITORS LLP,0,0,0,2,48,0,20,0,18,185,71,344
STOCKPORT MBC,0,0,0,0,1,0,3,0,4,322,14,344
NOTTINGHAM CITY COUNCIL,0,0,0,0,10,3,2,0,0,317,11,343
CLYDESDALE BANK PLC,0,0,0,181,0,0,0,0,0,161,0,342
JACOBS ENGINEERING UK LTD,0,0,0,0,0,0,0,0,0,336,6,342
SHAWBROOK ASSET FINANCE T/A,0,0,0,0,0,0,0,0,0,342,0,342
Oliver & Co Solicitors Limited,0,0,0,0,108,0,40,0,2,151,38,339
NEW HOMES LAW,0,2,0,2,35,1,234,0,0,40,24,338
RED KITE LAW,2,0,1,2,57,0,18,0,9,182,67,338
CABOT FINANCIAL (EUROPE) LIMITED,0,0,0,0,0,0,0,0,0,303,32,335
HAYWARD MOON PROPERTY LAWYERS,0,0,0,1,91,0,23,0,14,140,66,335
TQ PROPERTY LAWYERS LTD,1,0,0,0,74,0,111,0,5,82,61,334
COODES,0,1,1,5,39,0,33,0,15,166,73,333
FREEHOLD MANAGERS PLC,0,0,0,0,0,0,0,0,0,160,173,333
THE CO-OPERATIVE BANK,0,0,0,322,1,0,0,0,0,10,0,333
BRADY SOLICITORS,0,1,0,1,0,0,0,0,0,198,132,332
BURNETTS,1,1,1,12,74,0,20,0,13,153,57,332
DUTTON GREGORY,0,1,0,6,8,1,6,0,2,259,49,332
Mincoffs Solicitors LLP,0,1,2,8,42,0,7,0,1,178,91,330
NEVES SOLICITORS,0,0,1,3,42,0,22,0,13,183,66,330
