"supplier_name","account_name","service","total_value","privilege","trade_cat","service_category"
"TAMESIDE METROPOLITAN BOROUGH COUNCIL","PH NETWORK COSTS","PUBLIC HEALTH","54797","Material Handling","43000000","health"
"TAMESIDE METROPOLITAN BOROUGH COUNCIL","PH NETWORK COSTS","PUBLIC HEALTH","47900","Transport","34000000","health"
"TAMESIDE METROPOLITAN BOROUGH COUNCIL","PH NETWORK COSTS","PUBLIC HEALTH","20862","Transport","60120000","health"
"THE PENNINE ACUTE HOSPITALS NHS TRUST","PH OTHER CONTRACTS","PUBLIC HEALTH","14969","Health","85150000","health"
"THE PENNINE ACUTE HOSPITALS NHS TRUST","PH OTHER CONTRACTS","PUBLIC HEALTH","8385","Health","85150000","health"
"THE PENNINE ACUTE HOSPITALS NHS TRUST","PH OTHER CONTRACTS","PUBLIC HEALTH","18260","Health","85150000","health"
"THE PENNINE ACUTE HOSPITALS NHS TRUST","PH OTHER CONTRACTS","PUBLIC HEALTH","14969","Health","85150000","health"
"THE PENNINE ACUTE HOSPITALS NHS TRUST","PH OTHER CONTRACTS","PUBLIC HEALTH","18260","Health","85150000","health"
"THE PENNINE ACUTE HOSPITALS NHS TRUST","PH OTHER CONTRACTS","PUBLIC HEALTH","14969","Health","85150000","health"
"THE PENNINE ACUTE HOSPITALS NHS TRUST","PH OTHER CONTRACTS","PUBLIC HEALTH","14969","Health","85150000","health"
"THE PENNINE ACUTE HOSPITALS NHS TRUST","PH OTHER CONTRACTS","PUBLIC HEALTH","14969","Health","85150000","health"
"THE PENNINE ACUTE HOSPITALS NHS TRUST","PH OTHER CONTRACTS","PUBLIC HEALTH","14969","Health","85150000","health"
"THE PENNINE ACUTE HOSPITALS NHS TRUST","PH PENNINE ACUTE CONTRACT","PUBLIC HEALTH","14969","Health","85150000","health"
"THE PENNINE ACUTE HOSPITALS NHS TRUST","PH OTHER CONTRACTS","PUBLIC HEALTH","14969","Health","85150000","health"
"THE PENNINE ACUTE HOSPITALS NHS TRUST","PH OTHER CONTRACTS","PUBLIC HEALTH","14969","Health","85150000","health"
"THE PENNINE ACUTE HOSPITALS NHS TRUST","PH PENNINE CARE CONTRACT","PUBLIC HEALTH","21012","Health","85000000","health"
"THE PENNINE ACUTE HOSPITALS NHS TRUST","PH PENNINE CARE CONTRACT","PUBLIC HEALTH","21478","Health","85000000","health"
"THE PENNINE ACUTE HOSPITALS NHS TRUST","PH PENNINE CARE CONTRACT","PUBLIC HEALTH","8938.64","Health","85000000","health"
"THE PENNINE ACUTE HOSPITALS NHS TRUST","PH PENNINE CARE CONTRACT","PUBLIC HEALTH","10288.9","Health","85000000","health"
"THE PENNINE ACUTE HOSPITALS NHS TRUST","PH PENNINE CARE CONTRACT","PUBLIC HEALTH","10288.9","Health","85000000","health"
"THE PENNINE ACUTE HOSPITALS NHS TRUST","PH OTHER CONTRACTS","PUBLIC HEALTH","49779.2","Health","85000000","health"
"THE PENNINE ACUTE HOSPITALS NHS TRUST","PH PENNINE CARE CONTRACT","PUBLIC HEALTH","10288.9","Health","85000000","health"
"THE PENNINE ACUTE HOSPITALS NHS TRUST","PH OTHER CONTRACTS","PUBLIC HEALTH","5919","Health","85000000","health"
"THE PENNINE ACUTE HOSPITALS NHS TRUST","PH OTHER CONTRACTS","PUBLIC HEALTH","6324","Health","85000000","health"
"THE PENNINE ACUTE HOSPITALS NHS TRUST","PH OTHER CONTRACTS","PUBLIC HEALTH","5468","Health","85000000","health"
"THE PENNINE ACUTE HOSPITALS NHS TRUST","PH PENNINE ACUTE CONTRACT","PUBLIC HEALTH","10288.9","Health","85000000","health"
"THE PENNINE ACUTE HOSPITALS NHS TRUST","PH OTHER CONTRACTS","PUBLIC HEALTH","5416","Health","85000000","health"
"THE PENNINE ACUTE HOSPITALS NHS TRUST","PH OTHER CONTRACTS","PUBLIC HEALTH","6431","Health","85000000","health"
"THE PENNINE ACUTE HOSPITALS NHS TRUST","PH OTHER CONTRACTS","PUBLIC HEALTH","5545","Health","85000000","health"
"THE PENNINE ACUTE HOSPITALS NHS TRUST","PH OTHER CONTRACTS","PUBLIC HEALTH","5586","Health","85121251","health"
"THE PENNINE ACUTE HOSPITALS NHS TRUST","PH OTHER CONTRACTS","PUBLIC HEALTH","6490","Health","85121251","health"
"THE PENNINE ACUTE HOSPITALS NHS TRUST","PH OTHER CONTRACTS","PUBLIC HEALTH","5951","Health","85121251","health"
"THE PENNINE ACUTE HOSPITALS NHS TRUST","PH PENNINE ACUTE CONTRACT","PUBLIC HEALTH","10288.9","Media","32410000","health"
"THE PENNINE ACUTE HOSPITALS NHS TRUST","PH OTHER CONTRACTS","PUBLIC HEALTH","9161","Media","32410000","health"
"THE PENNINE ACUTE HOSPITALS NHS TRUST","PH OTHER CONTRACTS","PUBLIC HEALTH","6773","Media","32410000","health"
"THE PENNINE ACUTE HOSPITALS NHS TRUST","PH OTHER CONTRACTS","PUBLIC HEALTH","6888","Media","32410000","health"
"THE PENNINE ACUTE HOSPITALS NHS TRUST","PH OTHER CONTRACTS","PUBLIC HEALTH","10800","Media","32410000","health"
"THE PENNINE ACUTE HOSPITALS NHS TRUST","PH OTHER CONTRACTS","PUBLIC HEALTH","12350","Media","32410000","health"
"THE PENNINE ACUTE HOSPITALS NHS TRUST","PH OTHER CONTRACTS","PUBLIC HEALTH","13612","Media","32410000","health"
"VIRGIN CARE SERVICES LIMITED","PH PENNINE CARE CONTRACT","PUBLIC HEALTH","188582","Health","85000000","health"
"VIRGIN CARE SERVICES LIMITED","PH PENNINE CARE CONTRACT","PUBLIC HEALTH","191340","Health","85000000","health"
"VIRGIN CARE SERVICES LIMITED","PH PENNINE CARE CONTRACT","PUBLIC HEALTH","268556","Health","85000000","health"
"VIRGIN CARE SERVICES LIMITED","PH PENNINE CARE CONTRACT","PUBLIC HEALTH","268556","Health","85000000","health"
"VIRGIN CARE SERVICES LIMITED","PH PENNINE CARE CONTRACT","PUBLIC HEALTH","151095","Health","85000000","health"
"VIRGIN CARE SERVICES LIMITED","PH PENNINE CARE CONTRACT","PUBLIC HEALTH","268556","Health","85000000","health"
"VIRGIN CARE SERVICES LIMITED","VIRGIN CARE","PUBLIC HEALTH","268556","Health","85000000","health"
"VIRGIN CARE SERVICES LIMITED","VIRGIN CARE","PUBLIC HEALTH","109737","Health","85000000","health"
"VIRGIN CARE SERVICES LIMITED","PH OTHER CONTRACTS","PUBLIC HEALTH","805668","Health","85000000","health"
"VIRGIN CARE SERVICES LIMITED","VIRGIN CARE","PUBLIC HEALTH","31353.5","Health","85000000","health"
"VIRGIN CARE SERVICES LIMITED","VIRGIN CARE","PUBLIC HEALTH","78383.7","Health","85000000","health"
"VIRGIN CARE SERVICES LIMITED","VIRGIN CARE","PUBLIC HEALTH","15676.7","Health","85000000","health"
"VIRGIN CARE SERVICES LIMITED","VIRGIN CARE","PUBLIC HEALTH","151095","Health","85000000","health"
"VIRGIN CARE SERVICES LIMITED","VIRGIN CARE","PUBLIC HEALTH","265628","Health","85000000","health"
"VIRGIN CARE SERVICES LIMITED","VIRGIN CARE","PUBLIC HEALTH","62707","Health","85000000","health"
"VIRGIN CARE SERVICES LIMITED","VIRGIN CARE","PUBLIC HEALTH","109737","Health","85000000","health"
"VIRGIN CARE SERVICES LIMITED","VIRGIN CARE","PUBLIC HEALTH","410973","Health","85000000","health"
"VIRGIN CARE SERVICES LIMITED","VIRGIN CARE","PUBLIC HEALTH","20480.6","Health","85000000","health"
"VIRGIN CARE SERVICES LIMITED","VIRGIN CARE","PUBLIC HEALTH","124916","Health","85000000","health"
"VIRGIN CARE SERVICES LIMITED","VIRGIN CARE","PUBLIC HEALTH","85335.8","Health","85000000","health"
"ADDLESHAW GODDARD LLP","PROFESSIONAL FEES","CUSTOMERS & CORPORATE SERVICES","20407.5","Legal","79100000","business"
"AGILISYS LIMITED","AGILISYS CONTRACT","CUSTOMERS & CORPORATE SERVICES","19431","Legal","79418000","business"
"AGILISYS LIMITED","AGILISYS CONTRACT","CUSTOMERS & CORPORATE SERVICES","121352","Legal","79418000","business"
"AGILISYS LIMITED","AGILISYS CONTRACT","CUSTOMERS & CORPORATE SERVICES","121352","Legal","79418000","business"
"AGILISYS LIMITED","AGILISYS CONTRACT","CUSTOMERS & CORPORATE SERVICES","121352","Legal","79418000","business"
"AGILISYS LIMITED","DISPOSAL OF FIXED ASSET - ASSET NBV","CUSTOMERS & CORPORATE SERVICES","157560","Legal","79418000","business"
"AGILISYS LIMITED","AGILISYS CONTRACT","CUSTOMERS & CORPORATE SERVICES","25836","Legal","79418000","business"
"AGILISYS LIMITED","AGILISYS CONTRACT","CUSTOMERS & CORPORATE SERVICES","82710.3","Legal","79418000","business"
"AGILISYS LIMITED","AGILISYS CONTRACT","CUSTOMERS & CORPORATE SERVICES","121352","Legal","79418000","business"
"AGILISYS LIMITED","AGILISYS CONTRACT","CUSTOMERS & CORPORATE SERVICES","12917.8","Legal","79418000","business"
"AGILISYS LIMITED","AGILISYS CONTRACT","CUSTOMERS & CORPORATE SERVICES","91697.9","Legal","79418000","business"
"AGILISYS LIMITED","AGILISYS CONTRACT","CUSTOMERS & CORPORATE SERVICES","121352","Legal","79418000","business"
"AGILISYS LIMITED","AGILISYS CONTRACT","CUSTOMERS & CORPORATE SERVICES","121352","Legal","79418000","business"
"AGILISYS LIMITED","AGILISYS CONTRACT","CUSTOMERS & CORPORATE SERVICES","78780.2","Legal","79418000","business"
"AGILISYS LIMITED","AGILISYS CONTRACT","CUSTOMERS & CORPORATE SERVICES","12917.8","Legal","79418000","business"
"AGILISYS LIMITED","AGILISYS CONTRACT","CUSTOMERS & CORPORATE SERVICES","63021","Legal","79418000","business"
"AGILISYS LIMITED","AGILISYS CONTRACT","CUSTOMERS & CORPORATE SERVICES","40974","Legal","79418000","business"
"AGILISYS LIMITED","AGILISYS CONTRACT","CUSTOMERS & CORPORATE SERVICES","12918","Legal","79418000","business"
"AGILISYS LIMITED","AGILISYS CONTRACT","CUSTOMERS & CORPORATE SERVICES","121352","Legal","79418000","business"
"AGILISYS LIMITED","AGILISYS CONTRACT","CUSTOMERS & CORPORATE SERVICES","78780.2","Legal","79418000","business"
"AGILISYS LIMITED","AGILISYS CONTRACT","CUSTOMERS & CORPORATE SERVICES","7192","Legal","79418000","business"
"AGILISYS LIMITED","AGILISYS CONTRACT","CUSTOMERS & CORPORATE SERVICES","6444","Legal","79418000","business"
"AGILISYS LIMITED","AGILISYS CONTRACT","CUSTOMERS & CORPORATE SERVICES","1456220","Legal","79418000","business"
"AGILISYS LIMITED","AGILISYS CONTRACT","CUSTOMERS & CORPORATE SERVICES","945363","Legal","79418000","business"
"AGILISYS LIMITED","AGILISYS CONTRACT","CUSTOMERS & CORPORATE SERVICES","155014","Legal","79418000","business"
"CAPITA BUSINESS SERVICES LIMITED","SOFTWARE","CUSTOMERS & CORPORATE SERVICES","157737","Legal","79620000","business"
"CAPITA BUSINESS SERVICES LIMITED","SOFTWARE","CUSTOMERS & CORPORATE SERVICES","106573","Legal","79620000","business"
"CIVICA UK LIMITED","SOFTWARE","CUSTOMERS & CORPORATE SERVICES","140808","Data","72000000","business"
"CIVICA UK LIMITED","SOFTWARE","CUSTOMERS & CORPORATE SERVICES","7000","Data","72000000","business"
"CIVICA UK LIMITED","SOFTWARE","CUSTOMERS & CORPORATE SERVICES","16380","Data","72000000","business"
"CIVICA UK LIMITED","SOFTWARE","CUSTOMERS & CORPORATE SERVICES","21985.8","Data","72000000","business"
"CIVICA UK LIMITED","SOFTWARE","CUSTOMERS & CORPORATE SERVICES","24346.2","Data","72000000","business"
"CIVICA UK LIMITED","PURCHASE OF ICT SOFTWARE","CUSTOMERS & CORPORATE SERVICES","28800","Data","72000000","business"
"CIVICA UK LIMITED","SOFTWARE","CUSTOMERS & CORPORATE SERVICES","21983.4","Data","72000000","business"
"GATENBY SANDERSON","CAPITAL SALARIES","CUSTOMERS & CORPORATE SERVICES","75000","Development","73300000","business"
"PHOENIX SOFTWARE LIMITED","SOFTWARE","CUSTOMERS & CORPORATE SERVICES","37800","Data","72261000","business"
"PHOENIX SOFTWARE LIMITED","SOFTWARE LICENSES","CUSTOMERS & CORPORATE SERVICES","386974","Data","72261000","business"
"ROYAL MAIL GROUP PLC","POSTAGE","CUSTOMERS & CORPORATE SERVICES","7439.74","Data","30130000","business"
"ROYAL MAIL GROUP PLC","POSTAGE","CUSTOMERS & CORPORATE SERVICES","5024.49","Data","30130000","business"
"SPECIALIST COMPUTER CENTRES PLC","PURCHASE OF ICT HARDWARE","CUSTOMERS & CORPORATE SERVICES","46670","Data","48000000","business"
"SPECIALIST COMPUTER CENTRES PLC","SOFTWARE","CUSTOMERS & CORPORATE SERVICES","5481.85","Data","48000000","business"
"SPECIALIST COMPUTER CENTRES PLC","IT EQUIPMENT","CUSTOMERS & CORPORATE SERVICES","46550.1","Data","48000000","business"
"SPECIALIST COMPUTER CENTRES PLC","IT EQUIPMENT","CUSTOMERS & CORPORATE SERVICES","12898.6","Data","48000000","business"
"SPECIALIST COMPUTER CENTRES PLC","PURCHASE OF ICT HARDWARE","CUSTOMERS & CORPORATE SERVICES","26904.9","Data","48000000","business"
"SPECIALIST COMPUTER CENTRES PLC","PURCHASE OF ICT HARDWARE","CUSTOMERS & CORPORATE SERVICES","5599.36","Data","48000000","business"
"STHREE PARTNERSHIP LLP","CAPITAL SALARIES","CUSTOMERS & CORPORATE SERVICES","11113","Legal","79600000","business"
"STHREE PARTNERSHIP LLP","CAPITAL SALARIES","CUSTOMERS & CORPORATE SERVICES","15000","Legal","79600000","business"
"STHREE PARTNERSHIP LLP","CAPITAL SALARIES","CUSTOMERS & CORPORATE SERVICES","32300","Legal","79600000","business"
"TAMESIDE METROPOLITAN BOROUGH COUNCIL","SOFTWARE","CUSTOMERS & CORPORATE SERVICES","7100","Transport","34000000","business"
"THE PENNINE ACUTE HOSPITALS NHS TRUST","OCCUPATIONAL HEALTH","CUSTOMERS & CORPORATE SERVICES","78108","Health","85150000","business"
"AECOM LIMITED","ROADWORKS","ECONOMY DIRECTORATE","16684","Buildings","71314200","finance"
"ATKINS LIMITED","FEES / COMMISSION","ECONOMY DIRECTORATE","10250","Buildings","71321100","finance"
"ATKINS LIMITED","PLANNING APPLICATION FEES","ECONOMY DIRECTORATE","15500","Buildings","71321100","finance"
"ATKINS LIMITED","FEES / COMMISSION","ECONOMY DIRECTORATE","45600","Buildings","71244000","finance"
"ATKINS LIMITED","FEES / COMMISSION","ECONOMY DIRECTORATE","13624.7","Buildings","71311200","finance"
"BEVAN BRITTAN LLP","CONSULTANT FEES","ECONOMY DIRECTORATE","9163","Legal","79000000","finance"
"BRITISH TELECOMMUNICATIONS PLC","MINOR BUILDING WORKS","ECONOMY DIRECTORATE","9163.8","Buildings","71316000","finance"
"CANAL AND RIVER TRUST","ROCHDALE CANAL MAINTENANCE","ECONOMY DIRECTORATE","299874","Legal","79000000","finance"
"CANAL AND RIVER TRUST","ROCHDALE CANAL MAINTENANCE","ECONOMY DIRECTORATE","154089","Material Handling","45442120","finance"
"CANAL AND RIVER TRUST","ROCHDALE CANAL MAINTENANCE","ECONOMY DIRECTORATE","154089","Material Handling","45442120","finance"
"DONALD INSALL ASSOCIATES","MINOR BUILDING WORKS","ECONOMY DIRECTORATE","9250","Material Handling","45212350","finance"
"DONALD INSALL ASSOCIATES","CONSULTANTS FEES","ECONOMY DIRECTORATE","53300","Buildings","71000000","finance"
"DONALD INSALL ASSOCIATES","CONSULTANTS FEES","ECONOMY DIRECTORATE","53300","Buildings","71000000","finance"
"DONALD INSALL ASSOCIATES","CONSULTANTS FEES","ECONOMY DIRECTORATE","148600","Buildings","71000000","finance"
"DONALD INSALL ASSOCIATES","CONSULTANTS FEES","ECONOMY DIRECTORATE","138625","Buildings","71000000","finance"
"DONALD INSALL ASSOCIATES","CONSULTANTS FEES","ECONOMY DIRECTORATE","48875","Buildings","71000000","finance"
"DONALD INSALL ASSOCIATES","MINOR BUILDING WORKS","ECONOMY DIRECTORATE","53300","Buildings","71200000","finance"
"DONALD INSALL ASSOCIATES","MINOR BUILDING WORKS","ECONOMY DIRECTORATE","5194.6","Buildings","71200000","finance"
"DONALD INSALL ASSOCIATES","MINOR BUILDING WORKS","ECONOMY DIRECTORATE","10731","Buildings","71200000","finance"
"DONALD INSALL ASSOCIATES","CONSULTANTS FEES","ECONOMY DIRECTORATE","15000","Buildings","71200000","finance"
"DONALD INSALL ASSOCIATES","MINOR BUILDING WORKS","ECONOMY DIRECTORATE","22587","Buildings","71200000","finance"
"EDGE HILL UNIVERSITY","GRANTS TO THE NON VOLUNTARY SECTOR","ECONOMY DIRECTORATE","10000","Education","80320000","finance"
"ENVIRONMENT AGENCY","ENGINEERS FEES","ECONOMY DIRECTORATE","75738.9","Development","73000000","finance"
"ENVIRONMENT AGENCY","SITE INVESTIGATION","ECONOMY DIRECTORATE","120000","Development","73000000","finance"
"ENVIRONMENT AGENCY","SITE INVESTIGATION","ECONOMY DIRECTORATE","30000","Development","73000000","finance"
