"supplier_name","account_name","service","total_value","privilege","trade_cat","service_category"
"SPECIALIST COMPUTER CENTRES PLC","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","33988.3","Media","32430000","environment"
"SPECIALIST COMPUTER CENTRES PLC","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","14755.3","Data","30200000","environment"
"SPECIALIST COMPUTER CENTRES PLC","ACTIVITIES","NEIGHBOURHOODS AND ENVIRONMENT","7346.01","Media","32430000","environment"
"SPECIALIST COMPUTER CENTRES PLC","ACTIVITIES","NEIGHBOURHOODS AND ENVIRONMENT","17205.6","Media","32430000","environment"
"SPECIALIST COMPUTER CENTRES PLC","ACTIVITIES","NEIGHBOURHOODS AND ENVIRONMENT","21854.9","Media","32430000","environment"
"SPECIALIST COMPUTER CENTRES PLC","ACTIVITIES","NEIGHBOURHOODS AND ENVIRONMENT","14731.1","Media","32430000","environment"
"SPRING TECHNOLOGY STAFFING SERVICES LIMITED","MISCELLANEOUS EXPENSES - GENERAL","NEIGHBOURHOODS AND ENVIRONMENT","8500","Legal","79418000","environment"
"STHREE PARTNERSHIP LLP","AGENCY STAFF","NEIGHBOURHOODS AND ENVIRONMENT","20520","Social","98513300","environment"
"STHREE PARTNERSHIP LLP","AGENCY STAFF","NEIGHBOURHOODS AND ENVIRONMENT","15750","Legal","79600000","environment"
"STHREE PARTNERSHIP LLP","AGENCY STAFF","NEIGHBOURHOODS AND ENVIRONMENT","5625","Legal","79600000","environment"
"STHREE PARTNERSHIP LLP","EQUIPMENT - GENERAL","NEIGHBOURHOODS AND ENVIRONMENT","7500","Legal","79600000","environment"
"STHREE PARTNERSHIP LLP","CONSULTANT FEES","NEIGHBOURHOODS AND ENVIRONMENT","48750","Legal","79600000","environment"
"STHREE PARTNERSHIP LLP","AGENCY STAFF","NEIGHBOURHOODS AND ENVIRONMENT","43500","Legal","79600000","environment"
"STHREE PARTNERSHIP LLP","AGENCY STAFF","NEIGHBOURHOODS AND ENVIRONMENT","14400","Legal","79600000","environment"
"STHREE PARTNERSHIP LLP","AGENCY STAFF","NEIGHBOURHOODS AND ENVIRONMENT","21375","Legal","79600000","environment"
"STHREE PARTNERSHIP LLP","CAPITAL SALARIES","NEIGHBOURHOODS AND ENVIRONMENT","35000","Legal","79600000","environment"
"STHREE PARTNERSHIP LLP","CAPITAL SALARIES","NEIGHBOURHOODS AND ENVIRONMENT","36000","Legal","79600000","environment"
"STHREE PARTNERSHIP LLP","CAPITAL SALARIES","NEIGHBOURHOODS AND ENVIRONMENT","28600","Legal","79600000","environment"
"STHREE PARTNERSHIP LLP","CAPITAL SALARIES","NEIGHBOURHOODS AND ENVIRONMENT","38500","Legal","79600000","environment"
"STHREE PARTNERSHIP LLP","CAPITAL SALARIES","NEIGHBOURHOODS AND ENVIRONMENT","21600","Legal","79600000","environment"
"STHREE PARTNERSHIP LLP","CAPITAL SALARIES","NEIGHBOURHOODS AND ENVIRONMENT","29400","Legal","79600000","environment"
"STHREE PARTNERSHIP LLP","CAPITAL SALARIES","NEIGHBOURHOODS AND ENVIRONMENT","24750","Legal","79600000","environment"
"STHREE PARTNERSHIP LLP","CAPITAL SALARIES","NEIGHBOURHOODS AND ENVIRONMENT","30000","Legal","79600000","environment"
"STHREE PARTNERSHIP LLP","CAPITAL SALARIES","NEIGHBOURHOODS AND ENVIRONMENT","31500","Legal","79600000","environment"
"STHREE PARTNERSHIP LLP","CAPITAL SALARIES","NEIGHBOURHOODS AND ENVIRONMENT","24800","Legal","79600000","environment"
"STHREE PARTNERSHIP LLP","CAPITAL SALARIES","NEIGHBOURHOODS AND ENVIRONMENT","6400","Legal","79600000","environment"
"STHREE PARTNERSHIP LLP","CAPITAL SALARIES","NEIGHBOURHOODS AND ENVIRONMENT","6420","Legal","79600000","environment"
"STHREE PARTNERSHIP LLP","CAPITAL SALARIES","NEIGHBOURHOODS AND ENVIRONMENT","17160","Legal","79600000","environment"
"STHREE PARTNERSHIP LLP","CAPITAL SALARIES","NEIGHBOURHOODS AND ENVIRONMENT","21000","Legal","79600000","environment"
"STHREE PARTNERSHIP LLP","CAPITAL SALARIES","NEIGHBOURHOODS AND ENVIRONMENT","22750","Legal","79600000","environment"
"STHREE PARTNERSHIP LLP","CAPITAL SALARIES","NEIGHBOURHOODS AND ENVIRONMENT","7200","Legal","79600000","environment"
"STHREE PARTNERSHIP LLP","CAPITAL SALARIES","NEIGHBOURHOODS AND ENVIRONMENT","15600","Legal","79600000","environment"
"STHREE PARTNERSHIP LLP","CAPITAL SALARIES","NEIGHBOURHOODS AND ENVIRONMENT","22750","Legal","79600000","environment"
"STHREE PARTNERSHIP LLP","CAPITAL SALARIES","NEIGHBOURHOODS AND ENVIRONMENT","21000","Legal","79600000","environment"
"STHREE PARTNERSHIP LLP","CAPITAL SALARIES","NEIGHBOURHOODS AND ENVIRONMENT","5760","Legal","79600000","environment"
"STHREE PARTNERSHIP LLP","CAPITAL SALARIES","NEIGHBOURHOODS AND ENVIRONMENT","21700","Legal","79600000","environment"
"STHREE PARTNERSHIP LLP","CAPITAL SALARIES","NEIGHBOURHOODS AND ENVIRONMENT","51800","Legal","79600000","environment"
"STHREE PARTNERSHIP LLP","CAPITAL SALARIES","NEIGHBOURHOODS AND ENVIRONMENT","18200","Legal","79600000","environment"
"STHREE PARTNERSHIP LLP","CAPITAL SALARIES","NEIGHBOURHOODS AND ENVIRONMENT","10140","Legal","79600000","environment"
"STHREE PARTNERSHIP LLP","CAPITAL SALARIES","NEIGHBOURHOODS AND ENVIRONMENT","36400","Legal","79600000","environment"
"STHREE PARTNERSHIP LLP","CAPITAL SALARIES","NEIGHBOURHOODS AND ENVIRONMENT","6160","Legal","79600000","environment"
"STHREE PARTNERSHIP LLP","CAPITAL SALARIES","NEIGHBOURHOODS AND ENVIRONMENT","7000","Legal","79600000","environment"
"STHREE PARTNERSHIP LLP","AGENCY STAFF","NEIGHBOURHOODS AND ENVIRONMENT","18480","Legal","79600000","environment"
"STHREE PARTNERSHIP LLP","AGENCY STAFF","NEIGHBOURHOODS AND ENVIRONMENT","42000","Legal","79600000","environment"
"STHREE PARTNERSHIP LLP","AGENCY STAFF","NEIGHBOURHOODS AND ENVIRONMENT","5051","Legal","79600000","environment"
"STHREE PARTNERSHIP LLP","AGENCY STAFF","NEIGHBOURHOODS AND ENVIRONMENT","22500","Legal","79600000","environment"
"STONE COMPUTERS LIMITED","IT EQUIPMENT","NEIGHBOURHOODS AND ENVIRONMENT","10286","Data","72000000","environment"
"STONE COMPUTERS LIMITED","IT EQUIPMENT","NEIGHBOURHOODS AND ENVIRONMENT","6790","Data","72000000","environment"
"TAMESIDE METROPOLITAN BOROUGH COUNCIL","CONTRACTED SERVICES","NEIGHBOURHOODS AND ENVIRONMENT","30000","Material Handling","43000000","environment"
"TAMESIDE METROPOLITAN BOROUGH COUNCIL","CONTRACTED SERVICES","NEIGHBOURHOODS AND ENVIRONMENT","6000","Material Handling","43000000","environment"
"TAMESIDE METROPOLITAN BOROUGH COUNCIL","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","14200","Transport","60120000","environment"
"THALES UK LIMITED","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","22716","Administration","75220000","environment"
"THALES UK LIMITED","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","5768","State","35420000","environment"
"THALES UK LIMITED","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","15120","Equipment","50334400","environment"
"THE PENNINE ACUTE HOSPITALS NHS TRUST","MORTUARY CHARGES","NEIGHBOURHOODS AND ENVIRONMENT","190000","Media","32410000","environment"
"THE UNIVERSITY OF MANCHESTER","GRANTS TO THE NON VOLUNTARY SECTOR","NEIGHBOURHOODS AND ENVIRONMENT","12000","Education","80000000","environment"
"TRANSPORT FOR GREATER MANCHESTER","ADVERTISING","NEIGHBOURHOODS AND ENVIRONMENT","13500","Material Handling","45213000","environment"
"TRIMBLE UK LIMITED","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","28166.5","Data","72000000","environment"
"VICTIM SUPPORT","GRANTS TO THE NON VOLUNTARY SECTOR","NEIGHBOURHOODS AND ENVIRONMENT","45908","Health","85300000","environment"
"VICTIM SUPPORT","INTERNALLY COMMISSIONED SERVICES (EXP)","NEIGHBOURHOODS AND ENVIRONMENT","16442","Health","85300000","environment"
"VICTIM SUPPORT","PROJECTS","NEIGHBOURHOODS AND ENVIRONMENT","12311","Health","85300000","environment"
"WICKSTEED LEISURE LIMITED","PURCHASE OF OTHER EQUIPMENT","NEIGHBOURHOODS AND ENVIRONMENT","33889","Material Handling","43325000","environment"
"WICKSTEED LEISURE LIMITED","PURCHASE OF OTHER EQUIPMENT","NEIGHBOURHOODS AND ENVIRONMENT","28719","Material Handling","43325000","environment"
"WICKSTEED LEISURE LIMITED","ACTIVITIES","NEIGHBOURHOODS AND ENVIRONMENT","14515","Material Handling","43325000","environment"
"WICKSTEED LEISURE LIMITED","MAINTENANCE","NEIGHBOURHOODS AND ENVIRONMENT","14763","Entertainment","37535200","environment"
"XMA LIMITED","PURCHASE OF ICT HARDWARE","NEIGHBOURHOODS AND ENVIRONMENT","21255","Data","30192000","environment"
"XMA LIMITED","PURCHASE OF ICT HARDWARE","NEIGHBOURHOODS AND ENVIRONMENT","24364","Data","30192000","environment"
"XMA LIMITED","PURCHASE OF ICT HARDWARE","NEIGHBOURHOODS AND ENVIRONMENT","21255","Data","30192000","environment"
"XMA LIMITED","PURCHASE OF ICT HARDWARE","NEIGHBOURHOODS AND ENVIRONMENT","24364","Data","30192000","environment"
"XMA LIMITED","PURCHASE OF ICT HARDWARE","NEIGHBOURHOODS AND ENVIRONMENT","21255","Data","30192000","environment"
"XMA LIMITED","PURCHASE OF ICT HARDWARE","NEIGHBOURHOODS AND ENVIRONMENT","24686.5","Data","30192000","environment"
"XMA LIMITED","PURCHASE OF ICT HARDWARE","NEIGHBOURHOODS AND ENVIRONMENT","24404.5","Data","30192000","environment"
"XMA LIMITED","PURCHASE OF ICT HARDWARE","NEIGHBOURHOODS AND ENVIRONMENT","35284.3","Data","30192000","environment"
"XMA LIMITED","PURCHASE OF ICT HARDWARE","NEIGHBOURHOODS AND ENVIRONMENT","6441.5","Data","30192000","environment"
"XMA LIMITED","PURCHASE OF ICT HARDWARE","NEIGHBOURHOODS AND ENVIRONMENT","52297","Data","30192000","environment"
"XMA LIMITED","PURCHASE OF ICT HARDWARE","NEIGHBOURHOODS AND ENVIRONMENT","20404.5","Data","30192000","environment"
"XMA LIMITED","PURCHASE OF ICT HARDWARE","NEIGHBOURHOODS AND ENVIRONMENT","8502","Data","30123000","environment"
"XMA LIMITED","PURCHASE OF ICT HARDWARE","NEIGHBOURHOODS AND ENVIRONMENT","12753","Data","30123000","environment"
"XMA LIMITED","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","28850","Data","30123000","environment"
"XMA LIMITED","PURCHASE OF ICT HARDWARE","NEIGHBOURHOODS AND ENVIRONMENT","9099.6","Data","30123000","environment"
"XMA LIMITED","PURCHASE OF ICT HARDWARE","NEIGHBOURHOODS AND ENVIRONMENT","26915.5","Data","30123000","environment"
"XMA LIMITED","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","34452","Data","30123000","environment"
"XMA LIMITED","PURCHASE OF ICT HARDWARE","NEIGHBOURHOODS AND ENVIRONMENT","103846","Data","30123000","environment"
"XMA LIMITED","PURCHASE OF ICT HARDWARE","NEIGHBOURHOODS AND ENVIRONMENT","103846","Data","30123000","environment"
"XMA LIMITED","PURCHASE OF ICT HARDWARE","NEIGHBOURHOODS AND ENVIRONMENT","103846","Data","30123000","environment"
"XMA LIMITED","MOBILE PHONE","NEIGHBOURHOODS AND ENVIRONMENT","10870","Data","30123000","environment"
"XMA LIMITED","PURCHASE OF ICT HARDWARE","NEIGHBOURHOODS AND ENVIRONMENT","7106.4","Data","30123000","environment"
"XMA LIMITED","PURCHASE OF ICT HARDWARE","NEIGHBOURHOODS AND ENVIRONMENT","103846","Data","30123000","environment"
"XMA LIMITED","PURCHASE OF ICT HARDWARE","NEIGHBOURHOODS AND ENVIRONMENT","227490","Data","30123000","environment"
"XMA LIMITED","PURCHASE OF ICT HARDWARE","NEIGHBOURHOODS AND ENVIRONMENT","8883","Data","30123000","environment"
"XMA LIMITED","PURCHASE OF ICT HARDWARE","NEIGHBOURHOODS AND ENVIRONMENT","136495","Data","30123000","environment"
"XMA LIMITED","ACTIVITIES","NEIGHBOURHOODS AND ENVIRONMENT","6298.84","Data","30123000","environment"
"XMA LIMITED","PURCHASE OF ICT HARDWARE","NEIGHBOURHOODS AND ENVIRONMENT","10086","Data","30123000","environment"
"XMA LIMITED","PURCHASE OF ICT HARDWARE","NEIGHBOURHOODS AND ENVIRONMENT","106224","Data","30123000","environment"
"XMA LIMITED","PURCHASE OF ICT HARDWARE","NEIGHBOURHOODS AND ENVIRONMENT","8799","Data","30123000","environment"
"XMA LIMITED","PURCHASE OF ICT HARDWARE","NEIGHBOURHOODS AND ENVIRONMENT","37144.5","Data","30123000","environment"
"XMA LIMITED","PURCHASE OF ICT HARDWARE","NEIGHBOURHOODS AND ENVIRONMENT","37144.5","Data","30123000","environment"
"XMA LIMITED","PURCHASE OF ICT HARDWARE","NEIGHBOURHOODS AND ENVIRONMENT","64800","Data","72000000","environment"
"XMA LIMITED","PURCHASE OF ICT HARDWARE","NEIGHBOURHOODS AND ENVIRONMENT","23100","Data","72000000","environment"
"XMA LIMITED","IT EQUIPMENT","NEIGHBOURHOODS AND ENVIRONMENT","28359","Data","30192000","environment"
"XMA LIMITED","PURCHASE OF FURNITURE AND EQUIPMENT","NEIGHBOURHOODS AND ENVIRONMENT","25340","Data","30192000","environment"
"XMA LIMITED","PURCHASE OF ICT HARDWARE","NEIGHBOURHOODS AND ENVIRONMENT","18358","Data","30192000","environment"
"XMA LIMITED","PURCHASE OF ICT HARDWARE","NEIGHBOURHOODS AND ENVIRONMENT","18755.5","Data","30192000","environment"
"XMA LIMITED","PURCHASE OF ICT HARDWARE","NEIGHBOURHOODS AND ENVIRONMENT","18755.5","Data","30192000","environment"
"XMA LIMITED","PURCHASE OF ICT HARDWARE","NEIGHBOURHOODS AND ENVIRONMENT","37511","Data","30192000","environment"
"XMA LIMITED","PURCHASE OF ICT HARDWARE","NEIGHBOURHOODS AND ENVIRONMENT","20882.5","Data","30192000","environment"
"YOTTA LIMITED","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","16578.8","Data","48000000","environment"
"YOTTA LIMITED","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","15789.4","Data","48000000","environment"
"YOTTA LIMITED","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","13525.6","Data","48000000","environment"
"ZEN INTERNET LIMITED","COMMUNICATION AND COMPUTING - GENERAL","NEIGHBOURHOODS AND ENVIRONMENT","10398","Data","72000000","environment"
"ZEN INTERNET LIMITED","COMMUNICATION AND COMPUTING - GENERAL","NEIGHBOURHOODS AND ENVIRONMENT","10398","Data","72000000","environment"
"ZEN INTERNET LIMITED","COMMUNICATION AND COMPUTING - GENERAL","NEIGHBOURHOODS AND ENVIRONMENT","15597","Data","72000000","environment"
"ZEN INTERNET LIMITED","COMMUNICATION AND COMPUTING - GENERAL","NEIGHBOURHOODS AND ENVIRONMENT","5199","Data","72000000","environment"
"ZEN INTERNET LIMITED","COMMUNICATION AND COMPUTING - GENERAL","NEIGHBOURHOODS AND ENVIRONMENT","20796","Data","72000000","environment"
"ZEN INTERNET LIMITED","COMMUNICATION AND COMPUTING - GENERAL","NEIGHBOURHOODS AND ENVIRONMENT","62988","Data","72000000","environment"
"AGILISYS LIMITED","PRINTING & STATIONERY","FINANCE SERVICES","7000","Insurance","66171000","finance"
"AGILISYS LIMITED","SOFTWARE","FINANCE SERVICES","14850","Insurance","66171000","finance"
"CAPITA BUSINESS SERVICES LIMITED","SOFTWARE","FINANCE SERVICES","11500","Legal","79620000","finance"
"CAPITA BUSINESS SERVICES LIMITED","SOFTWARE","FINANCE SERVICES","8116","Legal","79620000","finance"
"CAPITA BUSINESS SERVICES LIMITED","SOFTWARE","FINANCE SERVICES","50348.3","Legal","79620000","finance"
"CAPITA BUSINESS SERVICES LIMITED","SOFTWARE","FINANCE SERVICES","6000","Legal","79620000","finance"
"CAPITA BUSINESS SERVICES LIMITED","SOFTWARE","FINANCE SERVICES","11500","Development","73200000","finance"
"CAPITA BUSINESS SERVICES LIMITED","SOFTWARE","FINANCE SERVICES","11500","Development","73200000","finance"
"CAPITA BUSINESS SERVICES LIMITED","SOFTWARE","FINANCE SERVICES","6973.7","Development","73200000","finance"
"CAPITA BUSINESS SERVICES LIMITED","SOFTWARE","FINANCE SERVICES","5640.05","Legal","79620000","finance"
"CAPITA BUSINESS SERVICES LIMITED","SOFTWARE","FINANCE SERVICES","50000","Legal","79620000","finance"
"CAPITA BUSINESS SERVICES LIMITED","SOFTWARE","FINANCE SERVICES","15823.4","Legal","79620000","finance"
"CAPITA BUSINESS SERVICES LIMITED","SOFTWARE","FINANCE SERVICES","6547","Data","48000000","finance"
"CAPITA BUSINESS SERVICES LIMITED","SOFTWARE","FINANCE SERVICES","10204","Legal","79811000","finance"
"CAPITA RESOURCING LIMITED","RECRUITMENT AGENCY FEES","FINANCE SERVICES","7500","Data","48000000","finance"
"CIVICA UK LIMITED","AGENCY STAFF","FINANCE SERVICES","38480","Data","72000000","finance"
"CIVICA UK LIMITED","AGENCY STAFF","FINANCE SERVICES","28860","Data","72000000","finance"
"CIVICA UK LIMITED","AGENCY STAFF","FINANCE SERVICES","28860","Data","72000000","finance"
"CIVICA UK LIMITED","AGENCY STAFF","FINANCE SERVICES","28860","Data","72000000","finance"
"CIVICA UK LIMITED","AGENCY STAFF","FINANCE SERVICES","12250","Data","72000000","finance"
"CIVICA UK LIMITED","AGENCY STAFF","FINANCE SERVICES","11975.7","Data","72000000","finance"
"CIVICA UK LIMITED","PROFESSIONAL FEES","FINANCE SERVICES","9000","Data","72000000","finance"
"CRITIQOM LIMITED","POSTAGE","FINANCE SERVICES","50000","Paper","22000000","finance"
"ELECTORAL REFORM SERVICES","IT EQUIPMENT","FINANCE SERVICES","5029.6","Paper","22821000","finance"
"FORBES SOLICITORS","INPUT VAT -  ADJUSTMENTS","FINANCE SERVICES","40000","Legal","79100000","finance"
"GRANT THORNTON UK LLP","FEES / COMMISSION","FINANCE SERVICES","45825","Legal","79212500","finance"
"GRANT THORNTON UK LLP","FEES / COMMISSION","FINANCE SERVICES","24800","Legal","79330000","finance"
"GRANT THORNTON UK LLP","FEES / COMMISSION","FINANCE SERVICES","160438","Development","73200000","finance"
"HEALTH MANAGEMENT LIMITED","OCCUPATIONAL HEALTH","FINANCE SERVICES","82000","Health","85147000","finance"
"HEMPSONS","PUBLIC TRANSPORT","FINANCE SERVICES","9524","Legal","79000000","finance"
"KEOGHS LLP","INPUT VAT -  ADJUSTMENTS","FINANCE SERVICES","20000","Legal","79100000","finance"
"LOCAL GOVERNMENT ASSOCIATION","SUBSCRIPTIONS","FINANCE SERVICES","40913.9","Health","85140000","finance"
"OFFICE DEPOT UK LIMITED","PRINTING & STATIONERY","FINANCE SERVICES","50000","Consumer Products","39830000","finance"
"OFFICE DEPOT UK LIMITED","POSTAGE","FINANCE SERVICES","36908","Consumer Products","39830000","finance"
"OFFICE DEPOT UK LIMITED","PRINTING & STATIONERY","FINANCE SERVICES","50000","Consumer Products","39830000","finance"
"OFFICE DEPOT UK LIMITED","PRINTING & STATIONERY","FINANCE SERVICES","10725.8","Consumer Products","39830000","finance"
"OFFICE DEPOT UK LIMITED","PRINTING & STATIONERY","FINANCE SERVICES","41164","Legal","79800000","finance"
"OFFICE DEPOT UK LIMITED","PRINTING & STATIONERY","FINANCE SERVICES","17900","Legal","79800000","finance"
"OFFICE DEPOT UK LIMITED","PRINTING","FINANCE SERVICES","6000","Consumer Products","39830000","finance"
"PRICE WATERHOUSE COOPERS","CONSULTANT FEES","FINANCE SERVICES","18000","Legal","79400000","finance"
"PRICE WATERHOUSE COOPERS","PROVISIONS UTILISED IN YEAR","FINANCE SERVICES","5700","Legal","79400000","finance"
"PRICE WATERHOUSE COOPERS","ADVICE/SUPPORT","FINANCE SERVICES","14000","Insurance","66000000","finance"
"ROYAL MAIL GROUP PLC","POSTAGE","FINANCE SERVICES","25000","Data","30130000","finance"
"ROYAL MAIL GROUP PLC","POSTAGE","FINANCE SERVICES","8654.71","Data","30130000","finance"
"ROYAL MAIL GROUP PLC","POSTAGE","FINANCE SERVICES","11578.4","Data","30130000","finance"
"THOMSON REUTERS","REFERENCE BOOKS/NEWSPAPERS/PERIODICALS","FINANCE SERVICES","8500","Legal","79100000","finance"
"THOMSON REUTERS","REFRESHMENTS","FINANCE SERVICES","12414.4","Data","48218000","finance"
"THOMSON REUTERS","REFERENCE BOOKS/NEWSPAPERS/PERIODICALS","FINANCE SERVICES","6477.8","Entertainment","92511000","finance"
"THOMSON REUTERS","REFERENCE BOOKS/NEWSPAPERS/PERIODICALS","FINANCE SERVICES","6477.8","Entertainment","92511000","finance"
"WEIGHTMANS LLP","PROFESSIONAL FEES","FINANCE SERVICES","12963","Legal","79000000","finance"
"WEIGHTMANS LLP","PROFESSIONAL FEES","FINANCE SERVICES","8205.9","Legal","79100000","finance"
"WEIGHTMANS LLP","PROFESSIONAL FEES","FINANCE SERVICES","70829.6","Legal","79100000","finance"
"WEIGHTMANS LLP","PROFESSIONAL FEES","FINANCE SERVICES","7064","Legal","79100000","finance"
"ZURICH INSURANCE PLC","TRANSACTIONS-EXPENDITURE","FINANCE SERVICES","11658.5","Insurance","66510000","finance"
"ZURICH INSURANCE PLC","TRANSACTIONS-EXPENDITURE","FINANCE SERVICES","71589.4","Insurance","66510000","finance"
"ZURICH INSURANCE PLC","TRANSACTIONS-EXPENDITURE","FINANCE SERVICES","410935","Insurance","66510000","finance"
"ZURICH INSURANCE PLC","TRANSACTIONS-EXPENDITURE","FINANCE SERVICES","71800","Insurance","66510000","finance"
"ARCO","EQUIPMENT - GENERAL","ECONOMY AND ENVIRONMENT","8082.3","Data","72000000","economy"
"GARDINER & THEOBALD LLP","SURVEYORS FEES","ECONOMY AND ENVIRONMENT","5950","Buildings","71324000","economy"
"MACE LIMITED","CONSULTANT FEES","ECONOMY AND ENVIRONMENT","5720","Development","73000000","economy"
"MACE LIMITED","CONSULTANT FEES","ECONOMY AND ENVIRONMENT","5060","Development","73000000","economy"
"OFFICE DEPOT UK LIMITED","PROJECTS","ECONOMY AND ENVIRONMENT","15161.4","Consumer Products","39830000","economy"
"PROFILE SECURITY SERVICES LIMITED","SECURITY","ECONOMY AND ENVIRONMENT","15100","Administration","75240000","economy"
"REDACTED","TAXI HIRE","ECONOMY AND ENVIRONMENT","19000","Legal","79620000","economy"
"REDACTED","TAXI HIRE","ECONOMY AND ENVIRONMENT","15200","Legal","79620000","economy"
"REDACTED","TAXI HIRE","ECONOMY AND ENVIRONMENT","8360","Legal","79620000","economy"
"REDACTED","TAXI HIRE","ECONOMY AND ENVIRONMENT","17670","Legal","79620000","economy"
"REDACTED","TAXI HIRE","ECONOMY AND ENVIRONMENT","20900","Legal","79620000","economy"
"REDACTED","TAXI HIRE","ECONOMY AND ENVIRONMENT","22800","Legal","79620000","economy"
"REDACTED","TAXI HIRE","ECONOMY AND ENVIRONMENT","7980","Legal","79620000","economy"
"REDACTED","TAXI HIRE","ECONOMY AND ENVIRONMENT","16150","Legal","79620000","economy"
"REDACTED","TAXI HIRE","ECONOMY AND ENVIRONMENT","17765","Legal","79620000","economy"
"REDACTED","TAXI HIRE","ECONOMY AND ENVIRONMENT","12920","Legal","79620000","economy"
"REDACTED","TAXI HIRE","ECONOMY AND ENVIRONMENT","11780","Legal","79620000","economy"
"REDACTED","TAXI HIRE","ECONOMY AND ENVIRONMENT","22800","Legal","79620000","economy"
"REDACTED","TAXI HIRE","ECONOMY AND ENVIRONMENT","16720","Legal","79620000","economy"
"REDACTED","TAXI HIRE","ECONOMY AND ENVIRONMENT","18050","Legal","79620000","economy"
"REDACTED","TAXI HIRE","ECONOMY AND ENVIRONMENT","14440","Legal","79620000","economy"
"REDACTED","TAXI HIRE","ECONOMY AND ENVIRONMENT","14060","Legal","79620000","economy"
"REDACTED","TAXI HIRE","ECONOMY AND ENVIRONMENT","16720","Legal","79620000","economy"
"REDACTED","TAXI HIRE","ECONOMY AND ENVIRONMENT","22325","Legal","79620000","economy"
"REDACTED","TAXI HIRE","ECONOMY AND ENVIRONMENT","21090","Legal","79620000","economy"
"REDACTED","TAXI HIRE","ECONOMY AND ENVIRONMENT","21280","Legal","79620000","economy"
"REDACTED","TAXI HIRE","ECONOMY AND ENVIRONMENT","22800","Legal","79620000","economy"
"REDACTED","TAXI HIRE","ECONOMY AND ENVIRONMENT","22800","Legal","79620000","economy"
"REDACTED","TAXI HIRE","ECONOMY AND ENVIRONMENT","22800","Legal","79620000","economy"
"REDACTED","TAXI HIRE","ECONOMY AND ENVIRONMENT","22800","Legal","79620000","economy"
"REDACTED","TAXI HIRE","ECONOMY AND ENVIRONMENT","22800","Legal","79620000","economy"
"REDACTED","TAXI HIRE","ECONOMY AND ENVIRONMENT","22800","Legal","79620000","economy"
"REDACTED","TAXI HIRE","ECONOMY AND ENVIRONMENT","13680","Legal","79620000","economy"
"REDACTED","TAXI HIRE","ECONOMY AND ENVIRONMENT","14060","Legal","79620000","economy"
"REDACTED","TAXI HIRE","ECONOMY AND ENVIRONMENT","18953","Legal","79620000","economy"
"REDACTED","TAXI HIRE","ECONOMY AND ENVIRONMENT","18854","Legal","79620000","economy"
"REDACTED","TAXI HIRE","ECONOMY AND ENVIRONMENT","18164","Legal","79620000","economy"
"REDACTED","TAXI HIRE","ECONOMY AND ENVIRONMENT","15200","Legal","79620000","economy"
"REDACTED","TAXI HIRE","ECONOMY AND ENVIRONMENT","15200","Legal","79620000","economy"
"REDACTED","TAXI HIRE","ECONOMY AND ENVIRONMENT","23180","Legal","79620000","economy"
"REDACTED","TAXI HIRE","ECONOMY AND ENVIRONMENT","22800","Legal","79620000","economy"
"REDACTED","TAXI HIRE","ECONOMY AND ENVIRONMENT","22800","Legal","79620000","economy"
"REDACTED","TAXI HIRE","ECONOMY AND ENVIRONMENT","18854","Legal","79620000","economy"
"REDACTED","TAXI HIRE","ECONOMY AND ENVIRONMENT","6250","Legal","79620000","economy"
"REDACTED","TAXI HIRE","ECONOMY AND ENVIRONMENT","5000","Legal","79620000","economy"
"REDACTED","TAXI HIRE","ECONOMY AND ENVIRONMENT","5000","Legal","79620000","economy"
"REDACTED","TAXI HIRE","ECONOMY AND ENVIRONMENT","7500","Legal","79620000","economy"
"REDACTED","TAXI HIRE","ECONOMY AND ENVIRONMENT","16000","Legal","79620000","economy"
"REDACTED","TAXI HIRE","ECONOMY AND ENVIRONMENT","9250","Legal","79620000","economy"
"REDACTED","TAXI HIRE","ECONOMY AND ENVIRONMENT","12000","Legal","79620000","economy"
"REDACTED","TAXI HIRE","ECONOMY AND ENVIRONMENT","12750","Legal","79620000","economy"
"REDACTED","TAXI HIRE","ECONOMY AND ENVIRONMENT","7000","Legal","79620000","economy"
"REDACTED","TAXI HIRE","ECONOMY AND ENVIRONMENT","8060","Legal","79620000","economy"
"REDACTED","TAXI HIRE","ECONOMY AND ENVIRONMENT","22800","Legal","79620000","economy"
"REDACTED","TAXI HIRE","ECONOMY AND ENVIRONMENT","22800","Legal","79620000","economy"
"REDACTED","TAXI HIRE","ECONOMY AND ENVIRONMENT","20948","Legal","79620000","economy"
"REDACTED","TAXI HIRE","ECONOMY AND ENVIRONMENT","22800","Legal","79620000","economy"
