Organisation Name,Department where exp. Incurred,Service Category Label,Supplier (Beneficiary),Purpose of Expenditure,Procurement (Merchant) Category,Purchase Date,Settlement Date,Transaction Number,Net Amount (£)
Stockport MBC,Services to People,Childrens & Educational Services,W M MORRISONS.COM,Catering Supplies,Catering Food & Beverages ,06.05.2017,16.07.2017,GPC06170000184,46.72
Stockport MBC,Services to People,Childrens & Educational Services,SAINSBURYS 2051,Catering Supplies,Catering Food & Beverages ,06.08.2017,16.07.2017,GPC06170000185,13.72
Stockport MBC,Services to People,Childrens & Educational Services,W M MORRISONS.COM,Catering Supplies,Catering Food & Beverages ,06.12.2017,16.07.2017,GPC06170000186,87.82
Stockport MBC,Services to People,Childrens & Educational Services,B & M RETAIL,Catering Supplies,Catering Food & Beverages ,14.06.2017,16.07.2017,GPC06170000187,33.42
Stockport MBC,Services to People,Childrens & Educational Services,ALDI,Catering Supplies,Catering Food & Beverages ,19.06.2017,16.07.2017,GPC06170000188,5.57
Stockport MBC,Services to People,Childrens & Educational Services,W M MORRISONS.COM,Catering Supplies,Catering Food & Beverages ,19.06.2017,16.07.2017,GPC06170000189,68.08
Stockport MBC,Services to People,Childrens & Educational Services,W M MORRISONS.COM,Catering Supplies,Catering Food & Beverages ,26.06.2017,16.07.2017,GPC06170000190,76.92
Stockport MBC,Services to People,Childrens & Educational Services,ASDA SUPERSTORE,Catering Supplies,Catering Food & Beverages ,29.06.2017,16.07.2017,GPC06170000191,11.44
Stockport MBC,Services to People,Adult Social Care,DVLA VEHICLE TAX,Vehicle Excise Duty,Vehicle Management  ,20.06.2017,16.07.2017,GPC06170000192,242.50
Stockport MBC,Corporate and Support Services,Central Support Costs,AMZ My charity boxes,Furniture and Equipment,Environmental Services Technical Equipment ,28.06.2017,16.07.2017,GPC06170000193,-27.99
Stockport MBC,Services to Place,Cultural & Related Services,SurveyMonkey,Publicity and Promotion,Arts & Leisure Services  ,06.08.2017,16.07.2017,GPC06170000194,26.00
Stockport MBC,Services to People,Adult Social Care,BRITANNIA,Care Payments,Social Community Care Supplies & Services  ,06.09.2017,16.07.2017,GPC06170000195,408.00
Stockport MBC,Services to People,Adult Social Care,BRITANNIA HOTEL,Care Payments,Social Community Care Supplies & Services  ,06.11.2017,16.07.2017,GPC06170000196,10.50
Stockport MBC,Corporate and Support Services,Central Support Costs,AMAZON MKTPLACE PMTS,Information and Communications Technology,Information Communication Technology  ,06.03.2017,16.07.2017,GPC06170000197,981.41
Stockport MBC,Corporate and Support Services,Central Support Costs,AUTH0.COM,Information and Communications Technology,Information Communication Technology  ,06.05.2017,16.07.2017,GPC06170000198,9.61
Stockport MBC,Corporate and Support Services,Central Support Costs,FASTHOSTS INTERNET,Information and Communications Technology,Information Communication Technology  ,06.10.2017,16.07.2017,GPC06170000199,39.47
Stockport MBC,Corporate and Support Services,Central Support Costs,WWWCONTENTFULCOM,Information and Communications Technology,Information Communication Technology  ,06.09.2017,16.07.2017,GPC06170000200,859.38
Stockport MBC,Corporate and Support Services,Central Support Costs,FASTHOSTS INTERNET,Information and Communications Technology,Information Communication Technology  ,06.12.2017,16.07.2017,GPC06170000201,4.80
