Organisation Name,Department where exp. Incurred,Service Category Label,Supplier (Beneficiary),Purpose of Expenditure,Procurement (Merchant) Category,Purchase Date,Settlement Date,Transaction Number,Net Amount (£)
Stockport MBC,Corporate and Support Services,Central Services to the public,PASSENGER RAILWAYS,Travelling Expenses,Human Resources Travel & Subsistence ,01.10.2019,16.10.2019,GPC09190000001,123.55
Stockport MBC,Corporate and Support Services,Central Services to the public,PASSENGER RAILWAYS,Travelling Expenses,Human Resources Travel & Subsistence ,01.10.2019,16.10.2019,GPC09190000002,123.55
Stockport MBC,Corporate and Support Services,Central Services to the public,PASSENGER RAILWAYS,Travelling Expenses,Human Resources Travel & Subsistence ,01.10.2019,16.10.2019,GPC09190000003,123.55
Stockport MBC,Corporate and Support Services,Central Services to the public,"LODGING-HOTELS,MOTELS,RESORTS-NOT CLASSIFIED",Expenses and Allowances,Human Resources Travel & Subsistence ,01.10.2019,16.10.2019,GPC09190000004,93.00
Stockport MBC,Corporate and Support Services,Central Services to the public,PASSENGER RAILWAYS,Travelling Expenses,Human Resources Travel & Subsistence ,20.09.2019,16.10.2019,GPC09190000005,90.60
Stockport MBC,Corporate and Support Services,Central Services to the public,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,Office Expenses,Stationery    ,22.09.2019,16.10.2019,GPC09190000006,99.86
Stockport MBC,Corporate and Support Services,Central Support Costs,ADVERTISING SERVICES,Publicity and Promotion,Facilities & Management Services  ,30.09.2019,16.10.2019,GPC09190000007,207.39
Stockport MBC,Corporate and Support Services,Central Support Costs,ADVERTISING SERVICES,Publicity and Promotion,Facilities & Management Services  ,28.09.2019,16.10.2019,GPC09190000008,700.00
Stockport MBC,Corporate and Support Services,Central Support Costs,DIRECT MARKETING-CONTINUITY/SUBSCRIPTION MERCHANTS,Publicity and Promotion,Facilities & Management Services  ,25.09.2019,16.10.2019,GPC09190000009,750.00
Stockport MBC,Corporate and Support Services,Central Support Costs,ADVERTISING SERVICES,Publicity and Promotion,Facilities & Management Services  ,21.09.2019,16.10.2019,GPC09190000010,700.00
Stockport MBC,Corporate and Support Services,Central Support Costs,ADVERTISING SERVICES,Publicity and Promotion,Facilities & Management Services  ,13.09.2019,16.10.2019,GPC09190000011,600.00
Stockport MBC,Services to People,Childrens & Educational Services,"GROCERY STORES, SUPERMARKETS",Catering Supplies,Catering Food & Beverages ,01.10.2019,16.10.2019,GPC09190000012,10.45
Stockport MBC,Services to People,Childrens & Educational Services,"GROCERY STORES, SUPERMARKETS",Catering Supplies,Catering Food & Beverages ,30.09.2019,16.10.2019,GPC09190000013,14.08
Stockport MBC,Services to People,Childrens & Educational Services,"GROCERY STORES, SUPERMARKETS",Catering Supplies,Catering Food & Beverages ,27.09.2019,16.10.2019,GPC09190000014,12.63
Stockport MBC,Services to People,Childrens & Educational Services,"GROCERY STORES, SUPERMARKETS",Catering Supplies,Catering Food & Beverages ,26.09.2019,16.10.2019,GPC09190000015,17.73
Stockport MBC,Services to People,Childrens & Educational Services,"GROCERY STORES, SUPERMARKETS",Catering Supplies,Catering Food & Beverages ,25.09.2019,16.10.2019,GPC09190000016,18.38
Stockport MBC,Services to People,Childrens & Educational Services,"GROCERY STORES, SUPERMARKETS",Catering Supplies,Catering Food & Beverages ,24.09.2019,16.10.2019,GPC09190000017,14.68
Stockport MBC,Services to People,Childrens & Educational Services,"GROCERY STORES, SUPERMARKETS",Catering Supplies,Catering Food & Beverages ,23.09.2019,16.10.2019,GPC09190000018,21.80
Stockport MBC,Services to People,Childrens & Educational Services,"GROCERY STORES, SUPERMARKETS",Catering Supplies,Catering Food & Beverages ,20.09.2019,16.10.2019,GPC09190000019,8.95
Stockport MBC,Services to People,Childrens & Educational Services,"GROCERY STORES, SUPERMARKETS",Catering Supplies,Catering Food & Beverages ,19.09.2019,16.10.2019,GPC09190000020,12.91
Stockport MBC,Services to People,Childrens & Educational Services,"GROCERY STORES, SUPERMARKETS",Catering Supplies,Catering Food & Beverages ,18.09.2019,16.10.2019,GPC09190000021,18.53
Stockport MBC,Services to People,Childrens & Educational Services,"GROCERY STORES, SUPERMARKETS",Catering Supplies,Catering Food & Beverages ,17.09.2019,16.10.2019,GPC09190000022,6.44
Stockport MBC,Services to People,Childrens & Educational Services,"GROCERY STORES, SUPERMARKETS",Catering Supplies,Catering Food & Beverages ,16.09.2019,16.10.2019,GPC09190000023,20.70
Stockport MBC,Services to People,Childrens & Educational Services,"GROCERY STORES, SUPERMARKETS",Catering Supplies,Catering Food & Beverages ,13.09.2019,16.10.2019,GPC09190000024,7.75
Stockport MBC,Services to People,Childrens & Educational Services,"GROCERY STORES, SUPERMARKETS",Catering Supplies,Catering Food & Beverages ,12.09.2019,16.10.2019,GPC09190000025,12.92
Stockport MBC,Services to People,Childrens & Educational Services,"GROCERY STORES, SUPERMARKETS",Catering Supplies,Catering Food & Beverages ,11.09.2019,16.10.2019,GPC09190000026,14.39
Stockport MBC,Services to People,Childrens & Educational Services,"GROCERY STORES, SUPERMARKETS",Catering Supplies,Catering Food & Beverages ,09.09.2019,16.10.2019,GPC09190000027,20.01
Stockport MBC,Services to People,Childrens & Educational Services,"GROCERY STORES, SUPERMARKETS",Catering Supplies,Catering Food & Beverages ,06.09.2019,16.10.2019,GPC09190000028,1.45
Stockport MBC,Services to People,Childrens & Educational Services,"GROCERY STORES, SUPERMARKETS",Catering Supplies,Catering Food & Beverages ,05.09.2019,16.10.2019,GPC09190000029,18.53
Stockport MBC,Services to People,Childrens & Educational Services,"GROCERY STORES, SUPERMARKETS",Catering Supplies,Catering Food & Beverages ,03.09.2019,16.10.2019,GPC09190000030,46.60
Stockport MBC,Services to People,Childrens & Educational Services,PASSENGER RAILWAYS,Travelling Expenses,Human Resources Travel & Subsistence ,17.09.2019,16.10.2019,GPC09190000031,-73.90
Stockport MBC,Services to People,Childrens & Educational Services,PASSENGER RAILWAYS,Travelling Expenses,Human Resources Travel & Subsistence ,18.09.2019,16.10.2019,GPC09190000032,70.80
Stockport MBC,Services to People,Childrens & Educational Services,PASSENGER RAILWAYS,Travelling Expenses,Human Resources Travel & Subsistence ,18.09.2019,16.10.2019,GPC09190000033,22.35
Stockport MBC,Services to People,Childrens & Educational Services,PASSENGER RAILWAYS,Travelling Expenses,Human Resources Travel & Subsistence ,18.09.2019,16.10.2019,GPC09190000034,87.70
