Organisation Name,Department where exp. Incurred,Service Category Label,Supplier (Beneficiary),Purpose of Expenditure,Procurement (Merchant) Category,Purchase Date,Settlement Date,Transaction Number,Net Amount (£)
Stockport MBC,Services to People,Adult Social Care,LIMOUSINES AND TAXICABS,Leasing /Transport Hire,Vehicle Management Leasing ,20.03.2019,16.04.2019,GPC03190000279,15.00
Stockport MBC,Services to People,Adult Social Care,PASSENGER RAILWAYS,Travelling Expenses,Human Resources Travel & Subsistence ,14.03.2019,16.04.2019,GPC03190000280,6.30
Stockport MBC,Services to People,Adult Social Care,AUTOMOBILE PARKING LOTS AND GARAGES,Travelling Expenses,Human Resources Travel & Subsistence ,12.03.2019,16.04.2019,GPC03190000281,3.50
Stockport MBC,Services to People,Adult Social Care,AUTOMOBILE PARKING LOTS AND GARAGES,Travelling Expenses,Human Resources Travel & Subsistence ,07.03.2019,16.04.2019,GPC03190000282,3.50
Stockport MBC,Services to People,Adult Social Care,PASSENGER RAILWAYS,Travelling Expenses,Human Resources Travel & Subsistence ,07.03.2019,16.04.2019,GPC03190000283,8.20
Stockport MBC,Services to People,Adult Social Care,AUTOMOBILE PARKING LOTS AND GARAGES,Travelling Expenses,Human Resources Travel & Subsistence ,06.03.2019,16.04.2019,GPC03190000284,13.00
Stockport MBC,Services to People,Childrens & Educational Services,MISCELLANEOUS AND SPECIALTY RETAIL STORES,Furniture and Equipment,Environmental Services Technical Equipment ,29.03.2019,16.04.2019,GPC03190000285,4.03
Stockport MBC,Services to People,Childrens & Educational Services,MISCELLANEOUS AND SPECIALTY RETAIL STORES,Furniture and Equipment,Environmental Services Technical Equipment ,29.03.2019,16.04.2019,GPC03190000286,4.02
Stockport MBC,Services to People,Childrens & Educational Services,MISCELLANEOUS AND SPECIALTY RETAIL STORES,Furniture and Equipment,Environmental Services Technical Equipment ,29.03.2019,16.04.2019,GPC03190000287,4.02
Stockport MBC,Services to People,Childrens & Educational Services,MISCELLANEOUS AND SPECIALTY RETAIL STORES,Furniture and Equipment,Environmental Services Technical Equipment ,29.03.2019,16.04.2019,GPC03190000288,4.02
Stockport MBC,Services to People,Childrens & Educational Services,MISCELLANEOUS AND SPECIALTY RETAIL STORES,Furniture and Equipment,Environmental Services Technical Equipment ,29.03.2019,16.04.2019,GPC03190000289,4.02
Stockport MBC,Services to People,Childrens & Educational Services,MISCELLANEOUS AND SPECIALTY RETAIL STORES,Furniture and Equipment,Environmental Services Technical Equipment ,29.03.2019,16.04.2019,GPC03190000290,4.02
Stockport MBC,Services to People,Childrens & Educational Services,MISCELLANEOUS AND SPECIALTY RETAIL STORES,Furniture and Equipment,Environmental Services Technical Equipment ,29.03.2019,16.04.2019,GPC03190000291,4.02
Stockport MBC,Services to People,Childrens & Educational Services,MISCELLANEOUS AND SPECIALTY RETAIL STORES,Furniture and Equipment,Environmental Services Technical Equipment ,29.03.2019,16.04.2019,GPC03190000292,4.02
Stockport MBC,Services to People,Childrens & Educational Services,MISCELLANEOUS AND SPECIALTY RETAIL STORES,Furniture and Equipment,Environmental Services Technical Equipment ,29.03.2019,16.04.2019,GPC03190000293,4.03
Stockport MBC,Services to People,Childrens & Educational Services,MISCELLANEOUS AND SPECIALTY RETAIL STORES,Furniture and Equipment,Environmental Services Technical Equipment ,29.03.2019,16.04.2019,GPC03190000294,4.02
Stockport MBC,Services to People,Childrens & Educational Services,MISCELLANEOUS AND SPECIALTY RETAIL STORES,Furniture and Equipment,Environmental Services Technical Equipment ,29.03.2019,16.04.2019,GPC03190000295,4.02
Stockport MBC,Services to People,Childrens & Educational Services,MISCELLANEOUS AND SPECIALTY RETAIL STORES,Furniture and Equipment,Environmental Services Technical Equipment ,30.03.2019,16.04.2019,GPC03190000296,4.02
Stockport MBC,Services to People,Childrens & Educational Services,MISCELLANEOUS AND SPECIALTY RETAIL STORES,Furniture and Equipment,Environmental Services Technical Equipment ,30.03.2019,16.04.2019,GPC03190000297,4.03
Stockport MBC,Services to People,Childrens & Educational Services,MISCELLANEOUS AND SPECIALTY RETAIL STORES,Furniture and Equipment,Environmental Services Technical Equipment ,29.03.2019,16.04.2019,GPC03190000298,4.02
Stockport MBC,Services to People,Childrens & Educational Services,MISCELLANEOUS AND SPECIALTY RETAIL STORES,Furniture and Equipment,Environmental Services Technical Equipment ,29.03.2019,16.04.2019,GPC03190000299,4.02
Stockport MBC,Services to People,Childrens & Educational Services,MISCELLANEOUS AND SPECIALTY RETAIL STORES,Furniture and Equipment,Environmental Services Technical Equipment ,29.03.2019,16.04.2019,GPC03190000300,4.02
Stockport MBC,Services to People,Childrens & Educational Services,DISCOUNT STORES,Furniture and Equipment,Environmental Services Technical Equipment ,25.03.2019,16.04.2019,GPC03190000301,59.91
Stockport MBC,Services to People,Childrens & Educational Services,"CLUBS-CNTRY,MBRSHIP(ATHLET,REC,SPRTS,PRIVATE GOLF",Fees and Charges,Education  ,25.03.2019,16.04.2019,GPC03190000302,20.00
Stockport MBC,Services to People,Childrens & Educational Services,"GROCERY STORES, SUPERMARKETS",Furniture and Equipment,Environmental Services Technical Equipment ,25.03.2019,16.04.2019,GPC03190000303,20.00
Stockport MBC,Services to People,Childrens & Educational Services,"GROCERY STORES, SUPERMARKETS",Furniture and Equipment,Environmental Services Technical Equipment ,22.03.2019,16.04.2019,GPC03190000304,21.44
Stockport MBC,Services to People,Childrens & Educational Services,"GROCERY STORES, SUPERMARKETS",Furniture and Equipment,Environmental Services Technical Equipment ,22.03.2019,16.04.2019,GPC03190000305,30.10
Stockport MBC,Services to People,Childrens & Educational Services,LAWN AND GARDEN SUPPLY STORES,Furniture and Equipment,Environmental Services Technical Equipment ,23.03.2019,16.04.2019,GPC03190000306,30.00
Stockport MBC,Services to People,Childrens & Educational Services,BOOK STORES,Furniture and Equipment,Environmental Services Technical Equipment ,24.03.2019,16.04.2019,GPC03190000307,27.47
Stockport MBC,Services to People,Childrens & Educational Services,"GROCERY STORES, SUPERMARKETS",Furniture and Equipment,Environmental Services Technical Equipment ,22.03.2019,16.04.2019,GPC03190000308,21.04
Stockport MBC,Services to People,Childrens & Educational Services,DISCOUNT STORES,Furniture and Equipment,Environmental Services Technical Equipment ,20.03.2019,16.04.2019,GPC03190000309,48.24
Stockport MBC,Services to People,Childrens & Educational Services,BOOK STORES,Furniture and Equipment,Environmental Services Technical Equipment ,21.03.2019,16.04.2019,GPC03190000310,13.93
Stockport MBC,Services to People,Childrens & Educational Services,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,Furniture and Equipment,Environmental Services Technical Equipment ,16.03.2019,16.04.2019,GPC03190000311,13.24
Stockport MBC,Services to People,Childrens & Educational Services,BOOK STORES,Furniture and Equipment,Environmental Services Technical Equipment ,11.03.2019,16.04.2019,GPC03190000312,7.47
