Organisation Name,Department where exp. Incurred,Service Category Label,Supplier (Beneficiary),Purpose of Expenditure,Procurement (Merchant) Category,Purchase Date,Settlement Date,Transaction Number,Net Amount (£)
Stockport MBC,Corporate and Support Services,Central Services to the public,WEST COAST TRAINS,Travelling Expenses,Human Resources Travel & Subsistence ,26.10.2018,16.11.2018,GPC10180000001,12.00
Stockport MBC,Corporate and Support Services,Central Services to the public,LUL TICKET MACHINE,Travelling Expenses,Human Resources Travel & Subsistence ,26.10.2018,16.11.2018,GPC10180000002,4.90
Stockport MBC,Corporate and Support Services,Central Services to the public,LUL TICKET MACHINE,Travelling Expenses,Human Resources Travel & Subsistence ,26.10.2018,16.11.2018,GPC10180000003,4.90
Stockport MBC,Corporate and Support Services,Central Services to the public,VIRGIN TRAINS,Travelling Expenses,Human Resources Travel & Subsistence ,25.10.2018,16.11.2018,GPC10180000004,246.50
Stockport MBC,Corporate and Support Services,Central Services to the public,AMZ UK BUSINESS SUPPLI,Furniture and Equipment,Environmental Services Technical Equipment ,16.10.2018,16.11.2018,GPC10180000005,-53.98
Stockport MBC,Corporate and Support Services,Central Services to the public,JOHN LEWIS,Furniture and Equipment,Environmental Services Technical Equipment ,05.10.2018,16.11.2018,GPC10180000006,10.00
Stockport MBC,Corporate and Support Services,Central Support Costs,FACEBK 5DUP2JEUU2,Publicity and Promotion,Facilities & Management Services  ,31.10.2018,16.11.2018,GPC10180000007,261.92
Stockport MBC,Corporate and Support Services,Central Support Costs,FACEBK  G44YLJ2MG2,Publicity and Promotion,Facilities & Management Services  ,31.10.2018,16.11.2018,GPC10180000008,369.27
Stockport MBC,Corporate and Support Services,Central Support Costs,INVISIONAPP INC,Publicity and Promotion,Facilities & Management Services  ,30.10.2018,16.11.2018,GPC10180000009,212.34
Stockport MBC,Services to People,Childrens & Educational Services,ASDA STORES 4840,Catering Supplies,Catering Food & Beverages ,01.11.2018,16.11.2018,GPC10180000010,5.05
Stockport MBC,Services to People,Childrens & Educational Services,ASDA STORES 4840,Catering Supplies,Catering Food & Beverages ,31.10.2018,16.11.2018,GPC10180000011,3.50
Stockport MBC,Services to People,Childrens & Educational Services,ASDA STORES 4840,Catering Supplies,Catering Food & Beverages ,31.10.2018,16.11.2018,GPC10180000012,15.18
Stockport MBC,Services to People,Childrens & Educational Services,ASDA STORES 4840,Catering Supplies,Catering Food & Beverages ,30.10.2018,16.11.2018,GPC10180000013,14.18
Stockport MBC,Services to People,Childrens & Educational Services,ASDA STORES 4840,Catering Supplies,Catering Food & Beverages ,29.10.2018,16.11.2018,GPC10180000014,28.17
Stockport MBC,Services to People,Childrens & Educational Services,ASDA STORES 4840,Catering Supplies,Catering Food & Beverages ,19.10.2018,16.11.2018,GPC10180000015,4.83
Stockport MBC,Services to People,Childrens & Educational Services,ASDA STORES 4840,Catering Supplies,Catering Food & Beverages ,18.10.2018,16.11.2018,GPC10180000016,6.78
Stockport MBC,Services to People,Childrens & Educational Services,ASDA STORES 4840,Catering Supplies,Catering Food & Beverages ,17.10.2018,16.11.2018,GPC10180000017,28.36
Stockport MBC,Services to People,Childrens & Educational Services,ASDA STORES 4840,Catering Supplies,Catering Food & Beverages ,15.10.2018,16.11.2018,GPC10180000018,35.55
Stockport MBC,Services to People,Childrens & Educational Services,ASDA STORES 4840,Catering Supplies,Catering Food & Beverages ,12.10.2018,16.11.2018,GPC10180000019,6.23
Stockport MBC,Services to People,Childrens & Educational Services,ASDA STORES 4840,Catering Supplies,Catering Food & Beverages ,11.10.2018,16.11.2018,GPC10180000020,12.40
Stockport MBC,Services to People,Childrens & Educational Services,ASDA STORES 4840,Catering Supplies,Catering Food & Beverages ,10.10.2018,16.11.2018,GPC10180000021,23.38
Stockport MBC,Services to People,Childrens & Educational Services,ASDA STORES 4840,Catering Supplies,Catering Food & Beverages ,09.10.2018,16.11.2018,GPC10180000022,4.00
Stockport MBC,Services to People,Childrens & Educational Services,ASDA STORES 4840,Catering Supplies,Catering Food & Beverages ,08.10.2018,16.11.2018,GPC10180000023,19.08
Stockport MBC,Services to People,Childrens & Educational Services,ASDA STORES 4840,Catering Supplies,Catering Food & Beverages ,08.10.2018,16.11.2018,GPC10180000024,1.00
Stockport MBC,Services to People,Childrens & Educational Services,ASDA STORES 4840,Catering Supplies,Catering Food & Beverages ,05.10.2018,16.11.2018,GPC10180000025,23.18
Stockport MBC,Services to People,Childrens & Educational Services,ASDA STORES 4840,Catering Supplies,Catering Food & Beverages ,04.10.2018,16.11.2018,GPC10180000026,6.42
Stockport MBC,Services to People,Childrens & Educational Services,ASDA STORES 4840,Catering Supplies,Catering Food & Beverages ,03.10.2018,16.11.2018,GPC10180000027,15.59
Stockport MBC,Services to People,Childrens & Educational Services,ASDA STORES 4840,Catering Supplies,Catering Food & Beverages ,03.10.2018,16.11.2018,GPC10180000028,3.50
Stockport MBC,Services to People,Childrens & Educational Services,ASDA STORES 4840,Catering Supplies,Catering Food & Beverages ,02.10.2018,16.11.2018,GPC10180000029,9.15
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,15.10.2018,16.11.2018,GPC10180000030,18.35
Stockport MBC,Corporate and Support Services,Corporate & Democratic Core,WWW.ICO.GOV.UK,Fees and Charges,Financial Services  ,19.10.2018,16.11.2018,GPC10180000031,"2,900.00"
Stockport MBC,Corporate and Support Services,Central Support Costs,SCREENCONNECT SOFTWARE,Information and Communications Technology,Information Communication Technology  ,09.10.2018,16.11.2018,GPC10180000032,711.04
Stockport MBC,Services to People,Childrens & Educational Services,ADOBE  CREATIVE CLOUD,Office Expenses,Facilities & Management Services  ,01.11.2018,16.11.2018,GPC10180000033,59.00
Stockport MBC,Services to People,Childrens & Educational Services,FACEBK  C46F8JASK2,Office Expenses,Facilities & Management Services  ,31.10.2018,16.11.2018,GPC10180000034,149.99
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,30.10.2018,16.11.2018,GPC10180000035,290.50
Stockport MBC,Services to People,Childrens & Educational Services,ONE4ALL,Publicity and Promotion,Arts & Leisure Services  ,29.10.2018,16.11.2018,GPC10180000036,508.50
Stockport MBC,Services to People,Childrens & Educational Services,GOOGLE  ADS8179771860,Office Expenses,Facilities & Management Services  ,23.10.2018,16.11.2018,GPC10180000037,500.00
Stockport MBC,Services to People,Childrens & Educational Services,REGENT DOCUMENT SOLUTI,Office Expenses,Stationery    ,19.10.2018,16.11.2018,GPC10180000038,279.96
Stockport MBC,Services to People,Childrens & Educational Services,GOOGLE  ADS8179771860,Office Expenses,Facilities & Management Services  ,12.10.2018,16.11.2018,GPC10180000039,500.00
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,09.10.2018,16.11.2018,GPC10180000040,188.20
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,09.10.2018,16.11.2018,GPC10180000041,582.90
Stockport MBC,Services to People,Childrens & Educational Services,GOOGLE  ADS8179771860,Office Expenses,Facilities & Management Services  ,03.10.2018,16.11.2018,GPC10180000042,500.00
Stockport MBC,Services to People,Childrens & Educational Services,METROLINK TVM,Travelling Expenses,Human Resources Travel & Subsistence ,24.10.2018,16.11.2018,GPC10180000043,4.40
Stockport MBC,Services to People,Childrens & Educational Services,HEATON CHAPEL SST,Travelling Expenses,Human Resources Travel & Subsistence ,24.10.2018,16.11.2018,GPC10180000044,3.30
Stockport MBC,Services to People,Childrens & Educational Services,Q PARK PICCADILLY PLAC,Travelling Expenses,Human Resources Travel & Subsistence ,15.10.2018,16.11.2018,GPC10180000045,9.00
Stockport MBC,Services to People,Childrens & Educational Services,WEST COAST TRAINS,Travelling Expenses,Human Resources Travel & Subsistence ,09.10.2018,16.11.2018,GPC10180000046,86.40
Stockport MBC,Services to People,Childrens & Educational Services,WEST COAST TRAINS,Travelling Expenses,Human Resources Travel & Subsistence ,10.10.2018,16.11.2018,GPC10180000047,125.80
Stockport MBC,Services to People,Childrens & Educational Services,CITYFLEET/COMCAB,Travelling Expenses,Human Resources Travel & Subsistence ,10.10.2018,16.11.2018,GPC10180000048,4.90
Stockport MBC,Services to People,Childrens & Educational Services,CMT UK LTD TAXI FARE,Travelling Expenses,Human Resources Travel & Subsistence ,09.10.2018,16.11.2018,GPC10180000049,16.30
Stockport MBC,Services to People,Childrens & Educational Services,WCT CATERING,Catering Supplies,Catering Food & Beverages ,09.10.2018,16.11.2018,GPC10180000050,5.50
Stockport MBC,Services to People,Childrens & Educational Services,NCP LIMITED,Travelling Expenses,Human Resources Travel & Subsistence ,05.10.2018,16.11.2018,GPC10180000051,17.50
Stockport MBC,Services to Place,Central Support Costs,STOCKPORT STN SST,Travelling Expenses,Human Resources Travel & Subsistence ,25.10.2018,16.11.2018,GPC10180000052,12.20
Stockport MBC,Services to Place,Central Support Costs,NCP LIMITED,Travelling Expenses,Human Resources Travel & Subsistence ,11.10.2018,16.11.2018,GPC10180000053,7.50
Stockport MBC,Services to Place,Central Support Costs,STOCKPORT STN SST,Travelling Expenses,Human Resources Travel & Subsistence ,10.10.2018,16.11.2018,GPC10180000054,6.10
Stockport MBC,Services to Place,Central Support Costs,Q PARK PIAZZA,Travelling Expenses,Human Resources Travel & Subsistence ,05.10.2018,16.11.2018,GPC10180000055,12.80
Stockport MBC,Services to People,Childrens & Educational Services,WM MORRISONS STORE,Catering Supplies,Catering Food & Beverages ,31.10.2018,16.11.2018,GPC10180000056,11.08
Stockport MBC,Services to People,Childrens & Educational Services,B & M RETAIL,Furniture and Equipment,Environmental Services Technical Equipment ,30.10.2018,16.11.2018,GPC10180000057,7.98
Stockport MBC,Services to People,Childrens & Educational Services,WM MORRISONS STORE,Furniture and Equipment,Environmental Services Technical Equipment ,30.10.2018,16.11.2018,GPC10180000058,4.00
Stockport MBC,Services to People,Childrens & Educational Services,LIFE LEISURE,Fees and Charges,Education  ,29.10.2018,16.11.2018,GPC10180000059,22.00
Stockport MBC,Services to People,Childrens & Educational Services,WM MORRISONS STORE,Catering Supplies,Catering Food & Beverages ,19.10.2018,16.11.2018,GPC10180000060,3.70
Stockport MBC,Services to People,Childrens & Educational Services,PEAK CAVERN LTD,Fees and Charges,Education  ,18.10.2018,16.11.2018,GPC10180000061,102.00
Stockport MBC,Services to People,Childrens & Educational Services,ASDA STORES 4787,Catering Supplies,Catering Food & Beverages ,17.10.2018,16.11.2018,GPC10180000062,8.00
Stockport MBC,Services to People,Childrens & Educational Services,WM MORRISONS STORE,Catering Supplies,Catering Food & Beverages ,17.10.2018,16.11.2018,GPC10180000063,14.21
Stockport MBC,Services to People,Childrens & Educational Services,LIGHT CINEMAS LTD,Fees and Charges,Education  ,17.10.2018,16.11.2018,GPC10180000064,74.50
Stockport MBC,Services to People,Childrens & Educational Services,LIGHT CINEMAS LTD,Fees and Charges,Education  ,17.10.2018,16.11.2018,GPC10180000065,18.90
Stockport MBC,Services to People,Childrens & Educational Services,WM MORRISONS STORE,Catering Supplies,Catering Food & Beverages ,10.10.2018,16.11.2018,GPC10180000066,20.69
Stockport MBC,Corporate and Support Services,Corporate & Democratic Core,WWW.POPPYLOTTERY.SAFEA,Furniture and Equipment,Environmental Services Technical Equipment ,12.10.2018,16.11.2018,GPC10180000067,34.00
Stockport MBC,Corporate and Support Services,Central Support Costs,MBL SEMINARS,Staff Training,Human Resources  ,15.10.2018,16.11.2018,GPC10180000068,118.80
Stockport MBC,Corporate and Support Services,Central Support Costs,WWW.MONEYCLAIM.GOV,Legal Fees,Legal Services  ,11.10.2018,16.11.2018,GPC10180000069,35.00
Stockport MBC,Corporate and Support Services,Central Support Costs,WWW.MONEYCLAIM.GOV,Legal Fees,Legal Services  ,04.10.2018,16.11.2018,GPC10180000070,60.00
Stockport MBC,Corporate and Support Services,Central Support Costs,WWW.THELAWSOCIETY.ORG,Legal Fees,Legal Services  ,02.10.2018,16.11.2018,GPC10180000071,368.00
Stockport MBC,Corporate and Support Services,Central Support Costs,WWW.THELAWSOCIETY.ORG,Legal Fees,Legal Services  ,02.10.2018,16.11.2018,GPC10180000072,368.00
