Organisation Name,Department where exp. Incurred,Service Category Label,Supplier (Beneficiary),Purpose of Expenditure,Procurement (Merchant) Category,Purchase Date,Settlement Date,Transaction Number,Net Amount (£)
Stockport MBC,Corporate and Support Services,Central Services to the public,AMZN MKTP UK MN1JP3X84,Furniture and Equipment,Environmental Services Technical Equipment ,14.05.2019,16.06.2019,GPC05190000001,21.99
Stockport MBC,Corporate and Support Services,Central Support Costs,AMZ AMAZON.CO.UK,Publicity and Promotion,Facilities & Management Services  ,23.05.2019,16.06.2019,GPC05190000002,-11.46
Stockport MBC,Corporate and Support Services,Central Support Costs,AMAZON.CO.UK MN9MS1AB4,Publicity and Promotion,Facilities & Management Services  ,08.05.2019,16.06.2019,GPC05190000003,9.55
Stockport MBC,Services to People,Childrens & Educational Services,ASDA STORES 4840,Catering Supplies,Catering Food & Beverages ,24.05.2019,16.06.2019,GPC05190000004,7.45
Stockport MBC,Services to People,Childrens & Educational Services,ASDA STORES 4840,Catering Supplies,Catering Food & Beverages ,23.05.2019,16.06.2019,GPC05190000005,5.15
Stockport MBC,Services to People,Childrens & Educational Services,ASDA STORES 4840,Catering Supplies,Catering Food & Beverages ,22.05.2019,16.06.2019,GPC05190000006,27.95
Stockport MBC,Services to People,Childrens & Educational Services,ASDA STORES 4840,Catering Supplies,Catering Food & Beverages ,21.05.2019,16.06.2019,GPC05190000007,11.40
Stockport MBC,Services to People,Childrens & Educational Services,ASDA STORES 4840,Catering Supplies,Catering Food & Beverages ,20.05.2019,16.06.2019,GPC05190000008,24.81
Stockport MBC,Services to People,Childrens & Educational Services,ASDA STORES 4840,Catering Supplies,Catering Food & Beverages ,17.05.2019,16.06.2019,GPC05190000009,15.10
Stockport MBC,Services to People,Childrens & Educational Services,ASDA STORES 4840,Catering Supplies,Catering Food & Beverages ,16.05.2019,16.06.2019,GPC05190000010,9.98
Stockport MBC,Services to People,Childrens & Educational Services,ASDA STORES 4840,Catering Supplies,Catering Food & Beverages ,16.05.2019,16.06.2019,GPC05190000011,4.90
Stockport MBC,Services to People,Childrens & Educational Services,ASDA STORES 4840,Catering Supplies,Catering Food & Beverages ,15.05.2019,16.06.2019,GPC05190000012,22.45
Stockport MBC,Services to People,Childrens & Educational Services,ASDA STORES 4840,Catering Supplies,Catering Food & Beverages ,14.05.2019,16.06.2019,GPC05190000013,16.45
Stockport MBC,Services to People,Childrens & Educational Services,ASDA STORES 4840,Catering Supplies,Catering Food & Beverages ,13.05.2019,16.06.2019,GPC05190000014,20.80
Stockport MBC,Services to People,Childrens & Educational Services,ASDA STORES 4840,Catering Supplies,Catering Food & Beverages ,10.05.2019,16.06.2019,GPC05190000015,9.03
Stockport MBC,Services to People,Childrens & Educational Services,ASDA STORES 4840,Catering Supplies,Catering Food & Beverages ,09.05.2019,16.06.2019,GPC05190000016,11.83
Stockport MBC,Services to People,Childrens & Educational Services,ASDA STORES 4840,Catering Supplies,Catering Food & Beverages ,09.05.2019,16.06.2019,GPC05190000017,4.80
