Organisation Name,Department where exp. Incurred,Service Category Label,Supplier (Beneficiary),Purpose of Expenditure,Procurement (Merchant) Category,Purchase Date,Settlement Date,Transaction Number,Net Amount (£)
Stockport MBC,Services to People,Childrens & Educational Services,PP MILLIESTRUS,Staff Training,Human Resources  ,13.09.2017,16.10.2017,GPC09170000143,55.00
Stockport MBC,Services to People,Childrens & Educational Services,TVLICENSING.CO.UK,Fees and Charges,"Works - Construction, Repair & Maintenance  ",14.09.2017,16.10.2017,GPC09170000144,147.00
Stockport MBC,Services to People,Childrens & Educational Services,WWW.AQA.ORG.UK,Furniture and Equipment,Furniture & Soft Furnishings  ,19.09.2017,16.10.2017,GPC09170000145,55.00
Stockport MBC,Services to People,Childrens & Educational Services,Amazon UK Marketplace,Furniture and Equipment,Furniture & Soft Furnishings  ,20.09.2017,16.10.2017,GPC09170000146,19.01
Stockport MBC,Services to People,Childrens & Educational Services,Amazon EU,Furniture and Equipment,Furniture & Soft Furnishings  ,22.09.2017,16.10.2017,GPC09170000147,14.10
Stockport MBC,Services to People,Childrens & Educational Services,Trainline,Care Payments,Social Community Care Supplies & Services  ,09.04.2017,16.10.2017,GPC09170000148,54.16
Stockport MBC,Services to People,Childrens & Educational Services,Trainline,Care Payments,Social Community Care Supplies & Services  ,09.04.2017,16.10.2017,GPC09170000149,161.16
Stockport MBC,Services to People,Childrens & Educational Services,PREMIER INN 44536900,Care Payments,Social Community Care Supplies & Services  ,09.04.2017,16.10.2017,GPC09170000150,684.91
Stockport MBC,Services to People,Childrens & Educational Services,Trainline,Care Payments,Social Community Care Supplies & Services  ,09.05.2017,16.10.2017,GPC09170000151,22.90
Stockport MBC,Services to People,Childrens & Educational Services,Trainline,Travelling Expenses,Human Resources Travel & Subsistence ,09.05.2017,16.10.2017,GPC09170000152,152.49
Stockport MBC,Services to People,Childrens & Educational Services,FLYBE.COM C494W5       0,Care Payments,Social Community Care Supplies & Services  ,09.06.2017,16.10.2017,GPC09170000153,375.26
Stockport MBC,Services to People,Childrens & Educational Services,PREMIER INN44521425,Care Payments,Social Community Care Supplies & Services  ,09.05.2017,16.10.2017,GPC09170000154,709.91
Stockport MBC,Services to People,Childrens & Educational Services,Trainline,Care Payments,Social Community Care Supplies & Services  ,09.06.2017,16.10.2017,GPC09170000155,108.12
Stockport MBC,Services to People,Childrens & Educational Services,PREMIER INN44010600,Care Payments,Social Community Care Supplies & Services  ,09.06.2017,16.10.2017,GPC09170000156,656.93
Stockport MBC,Services to People,Childrens & Educational Services,PREMIER INN44524125,Library Equipment,Education Library Books ,09.06.2017,16.10.2017,GPC09170000157,94.48
Stockport MBC,Services to People,Childrens & Educational Services,STOCKPORT M B C,Care Payments,Social Community Care Supplies & Services  ,09.07.2017,16.10.2017,GPC09170000158,22.00
Stockport MBC,Services to People,Childrens & Educational Services,PREMIER INN 44536900,Care Payments,Social Community Care Supplies & Services  ,09.07.2017,16.10.2017,GPC09170000159,80.91
Stockport MBC,Services to People,Childrens & Educational Services,Trainline,Care Payments,Social Community Care Supplies & Services  ,09.08.2017,16.10.2017,GPC09170000160,54.57
Stockport MBC,Services to People,Childrens & Educational Services,Trainline,Travelling Expenses,Human Resources Travel & Subsistence ,09.08.2017,16.10.2017,GPC09170000161,125.87
Stockport MBC,Services to People,Childrens & Educational Services,Trainline,Care Payments,Social Community Care Supplies & Services  ,09.08.2017,16.10.2017,GPC09170000162,64.77
Stockport MBC,Services to People,Childrens & Educational Services,Trainline,Travelling Expenses,Human Resources Travel & Subsistence ,09.11.2017,16.10.2017,GPC09170000163,83.13
Stockport MBC,Services to People,Childrens & Educational Services,Trainline,Care Payments,Social Community Care Supplies & Services  ,09.11.2017,16.10.2017,GPC09170000164,141.78
Stockport MBC,Services to People,Childrens & Educational Services,WWW.COLLEGEKITSDIRECT.,Care Payments,Social Community Care Supplies & Services  ,09.11.2017,16.10.2017,GPC09170000165,69.25
Stockport MBC,Services to People,Childrens & Educational Services,DENCOWEAR,Care Payments,Social Community Care Supplies & Services  ,09.12.2017,16.10.2017,GPC09170000166,25.57
Stockport MBC,Services to People,Childrens & Educational Services,EB  CONFERENCE-NORTH W,Library Equipment,Education Library Books ,09.12.2017,16.10.2017,GPC09170000167,55.20
Stockport MBC,Services to People,Childrens & Educational Services,PREMIER INN44018560,Care Payments,Social Community Care Supplies & Services  ,09.11.2017,16.10.2017,GPC09170000168,80.99
Stockport MBC,Services to People,Childrens & Educational Services,FOSTERTALK,Staff Training,Human Resources  ,13.09.2017,16.10.2017,GPC09170000169,30.00
Stockport MBC,Services to People,Childrens & Educational Services,PREMIER INN44524125,Library Equipment,Education Library Books ,13.09.2017,16.10.2017,GPC09170000170,53.99
Stockport MBC,Services to People,Childrens & Educational Services,Trainline,Care Payments,Social Community Care Supplies & Services  ,13.09.2017,16.10.2017,GPC09170000171,69.26
Stockport MBC,Services to People,Childrens & Educational Services,AMAZON UK PRIME AMZN.C,Furniture and Equipment,Environmental Services Technical Equipment ,26.09.2017,16.10.2017,GPC09170000172,7.99
