"supplier_name","pro_class_description","service","expense_area","po_value","cpv_codes"
"AECOM Limited","Consultancy   ","Services to Place","Highways-Road Safety","6776","71352100 |71356000 |71314200 71314300 |71200000 71300000 71500000 71800000 90000000 |45000000 71000000 |71310000 |71313400 71313430 71313450 71313420 |71000000 71200000 71500000 71400000 70000000 71300000 |72224000 |72224000 |72224000 |66122000 |71000000 79000000 98000000 |72224000 |71000000 73000000 71311000 |71240000 |71530000 |71244000 |71410000 |73000000 |45000000 |71310000 |90712000 |71314000 |71311300 |71311000 |70000000 71000000 79300000 90710000 45112450 63712700 |71530000 |71000000 |60000000 71410000 |73110000 |71310000 |71000000 |79410000 |98000000 71300000 |71352100 |71352100 |71352100 |71240000 |71240000 |71240000 |71240000 |71311300 71410000 71530000 |71356000 79415200 |73000000 |71310000 |71320000 |73000000 |71000000 |71311000 |71000000 71315000 71312000 71311000 71315200 71315210 |70000000 71000000 79300000 90710000 45112450 63712700 |71000000 |71315200 |71530000 |48100000 |71324000 |73000000 |90713000 |71300000 71313410 71631000 71340000 90711200 71311100 71311210 71313400 71319000 71315200 90"
"AECOM Limited","Consultancy   ","Capital Expenditure","1300 Greenspace Infrastructure - On Site","24594","71352100 |71356000 |71314200 71314300 |71200000 71300000 71500000 71800000 90000000 |45000000 71000000 |71310000 |71313400 71313430 71313450 71313420 |71000000 71200000 71500000 71400000 70000000 71300000 |72224000 |72224000 |72224000 |66122000 |71000000 79000000 98000000 |72224000 |71000000 73000000 71311000 |71240000 |71530000 |71244000 |71410000 |73000000 |45000000 |71310000 |90712000 |71314000 |71311300 |71311000 |70000000 71000000 79300000 90710000 45112450 63712700 |71530000 |71000000 |60000000 71410000 |73110000 |71310000 |71000000 |79410000 |98000000 71300000 |71352100 |71352100 |71352100 |71240000 |71240000 |71240000 |71240000 |71311300 71410000 71530000 |71356000 79415200 |73000000 |71310000 |71320000 |73000000 |71000000 |71311000 |71000000 71315000 71312000 71311000 71315200 71315210 |70000000 71000000 79300000 90710000 45112450 63712700 |71000000 |71315200 |71530000 |48100000 |71324000 |73000000 |90713000 |71300000 71313410 71631000 71340000 90711200 71311100 71311210 71313400 71319000 71315200 90"
"AECOM Limited","Consultancy   ","Capital Expenditure","STCAP 801 Travis Brow/ A6 Link and George’s Rd - D","8300","71352100 |71356000 |71314200 71314300 |71200000 71300000 71500000 71800000 90000000 |45000000 71000000 |71310000 |71313400 71313430 71313450 71313420 |71000000 71200000 71500000 71400000 70000000 71300000 |72224000 |72224000 |72224000 |66122000 |71000000 79000000 98000000 |72224000 |71000000 73000000 71311000 |71240000 |71530000 |71244000 |71410000 |73000000 |45000000 |71310000 |90712000 |71314000 |71311300 |71311000 |70000000 71000000 79300000 90710000 45112450 63712700 |71530000 |71000000 |60000000 71410000 |73110000 |71310000 |71000000 |79410000 |98000000 71300000 |71352100 |71352100 |71352100 |71240000 |71240000 |71240000 |71240000 |71311300 71410000 71530000 |71356000 79415200 |73000000 |71310000 |71320000 |73000000 |71000000 |71311000 |71000000 71315000 71312000 71311000 71315200 71315210 |70000000 71000000 79300000 90710000 45112450 63712700 |71000000 |71315200 |71530000 |48100000 |71324000 |73000000 |90713000 |71300000 71313410 71631000 71340000 90711200 71311100 71311210 71313400 71319000 71315200 90"
"AECOM Limited","Consultancy   ","#N/A","#N/A","28309","71352100 |71356000 |71314200 71314300 |71200000 71300000 71500000 71800000 90000000 |45000000 71000000 |71310000 |71313400 71313430 71313450 71313420 |71000000 71200000 71500000 71400000 70000000 71300000 |72224000 |72224000 |72224000 |66122000 |71000000 79000000 98000000 |72224000 |71000000 73000000 71311000 |71240000 |71530000 |71244000 |71410000 |73000000 |45000000 |71310000 |90712000 |71314000 |71311300 |71311000 |70000000 71000000 79300000 90710000 45112450 63712700 |71530000 |71000000 |60000000 71410000 |73110000 |71310000 |71000000 |79410000 |98000000 71300000 |71352100 |71352100 |71352100 |71240000 |71240000 |71240000 |71240000 |71311300 71410000 71530000 |71356000 79415200 |73000000 |71310000 |71320000 |73000000 |71000000 |71311000 |71000000 71315000 71312000 71311000 71315200 71315210 |70000000 71000000 79300000 90710000 45112450 63712700 |71000000 |71315200 |71530000 |48100000 |71324000 |73000000 |90713000 |71300000 71313410 71631000 71340000 90711200 71311100 71311210 71313400 71319000 71315200 90"
"AECOM Limited","Consultancy   ","#N/A","#N/A","137608","71352100 |71356000 |71314200 71314300 |71200000 71300000 71500000 71800000 90000000 |45000000 71000000 |71310000 |71313400 71313430 71313450 71313420 |71000000 71200000 71500000 71400000 70000000 71300000 |72224000 |72224000 |72224000 |66122000 |71000000 79000000 98000000 |72224000 |71000000 73000000 71311000 |71240000 |71530000 |71244000 |71410000 |73000000 |45000000 |71310000 |90712000 |71314000 |71311300 |71311000 |70000000 71000000 79300000 90710000 45112450 63712700 |71530000 |71000000 |60000000 71410000 |73110000 |71310000 |71000000 |79410000 |98000000 71300000 |71352100 |71352100 |71352100 |71240000 |71240000 |71240000 |71240000 |71311300 71410000 71530000 |71356000 79415200 |73000000 |71310000 |71320000 |73000000 |71000000 |71311000 |71000000 71315000 71312000 71311000 71315200 71315210 |70000000 71000000 79300000 90710000 45112450 63712700 |71000000 |71315200 |71530000 |48100000 |71324000 |73000000 |90713000 |71300000 71313410 71631000 71340000 90711200 71311100 71311210 71313400 71319000 71315200 90"
"AECOM Limited","Consultancy   ","Services to Place","Car Parks Admin","10534.4","71352100 |71356000 |71314200 71314300 |71200000 71300000 71500000 71800000 90000000 |45000000 71000000 |71310000 |71313400 71313430 71313450 71313420 |71000000 71200000 71500000 71400000 70000000 71300000 |72224000 |72224000 |72224000 |66122000 |71000000 79000000 98000000 |72224000 |71000000 73000000 71311000 |71240000 |71530000 |71244000 |71410000 |73000000 |45000000 |71310000 |90712000 |71314000 |71311300 |71311000 |70000000 71000000 79300000 90710000 45112450 63712700 |71530000 |71000000 |60000000 71410000 |73110000 |71310000 |71000000 |79410000 |98000000 71300000 |71352100 |71352100 |71352100 |71240000 |71240000 |71240000 |71240000 |71311300 71410000 71530000 |71356000 79415200 |73000000 |71310000 |71320000 |73000000 |71000000 |71311000 |71000000 71315000 71312000 71311000 71315200 71315210 |70000000 71000000 79300000 90710000 45112450 63712700 |71000000 |71315200 |71530000 |48100000 |71324000 |73000000 |90713000 |71300000 71313410 71631000 71340000 90711200 71311100 71311210 71313400 71319000 71315200 90"
"AECOM Limited","Consultancy   ","Services to Place","Highway Structs R+R","17032.2","71352100 |71356000 |71314200 71314300 |71200000 71300000 71500000 71800000 90000000 |45000000 71000000 |71310000 |71313400 71313430 71313450 71313420 |71000000 71200000 71500000 71400000 70000000 71300000 |72224000 |72224000 |72224000 |66122000 |71000000 79000000 98000000 |72224000 |71000000 73000000 71311000 |71240000 |71530000 |71244000 |71410000 |73000000 |45000000 |71310000 |90712000 |71314000 |71311300 |71311000 |70000000 71000000 79300000 90710000 45112450 63712700 |71530000 |71000000 |60000000 71410000 |73110000 |71310000 |71000000 |79410000 |98000000 71300000 |71352100 |71352100 |71352100 |71240000 |71240000 |71240000 |71240000 |71311300 71410000 71530000 |71356000 79415200 |73000000 |71310000 |71320000 |73000000 |71000000 |71311000 |71000000 71315000 71312000 71311000 71315200 71315210 |70000000 71000000 79300000 90710000 45112450 63712700 |71000000 |71315200 |71530000 |48100000 |71324000 |73000000 |90713000 |71300000 71313410 71631000 71340000 90711200 71311100 71311210 71313400 71319000 71315200 90"
"AECOM Limited","Consultancy   ","Services to Place","Highways-Road Safety","39545.9","71352100 |71356000 |71314200 71314300 |71200000 71300000 71500000 71800000 90000000 |45000000 71000000 |71310000 |71313400 71313430 71313450 71313420 |71000000 71200000 71500000 71400000 70000000 71300000 |72224000 |72224000 |72224000 |66122000 |71000000 79000000 98000000 |72224000 |71000000 73000000 71311000 |71240000 |71530000 |71244000 |71410000 |73000000 |45000000 |71310000 |90712000 |71314000 |71311300 |71311000 |70000000 71000000 79300000 90710000 45112450 63712700 |71530000 |71000000 |60000000 71410000 |73110000 |71310000 |71000000 |79410000 |98000000 71300000 |71352100 |71352100 |71352100 |71240000 |71240000 |71240000 |71240000 |71311300 71410000 71530000 |71356000 79415200 |73000000 |71310000 |71320000 |73000000 |71000000 |71311000 |71000000 71315000 71312000 71311000 71315200 71315210 |70000000 71000000 79300000 90710000 45112450 63712700 |71000000 |71315200 |71530000 |48100000 |71324000 |73000000 |90713000 |71300000 71313410 71631000 71340000 90711200 71311100 71311210 71313400 71319000 71315200 90"
"AECOM Limited","Consultancy   ","Services to Place","Rechargeable work","12632","71352100 |71356000 |71314200 71314300 |71200000 71300000 71500000 71800000 90000000 |45000000 71000000 |71310000 |71313400 71313430 71313450 71313420 |71000000 71200000 71500000 71400000 70000000 71300000 |72224000 |72224000 |72224000 |66122000 |71000000 79000000 98000000 |72224000 |71000000 73000000 71311000 |71240000 |71530000 |71244000 |71410000 |73000000 |45000000 |71310000 |90712000 |71314000 |71311300 |71311000 |70000000 71000000 79300000 90710000 45112450 63712700 |71530000 |71000000 |60000000 71410000 |73110000 |71310000 |71000000 |79410000 |98000000 71300000 |71352100 |71352100 |71352100 |71240000 |71240000 |71240000 |71240000 |71311300 71410000 71530000 |71356000 79415200 |73000000 |71310000 |71320000 |73000000 |71000000 |71311000 |71000000 71315000 71312000 71311000 71315200 71315210 |70000000 71000000 79300000 90710000 45112450 63712700 |71000000 |71315200 |71530000 |48100000 |71324000 |73000000 |90713000 |71300000 71313410 71631000 71340000 90711200 71311100 71311210 71313400 71319000 71315200 90"
"AECOM Limited","Consultancy   ","Services to Place","Rechargeable work","10659","71352100 |71356000 |71314200 71314300 |71200000 71300000 71500000 71800000 90000000 |45000000 71000000 |71310000 |71313400 71313430 71313450 71313420 |71000000 71200000 71500000 71400000 70000000 71300000 |72224000 |72224000 |72224000 |66122000 |71000000 79000000 98000000 |72224000 |71000000 73000000 71311000 |71240000 |71530000 |71244000 |71410000 |73000000 |45000000 |71310000 |90712000 |71314000 |71311300 |71311000 |70000000 71000000 79300000 90710000 45112450 63712700 |71530000 |71000000 |60000000 71410000 |73110000 |71310000 |71000000 |79410000 |98000000 71300000 |71352100 |71352100 |71352100 |71240000 |71240000 |71240000 |71240000 |71311300 71410000 71530000 |71356000 79415200 |73000000 |71310000 |71320000 |73000000 |71000000 |71311000 |71000000 71315000 71312000 71311000 71315200 71315210 |70000000 71000000 79300000 90710000 45112450 63712700 |71000000 |71315200 |71530000 |48100000 |71324000 |73000000 |90713000 |71300000 71313410 71631000 71340000 90711200 71311100 71311210 71313400 71319000 71315200 90"
"AECOM Limited","Consultancy   ","Services to Place","Network Assets Staff","15000","71352100 |71356000 |71314200 71314300 |71200000 71300000 71500000 71800000 90000000 |45000000 71000000 |71310000 |71313400 71313430 71313450 71313420 |71000000 71200000 71500000 71400000 70000000 71300000 |72224000 |72224000 |72224000 |66122000 |71000000 79000000 98000000 |72224000 |71000000 73000000 71311000 |71240000 |71530000 |71244000 |71410000 |73000000 |45000000 |71310000 |90712000 |71314000 |71311300 |71311000 |70000000 71000000 79300000 90710000 45112450 63712700 |71530000 |71000000 |60000000 71410000 |73110000 |71310000 |71000000 |79410000 |98000000 71300000 |71352100 |71352100 |71352100 |71240000 |71240000 |71240000 |71240000 |71311300 71410000 71530000 |71356000 79415200 |73000000 |71310000 |71320000 |73000000 |71000000 |71311000 |71000000 71315000 71312000 71311000 71315200 71315210 |70000000 71000000 79300000 90710000 45112450 63712700 |71000000 |71315200 |71530000 |48100000 |71324000 |73000000 |90713000 |71300000 71313410 71631000 71340000 90711200 71311100 71311210 71313400 71319000 71315200 90"
"AECOM Limited","Consultancy   ","Services to Place","Network Assets Staff","15000","71352100 |71356000 |71314200 71314300 |71200000 71300000 71500000 71800000 90000000 |45000000 71000000 |71310000 |71313400 71313430 71313450 71313420 |71000000 71200000 71500000 71400000 70000000 71300000 |72224000 |72224000 |72224000 |66122000 |71000000 79000000 98000000 |72224000 |71000000 73000000 71311000 |71240000 |71530000 |71244000 |71410000 |73000000 |45000000 |71310000 |90712000 |71314000 |71311300 |71311000 |70000000 71000000 79300000 90710000 45112450 63712700 |71530000 |71000000 |60000000 71410000 |73110000 |71310000 |71000000 |79410000 |98000000 71300000 |71352100 |71352100 |71352100 |71240000 |71240000 |71240000 |71240000 |71311300 71410000 71530000 |71356000 79415200 |73000000 |71310000 |71320000 |73000000 |71000000 |71311000 |71000000 71315000 71312000 71311000 71315200 71315210 |70000000 71000000 79300000 90710000 45112450 63712700 |71000000 |71315200 |71530000 |48100000 |71324000 |73000000 |90713000 |71300000 71313410 71631000 71340000 90711200 71311100 71311210 71313400 71319000 71315200 90"
"AECOM Limited","Consultancy   ","Services to Place","Network Assets Staff","15000","71352100 |71356000 |71314200 71314300 |71200000 71300000 71500000 71800000 90000000 |45000000 71000000 |71310000 |71313400 71313430 71313450 71313420 |71000000 71200000 71500000 71400000 70000000 71300000 |72224000 |72224000 |72224000 |66122000 |71000000 79000000 98000000 |72224000 |71000000 73000000 71311000 |71240000 |71530000 |71244000 |71410000 |73000000 |45000000 |71310000 |90712000 |71314000 |71311300 |71311000 |70000000 71000000 79300000 90710000 45112450 63712700 |71530000 |71000000 |60000000 71410000 |73110000 |71310000 |71000000 |79410000 |98000000 71300000 |71352100 |71352100 |71352100 |71240000 |71240000 |71240000 |71240000 |71311300 71410000 71530000 |71356000 79415200 |73000000 |71310000 |71320000 |73000000 |71000000 |71311000 |71000000 71315000 71312000 71311000 71315200 71315210 |70000000 71000000 79300000 90710000 45112450 63712700 |71000000 |71315200 |71530000 |48100000 |71324000 |73000000 |90713000 |71300000 71313410 71631000 71340000 90711200 71311100 71311210 71313400 71319000 71315200 90"
"AECOM Limited","Works - Construction, Repair & Maintenance  ","#N/A","#N/A","55292.2","71352100 |71356000 |71314200 71314300 |71200000 71300000 71500000 71800000 90000000 |45000000 71000000 |71310000 |71313400 71313430 71313450 71313420 |71000000 71200000 71500000 71400000 70000000 71300000 |72224000 |72224000 |72224000 |66122000 |71000000 79000000 98000000 |72224000 |71000000 73000000 71311000 |71240000 |71530000 |71244000 |71410000 |73000000 |45000000 |71310000 |90712000 |71314000 |71311300 |71311000 |70000000 71000000 79300000 90710000 45112450 63712700 |71530000 |71000000 |60000000 71410000 |73110000 |71310000 |71000000 |79410000 |98000000 71300000 |71352100 |71352100 |71352100 |71240000 |71240000 |71240000 |71240000 |71311300 71410000 71530000 |71356000 79415200 |73000000 |71310000 |71320000 |73000000 |71000000 |71311000 |71000000 71315000 71312000 71311000 71315200 71315210 |70000000 71000000 79300000 90710000 45112450 63712700 |71000000 |71315200 |71530000 |48100000 |71324000 |73000000 |90713000 |71300000 71313410 71631000 71340000 90711200 71311100 71311210 71313400 71319000 71315200 90"
"AECOM Limited","Consultancy   ","Services to Place","Design Frmwk Staff","17088","71352100 |71356000 |71314200 71314300 |71200000 71300000 71500000 71800000 90000000 |45000000 71000000 |71310000 |71313400 71313430 71313450 71313420 |71000000 71200000 71500000 71400000 70000000 71300000 |72224000 |72224000 |72224000 |66122000 |71000000 79000000 98000000 |72224000 |71000000 73000000 71311000 |71240000 |71530000 |71244000 |71410000 |73000000 |45000000 |71310000 |90712000 |71314000 |71311300 |71311000 |70000000 71000000 79300000 90710000 45112450 63712700 |71530000 |71000000 |60000000 71410000 |73110000 |71310000 |71000000 |79410000 |98000000 71300000 |71352100 |71352100 |71352100 |71240000 |71240000 |71240000 |71240000 |71311300 71410000 71530000 |71356000 79415200 |73000000 |71310000 |71320000 |73000000 |71000000 |71311000 |71000000 71315000 71312000 71311000 71315200 71315210 |70000000 71000000 79300000 90710000 45112450 63712700 |71000000 |71315200 |71530000 |48100000 |71324000 |73000000 |90713000 |71300000 71313410 71631000 71340000 90711200 71311100 71311210 71313400 71319000 71315200 90"
"AECOM Limited","Consultancy   ","#N/A","#N/A","17968.3","71352100 |71356000 |71314200 71314300 |71200000 71300000 71500000 71800000 90000000 |45000000 71000000 |71310000 |71313400 71313430 71313450 71313420 |71000000 71200000 71500000 71400000 70000000 71300000 |72224000 |72224000 |72224000 |66122000 |71000000 79000000 98000000 |72224000 |71000000 73000000 71311000 |71240000 |71530000 |71244000 |71410000 |73000000 |45000000 |71310000 |90712000 |71314000 |71311300 |71311000 |70000000 71000000 79300000 90710000 45112450 63712700 |71530000 |71000000 |60000000 71410000 |73110000 |71310000 |71000000 |79410000 |98000000 71300000 |71352100 |71352100 |71352100 |71240000 |71240000 |71240000 |71240000 |71311300 71410000 71530000 |71356000 79415200 |73000000 |71310000 |71320000 |73000000 |71000000 |71311000 |71000000 71315000 71312000 71311000 71315200 71315210 |70000000 71000000 79300000 90710000 45112450 63712700 |71000000 |71315200 |71530000 |48100000 |71324000 |73000000 |90713000 |71300000 71313410 71631000 71340000 90711200 71311100 71311210 71313400 71319000 71315200 90"
"AECOM Limited","Consultancy   ","#N/A","#N/A","28233.2","71352100 |71356000 |71314200 71314300 |71200000 71300000 71500000 71800000 90000000 |45000000 71000000 |71310000 |71313400 71313430 71313450 71313420 |71000000 71200000 71500000 71400000 70000000 71300000 |72224000 |72224000 |72224000 |66122000 |71000000 79000000 98000000 |72224000 |71000000 73000000 71311000 |71240000 |71530000 |71244000 |71410000 |73000000 |45000000 |71310000 |90712000 |71314000 |71311300 |71311000 |70000000 71000000 79300000 90710000 45112450 63712700 |71530000 |71000000 |60000000 71410000 |73110000 |71310000 |71000000 |79410000 |98000000 71300000 |71352100 |71352100 |71352100 |71240000 |71240000 |71240000 |71240000 |71311300 71410000 71530000 |71356000 79415200 |73000000 |71310000 |71320000 |73000000 |71000000 |71311000 |71000000 71315000 71312000 71311000 71315200 71315210 |70000000 71000000 79300000 90710000 45112450 63712700 |71000000 |71315200 |71530000 |48100000 |71324000 |73000000 |90713000 |71300000 71313410 71631000 71340000 90711200 71311100 71311210 71313400 71319000 71315200 90"
"AECOM Limited","Consultancy   ","Services to Place","Design Frmwk Staff","21787.2","71352100 |71356000 |71314200 71314300 |71200000 71300000 71500000 71800000 90000000 |45000000 71000000 |71310000 |71313400 71313430 71313450 71313420 |71000000 71200000 71500000 71400000 70000000 71300000 |72224000 |72224000 |72224000 |66122000 |71000000 79000000 98000000 |72224000 |71000000 73000000 71311000 |71240000 |71530000 |71244000 |71410000 |73000000 |45000000 |71310000 |90712000 |71314000 |71311300 |71311000 |70000000 71000000 79300000 90710000 45112450 63712700 |71530000 |71000000 |60000000 71410000 |73110000 |71310000 |71000000 |79410000 |98000000 71300000 |71352100 |71352100 |71352100 |71240000 |71240000 |71240000 |71240000 |71311300 71410000 71530000 |71356000 79415200 |73000000 |71310000 |71320000 |73000000 |71000000 |71311000 |71000000 71315000 71312000 71311000 71315200 71315210 |70000000 71000000 79300000 90710000 45112450 63712700 |71000000 |71315200 |71530000 |48100000 |71324000 |73000000 |90713000 |71300000 71313410 71631000 71340000 90711200 71311100 71311210 71313400 71319000 71315200 90"
"After Adoption","Social Community Care Supplies & Services  ","Services to People","RAA Adoption Count","47836.6","85000000 |80000000 |98000000 |98000000 98300000 |85100000 |85310000 85000000 79315000 85320000 85300000 |98000000 |85300000 |85300000 |85000000 |85311300 85312300 "
"After Adoption","Social Community Care Supplies & Services  ","Services to People","RAA Adoption Count","27000","85000000 |80000000 |98000000 |98000000 98300000 |85100000 |85310000 85000000 79315000 85320000 85300000 |98000000 |85300000 |85300000 |85000000 |85311300 85312300 "
"After Adoption","Social Community Care Supplies & Services  ","Services to People","RAA Adoption Count","50000","85000000 |80000000 |98000000 |98000000 98300000 |85100000 |85310000 85000000 79315000 85320000 85300000 |98000000 |85300000 |85300000 |85000000 |85311300 85312300 "
"After Adoption","Social Community Care Supplies & Services  ","Services to People","RAA Adoption Count","31000","85000000 |80000000 |98000000 |98000000 98300000 |85100000 |85310000 85000000 79315000 85320000 85300000 |98000000 |85300000 |85300000 |85000000 |85311300 85312300 "
"Atkins Limited","Consultancy   ","Services to Place","Highways-Network Man","19760","71321100 |71311300 |71334000 |71000000 |71530000 71313400 79411100 79419000 79400000 |09300000 09340000 38970000 71248000 71320000 71350000 72212300 72512000 73100000 73200000 73210000 73300000 79131000 |73200000 |79411000 |71540000 |71621000 72221000 72224000 |71621000 |71621000 |71621000 |71621000 |71621000 |71621000 |71621000 |71320000 |71311200 |71311200 |50200000 |71000000 |71311300 79411000 |79315000 |79411000 |50200000 |50200000 |71000000 |71620000 73210000 71314300 |71000000 |71311000 |71310000 |71310000 |79400000 |71220000 |60000000 |71220000 |71356000 |79411000 |71621000 |71311200 |38000000 42300000 45350000 73000000 73120000 73220000 73300000 |71000000 |71311200 |98112000 |71311000 |09300000 71350000 |71356000 |71313000 |45262640 |71356000 |73410000 |79933000 |79000000 |71315200 71321000 |72000000 |79000000 |79000000 |79000000 |73200000 |71000000 |45000000 50000000 63000000 |71244000 71313200 71356400 71530000 79933000 |48000000 |73000000 |73000000 |71240000 |73000000 |73000000 |73000000 |79000000 "
"Atkins Limited","Supplies and services","Capital Expenditure","SEMMMS Prep Costs - Feasibility","10084","71321100 |71311300 |71334000 |71000000 |71530000 71313400 79411100 79419000 79400000 |09300000 09340000 38970000 71248000 71320000 71350000 72212300 72512000 73100000 73200000 73210000 73300000 79131000 |73200000 |79411000 |71540000 |71621000 72221000 72224000 |71621000 |71621000 |71621000 |71621000 |71621000 |71621000 |71621000 |71320000 |71311200 |71311200 |50200000 |71000000 |71311300 79411000 |79315000 |79411000 |50200000 |50200000 |71000000 |71620000 73210000 71314300 |71000000 |71311000 |71310000 |71310000 |79400000 |71220000 |60000000 |71220000 |71356000 |79411000 |71621000 |71311200 |38000000 42300000 45350000 73000000 73120000 73220000 73300000 |71000000 |71311200 |98112000 |71311000 |09300000 71350000 |71356000 |71313000 |45262640 |71356000 |73410000 |79933000 |79000000 |71315200 71321000 |72000000 |79000000 |79000000 |79000000 |73200000 |71000000 |45000000 50000000 63000000 |71244000 71313200 71356400 71530000 79933000 |48000000 |73000000 |73000000 |71240000 |73000000 |73000000 |73000000 |79000000 "
"Atkins Limited","Consultancy   ","Services to Place","Network Assets Staff","36618","71321100 |71311300 |71334000 |71000000 |71530000 71313400 79411100 79419000 79400000 |09300000 09340000 38970000 71248000 71320000 71350000 72212300 72512000 73100000 73200000 73210000 73300000 79131000 |73200000 |79411000 |71540000 |71621000 72221000 72224000 |71621000 |71621000 |71621000 |71621000 |71621000 |71621000 |71621000 |71320000 |71311200 |71311200 |50200000 |71000000 |71311300 79411000 |79315000 |79411000 |50200000 |50200000 |71000000 |71620000 73210000 71314300 |71000000 |71311000 |71310000 |71310000 |79400000 |71220000 |60000000 |71220000 |71356000 |79411000 |71621000 |71311200 |38000000 42300000 45350000 73000000 73120000 73220000 73300000 |71000000 |71311200 |98112000 |71311000 |09300000 71350000 |71356000 |71313000 |45262640 |71356000 |73410000 |79933000 |79000000 |71315200 71321000 |72000000 |79000000 |79000000 |79000000 |73200000 |71000000 |45000000 50000000 63000000 |71244000 71313200 71356400 71530000 79933000 |48000000 |73000000 |73000000 |71240000 |73000000 |73000000 |73000000 |79000000 "
"Atkins Limited","Consultancy   ","Services to Place","Design Framework Staff","10234","71321100 |71311300 |71334000 |71000000 |71530000 71313400 79411100 79419000 79400000 |09300000 09340000 38970000 71248000 71320000 71350000 72212300 72512000 73100000 73200000 73210000 73300000 79131000 |73200000 |79411000 |71540000 |71621000 72221000 72224000 |71621000 |71621000 |71621000 |71621000 |71621000 |71621000 |71621000 |71320000 |71311200 |71311200 |50200000 |71000000 |71311300 79411000 |79315000 |79411000 |50200000 |50200000 |71000000 |71620000 73210000 71314300 |71000000 |71311000 |71310000 |71310000 |79400000 |71220000 |60000000 |71220000 |71356000 |79411000 |71621000 |71311200 |38000000 42300000 45350000 73000000 73120000 73220000 73300000 |71000000 |71311200 |98112000 |71311000 |09300000 71350000 |71356000 |71313000 |45262640 |71356000 |73410000 |79933000 |79000000 |71315200 71321000 |72000000 |79000000 |79000000 |79000000 |73200000 |71000000 |45000000 50000000 63000000 |71244000 71313200 71356400 71530000 79933000 |48000000 |73000000 |73000000 |71240000 |73000000 |73000000 |73000000 |79000000 "
"Atkins Limited","Consultancy   ","Services to Place","Design Framework Staff","16000","71321100 |71311300 |71334000 |71000000 |71530000 71313400 79411100 79419000 79400000 |09300000 09340000 38970000 71248000 71320000 71350000 72212300 72512000 73100000 73200000 73210000 73300000 79131000 |73200000 |79411000 |71540000 |71621000 72221000 72224000 |71621000 |71621000 |71621000 |71621000 |71621000 |71621000 |71621000 |71320000 |71311200 |71311200 |50200000 |71000000 |71311300 79411000 |79315000 |79411000 |50200000 |50200000 |71000000 |71620000 73210000 71314300 |71000000 |71311000 |71310000 |71310000 |79400000 |71220000 |60000000 |71220000 |71356000 |79411000 |71621000 |71311200 |38000000 42300000 45350000 73000000 73120000 73220000 73300000 |71000000 |71311200 |98112000 |71311000 |09300000 71350000 |71356000 |71313000 |45262640 |71356000 |73410000 |79933000 |79000000 |71315200 71321000 |72000000 |79000000 |79000000 |79000000 |73200000 |71000000 |45000000 50000000 63000000 |71244000 71313200 71356400 71530000 79933000 |48000000 |73000000 |73000000 |71240000 |73000000 |73000000 |73000000 |79000000 "
"Atkins Limited","Consultancy   ","Services to Place","Network Assets Staff","39816","71321100 |71311300 |71334000 |71000000 |71530000 71313400 79411100 79419000 79400000 |09300000 09340000 38970000 71248000 71320000 71350000 72212300 72512000 73100000 73200000 73210000 73300000 79131000 |73200000 |79411000 |71540000 |71621000 72221000 72224000 |71621000 |71621000 |71621000 |71621000 |71621000 |71621000 |71621000 |71320000 |71311200 |71311200 |50200000 |71000000 |71311300 79411000 |79315000 |79411000 |50200000 |50200000 |71000000 |71620000 73210000 71314300 |71000000 |71311000 |71310000 |71310000 |79400000 |71220000 |60000000 |71220000 |71356000 |79411000 |71621000 |71311200 |38000000 42300000 45350000 73000000 73120000 73220000 73300000 |71000000 |71311200 |98112000 |71311000 |09300000 71350000 |71356000 |71313000 |45262640 |71356000 |73410000 |79933000 |79000000 |71315200 71321000 |72000000 |79000000 |79000000 |79000000 |73200000 |71000000 |45000000 50000000 63000000 |71244000 71313200 71356400 71530000 79933000 |48000000 |73000000 |73000000 |71240000 |73000000 |73000000 |73000000 |79000000 "
"Atkins Limited","Consultancy   ","Capital Expenditure","Fvr B LED Investment Programme - Management Costs","26700","71321100 |71311300 |71334000 |71000000 |71530000 71313400 79411100 79419000 79400000 |09300000 09340000 38970000 71248000 71320000 71350000 72212300 72512000 73100000 73200000 73210000 73300000 79131000 |73200000 |79411000 |71540000 |71621000 72221000 72224000 |71621000 |71621000 |71621000 |71621000 |71621000 |71621000 |71621000 |71320000 |71311200 |71311200 |50200000 |71000000 |71311300 79411000 |79315000 |79411000 |50200000 |50200000 |71000000 |71620000 73210000 71314300 |71000000 |71311000 |71310000 |71310000 |79400000 |71220000 |60000000 |71220000 |71356000 |79411000 |71621000 |71311200 |38000000 42300000 45350000 73000000 73120000 73220000 73300000 |71000000 |71311200 |98112000 |71311000 |09300000 71350000 |71356000 |71313000 |45262640 |71356000 |73410000 |79933000 |79000000 |71315200 71321000 |72000000 |79000000 |79000000 |79000000 |73200000 |71000000 |45000000 50000000 63000000 |71244000 71313200 71356400 71530000 79933000 |48000000 |73000000 |73000000 |71240000 |73000000 |73000000 |73000000 |79000000 "
