Organisation Name,Purchase_Order_Number,Order_Date,Total_Value,Supplier_Name,Account_Name,Service
Rochdale Borough Council,d1057409,2016-04-01,"£13,975.00",JMHA,PROPERTY REFURBISHMENT (HOUSING),NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1057410,2016-04-01,"£5,350.00",TLC GARDEN SERVICES,SITE CLEARANCE -ENVIRONMENTAL WORKS,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,e1020358,2016-04-01,"£8,533.00",THE PENNINE ACUTE HOSPITALS NHS TRUST,OCCUPATIONAL HEALTH,EARLY HELP AND SCHOOLS
Rochdale Borough Council,e1020360,2016-04-01,"£12,253.00",THE TOGETHER TRUST,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,e1020361,2016-04-01,"£11,483.33",THE TOGETHER TRUST,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,e1020362,2016-04-01,"£11,044.67",THE TOGETHER TRUST,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,e1020363,2016-04-01,"£12,659.00",THE TOGETHER TRUST,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,e1020364,2016-04-01,"£12,210.00",THE TOGETHER TRUST,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,e1020365,2016-04-01,"£8,310.37",THE TOGETHER TRUST,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,e1020366,2016-04-01,"£31,848.00",WINGS SCHOOL EDUCATION LTD,OTHER EST - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,e1020368,2016-04-01,"£6,007.46",ROCHDALE SIXTH FORM COLLEGE,OTHER EST - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,e1020369,2016-04-01,"£12,294.62",HORIZON CARE AND EDUCATION,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,e1020370,2016-04-01,"£21,675.00",ROSSENDALE SCHOOL PRIORY,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,e1020371,2016-04-01,"£16,281.65",BRIGHT FUTURES SCHOOL LTD,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,f1004594,2016-04-01,"£40,000.00",MERITEC LIMITED,AGENCY STAFF,FINANCE SERVICES
Rochdale Borough Council,d1057422,2016-04-04,"£10,363.00",ORCHARD  RECYCLING SERVICE LTD,EQUIPMENT - GENERAL,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1057424,2016-04-04,"£21,048.25",THE RIVERSIDE GROUP LIMITED,EQUIPMENT - GENERAL,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1057431,2016-04-04,"£217,557.28",VBA JOINT VENTURE LTD,NEW CONSTRUCTION,ECONOMY DIRECTORATE
Rochdale Borough Council,d1057457,2016-04-04,"£9,143.54",NORTHGATE VEHICLE HIRE LIMITED,TRANSACTIONS-EXPENDITURE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1057468,2016-04-04,"£6,380.00",OLDHAM & ROCHDALE GROUNDWORK TRUST LTD,ROOF WORK/REPLACEMENT,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1057469,2016-04-04,"£5,187.45",POLICE AND CRIME COMMISSIONER FOR GTR MANCHESTER,BASIC SALARIES,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,e1020375,2016-04-04,"£16,720.00",ARC SCHOOL,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,e1020376,2016-04-04,"£11,344.66",BEECHKEYS CARE AND EDUCATION,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,e1020377,2016-04-04,"£26,393.00",CEDAR HOUSE SCHOOL,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,e1020378,2016-04-04,"£15,969.00",CUMBERLAND SCHOOL,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,e1020379,2016-04-04,"£16,149.00",CUMBERLAND SCHOOL,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,e1020380,2016-04-04,"£32,470.00",PONTVILLE SCHOOL,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,e1020381,2016-04-04,"£12,139.34",ROYAL SCHOOL FOR THE DEAF DERBY,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,e1020382,2016-04-04,"£14,432.33",THE TOGETHER TRUST,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS
