Organisation Name,Purchase_Order_Number,Order_Date,Total_Value,Supplier_Name,Account_Name,Service
Rochdale Borough Council,q1007390,2016-07-07,"£16,800.00",SENITOR RECRUITMENT,CAPITAL SALARIES,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,q1007391,2016-07-07,"£7,600.00",SENITOR RECRUITMENT,CAPITAL SALARIES,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,q1007392,2016-07-07,"£47,441.08",XEROX UK LTD,TRANSACTIONS-EXPENDITURE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,x1012728,2016-07-07,"£8,654.34",SPORT WORKS,ACTIVITIES,EARLY HELP AND SCHOOLS
Rochdale Borough Council,x1012736,2016-07-07,"£6,750.00",ADOPTION MATTERS NORTHWEST,ACTIVITIES,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,d1059679,2016-07-08,"£8,598.00",JOHN TAYLOR BELL FOUNDRY LOUGHBOROUGH LTD,REPAIRS & ALTS OF BUILDINGS,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,e1021288,2016-07-08,"£6,519.96",LANCASHIRE COUNTY COUNCIL,OTHER EST - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,e1021289,2016-07-08,"£18,162.00",OLDHAM METROPOLITAN BOROUGH COUNCIL,OTHER EST - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,ph101384,2016-07-08,"£90,750.00",PENNINE CARE NHS,PH PENNINE CARE CONTRACT,PUBLIC HEALTH
Rochdale Borough Council,s1020563,2016-07-08,"£7,050.00",A & S BUILDING & ROOFING,TRANSACTIONS-EXPENDITURE,PHYSICAL DIS & OLDER PEOPLE
Rochdale Borough Council,s1020564,2016-07-08,"£5,052.00",STANNAH LIFT SERVICES LTD,TRANSACTIONS-EXPENDITURE,PHYSICAL DIS & OLDER PEOPLE
Rochdale Borough Council,d1059723,2016-07-11,"£5,499.74",RIPON FARM SERVICES,VEHICLE MAINTENANCE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,e1021299,2016-07-11,"£5,215.97",LANCASHIRE COUNTY COUNCIL,OTHER EST - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,f1004753,2016-07-11,"£6,466.76",CO-OP PAYPOINT,BANK CHARGES,FINANCE SERVICES
Rochdale Borough Council,ph101385,2016-07-11,"£109,737.18",VIRGIN CARE SERVICES LIMITED,VIRGIN CARE,PUBLIC HEALTH
Rochdale Borough Council,q1007407,2016-07-11,"£14,133.56",KHIPU NETWORKS LTD,IT SUPPORT,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,x1012755,2016-07-11,"£9,500.00",SALFORD CITY COUNCIL,ADOPTION PAYMENTS,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,d1059742,2016-07-12,"£5,000.00",ROCHDALE TOWN TAXIS LTD,TAXI HIRE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1059775,2016-07-12,"£10,000.00",KIRSTY RHIND,CONSULTANT FEES,ECONOMY DIRECTORATE
Rochdale Borough Council,f1004754,2016-07-12,"£6,547.00",CAPITA BUSINESS SERVICES LIMITED,SOFTWARE,FINANCE SERVICES
Rochdale Borough Council,ph101388,2016-07-12,"£57,649.50",ROCHDALE & DISTRICT MIND,PH BUSINESS CASES,PUBLIC HEALTH
Rochdale Borough Council,q1007420,2016-07-12,"£6,477.80",THOMSON REUTERS,REFERENCE BOOKS/NEWSPAPERS/PERIODICALS,FINANCE SERVICES
Rochdale Borough Council,s1020572,2016-07-12,"£5,083.00",STANNAH LIFT SERVICES LTD,IMPROVEMENTS-EXTENSIONS & ALTERATIONS,PHYSICAL DIS & OLDER PEOPLE
Rochdale Borough Council,d1059784,2016-07-13,"£31,550.00",NORTH WEST TIPPERS LTD,PURCHASE OF VEHICLES,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1059815,2016-07-13,"£27,000.00",EMO OIL LIMITED,TRANSACTIONS-EXPENDITURE,CONTROL ACCOUNT
Rochdale Borough Council,q1007429,2016-07-13,"£7,064.00",WEIGHTMANS LLP,PROFESSIONAL FEES,FINANCE SERVICES
Rochdale Borough Council,q1007432,2016-07-13,"£5,434.00",CLYDE & CO,LEGAL SERVICES EXTERNAL,ECONOMY DIRECTORATE
Rochdale Borough Council,q1007433,2016-07-13,"£68,932.98",CLYDE & CO,LEGAL SERVICES EXTERNAL,ECONOMY DIRECTORATE
Rochdale Borough Council,q1007436,2016-07-13,"£6,795.00",JGM AGENCY,PUBLICITY,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1059825,2016-07-15,"£10,000.00",GTM ELECTRICAL SERVICES LIMITED,PROPERTY - WORKS ELEMENT,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1059827,2016-07-15,"£18,300.00",BALMERS GM LTD,PURCHASE OF PLANT AND MACHINERY,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1059828,2016-07-15,"£18,300.00",BALMERS GM LTD,PURCHASE OF PLANT AND MACHINERY,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1059830,2016-07-15,"£14,238.00",SSI SCHAEFER LIMITED,PURCHASE OF OTHER EQUIPMENT,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1059831,2016-07-15,"£14,238.00",SSI SCHAEFER LIMITED,PURCHASE OF OTHER EQUIPMENT,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1059832,2016-07-15,"£14,238.00",SSI SCHAEFER LIMITED,PURCHASE OF OTHER EQUIPMENT,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1059834,2016-07-15,"£20,575.45",EVANS HALSHAW TRAFFORD PK,PURCHASE OF VEHICLES,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1059843,2016-07-15,"£8,820.83",RIPON FARM SERVICES,VEHICLE MAINTENANCE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1059847,2016-07-15,"£8,030.00",ROCHDALE MEMORIAL SERVICE LTD,FIXTURES & FITTINGS,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1059851,2016-07-15,"£9,477.79",NORTHGATE VEHICLE HIRE LIMITED,TRANSACTIONS-EXPENDITURE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,q1007444,2016-07-15,"£51,800.00",STHREE PARTNERSHIP LLP,CAPITAL SALARIES,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,q1007445,2016-07-15,"£43,841.95",OXFORD COMPUTER CONSULTANTS LIMITED,SOFTWARE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,s1020579,2016-07-15,"£7,710.00",BROADWAY BUILDING CONTRACTORS OLDHAM LTD,TRANSACTIONS-EXPENDITURE,PHYSICAL DIS & OLDER PEOPLE
Rochdale Borough Council,x1012767,2016-07-15,"£8,243.80",JAMES BLEWETT TRAINING AND CONSULTANCY LTD,CONSULTANT FEES,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,d1059859,2016-07-18,"£18,390.00",JMHA,PROPERTY REFURBISHMENT (HOUSING),NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1059860,2016-07-18,"£5,116.50",OLDHAM & ROCHDALE GROUNDWORK TRUST LTD,FEES -CONSTRUCTION CONVERSION RENOVATION,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1059894,2016-07-18,"£51,139.03",CHEETHAM HILL CONSTRUCTION,DEMOLITION,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,e1021342,2016-07-18,"£319,299.74",INSPIREDSPACES ROCHDALE PROJECT CO1 LTD,PFI SCHEMES RPIX,EARLY HELP AND SCHOOLS
Rochdale Borough Council,e1021348,2016-07-18,"£410,538.60",INSPIREDSPACES ROCHDALE PROJECTCO2 LTD,PFI SCHEMES RPIX,EARLY HELP AND SCHOOLS
Rochdale Borough Council,r1001536,2016-07-18,"£89,309.71",VBA JOINT VENTURE LTD,ENVIRONMENTAL WORKS LANDSCAPE,ECONOMY DIRECTORATE
Rochdale Borough Council,e1021367,2016-07-19,"£686,423.56",AXIOM EDUCATION (ROCHDALE) LIMITED,PFI SCHEMES RPIX,EARLY HELP AND SCHOOLS
Rochdale Borough Council,e1021370,2016-07-19,"£11,344.66",AURORA BEECH KEYS,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,d1059946,2016-07-20,"£40,000.00",LAMBERT SMITH HAMPTON GROUP LTD,SURVEYORS FEES,ECONOMY DIRECTORATE
Rochdale Borough Council,d1059948,2016-07-20,"£24,000.00",LAMBERT SMITH HAMPTON GROUP LTD,SURVEYORS FEES,ECONOMY DIRECTORATE
Rochdale Borough Council,d1059955,2016-07-20,"£43,626.00",BANCROFT AMENITIES LTD,GRANTS TO VOLUNTARY BODIES,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,e1021371,2016-07-20,"£29,633.54",AXIOM EDUCATION (ROCHDALE) LIMITED,MEALS,EARLY HELP AND SCHOOLS
Rochdale Borough Council,e1021390,2016-07-20,"£5,335.00",DEEPLISH ACADEMY,RENTS,EARLY HELP AND SCHOOLS
Rochdale Borough Council,e1021392,2016-07-20,"£12,294.75",HORIZON CARE AND EDUCATION,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,e1021394,2016-07-20,"£12,294.75",HORIZON CARE AND EDUCATION,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,e1021395,2016-07-20,"£12,572.98",OLDHAM COLLEGE,OTHER EST - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,e1021396,2016-07-20,"£7,125.00",PSYCHOLOGY PEOPLE,BASIC SALARIES,EARLY HELP AND SCHOOLS
Rochdale Borough Council,ph101404,2016-07-20,"£124,574.58",BIG LIFE CENTRES,PH BIG LIFE CONTRACT,PUBLIC HEALTH
Rochdale Borough Council,r1001537,2016-07-20,"£235,802.00",VBA JOINT VENTURE LTD,ENVIRONMENTAL WORKS LANDSCAPE,ECONOMY DIRECTORATE
Rochdale Borough Council,d1059995,2016-07-21,"£12,630.00",F S MOULT & SON,DEMOLITION,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1060001,2016-07-21,"£6,930.00",ROCHDALE BOROUGH SHOPMOBILITY,GRANTS TO THE VOLUNTARY SECTOR,ECONOMY DIRECTORATE
Rochdale Borough Council,x1012780,2016-07-21,"£6,585.50",ADOPTION MATTERS NORTHWEST,CONSULTANT FEES,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,x1012783,2016-07-21,"£27,000.00",FAMILY CARE,ADOPTION PAYMENTS,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,e1021412,2016-07-22,"£166,512.83",DIOCESE OF SALFORD,IMPROVEMENTS-MODERNISATION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,q1007481,2016-07-22,"£7,597.15",ALIGNED ASSETS LIMITED,SOFTWARE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,s1020594,2016-07-22,"£8,750.00",ACTION FIRST IPEOPLE LTD,FEES / COMMISSION,PHYSICAL DIS & OLDER PEOPLE
Rochdale Borough Council,s1020600,2016-07-24,"£63,000.00",ELDERCARE UK LTD,TELEPHONE EXPENDITURE,PHYSICAL DIS & OLDER PEOPLE
Rochdale Borough Council,s1020601,2016-07-24,"£85,000.00",EZITRACKER,SOFTWARE,LEARNING DIS & MENTAL HEALTH
Rochdale Borough Council,d1060071,2016-07-25,"£20,000.00",OLDHAM & ROCHDALE GROUNDWORK TRUST LTD,FEES -CONSTRUCTION CONVERSION RENOVATION,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1060073,2016-07-25,"£9,750.00",DDH FABRICATIONS LTD,EQUIPMENT - GENERAL,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,s1020602,2016-07-25,"£32,500.00",COUNCIL FOR VOLUNTARY SERVICE ROCHDALE,VOLUNTARY ASSOCIATIONS,PHYSICAL DIS & OLDER PEOPLE
Rochdale Borough Council,s1020609,2016-07-25,"£6,450.00",ADAPT BUILDING SERVICES LTD,IMPROVEMENTS-EXTENSIONS & ALTERATIONS,PHYSICAL DIS & OLDER PEOPLE
Rochdale Borough Council,w1001530,2016-07-25,"£28,008.08",THE STROKE ASSOCIATION,VOLUNTARY ASSOCIATIONS,BETTER CARE FUND POOLED BUDGET
Rochdale Borough Council,x1012791,2016-07-25,"£9,000.00",CARITAS CARE LTD,ADOPTION PAYMENTS,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,d1060111,2016-07-26,"£8,316.75",THE FOUNTAIN COMPANY LTD,REPAIRS & ALTS OF BUILDINGS,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1060113,2016-07-26,"£9,913.66",THE FOUNTAIN COMPANY LTD,REPAIRS & ALTS OF BUILDINGS,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1060114,2016-07-26,"£8,960.92",THE FOUNTAIN COMPANY LTD,REPAIRS & ALTS OF BUILDINGS,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1060115,2016-07-26,"£8,148.85",THE FOUNTAIN COMPANY LTD,REPAIRS & ALTS OF BUILDINGS,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1060116,2016-07-26,"£9,913.66",THE FOUNTAIN COMPANY LTD,REPAIRS & ALTS OF BUILDINGS,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,w1001532,2016-07-26,"£28,008.08",THE STROKE ASSOCIATION,VOLUNTARY ASSOCIATIONS,BETTER CARE FUND POOLED BUDGET
Rochdale Borough Council,d1060152,2016-07-27,"£8,131.00",J GREENWOOD (BUILDERS) LIMITED,TRANSACTIONS-EXPENDITURE,PROPERTY AND HIGHWAYS
Rochdale Borough Council,q1007505,2016-07-27,"£10,811.00",7 PDS,TRANSACTIONS-EXPENDITURE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1060168,2016-07-28,"£353,641.79",COMMUNITY LIGHTING PARTNERSHIP ROCHDALE LTD,PFI SCHEMES RPIX,PROPERTY AND HIGHWAYS
Rochdale Borough Council,d1060187,2016-07-28,"£13,089.60",SSI SCHAEFER LIMITED,PURCHASE OF OTHER EQUIPMENT,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,e1021449,2016-07-28,"£7,680.20",AXIOM EDUCATION (ROCHDALE) LIMITED,"DEV CAP - NEW CONSTRUCTION,CONVERSION",EARLY HELP AND SCHOOLS
Rochdale Borough Council,d1060192,2016-07-29,"£16,060.00",ROCHDALE MEMORIAL SERVICE LTD,FIXTURES & FITTINGS,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,e1021460,2016-07-29,"£6,793.00",BOLTON  COLLEGE,OTHER EST - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,e1021461,2016-07-29,"£6,793.00",BOLTON  COLLEGE,OTHER EST - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,e1021471,2016-07-29,"£5,200.00",OPEN OBJECTS SOFTWARE LTD,REPROGRAPHIC EXPENSES,EARLY HELP AND SCHOOLS
Rochdale Borough Council,r1001540,2016-07-29,"£9,077.86",URBAN VISION PARTNERSHIP LTD,AGENCY STAFF,ECONOMY DIRECTORATE
Rochdale Borough Council,d1060215,2016-08-01,"£27,000.00",EMO OIL LIMITED,TRANSACTIONS-EXPENDITURE,CONTROL ACCOUNT
Rochdale Borough Council,d1060232,2016-08-01,"£30,000.00",TAMESIDE METROPOLITAN BOROUGH COUNCIL,CONTRACTED SERVICES,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,ph101420,2016-08-01,"£90,750.00",PENNINE CARE NHS,PH PENNINE CARE CONTRACT,PUBLIC HEALTH
Rochdale Borough Council,q1007519,2016-08-01,"£8,000.00",AON LIMITED,INSURANCE,FINANCE SERVICES
Rochdale Borough Council,q1007524,2016-08-01,"£5,000.00",DELIB,SOFTWARE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,q1007525,2016-08-01,"£7,360.00",TURNING POINT SERVICES LIMITED,CONTRACTED SERVICES,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,r1001541,2016-08-01,"£5,202.00",LINK4LIFE (CHARITY),ACTIVITIES,ECONOMY DIRECTORATE
Rochdale Borough Council,d1060248,2016-08-02,"£12,000.00",LAMBERT SMITH HAMPTON GROUP LTD,SURVEYORS FEES,ECONOMY DIRECTORATE
Rochdale Borough Council,d1060251,2016-08-02,"£14,500.00",ROCHDALE MEMORIAL SERVICE,MINOR BUILDING WORKS,ECONOMY DIRECTORATE
Rochdale Borough Council,d1060252,2016-08-02,"£11,331.20",ROCHDALE MEMORIAL SERVICE,MINOR BUILDING WORKS,ECONOMY DIRECTORATE
Rochdale Borough Council,d1060253,2016-08-02,"£17,425.00",JEREMY BENN ASSOCIATES LTD,GRANTS TO THE NON VOLUNTARY SECTOR,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1060254,2016-08-02,"£13,237.50",ROCHDALE TOWN CENTRE MANAGEMENT CO,GRANTS TO THE NON VOLUNTARY SECTOR,ECONOMY DIRECTORATE
Rochdale Borough Council,d1060264,2016-08-02,"£7,528.16",ENTERPRISE FLEX-E-RENT,TRANSACTIONS-EXPENDITURE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1060280,2016-08-02,"£138,262.20",RIVERSIDE TRUCK RENTAL,LONG TERM CONTRACTED EXTERNAL HIRE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,q1007530,2016-08-02,"£900,000.00",TOPMARK CLAIMS MANAGEMENT LTD IMPREST,TRANSACTIONS-EXPENDITURE,FINANCE SERVICES
Rochdale Borough Council,d1060299,2016-08-03,"£24,381.99",CROMWELL POLYTHENE LIMITED,EQUIPMENT - GENERAL,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1060312,2016-08-03,"£18,000.00",THE SANCTUARY TRUST,GRANTS TO THE VOLUNTARY SECTOR,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1060313,2016-08-03,"£35,000.00",OLDHAM & ROCHDALE GROUNDWORK TRUST LTD,FEES -CONSTRUCTION CONVERSION RENOVATION,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,e1021492,2016-08-03,"£11,197.34",BELMONT SCHOOL LIMITED,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,e1021493,2016-08-03,"£11,197.34",BELMONT SCHOOL LIMITED,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,e1021494,2016-08-03,"£10,871.16",BELMONT SCHOOL LIMITED,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,e1021495,2016-08-03,"£10,977.66",BELMONT SCHOOL LIMITED,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,e1021496,2016-08-03,"£10,977.66",BELMONT SCHOOL LIMITED,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,e1021497,2016-08-03,"£11,197.33",BELMONT SCHOOL LIMITED,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,e1021498,2016-08-03,"£11,197.33",BELMONT SCHOOL LIMITED,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,e1021499,2016-08-03,"£32,470.00",PONTVILLE SCHOOL,OTHER EST - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,e1021501,2016-08-03,"£6,793.00",BOLTON  COLLEGE,OTHER EST - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,q1007547,2016-08-03,"£18,200.00",STHREE PARTNERSHIP LLP,CAPITAL SALARIES,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,q1007549,2016-08-03,"£10,140.00",STHREE PARTNERSHIP LLP,CAPITAL SALARIES,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,q1007550,2016-08-03,"£36,400.00",STHREE PARTNERSHIP LLP,CAPITAL SALARIES,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,x1012830,2016-08-03,"£8,654.34",SPORT WORKS,ACTIVITIES,EARLY HELP AND SCHOOLS
Rochdale Borough Council,d1060322,2016-08-04,"£82,630.00",D HUGHES DEMOLITION,DEMOLITION,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1060323,2016-08-04,"£26,910.50",D HUGHES DEMOLITION,DEMOLITION,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1060324,2016-08-04,"£14,609.55",F S MOULT & SON,DEMOLITION,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1060328,2016-08-04,"£5,933.50",OLDHAM & ROCHDALE GROUNDWORK TRUST LTD,FEES -CONSTRUCTION CONVERSION RENOVATION,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,q1007556,2016-08-04,"£5,548.80",CLYDE & CO,LEGAL SERVICES EXTERNAL,ECONOMY DIRECTORATE
Rochdale Borough Council,x1012833,2016-08-04,"£13,072.00",OLDHAM MBC,CONSULTANT FEES,CHILDREN’S SOCIAL CARE
Rochdale Borough Council,f1004778,2016-08-05,"£5,895.00",OLDHAM METROPOLITAN BOROUGH COUNCIL,AGMA,FINANCE SERVICES
Rochdale Borough Council,d1060399,2016-08-08,"£8,447.12",CIVICA UK LIMITED,ICT,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1060412,2016-08-08,"£10,300.00",PETRUS,GRANTS TO THE VOLUNTARY SECTOR,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,e1021542,2016-08-08,"£537,101.61",INSPIREDSPACES ROCHDALE PROJECT CO1 LTD,IMPROVEMENTS-MODERNISATION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,e1021543,2016-08-08,"£11,378.00",INSPIREDSPACES ROCHDALE PROJECT CO1 LTD,IMPROVEMENTS-MODERNISATION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,e1021545,2016-08-08,"£17,131.50",AXIOM EDUCATION (ROCHDALE) LIMITED,MEALS,EARLY HELP AND SCHOOLS
