"supplier_name","account_name","service","order_date","total_value","cpv_codes"
"TRANSPORT FOR GREATER MANCHESTER","ROADWORKS","PROPERTY AND HIGHWAYS","2018-04-27","21750","31500000 31520000 |31120000 31682000 51111000 50532000 |45213000 45300000 45400000 71200000 71300000 71400000 71500000 |48000000 |09310000 |09310000 |09310000 |09310000 |79342000 79416000 |64000000 79710000 |45213300 45213311 45213315 45213350 45220000 45300000 50710000 71200000 71300000 71400000 71500000 |33952000 |48000000 |34000000 |60112000 |45233125 |60000000 |60000000 |60112000 60000000 |80000000 |60000000 63000000 |60000000 |60100000 |60000000 |60000000 |60000000 |60000000 |60110000 |60110000 |60112000 |60000000 |60000000 |60000000 |60100000 |60100000 |60000000 |60000000 |60000000 |60000000 |31200000 60210000 |48000000 |98000000 |60000000 |60100000 |45431000 50700000 |45233100 |72611000 |71000000 |45100000 |34928470 |44221200 |44221200 |45440000 45451000 45454000 50700000 |48000000 |60000000 |66510000 |71311200 |30232100 |60000000 |60000000 |60000000 |60000000 |60000000 |60000000 |60000000 |60000000 |66518100 |72610000 |60000000 |60000000 |60110000 |60110000 |60110000 |50113000 |60112000 |60112000 |343"
"TRANSPORT FOR GREATER MANCHESTER","ROADWORKS","PROPERTY AND HIGHWAYS","2018-04-27","24400","31500000 31520000 |31120000 31682000 51111000 50532000 |45213000 45300000 45400000 71200000 71300000 71400000 71500000 |48000000 |09310000 |09310000 |09310000 |09310000 |79342000 79416000 |64000000 79710000 |45213300 45213311 45213315 45213350 45220000 45300000 50710000 71200000 71300000 71400000 71500000 |33952000 |48000000 |34000000 |60112000 |45233125 |60000000 |60000000 |60112000 60000000 |80000000 |60000000 63000000 |60000000 |60100000 |60000000 |60000000 |60000000 |60000000 |60110000 |60110000 |60112000 |60000000 |60000000 |60000000 |60100000 |60100000 |60000000 |60000000 |60000000 |60000000 |31200000 60210000 |48000000 |98000000 |60000000 |60100000 |45431000 50700000 |45233100 |72611000 |71000000 |45100000 |34928470 |44221200 |44221200 |45440000 45451000 45454000 50700000 |48000000 |60000000 |66510000 |71311200 |30232100 |60000000 |60000000 |60000000 |60000000 |60000000 |60000000 |60000000 |60000000 |66518100 |72610000 |60000000 |60000000 |60110000 |60110000 |60110000 |50113000 |60112000 |60112000 |343"
"TRANSPORT FOR GREATER MANCHESTER","REPAIRS & ALTS OF BUILDINGS","PROPERTY AND HIGHWAYS","2019-03-25","5000","31500000 31520000 |31120000 31682000 51111000 50532000 |45213000 45300000 45400000 71200000 71300000 71400000 71500000 |48000000 |09310000 |09310000 |09310000 |09310000 |79342000 79416000 |64000000 79710000 |45213300 45213311 45213315 45213350 45220000 45300000 50710000 71200000 71300000 71400000 71500000 |33952000 |48000000 |34000000 |60112000 |45233125 |60000000 |60000000 |60112000 60000000 |80000000 |60000000 63000000 |60000000 |60100000 |60000000 |60000000 |60000000 |60000000 |60110000 |60110000 |60112000 |60000000 |60000000 |60000000 |60100000 |60100000 |60000000 |60000000 |60000000 |60000000 |31200000 60210000 |48000000 |98000000 |60000000 |60100000 |45431000 50700000 |45233100 |72611000 |71000000 |45100000 |34928470 |44221200 |44221200 |45440000 45451000 45454000 50700000 |48000000 |60000000 |66510000 |71311200 |30232100 |60000000 |60000000 |60000000 |60000000 |60000000 |60000000 |60000000 |60000000 |66518100 |72610000 |60000000 |60000000 |60110000 |60110000 |60110000 |50113000 |60112000 |60112000 |343"
"TRANSPORT FOR GREATER MANCHESTER","MINOR BUILDING WORKS","ECONOMY DIRECTORATE","2019-05-15","7625","31500000 31520000 |31120000 31682000 51111000 50532000 |45213000 45300000 45400000 71200000 71300000 71400000 71500000 |48000000 |09310000 |09310000 |09310000 |09310000 |79342000 79416000 |64000000 79710000 |45213300 45213311 45213315 45213350 45220000 45300000 50710000 71200000 71300000 71400000 71500000 |33952000 |48000000 |34000000 |60112000 |45233125 |60000000 |60000000 |60112000 60000000 |80000000 |60000000 63000000 |60000000 |60100000 |60000000 |60000000 |60000000 |60000000 |60110000 |60110000 |60112000 |60000000 |60000000 |60000000 |60100000 |60100000 |60000000 |60000000 |60000000 |60000000 |31200000 60210000 |48000000 |98000000 |60000000 |60100000 |45431000 50700000 |45233100 |72611000 |71000000 |45100000 |34928470 |44221200 |44221200 |45440000 45451000 45454000 50700000 |48000000 |60000000 |66510000 |71311200 |30232100 |60000000 |60000000 |60000000 |60000000 |60000000 |60000000 |60000000 |60000000 |66518100 |72610000 |60000000 |60000000 |60110000 |60110000 |60110000 |50113000 |60112000 |60112000 |343"
"TRANSPORT FOR GREATER MANCHESTER","MINOR BUILDING WORKS","PROPERTY AND HIGHWAYS","2019-07-16","9475","31500000 31520000 |31120000 31682000 51111000 50532000 |45213000 45300000 45400000 71200000 71300000 71400000 71500000 |48000000 |09310000 |09310000 |09310000 |09310000 |79342000 79416000 |64000000 79710000 |45213300 45213311 45213315 45213350 45220000 45300000 50710000 71200000 71300000 71400000 71500000 |33952000 |48000000 |34000000 |60112000 |45233125 |60000000 |60000000 |60112000 60000000 |80000000 |60000000 63000000 |60000000 |60100000 |60000000 |60000000 |60000000 |60000000 |60110000 |60110000 |60112000 |60000000 |60000000 |60000000 |60100000 |60100000 |60000000 |60000000 |60000000 |60000000 |31200000 60210000 |48000000 |98000000 |60000000 |60100000 |45431000 50700000 |45233100 |72611000 |71000000 |45100000 |34928470 |44221200 |44221200 |45440000 45451000 45454000 50700000 |48000000 |60000000 |66510000 |71311200 |30232100 |60000000 |60000000 |60000000 |60000000 |60000000 |60000000 |60000000 |60000000 |66518100 |72610000 |60000000 |60000000 |60110000 |60110000 |60110000 |50113000 |60112000 |60112000 |343"
"TRANSPORT FOR GREATER MANCHESTER","MINOR BUILDING WORKS","ECONOMY DIRECTORATE","2019-09-26","13500","31500000 31520000 |31120000 31682000 51111000 50532000 |45213000 45300000 45400000 71200000 71300000 71400000 71500000 |48000000 |09310000 |09310000 |09310000 |09310000 |79342000 79416000 |64000000 79710000 |45213300 45213311 45213315 45213350 45220000 45300000 50710000 71200000 71300000 71400000 71500000 |33952000 |48000000 |34000000 |60112000 |45233125 |60000000 |60000000 |60112000 60000000 |80000000 |60000000 63000000 |60000000 |60100000 |60000000 |60000000 |60000000 |60000000 |60110000 |60110000 |60112000 |60000000 |60000000 |60000000 |60100000 |60100000 |60000000 |60000000 |60000000 |60000000 |31200000 60210000 |48000000 |98000000 |60000000 |60100000 |45431000 50700000 |45233100 |72611000 |71000000 |45100000 |34928470 |44221200 |44221200 |45440000 45451000 45454000 50700000 |48000000 |60000000 |66510000 |71311200 |30232100 |60000000 |60000000 |60000000 |60000000 |60000000 |60000000 |60000000 |60000000 |66518100 |72610000 |60000000 |60000000 |60110000 |60110000 |60110000 |50113000 |60112000 |60112000 |343"
"TRANSPORT FOR GREATER MANCHESTER","STUDENT TRAVEL","EARLY HELP AND SCHOOLS","2015-01-08","56287.1","31500000 31520000 |31120000 31682000 51111000 50532000 |45213000 45300000 45400000 71200000 71300000 71400000 71500000 |48000000 |09310000 |09310000 |09310000 |09310000 |79342000 79416000 |64000000 79710000 |45213300 45213311 45213315 45213350 45220000 45300000 50710000 71200000 71300000 71400000 71500000 |33952000 |48000000 |34000000 |60112000 |45233125 |60000000 |60000000 |60112000 60000000 |80000000 |60000000 63000000 |60000000 |60100000 |60000000 |60000000 |60000000 |60000000 |60110000 |60110000 |60112000 |60000000 |60000000 |60000000 |60100000 |60100000 |60000000 |60000000 |60000000 |60000000 |31200000 60210000 |48000000 |98000000 |60000000 |60100000 |45431000 50700000 |45233100 |72611000 |71000000 |45100000 |34928470 |44221200 |44221200 |45440000 45451000 45454000 50700000 |48000000 |60000000 |66510000 |71311200 |30232100 |60000000 |60000000 |60000000 |60000000 |60000000 |60000000 |60000000 |60000000 |66518100 |72610000 |60000000 |60000000 |60110000 |60110000 |60110000 |50113000 |60112000 |60112000 |343"
"TRANSPORT FOR GREATER MANCHESTER","STUDENT TRAVEL","EARLY HELP AND SCHOOLS","2015-05-01","61411.4","31500000 31520000 |31120000 31682000 51111000 50532000 |45213000 45300000 45400000 71200000 71300000 71400000 71500000 |48000000 |09310000 |09310000 |09310000 |09310000 |79342000 79416000 |64000000 79710000 |45213300 45213311 45213315 45213350 45220000 45300000 50710000 71200000 71300000 71400000 71500000 |33952000 |48000000 |34000000 |60112000 |45233125 |60000000 |60000000 |60112000 60000000 |80000000 |60000000 63000000 |60000000 |60100000 |60000000 |60000000 |60000000 |60000000 |60110000 |60110000 |60112000 |60000000 |60000000 |60000000 |60100000 |60100000 |60000000 |60000000 |60000000 |60000000 |31200000 60210000 |48000000 |98000000 |60000000 |60100000 |45431000 50700000 |45233100 |72611000 |71000000 |45100000 |34928470 |44221200 |44221200 |45440000 45451000 45454000 50700000 |48000000 |60000000 |66510000 |71311200 |30232100 |60000000 |60000000 |60000000 |60000000 |60000000 |60000000 |60000000 |60000000 |66518100 |72610000 |60000000 |60000000 |60110000 |60110000 |60110000 |50113000 |60112000 |60112000 |343"
"TRANSPORT FOR GREATER MANCHESTER","STUDENT TRAVEL","EARLY HELP AND SCHOOLS","2015-08-20","57849.3","31500000 31520000 |31120000 31682000 51111000 50532000 |45213000 45300000 45400000 71200000 71300000 71400000 71500000 |48000000 |09310000 |09310000 |09310000 |09310000 |79342000 79416000 |64000000 79710000 |45213300 45213311 45213315 45213350 45220000 45300000 50710000 71200000 71300000 71400000 71500000 |33952000 |48000000 |34000000 |60112000 |45233125 |60000000 |60000000 |60112000 60000000 |80000000 |60000000 63000000 |60000000 |60100000 |60000000 |60000000 |60000000 |60000000 |60110000 |60110000 |60112000 |60000000 |60000000 |60000000 |60100000 |60100000 |60000000 |60000000 |60000000 |60000000 |31200000 60210000 |48000000 |98000000 |60000000 |60100000 |45431000 50700000 |45233100 |72611000 |71000000 |45100000 |34928470 |44221200 |44221200 |45440000 45451000 45454000 50700000 |48000000 |60000000 |66510000 |71311200 |30232100 |60000000 |60000000 |60000000 |60000000 |60000000 |60000000 |60000000 |60000000 |66518100 |72610000 |60000000 |60000000 |60110000 |60110000 |60110000 |50113000 |60112000 |60112000 |343"
"TRANSPORT FOR GREATER MANCHESTER","STUDENT TRAVEL","EARLY HELP AND SCHOOLS","2016-01-26","39212.9","31500000 31520000 |31120000 31682000 51111000 50532000 |45213000 45300000 45400000 71200000 71300000 71400000 71500000 |48000000 |09310000 |09310000 |09310000 |09310000 |79342000 79416000 |64000000 79710000 |45213300 45213311 45213315 45213350 45220000 45300000 50710000 71200000 71300000 71400000 71500000 |33952000 |48000000 |34000000 |60112000 |45233125 |60000000 |60000000 |60112000 60000000 |80000000 |60000000 63000000 |60000000 |60100000 |60000000 |60000000 |60000000 |60000000 |60110000 |60110000 |60112000 |60000000 |60000000 |60000000 |60100000 |60100000 |60000000 |60000000 |60000000 |60000000 |31200000 60210000 |48000000 |98000000 |60000000 |60100000 |45431000 50700000 |45233100 |72611000 |71000000 |45100000 |34928470 |44221200 |44221200 |45440000 45451000 45454000 50700000 |48000000 |60000000 |66510000 |71311200 |30232100 |60000000 |60000000 |60000000 |60000000 |60000000 |60000000 |60000000 |60000000 |66518100 |72610000 |60000000 |60000000 |60110000 |60110000 |60110000 |50113000 |60112000 |60112000 |343"
"TRANSPORT FOR GREATER MANCHESTER","STUDENT TRAVEL","EARLY HELP AND SCHOOLS","2016-05-09","38068.7","31500000 31520000 |31120000 31682000 51111000 50532000 |45213000 45300000 45400000 71200000 71300000 71400000 71500000 |48000000 |09310000 |09310000 |09310000 |09310000 |79342000 79416000 |64000000 79710000 |45213300 45213311 45213315 45213350 45220000 45300000 50710000 71200000 71300000 71400000 71500000 |33952000 |48000000 |34000000 |60112000 |45233125 |60000000 |60000000 |60112000 60000000 |80000000 |60000000 63000000 |60000000 |60100000 |60000000 |60000000 |60000000 |60000000 |60110000 |60110000 |60112000 |60000000 |60000000 |60000000 |60100000 |60100000 |60000000 |60000000 |60000000 |60000000 |31200000 60210000 |48000000 |98000000 |60000000 |60100000 |45431000 50700000 |45233100 |72611000 |71000000 |45100000 |34928470 |44221200 |44221200 |45440000 45451000 45454000 50700000 |48000000 |60000000 |66510000 |71311200 |30232100 |60000000 |60000000 |60000000 |60000000 |60000000 |60000000 |60000000 |60000000 |66518100 |72610000 |60000000 |60000000 |60110000 |60110000 |60110000 |50113000 |60112000 |60112000 |343"
"TRANSPORT FOR GREATER MANCHESTER","STUDENT TRAVEL","EARLY HELP AND SCHOOLS","2016-08-30","50784.8","31500000 31520000 |31120000 31682000 51111000 50532000 |45213000 45300000 45400000 71200000 71300000 71400000 71500000 |48000000 |09310000 |09310000 |09310000 |09310000 |79342000 79416000 |64000000 79710000 |45213300 45213311 45213315 45213350 45220000 45300000 50710000 71200000 71300000 71400000 71500000 |33952000 |48000000 |34000000 |60112000 |45233125 |60000000 |60000000 |60112000 60000000 |80000000 |60000000 63000000 |60000000 |60100000 |60000000 |60000000 |60000000 |60000000 |60110000 |60110000 |60112000 |60000000 |60000000 |60000000 |60100000 |60100000 |60000000 |60000000 |60000000 |60000000 |31200000 60210000 |48000000 |98000000 |60000000 |60100000 |45431000 50700000 |45233100 |72611000 |71000000 |45100000 |34928470 |44221200 |44221200 |45440000 45451000 45454000 50700000 |48000000 |60000000 |66510000 |71311200 |30232100 |60000000 |60000000 |60000000 |60000000 |60000000 |60000000 |60000000 |60000000 |66518100 |72610000 |60000000 |60000000 |60110000 |60110000 |60110000 |50113000 |60112000 |60112000 |343"
"TRANSPORT FOR GREATER MANCHESTER","STUDENT TRAVEL","EARLY HELP AND SCHOOLS","2017-01-09","33730.5","31500000 31520000 |31120000 31682000 51111000 50532000 |45213000 45300000 45400000 71200000 71300000 71400000 71500000 |48000000 |09310000 |09310000 |09310000 |09310000 |79342000 79416000 |64000000 79710000 |45213300 45213311 45213315 45213350 45220000 45300000 50710000 71200000 71300000 71400000 71500000 |33952000 |48000000 |34000000 |60112000 |45233125 |60000000 |60000000 |60112000 60000000 |80000000 |60000000 63000000 |60000000 |60100000 |60000000 |60000000 |60000000 |60000000 |60110000 |60110000 |60112000 |60000000 |60000000 |60000000 |60100000 |60100000 |60000000 |60000000 |60000000 |60000000 |31200000 60210000 |48000000 |98000000 |60000000 |60100000 |45431000 50700000 |45233100 |72611000 |71000000 |45100000 |34928470 |44221200 |44221200 |45440000 45451000 45454000 50700000 |48000000 |60000000 |66510000 |71311200 |30232100 |60000000 |60000000 |60000000 |60000000 |60000000 |60000000 |60000000 |60000000 |66518100 |72610000 |60000000 |60000000 |60110000 |60110000 |60110000 |50113000 |60112000 |60112000 |343"
"TRANSPORT FOR GREATER MANCHESTER","STUDENT TRAVEL","EARLY HELP AND SCHOOLS","2017-05-09","39073.6","31500000 31520000 |31120000 31682000 51111000 50532000 |45213000 45300000 45400000 71200000 71300000 71400000 71500000 |48000000 |09310000 |09310000 |09310000 |09310000 |79342000 79416000 |64000000 79710000 |45213300 45213311 45213315 45213350 45220000 45300000 50710000 71200000 71300000 71400000 71500000 |33952000 |48000000 |34000000 |60112000 |45233125 |60000000 |60000000 |60112000 60000000 |80000000 |60000000 63000000 |60000000 |60100000 |60000000 |60000000 |60000000 |60000000 |60110000 |60110000 |60112000 |60000000 |60000000 |60000000 |60100000 |60100000 |60000000 |60000000 |60000000 |60000000 |31200000 60210000 |48000000 |98000000 |60000000 |60100000 |45431000 50700000 |45233100 |72611000 |71000000 |45100000 |34928470 |44221200 |44221200 |45440000 45451000 45454000 50700000 |48000000 |60000000 |66510000 |71311200 |30232100 |60000000 |60000000 |60000000 |60000000 |60000000 |60000000 |60000000 |60000000 |66518100 |72610000 |60000000 |60000000 |60110000 |60110000 |60110000 |50113000 |60112000 |60112000 |343"
"TRANSPORT FOR GREATER MANCHESTER","STUDENT TRAVEL","EARLY HELP AND SCHOOLS","2017-09-05","38426.9","31500000 31520000 |31120000 31682000 51111000 50532000 |45213000 45300000 45400000 71200000 71300000 71400000 71500000 |48000000 |09310000 |09310000 |09310000 |09310000 |79342000 79416000 |64000000 79710000 |45213300 45213311 45213315 45213350 45220000 45300000 50710000 71200000 71300000 71400000 71500000 |33952000 |48000000 |34000000 |60112000 |45233125 |60000000 |60000000 |60112000 60000000 |80000000 |60000000 63000000 |60000000 |60100000 |60000000 |60000000 |60000000 |60000000 |60110000 |60110000 |60112000 |60000000 |60000000 |60000000 |60100000 |60100000 |60000000 |60000000 |60000000 |60000000 |31200000 60210000 |48000000 |98000000 |60000000 |60100000 |45431000 50700000 |45233100 |72611000 |71000000 |45100000 |34928470 |44221200 |44221200 |45440000 45451000 45454000 50700000 |48000000 |60000000 |66510000 |71311200 |30232100 |60000000 |60000000 |60000000 |60000000 |60000000 |60000000 |60000000 |60000000 |66518100 |72610000 |60000000 |60000000 |60110000 |60110000 |60110000 |50113000 |60112000 |60112000 |343"
"TRANSPORT FOR GREATER MANCHESTER","STUDENT TRAVEL","EARLY HELP AND SCHOOLS","2018-01-26","34486.7","31500000 31520000 |31120000 31682000 51111000 50532000 |45213000 45300000 45400000 71200000 71300000 71400000 71500000 |48000000 |09310000 |09310000 |09310000 |09310000 |79342000 79416000 |64000000 79710000 |45213300 45213311 45213315 45213350 45220000 45300000 50710000 71200000 71300000 71400000 71500000 |33952000 |48000000 |34000000 |60112000 |45233125 |60000000 |60000000 |60112000 60000000 |80000000 |60000000 63000000 |60000000 |60100000 |60000000 |60000000 |60000000 |60000000 |60110000 |60110000 |60112000 |60000000 |60000000 |60000000 |60100000 |60100000 |60000000 |60000000 |60000000 |60000000 |31200000 60210000 |48000000 |98000000 |60000000 |60100000 |45431000 50700000 |45233100 |72611000 |71000000 |45100000 |34928470 |44221200 |44221200 |45440000 45451000 45454000 50700000 |48000000 |60000000 |66510000 |71311200 |30232100 |60000000 |60000000 |60000000 |60000000 |60000000 |60000000 |60000000 |60000000 |66518100 |72610000 |60000000 |60000000 |60110000 |60110000 |60110000 |50113000 |60112000 |60112000 |343"
