"supplier_name","account_name","service","order_date","total_value","cpv_codes"
"BROXAP LIMITED","ENVIRONMENTAL WORKS LANDSCAPE","NEIGHBOURHOODS AND ENVIRONMENT","2017-09-08","11000","34928480 "
"BROXAP LIMITED","EQUIPMENT - GENERAL","NEIGHBOURHOODS AND ENVIRONMENT","2018-05-04","6300","34928480 |44400000 |34928480 |34928480 |44400000 |34928480 "
"BROXAP LIMITED","EQUIPMENT - GENERAL","NEIGHBOURHOODS AND ENVIRONMENT","2019-01-09","6750","34928480 |34928000 |34928480 |44400000 |34928480 "
"BROXAP LIMITED","EQUIPMENT - GENERAL","NEIGHBOURHOODS AND ENVIRONMENT","2019-03-27","6750","34928480 |34928480 |34928000 |34928480 |44400000 |34928480 |37400000 "
"BROXAP LIMITED","EQUIPMENT - GENERAL","NEIGHBOURHOODS AND ENVIRONMENT","2019-05-16","6750","34928480 |34928000 |34928480 |44400000 |34928480 |37400000 "
"BROXAP LIMITED","PURCHASE OF FURNITURE AND EQUIPMENT","NEIGHBOURHOODS AND ENVIRONMENT","2019-07-23","6750","34928480 |34928000 |34928480 |44400000 |34928480 |37400000 "
"CAMBIAN CHILDCARE LIMITED","OTHER LA`S - SEN PROVISION","EARLY HELP AND SCHOOLS","2019-12-24","34410.1","85000000 |85000000 |85000000 |85000000 |85000000 98000000 |85000000 98000000 85144000 85144100 |50000000 "
"CANAL AND RIVER TRUST","REPAIRS & ALTS OF BUILDINGS","PROPERTY AND HIGHWAYS","2019-06-19","15518.3","79000000 "
"CANAL AND RIVER TRUST","ROCHDALE CANAL MAINTENANCE","ECONOMY DIRECTORATE","2019-03-28","299874","79000000 "
"CANAL AND RIVER TRUST","ROCHDALE CANAL MAINTENANCE","ECONOMY DIRECTORATE","2019-08-22","154089","45442120 "
"CANAL AND RIVER TRUST","ROCHDALE CANAL MAINTENANCE","ECONOMY DIRECTORATE","2019-08-22","154089","45442120 "
"CAPITA BUSINESS SERVICES LIMITED","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","2017-03-02","114640","64100000 79811000 79823000 79824000 |48000000 72000000 |79620000 |48000000 |79714100 |48000000 72000000 |80000000 |80000000 |72000000 |72268000 |80000000 |72263000 |79811000 79810000 79820000 79823000 79824000 79800000 79900000 |72100000 |79342000 "
"CAPITA BUSINESS SERVICES LIMITED","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","2018-02-15","110569","64100000 79811000 79823000 79824000 |79600000 |72320000 |48610000 72320000 |48000000 72000000 |80000000 |79620000 |79620000 |48000000 |79620000 |79620000 |48000000 |48160000 |66110000 |80000000 |48000000 |79714100 |48000000 72000000 |80000000 |72000000 |72268000 |80000000 |66170000 66600000 70333000 71241000 71311000 71314000 71315000 71317000 71351000 71410000 71800000 72000000 73200000 79000000 85000000 90710000 |72263000 |79811000 79810000 79820000 79823000 79824000 79800000 79900000 |48440000 |79342000 "
"CAPITA BUSINESS SERVICES LIMITED","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","2019-03-15","36486.6","79510000 64214200 79311210 |48000000 72260000 72500000 |48000000 72260000 72500000 |48000000 |48000000 |64100000 79811000 79823000 79824000 |79600000 |75112000 |48000000 |79600000 |66000000 |72320000 |48610000 72320000 |48000000 72000000 |80000000 |72000000 |80000000 |72000000 |85141000 |80500000 |48000000 66000000 72000000 |80000000 |80000000 |80533100 |79632000 |48000000 |80000000 |80500000 |48000000 |72000000 |48000000 |48160000 |66110000 |80000000 |79714100 |48000000 72000000 |72000000 |72268000 |48000000 |66170000 66600000 70333000 71241000 71311000 71314000 71315000 71317000 71351000 71410000 71800000 72000000 73200000 79000000 85000000 90710000 |72263000 |79811000 79810000 79820000 79823000 79824000 79800000 79900000 |48440000 |79600000 79620000 |79342000 "
"CAPITA BUSINESS SERVICES LIMITED","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","2019-03-22","154539","79510000 64214200 79311210 |48000000 72260000 72500000 |48000000 72260000 72500000 |48000000 |48000000 |64100000 79811000 79823000 79824000 |79600000 |75112000 |48000000 |79600000 |66000000 |72320000 |48610000 72320000 |48000000 72000000 |80000000 |72000000 |80000000 |72000000 |85141000 |80500000 |48000000 66000000 72000000 |80000000 |80000000 |80533100 |79632000 |48000000 |80000000 |80500000 |48000000 |72000000 |48000000 |48160000 |66110000 |80000000 |79714100 |48000000 72000000 |72000000 |72268000 |48000000 |66170000 66600000 70333000 71241000 71311000 71314000 71315000 71317000 71351000 71410000 71800000 72000000 73200000 79000000 85000000 90710000 |72263000 |79811000 79810000 79820000 79823000 79824000 79800000 79900000 |48440000 |79600000 79620000 |79342000 "
"CAPITA BUSINESS SERVICES LIMITED","SOFTWARE","EARLY HELP AND SCHOOLS","2018-03-07","29400","64100000 79811000 79823000 79824000 |79600000 |72320000 |48610000 72320000 |48000000 72000000 |80000000 |80500000 |79620000 |79620000 |48000000 |79620000 |79620000 |48000000 |48160000 |66110000 |80000000 |48000000 |79714100 |48000000 72000000 |80000000 |72000000 |72268000 |80000000 |66170000 66600000 70333000 71241000 71311000 71314000 71315000 71317000 71351000 71410000 71800000 72000000 73200000 79000000 85000000 90710000 |72263000 |79811000 79810000 79820000 79823000 79824000 79800000 79900000 |48440000 |79342000 "
"CAPITA BUSINESS SERVICES LIMITED","SOFTWARE","FINANCE SERVICES","2014-10-13","11500","79620000 |79714100 |72263000 "
"CAPITA BUSINESS SERVICES LIMITED","SOFTWARE","FINANCE SERVICES","2014-11-18","8116","79620000 |79714100 |72263000 "
"CAPITA BUSINESS SERVICES LIMITED","SOFTWARE","FINANCE SERVICES","2015-02-10","50348.3","79620000 |79714100 |80000000 |72263000 "
"CAPITA BUSINESS SERVICES LIMITED","SOFTWARE","FINANCE SERVICES","2015-06-26","6000","79620000 |79714100 |72268000 |80000000 |72263000 "
"CAPITA BUSINESS SERVICES LIMITED","SOFTWARE","FINANCE SERVICES","2015-09-10","11500","73200000 |73300000 |79620000 |79714100 |72268000 |80000000 |72263000 |72100000 "
"CAPITA BUSINESS SERVICES LIMITED","SOFTWARE","FINANCE SERVICES","2015-09-10","11500","73200000 |73300000 |79620000 |79714100 |72268000 |80000000 |72263000 |72100000 "
"CAPITA BUSINESS SERVICES LIMITED","SOFTWARE","FINANCE SERVICES","2015-11-04","6973.7","73200000 |79620000 |79714100 |80500000 |72268000 |80000000 |72263000 |79811000 79810000 79820000 79823000 79824000 79800000 79900000 |72100000 "
"CAPITA BUSINESS SERVICES LIMITED","SOFTWARE","FINANCE SERVICES","2016-02-12","5640.05","79620000 |79714100 |73300000 |80500000 |72000000 |72268000 |80000000 |72263000 |79811000 79810000 79820000 79823000 79824000 79800000 79900000 |72100000 "
"CAPITA BUSINESS SERVICES LIMITED","SOFTWARE","FINANCE SERVICES","2016-03-15","50000","79620000 |79714100 |73300000 |80500000 |72000000 |72268000 |80000000 |72263000 |79811000 79810000 79820000 79823000 79824000 79800000 79900000 |72100000 "
"CAPITA BUSINESS SERVICES LIMITED","SOFTWARE","FINANCE SERVICES","2016-03-15","15823.4","79620000 |79714100 |73300000 |80500000 |72000000 |72268000 |80000000 |72263000 |79811000 79810000 79820000 79823000 79824000 79800000 79900000 |72100000 "
"CAPITA BUSINESS SERVICES LIMITED","SOFTWARE","FINANCE SERVICES","2016-07-12","6547","48000000 72000000 |79620000 |79714100 |80000000 |80500000 |72000000 |72268000 |80000000 |72263000 |79811000 79810000 79820000 79823000 79824000 79800000 79900000 |72100000 |79342000 "
"CAPITA BUSINESS SERVICES LIMITED","SOFTWARE","FINANCE SERVICES","2016-11-16","10204","64100000 79811000 79823000 79824000 |48000000 72000000 |79620000 |79714100 |48000000 72000000 |80000000 |80000000 |80000000 |72000000 |72268000 |80000000 |72263000 |79811000 79810000 79820000 79823000 79824000 79800000 79900000 |72100000 |79342000 "
"CAPITA BUSINESS SERVICES LIMITED","SOFTWARE","RESOURCES","2017-02-21","18000","64100000 79811000 79823000 79824000 |48000000 72000000 |79620000 |48000000 |79714100 |48000000 72000000 |80000000 |80000000 |72000000 |72268000 |80000000 |72263000 |79811000 79810000 79820000 79823000 79824000 79800000 79900000 |72100000 |79342000 "
"CAPITA BUSINESS SERVICES LIMITED","SOFTWARE","RESOURCES","2017-04-10","58000","64100000 79811000 79823000 79824000 |48000000 72000000 |79620000 |80000000 |48000000 |79714100 |48000000 72000000 |80000000 |80000000 |72000000 |72268000 |80000000 |66170000 66600000 70333000 71241000 71311000 71314000 71315000 71317000 71351000 71410000 71800000 72000000 73200000 79000000 85000000 90710000 |72263000 |79811000 79810000 79820000 79823000 79824000 79800000 79900000 |72100000 |79342000 "
"CAPITA BUSINESS SERVICES LIMITED","SOFTWARE","RESOURCES","2017-04-24","23000","64100000 79811000 79823000 79824000 |48000000 72000000 |79620000 |80000000 |48000000 |79714100 |48000000 72000000 |80000000 |80000000 |72000000 |72268000 |80000000 |66170000 66600000 70333000 71241000 71311000 71314000 71315000 71317000 71351000 71410000 71800000 72000000 73200000 79000000 85000000 90710000 |72263000 |79811000 79810000 79820000 79823000 79824000 79800000 79900000 |72100000 |79342000 "
"CAPITA BUSINESS SERVICES LIMITED","SOFTWARE","RESOURCES","2017-05-04","8331.65","64100000 79811000 79823000 79824000 |48000000 72000000 |79620000 |66110000 |80000000 |48000000 |79714100 |48000000 72000000 |80000000 |80000000 |72000000 |72268000 |80000000 |66170000 66600000 70333000 71241000 71311000 71314000 71315000 71317000 71351000 71410000 71800000 72000000 73200000 79000000 85000000 90710000 |72263000 |79811000 79810000 79820000 79823000 79824000 79800000 79900000 |72100000 |79342000 "
"CAPITA BUSINESS SERVICES LIMITED","SOFTWARE","RESOURCES","2018-01-30","59334","64100000 79811000 79823000 79824000 |79600000 |72320000 |48000000 72000000 |80000000 |79620000 |79620000 |48000000 |79620000 |79620000 |48000000 |48160000 |66110000 |80000000 |48000000 |79714100 |48000000 72000000 |80000000 |72000000 |72268000 |80000000 |66170000 66600000 70333000 71241000 71311000 71314000 71315000 71317000 71351000 71410000 71800000 72000000 73200000 79000000 85000000 90710000 |72263000 |79811000 79810000 79820000 79823000 79824000 79800000 79900000 |48440000 |79342000 "
"CAPITA BUSINESS SERVICES LIMITED","SOFTWARE","RESOURCES","2018-10-11","11500","79510000 64214200 79311210 |48000000 72260000 72500000 |48000000 72260000 72500000 |48000000 |64100000 79811000 79823000 79824000 |79600000 |48000000 |66000000 |72320000 |48610000 72320000 |48000000 72000000 |80000000 |80000000 |80000000 |80533100 |79632000 |79620000 |48000000 |80000000 |80500000 |48000000 |72000000 |48000000 |48160000 |66110000 |80000000 |48000000 |79714100 |48000000 72000000 |72000000 |72268000 |48000000 |66170000 66600000 70333000 71241000 71311000 71314000 71315000 71317000 71351000 71410000 71800000 72000000 73200000 79000000 85000000 90710000 |72263000 |79811000 79810000 79820000 79823000 79824000 79800000 79900000 |48440000 |79342000 "
"CAPITA BUSINESS SERVICES LIMITED","SOFTWARE","RESOURCES","2018-10-16","10767","79510000 64214200 79311210 |48000000 72260000 72500000 |48000000 72260000 72500000 |48000000 |64100000 79811000 79823000 79824000 |79600000 |48000000 |66000000 |72320000 |48610000 72320000 |48000000 72000000 |80000000 |80000000 |80000000 |80533100 |79632000 |79620000 |48000000 |80000000 |80500000 |48000000 |72000000 |48000000 |48160000 |66110000 |80000000 |48000000 |79714100 |48000000 72000000 |72000000 |72268000 |48000000 |66170000 66600000 70333000 71241000 71311000 71314000 71315000 71317000 71351000 71410000 71800000 72000000 73200000 79000000 85000000 90710000 |72263000 |79811000 79810000 79820000 79823000 79824000 79800000 79900000 |48440000 |79342000 "
"CAPITA BUSINESS SERVICES LIMITED","SOFTWARE","RESOURCES","2018-11-30","11750","79510000 64214200 79311210 |48000000 72260000 72500000 |48000000 72260000 72500000 |48000000 |64100000 79811000 79823000 79824000 |79600000 |75112000 |48000000 |79600000 |66000000 |72320000 |48610000 72320000 |48000000 72000000 |72000000 |80000000 |72000000 |80000000 |80000000 |80533100 |79632000 |79620000 |48000000 |80000000 |80500000 |48000000 |72000000 |48000000 |48160000 |66110000 |80000000 |48000000 |79714100 |48000000 72000000 |72000000 |72268000 |48000000 |66170000 66600000 70333000 71241000 71311000 71314000 71315000 71317000 71351000 71410000 71800000 72000000 73200000 79000000 85000000 90710000 |72263000 |79811000 79810000 79820000 79823000 79824000 79800000 79900000 |48440000 |79342000 "
"CAPITA BUSINESS SERVICES LIMITED","BANK CHARGES","RESOURCES","2018-12-14","10007","79510000 64214200 79311210 |48000000 72260000 72500000 |48000000 72260000 72500000 |48000000 |64100000 79811000 79823000 79824000 |79600000 |75112000 |48000000 |79600000 |66000000 |72320000 |48610000 72320000 |48000000 72000000 |72000000 |80000000 |72000000 |48000000 66000000 72000000 |80000000 |80000000 |80533100 |79632000 |79620000 |48000000 |80000000 |80500000 |48000000 |72000000 |48000000 |48160000 |66110000 |80000000 |48000000 |79714100 |48000000 72000000 |72000000 |72268000 |48000000 |66170000 66600000 70333000 71241000 71311000 71314000 71315000 71317000 71351000 71410000 71800000 72000000 73200000 79000000 85000000 90710000 |72263000 |79811000 79810000 79820000 79823000 79824000 79800000 79900000 |48440000 |79342000 "
"CAPITA BUSINESS SERVICES LIMITED","SOFTWARE","RESOURCES","2019-02-18","62826","79510000 64214200 79311210 |48000000 72260000 72500000 |48000000 72260000 72500000 |48000000 |48000000 |64100000 79811000 79823000 79824000 |79600000 |75112000 |48000000 |79600000 |66000000 |72320000 |48610000 72320000 |48000000 72000000 |72000000 |80000000 |72000000 |85141000 |80500000 |48000000 66000000 72000000 |80000000 |80000000 |80533100 |79632000 |48000000 |80000000 |80500000 |48000000 |72000000 |48000000 |48160000 |66110000 |80000000 |79714100 |48000000 72000000 |72000000 |72268000 |48000000 |66170000 66600000 70333000 71241000 71311000 71314000 71315000 71317000 71351000 71410000 71800000 72000000 73200000 79000000 85000000 90710000 |72263000 |79811000 79810000 79820000 79823000 79824000 79800000 79900000 |48440000 |79600000 79620000 |79342000 "
"CAPITA BUSINESS SERVICES LIMITED","SOFTWARE","RESOURCES","2019-04-15","5893","79510000 64214200 79311210 |48000000 72260000 72500000 |48000000 |48600000 |72320000 |48000000 |64100000 79811000 79823000 79824000 |79600000 |75112000 |48190000 48463000 48219300 |79600000 |66000000 |72320000 |48610000 72320000 |48000000 72000000 |48000000 |80000000 |80000000 |72000000 |80000000 |72000000 |85141000 |80500000 |48000000 66000000 72000000 |80000000 |80000000 |79632000 |48000000 |80000000 |80500000 |79512000 |48000000 |48000000 |48160000 |66110000 |79714100 |48000000 72000000 |72000000 |48000000 |79811000 79810000 79820000 79823000 79824000 79800000 79900000 |48440000 |79600000 79620000 |79342000 "
"CAPITA BUSINESS SERVICES LIMITED","SOFTWARE","RESOURCES","2019-07-18","60000","48000000 72000000 |79510000 64214200 79311210 |48000000 72260000 72500000 |48000000 72000000 |48000000 |48600000 |72320000 |48000000 |64100000 79811000 79823000 79824000 |79600000 |75112000 |48190000 48463000 48219300 |79600000 |66000000 |72320000 |48610000 72320000 |48000000 72000000 |66170000 |48000000 |80000000 |80000000 |72000000 |80000000 |72000000 |85141000 |80500000 |48000000 66000000 72000000 |80000000 |80000000 |79632000 |48000000 |80000000 |80500000 |79512000 |48000000 |48000000 |48160000 |66110000 |79714100 |48000000 72000000 |72000000 |48000000 |79811000 79810000 79820000 79823000 79824000 79800000 79900000 |48440000 |79600000 79620000 |72000000 |79342000 "
"CAPITA BUSINESS SERVICES LIMITED","BANK CHARGES","RESOURCES","2019-10-08","17042","48000000 72000000 |79510000 64214200 79311210 |48000000 72260000 72500000 |48000000 72000000 |48000000 |48600000 |80000000 |48000000 |79600000 |75112000 |48190000 48463000 48219300 |79600000 |66000000 |72320000 |48610000 72320000 |48000000 72000000 |66170000 |48000000 |80000000 |80000000 |80000000 |72000000 |85141000 |80500000 |48000000 66000000 72000000 |80000000 |80000000 |79632000 |48000000 |80000000 |80500000 |79512000 |48000000 |48000000 |48160000 |66110000 |79714100 |48000000 72000000 |72000000 |48000000 |48440000 |79600000 79620000 |72000000 |66170000 |79342000 "
"CAPITA BUSINESS SERVICES LIMITED","SOFTWARE","RESOURCES","2019-12-19","64329.5","48000000 72000000 |79510000 64214200 79311210 |48000000 72260000 72500000 |48000000 72000000 |48000000 |48600000 |80000000 |48000000 |79600000 |75112000 |48190000 48463000 48219300 |79600000 |66000000 |72320000 |48610000 72320000 |48000000 72000000 |72000000 |66170000 |48000000 |80000000 |80000000 |80000000 |72000000 |85141000 |80500000 |48000000 66000000 72000000 |80000000 |80000000 |79632000 |48000000 |80000000 |80500000 |79512000 |48000000 |48160000 |66110000 |79714100 |48000000 72000000 |72000000 |48000000 |48440000 |79600000 79620000 |72000000 |66170000 |79342000 "
"CAPITA BUSINESS SERVICES LIMITED","SOFTWARE","RESOURCES","2019-12-20","42000","48000000 72000000 |79510000 64214200 79311210 |48000000 72260000 72500000 |48000000 72000000 |48000000 |48600000 |80000000 |48000000 |79600000 |75112000 |48190000 48463000 48219300 |79600000 |66000000 |72320000 |48610000 72320000 |48000000 72000000 |72000000 |66170000 |48000000 |80000000 |80000000 |80000000 |72000000 |85141000 |80500000 |48000000 66000000 72000000 |80000000 |80000000 |79632000 |48000000 |80000000 |80500000 |79512000 |48000000 |48160000 |66110000 |79714100 |48000000 72000000 |72000000 |48000000 |48440000 |79600000 79620000 |72000000 |66170000 |79342000 "
"CAPITA BUSINESS SERVICES LIMITED","RECRUITMENT AGENCY FEES","RESOURCES","2017-03-23","10000","64100000 79811000 79823000 79824000 |48000000 72000000 |79620000 |48000000 |79714100 |48000000 72000000 |80000000 |80000000 |72000000 |72268000 |80000000 |72263000 |79811000 79810000 79820000 79823000 79824000 79800000 79900000 |72100000 |79342000 "
"CAPITA BUSINESS SERVICES LIMITED","SOFTWARE","CUSTOMERS & CORPORATE SERVICES","2015-02-02","157737","79620000 |79714100 |80000000 |72263000 "
"CAPITA BUSINESS SERVICES LIMITED","SOFTWARE","CUSTOMERS & CORPORATE SERVICES","2015-02-20","106573","79620000 |79714100 |80000000 |72263000 "
"CAPITA BUSINESS SERVICES LIMITED","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","2016-01-29","166266","79620000 |79714100 |73300000 |80500000 |72000000 |72268000 |80000000 |72263000 |79811000 79810000 79820000 79823000 79824000 79800000 79900000 |72100000 "
"CAPITA BUSINESS SERVICES LIMITED","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","2016-03-16","56882","79620000 |79714100 |73300000 |80500000 |72000000 |72268000 |80000000 |72263000 |79811000 79810000 79820000 79823000 79824000 79800000 79900000 |72100000 "
"CAPITA BUSINESS SERVICES LIMITED","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","2016-03-18","106573","79620000 |79714100 |73300000 |80500000 |72000000 |72268000 |80000000 |72263000 |79811000 79810000 79820000 79823000 79824000 79800000 79900000 |72100000 "
"CAPITA BUSINESS SERVICES LIMITED","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","2017-01-18","150453","64100000 79811000 79823000 79824000 |48000000 72000000 |79620000 |48000000 |79714100 |48000000 72000000 |80000000 |80000000 |72000000 |72268000 |80000000 |72263000 |79811000 79810000 79820000 79823000 79824000 79800000 79900000 |72100000 |79342000 "
"CAPITA RESOURCING LIMITED","RECRUITMENT AGENCY FEES","FINANCE SERVICES","2016-11-04","7500","48000000 79000000 |73000000 "
"CARE QUALITY COMMISSION","FEES / COMMISSION","LEARNING DIS & MENTAL HEALTH","2015-03-04","5553","73000000 |73200000 |73000000 |73300000 |79000000 |72000000 |79000000 |72000000 73000000 |73000000 |73220000 |30190000 "
"CDEC LIMITED","ACTIVITIES","NEIGHBOURHOODS AND ENVIRONMENT","2019-04-03","6067.55","30231310 38652100 45317000 50300000 92225000 |32321200 "
"CDEC LIMITED","PURCHASE OF ICT HARDWARE","NEIGHBOURHOODS AND ENVIRONMENT","2016-03-16","8757.32","32321200 |48512000 72212512 92225000 "
"CIPFA BUSINESS LIMITED","TRAINING-NON QUALIFICATION","RESOURCES","2017-02-13","6175","79200000 "
"CIPFA BUSINESS LIMITED","REFERENCE BOOKS/NEWSPAPERS/PERIODICALS","RESOURCES","2017-03-29","5890","79200000 "
"CIPFA BUSINESS LIMITED","REFERENCE BOOKS/NEWSPAPERS/PERIODICALS","RESOURCES","2018-01-31","6010","80532000 |48000000 72000000 |79200000 "
"CIPFA BUSINESS LIMITED","TRAINING-NON QUALIFICATION","RESOURCES","2018-02-05","6300","80532000 |48000000 72000000 |79200000 "
"CIPFA BUSINESS LIMITED","REFERENCE BOOKS/NEWSPAPERS/PERIODICALS","RESOURCES","2019-03-06","6190","80532000 |79980000 |48000000 72000000 "
"CIPFA BUSINESS LIMITED","TRAINING-NON QUALIFICATION","RESOURCES","2019-03-06","6405","80532000 |79980000 |48000000 72000000 "
"CIVICA UK LIMITED","ICT","NEIGHBOURHOODS AND ENVIRONMENT","2016-08-08","8447.12","72000000 |72261000 |72000000 |72263000 |33195000 38221000 48000000 50324100 64222000 72000000 75112000 75120000 79512000 80533000 90714100 "
"CIVICA UK LIMITED","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","2018-01-11","47676.5","48812000 |48160000 |72322000 |48217000 |48517000 |48000000 |48000000 |72000000 |48825000 |72261000 |64200000 72415000 |72000000 |48000000 |79512000 |72000000 |48000000 |48440000 |48440000 |79500000 79510000 |48000000 |48000000 |79512000 |72212218 72267000 |72000000 |48311000 |72000000 |72263000 |33195000 38221000 48000000 50324100 64222000 72000000 75112000 75120000 79512000 80533000 90714100 |48000000 |48000000 "
"CIVICA UK LIMITED","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","2018-03-06","16708","48000000 |48812000 |48160000 |72322000 |48217000 |48517000 |48000000 |48000000 |72000000 |48825000 |72261000 |64200000 72415000 |72000000 |48000000 |79512000 |72000000 |48000000 |48440000 |48440000 |79500000 79510000 |48000000 |48000000 |79512000 |72212218 72267000 |72000000 |48311000 |72000000 |72263000 |33195000 38221000 48000000 50324100 64222000 72000000 75112000 75120000 79512000 80533000 90714100 |48000000 |48000000 "
"CIVICA UK LIMITED","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","2018-03-14","16708","48000000 |48812000 |48160000 |72322000 |48217000 |48517000 |48000000 |48000000 |72000000 |48825000 |72261000 |64200000 72415000 |72000000 |48000000 |79512000 |72000000 |48000000 |48440000 |48440000 |79500000 79510000 |48000000 |48000000 |79512000 |72212218 72267000 |72000000 |48311000 |72000000 |72263000 |33195000 38221000 48000000 50324100 64222000 72000000 75112000 75120000 79512000 80533000 90714100 |48000000 |48000000 "
"CIVICA UK LIMITED","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","2018-03-26","42058.2","48000000 |48812000 |48160000 |72322000 |48217000 |48517000 |48000000 |48000000 |72000000 |48825000 |72261000 |64200000 72415000 |72000000 |48000000 |79512000 |72000000 |48000000 |48440000 |48440000 |79500000 79510000 |48000000 |48000000 |79512000 |72212218 72267000 |72000000 |48311000 |72000000 |72263000 |33195000 38221000 48000000 50324100 64222000 72000000 75112000 75120000 79512000 80533000 90714100 |48000000 |48000000 "
"CIVICA UK LIMITED","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","2018-12-19","24260.8","48000000 72000000 |72230000 |48812000 |48160000 |72262000 |48000000 72000000 |72227000 |48217000 |72000000 |72212600 |48517000 |72000000 |48000000 |72261000 |66100000 |72000000 |48100000 48611000 48612000 |48442000 |48000000 |48000000 |48000000 |48000000 72260000 |72000000 |72000000 |48000000 |79512000 |72000000 |48000000 |48000000 |48440000 |48440000 |79500000 79510000 |48000000 |48000000 |79512000 |72212218 72267000 |72000000 |48311000 |72000000 |48000000 |72263000 |33195000 38221000 48000000 50324100 64222000 72000000 75112000 75120000 79512000 80533000 90714100 |48000000 |48311100 63121000 72300000 72512000 79995100 79996100 79999100 92512100 "
"CIVICA UK LIMITED","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","2019-01-03","22605","48000000 72000000 |72230000 |48812000 |48160000 |72262000 |48000000 72000000 |72227000 |48217000 |72000000 |72212600 |48517000 |72000000 |48000000 |72261000 |66100000 |72000000 |48100000 48611000 48612000 |48442000 |48000000 |48000000 |48000000 |48000000 72260000 |72000000 |72000000 |48000000 |79512000 |72000000 |48000000 |48000000 |48440000 |48440000 |79500000 79510000 |48000000 |48000000 |79512000 |72212218 72267000 |72000000 |48311000 |72000000 |48000000 |72263000 |33195000 38221000 48000000 50324100 64222000 72000000 75112000 75120000 79512000 80533000 90714100 |48000000 |48311100 63121000 72300000 72512000 79995100 79996100 79999100 92512100 "
"CIVICA UK LIMITED","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","2019-04-08","42058.2","48000000 72000000 |48000000 |48000000 |72230000 |48812000 |48160000 |72262000 |48000000 72000000 |48442000 |72227000 |48217000 |48000000 |72000000 |72212600 |48517000 |48000000 |72261000 |66100000 |72000000 |48100000 48611000 48612000 |48442000 |48000000 |48000000 |48000000 |72000000 |72000000 |48000000 |79512000 |72000000 |48000000 |48000000 |48440000 |48440000 |79500000 79510000 |48000000 |79512000 |72212218 72267000 |72000000 |48311000 |72000000 |48000000 |48000000 |48311100 63121000 72300000 72512000 79995100 79996100 79999100 92512100 "
"CIVICA UK LIMITED","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","2019-04-09","12531","48000000 72000000 |48000000 |48000000 |72230000 |48812000 |48160000 |72262000 |48000000 72000000 |48442000 |72227000 |48217000 |48000000 |72000000 |72212600 |48517000 |48000000 |72261000 |66100000 |72000000 |48100000 48611000 48612000 |48442000 |48000000 |48000000 |48000000 |72000000 |72000000 |48000000 |79512000 |72000000 |48000000 |48000000 |48440000 |48440000 |79500000 79510000 |48000000 |79512000 |72212218 72267000 |72000000 |48311000 |72000000 |48000000 |48000000 |48311100 63121000 72300000 72512000 79995100 79996100 79999100 92512100 "
"CIVICA UK LIMITED","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","2019-11-13","19500","48000000 72000000 |48000000 |48000000 |48000000 |72230000 |48000000 |72300000 |48812000 |48160000 |66000000 79000000 |72211000 |72000000 70333000 75123000 |48000000 |48000000 |72262000 |48600000 |48000000 |48000000 60000000 |39310000 48100000 |48612000 |72000000 |72000000 |72590000 72610000 |48000000 72000000 |48442000 |48612000 |48000000 72261000 72266000 |48217000 |48000000 |48517000 |48000000 |66100000 |72000000 |48100000 48611000 48612000 |48442000 |48000000 |48000000 |48000000 |72000000 |72000000 |48000000 |79512000 |72000000 |48000000 |48000000 |48440000 |48440000 |79500000 79510000 |48000000 |79512000 |72000000 |48311000 |48000000 |48000000 |48311100 63121000 72300000 72512000 79995100 79996100 79999100 92512100 |72000000 "
"CIVICA UK LIMITED","AGENCY STAFF","FINANCE SERVICES","2014-12-16","38480","72000000 |72263000 |33195000 38221000 48000000 50324100 64222000 72000000 75112000 75120000 79512000 80533000 90714100 "
"CIVICA UK LIMITED","AGENCY STAFF","FINANCE SERVICES","2015-03-23","28860","72000000 |72263000 |33195000 38221000 48000000 50324100 64222000 72000000 75112000 75120000 79512000 80533000 90714100 "
"CIVICA UK LIMITED","SOFTWARE","CUSTOMERS & CORPORATE SERVICES","2015-03-27","140808","72000000 |72263000 |33195000 38221000 48000000 50324100 64222000 72000000 75112000 75120000 79512000 80533000 90714100 "
"CIVICA UK LIMITED","AGENCY STAFF","FINANCE SERVICES","2015-06-19","28860","72000000 |72263000 |33195000 38221000 48000000 50324100 64222000 72000000 75112000 75120000 79512000 80533000 90714100 "
