"supplier_name","account_name","service","order_date","total_value","cpv_codes"
"TAMESIDE METROPOLITAN BOROUGH COUNCIL","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","2017-09-25","14200","60120000 |34100000 |34000000 |85300000 |85000000 |34100000 |34100000 |03000000 |48800000 |03000000 |85000000 |85000000 |30000000 |85000000 |92312212 |85000000 |85300000 "
"TAMESIDE METROPOLITAN BOROUGH COUNCIL","ACTIVITIES","ECONOMY DIRECTORATE","2019-06-11","9000","60120000 |34000000 |79419000 |79211110 79631000 85000000 |45210000 |85000000 |34144900 |90000000 |33192600 50750000 |85000000 |85000000 |90700000 |30200000 |42350000 98370000 98371000 98371100 |48311100 |45000000 50800000 |85300000 |85000000 |48800000 |85000000 |85000000 |15000000 60180000 |15810000 |03142500 15000000 |22000000 |71351600 "
"TAMESIDE METROPOLITAN BOROUGH COUNCIL","SUBSCRIPTIONS","PHYSICAL DIS & OLDER PEOPLE","2016-09-28","5000","43000000 |34000000 |34100000 |50111000 50111100 50111110 |45000000 |34130000 34140000 |30000000 |85000000 "
"TAMESIDE METROPOLITAN BOROUGH COUNCIL","ACTIVITIES","PHYSICAL DIS & OLDER PEOPLE","2017-06-06","50000","34000000 |85000000 |34100000 |34100000 |03000000 |03000000 |85000000 |85000000 |34130000 34140000 |30000000 |85000000 |85300000 "
"TAMESIDE METROPOLITAN BOROUGH COUNCIL","SUBSCRIPTIONS","PHYSICAL DIS & OLDER PEOPLE","2017-11-03","5000","60120000 |34100000 |34000000 |79211110 79631000 85000000 |85300000 |85000000 |85000000 |34100000 |34100000 |03000000 |48800000 |03000000 |85000000 |85000000 |30000000 |85000000 |92312212 |85000000 |85300000 "
"TAMESIDE METROPOLITAN BOROUGH COUNCIL","ACTIVITIES","PHYSICAL DIS & OLDER PEOPLE","2017-11-28","50000","60120000 |34100000 |34000000 |79211110 79631000 85000000 |85300000 |85000000 |85000000 |34100000 |34100000 |03000000 |48800000 |03000000 |85000000 |85000000 |30000000 |85000000 |92312212 |85000000 |85300000 "
"TAMESIDE METROPOLITAN BOROUGH COUNCIL","SERVICE LEVEL AGREEMENTS","ADULT CARE LCO FUNCTIONS","2018-06-05","50000","60120000 |34100000 |16000000 16700000 43000000 |34000000 |79211110 79631000 85000000 |45210000 |85300000 |85000000 |85000000 |85000000 |48800000 |85000000 |85000000 |92312212 |85000000 |60120000 |34100000 |16000000 16700000 43000000 |34000000 |79211110 79631000 85000000 |45210000 |85300000 |85000000 |85000000 |85000000 |48800000 |85000000 |85000000 |92312212 |85000000 "
"TAMESIDE METROPOLITAN BOROUGH COUNCIL","SUBSCRIPTIONS","ADULT CARE LCO FUNCTIONS","2018-12-27","7500","60120000 |34000000 |79419000 |79211110 79631000 85000000 |45210000 |85000000 |90000000 |33192600 50750000 |85000000 |85000000 |34100000 34130000 34140000 |90700000 |45000000 |85000000 |48800000 |85000000 |85000000 |92312212 |22000000 |71351600 |85000000 "
"TAMESIDE METROPOLITAN BOROUGH COUNCIL","SUBSCRIPTIONS","ADULT CARE LCO FUNCTIONS","2019-03-11","7500","60120000 |34000000 |79419000 |79211110 79631000 85000000 |45210000 |85000000 |90000000 |33192600 50750000 |85000000 |85000000 |34100000 34130000 34140000 |90700000 |30200000 |85000000 |48800000 |85000000 |85000000 |92312212 |22000000 |71351600 |85000000 "
"TAMESIDE METROPOLITAN BOROUGH COUNCIL","SUBSCRIPTIONS","ADULT CARE LCO FUNCTIONS","2019-05-16","7500","60120000 |34000000 |79419000 |79211110 79631000 85000000 |45210000 |85000000 |90000000 |33192600 50750000 |85000000 |85000000 |34100000 34130000 34140000 |90700000 |30200000 |42350000 98370000 98371000 98371100 |48311100 |45000000 50800000 |85300000 |85000000 |48800000 |85000000 |85000000 |15000000 60180000 |03142500 15000000 |22000000 |71351600 "
"TAMESIDE METROPOLITAN BOROUGH COUNCIL","FOSTER PARENTS BASIC ALLOWANCE","CHILDREN’S SOCIAL CARE","2017-07-06","5540","34100000 |34000000 |92312212 |85000000 |34100000 |34100000 |03000000 |03000000 |85000000 |85000000 |34130000 34140000 |30000000 |85000000 |85000000 |85300000 "
"THALES UK LIMITED","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","2019-11-14","22716","75220000 |35722000 |72000000 |48130000 |72000000 |72000000 |72000000 |34740000 |48000000 |50100000 |50100000 |35613000 |48822000 51611000 71356300 "
"THALES UK LIMITED","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","2016-05-25","5768","35420000 |35520000 |34740000 |39162000 "
"THALES UK LIMITED","SOFTWARE","NEIGHBOURHOODS AND ENVIRONMENT","2017-05-08","15120","50334400 |35420000 |35341000 |35520000 "
"THE MANCHESTER COLLEGE","OTHER EST - SEN PROVISION","EARLY HELP AND SCHOOLS","2019-03-17","5830","79341200 |39130000 |03000000 48000000 |30200000 |66000000 |79212000 |77000000 |30000000 |48800000 |30000000 |79610000 |80511000 80532000 80420000 80610000 80533100 80570000 80533200 80550000 "
"THE PENNINE ACUTE HOSPITALS NHS TRUST","MORTUARY CHARGES","NEIGHBOURHOODS AND ENVIRONMENT","2019-06-18","190000","32410000 |98370000 |32320000 |85121251 |85000000 |85000000 |98310000 39515000 39518000 50830000 85112000 |98311000 80562000 98311100 98311200 80531200 80561000 79400000 92312212 79410000 90713000 80550000 73220000 |79620000 |98311000 |98311000 |98311100 "
"THE PENNINE ACUTE HOSPITALS NHS TRUST","OCCUPATIONAL HEALTH","EARLY HELP AND SCHOOLS","2015-08-14","10584","85150000 |90911000 "
"THE PENNINE ACUTE HOSPITALS NHS TRUST","OCCUPATIONAL HEALTH","EARLY HELP AND SCHOOLS","2015-08-21","7836","85150000 |90911000 "
"THE PENNINE ACUTE HOSPITALS NHS TRUST","OCCUPATIONAL HEALTH","EARLY HELP AND SCHOOLS","2016-04-01","8533","85150000 |85000000 |98310000 39515000 39518000 50830000 85112000 |90911000 "
"THE PENNINE ACUTE HOSPITALS NHS TRUST","PH OTHER CONTRACTS","PUBLIC HEALTH","2015-07-22","14969","85150000 |90911000 "
"THE PENNINE ACUTE HOSPITALS NHS TRUST","PH OTHER CONTRACTS","PUBLIC HEALTH","2015-07-22","8385","85150000 |90911000 "
"THE PENNINE ACUTE HOSPITALS NHS TRUST","PH OTHER CONTRACTS","PUBLIC HEALTH","2015-07-22","18260","85150000 |90911000 "
"THE PENNINE ACUTE HOSPITALS NHS TRUST","PH OTHER CONTRACTS","PUBLIC HEALTH","2015-07-24","14969","85150000 |90911000 "
"THE PENNINE ACUTE HOSPITALS NHS TRUST","PH OTHER CONTRACTS","PUBLIC HEALTH","2015-07-24","18260","85150000 |90911000 "
"THE PENNINE ACUTE HOSPITALS NHS TRUST","PH OTHER CONTRACTS","PUBLIC HEALTH","2015-08-18","14969","85150000 |90911000 "
"THE PENNINE ACUTE HOSPITALS NHS TRUST","PH OTHER CONTRACTS","PUBLIC HEALTH","2015-09-15","14969","85150000 |90911000 "
"THE PENNINE ACUTE HOSPITALS NHS TRUST","PH OTHER CONTRACTS","PUBLIC HEALTH","2015-10-13","14969","85150000 |90911000 "
"THE PENNINE ACUTE HOSPITALS NHS TRUST","PH OTHER CONTRACTS","PUBLIC HEALTH","2015-11-17","14969","85150000 |90911000 "
"THE PENNINE ACUTE HOSPITALS NHS TRUST","PH PENNINE ACUTE CONTRACT","PUBLIC HEALTH","2015-12-17","14969","85150000 |85000000 |98310000 39515000 39518000 50830000 85112000 |90911000 "
"THE PENNINE ACUTE HOSPITALS NHS TRUST","PH OTHER CONTRACTS","PUBLIC HEALTH","2016-01-18","14969","85150000 |85000000 |98310000 39515000 39518000 50830000 85112000 |90911000 "
"THE PENNINE ACUTE HOSPITALS NHS TRUST","PH OTHER CONTRACTS","PUBLIC HEALTH","2016-02-16","14969","85150000 |85000000 |98310000 39515000 39518000 50830000 85112000 |90911000 "
"THE PENNINE ACUTE HOSPITALS NHS TRUST","PH PENNINE CARE CONTRACT","PUBLIC HEALTH","2016-11-02","21012","85000000 |85000000 |98310000 39515000 39518000 50830000 85112000 |90911000 "
"THE PENNINE ACUTE HOSPITALS NHS TRUST","PH PENNINE CARE CONTRACT","PUBLIC HEALTH","2017-01-09","21478","85000000 |85000000 |98310000 39515000 39518000 50830000 85112000 |98311000 |98311100 |90911000 "
"THE PENNINE ACUTE HOSPITALS NHS TRUST","PH PENNINE CARE CONTRACT","PUBLIC HEALTH","2017-02-23","8938.64","85000000 |85000000 |98310000 39515000 39518000 50830000 85112000 |98311000 |98311100 |90911000 "
"THE PENNINE ACUTE HOSPITALS NHS TRUST","PH PENNINE CARE CONTRACT","PUBLIC HEALTH","2017-03-03","10288.9","85000000 |85000000 |98310000 39515000 39518000 50830000 85112000 |98311000 |98311100 |90911000 "
"THE PENNINE ACUTE HOSPITALS NHS TRUST","PH PENNINE CARE CONTRACT","PUBLIC HEALTH","2017-03-08","10288.9","85000000 |85000000 |98310000 39515000 39518000 50830000 85112000 |98311000 |98311100 |90911000 "
"THE PENNINE ACUTE HOSPITALS NHS TRUST","PH OTHER CONTRACTS","PUBLIC HEALTH","2017-03-16","49779.2","85000000 |85000000 |98310000 39515000 39518000 50830000 85112000 |98311000 |98311100 |90911000 "
"THE PENNINE ACUTE HOSPITALS NHS TRUST","PH PENNINE CARE CONTRACT","PUBLIC HEALTH","2017-05-05","10288.9","85000000 |85000000 |85000000 |98310000 39515000 39518000 50830000 85112000 |98311000 |98311100 |90911000 "
"THE PENNINE ACUTE HOSPITALS NHS TRUST","PH OTHER CONTRACTS","PUBLIC HEALTH","2017-11-28","5919","85000000 |85000000 |85000000 |98310000 39515000 39518000 50830000 85112000 |98311000 |98311100 "
"THE PENNINE ACUTE HOSPITALS NHS TRUST","PH OTHER CONTRACTS","PUBLIC HEALTH","2017-11-28","6324","85000000 |85000000 |85000000 |98310000 39515000 39518000 50830000 85112000 |98311000 |98311100 "
"THE PENNINE ACUTE HOSPITALS NHS TRUST","PH OTHER CONTRACTS","PUBLIC HEALTH","2017-12-06","5468","85000000 |85000000 |85000000 |98310000 39515000 39518000 50830000 85112000 |98311000 |98311100 "
"THE PENNINE ACUTE HOSPITALS NHS TRUST","PH PENNINE ACUTE CONTRACT","PUBLIC HEALTH","2018-04-11","10288.9","85000000 |85000000 |85000000 |98310000 39515000 39518000 50830000 85112000 |98311000 |98311100 |85150000 |85000000 |85000000 |85000000 |98310000 39515000 39518000 50830000 85112000 |98311000 |98311100 |85150000 "
"THE PENNINE ACUTE HOSPITALS NHS TRUST","PH OTHER CONTRACTS","PUBLIC HEALTH","2018-04-16","5416","85000000 |85000000 |85000000 |98310000 39515000 39518000 50830000 85112000 |98311000 |98311100 |85150000 |85000000 |85000000 |85000000 |98310000 39515000 39518000 50830000 85112000 |98311000 |98311100 |85150000 "
"THE PENNINE ACUTE HOSPITALS NHS TRUST","PH OTHER CONTRACTS","PUBLIC HEALTH","2018-10-26","6431","85000000 |85000000 |85000000 |98310000 39515000 39518000 50830000 85112000 |98311000 |98311000 |98311100 |85150000 "
"THE PENNINE ACUTE HOSPITALS NHS TRUST","PH OTHER CONTRACTS","PUBLIC HEALTH","2018-10-26","5545","85000000 |85000000 |85000000 |98310000 39515000 39518000 50830000 85112000 |98311000 |98311000 |98311100 |85150000 "
"THE PENNINE ACUTE HOSPITALS NHS TRUST","PH OTHER CONTRACTS","PUBLIC HEALTH","2019-01-15","5586","85121251 |85000000 |85000000 |85000000 |98310000 39515000 39518000 50830000 85112000 |98311000 |98311000 |98311100 |85150000 "
"THE PENNINE ACUTE HOSPITALS NHS TRUST","PH OTHER CONTRACTS","PUBLIC HEALTH","2019-01-15","6490","85121251 |85000000 |85000000 |85000000 |98310000 39515000 39518000 50830000 85112000 |98311000 |98311000 |98311100 |85150000 "
"THE PENNINE ACUTE HOSPITALS NHS TRUST","PH OTHER CONTRACTS","PUBLIC HEALTH","2019-01-15","5951","85121251 |85000000 |85000000 |85000000 |98310000 39515000 39518000 50830000 85112000 |98311000 |98311000 |98311100 |85150000 "
"THE PENNINE ACUTE HOSPITALS NHS TRUST","PH PENNINE ACUTE CONTRACT","PUBLIC HEALTH","2019-03-22","10288.9","32410000 |32320000 |85121251 |85000000 |85000000 |85000000 |98310000 39515000 39518000 50830000 85112000 |98311000 |98311000 |98311100 |85150000 "
"THE PENNINE ACUTE HOSPITALS NHS TRUST","PH OTHER CONTRACTS","PUBLIC HEALTH","2019-04-16","9161","32410000 |98370000 |32320000 |85121251 |85000000 |85000000 |98310000 39515000 39518000 50830000 85112000 |79620000 |98311000 |98311000 |98311100 "
"THE PENNINE ACUTE HOSPITALS NHS TRUST","PH OTHER CONTRACTS","PUBLIC HEALTH","2019-06-17","6773","32410000 |98370000 |32320000 |85121251 |85000000 |85000000 |98310000 39515000 39518000 50830000 85112000 |98311000 80562000 98311100 98311200 80531200 80561000 79400000 92312212 79410000 90713000 80550000 73220000 |79620000 |98311000 |98311000 |98311100 "
"THE PENNINE ACUTE HOSPITALS NHS TRUST","PH OTHER CONTRACTS","PUBLIC HEALTH","2019-06-17","6888","32410000 |98370000 |32320000 |85121251 |85000000 |85000000 |98310000 39515000 39518000 50830000 85112000 |98311000 80562000 98311100 98311200 80531200 80561000 79400000 92312212 79410000 90713000 80550000 73220000 |79620000 |98311000 |98311000 |98311100 "
"THE PENNINE ACUTE HOSPITALS NHS TRUST","PH OTHER CONTRACTS","PUBLIC HEALTH","2019-07-03","10800","32410000 |98370000 |32320000 |85121251 |85000000 |85000000 |98310000 39515000 39518000 50830000 85112000 |98311000 80562000 98311100 98311200 80531200 80561000 79400000 92312212 79410000 90713000 80550000 73220000 |79620000 |98311000 |98311000 |98311100 "
"THE PENNINE ACUTE HOSPITALS NHS TRUST","PH OTHER CONTRACTS","PUBLIC HEALTH","2019-07-26","12350","32410000 |98370000 |32320000 |85121251 |85000000 |85000000 |98310000 39515000 39518000 50830000 85112000 |98311000 80562000 98311100 98311200 80531200 80561000 79400000 92312212 79410000 90713000 80550000 73220000 |79620000 |98311000 |98311000 |98311100 "
"THE PENNINE ACUTE HOSPITALS NHS TRUST","PH OTHER CONTRACTS","PUBLIC HEALTH","2019-10-21","13612","32410000 |98370000 |32320000 |85121251 |79540000 |85000000 |85000000 |98310000 39515000 39518000 50830000 85112000 |98311000 80562000 98311100 98311200 80531200 80561000 79400000 92312212 79410000 90713000 80550000 73220000 |79620000 |98311000 |98311000 |98311100 "
"THE PENNINE ACUTE HOSPITALS NHS TRUST","OCCUPATIONAL HEALTH","CUSTOMERS & CORPORATE SERVICES","2015-08-04","78108","85150000 |90911000 "
"THE PENNINE ACUTE HOSPITALS NHS TRUST","AGENCY STAFF","PHYSICAL DIS & OLDER PEOPLE","2015-08-04","34920","85150000 |90911000 "
"THE PENNINE ACUTE HOSPITALS NHS TRUST","CONTRACTS","BETTER CARE FUND POOLED BUDGET","2016-02-05","458333","85150000 |85000000 |98310000 39515000 39518000 50830000 85112000 |90911000 "
"THE PENNINE ACUTE HOSPITALS NHS TRUST","CONTRACTS","BETTER CARE FUND POOLED BUDGET","2016-03-01","458333","85150000 |85000000 |98310000 39515000 39518000 50830000 85112000 |90911000 "
"THE PENNINE ACUTE HOSPITALS NHS TRUST","CONTRACTS","BETTER CARE FUND POOLED BUDGET","2016-03-01","458333","85150000 |85000000 |98310000 39515000 39518000 50830000 85112000 |90911000 "
"THE PENNINE ACUTE HOSPITALS NHS TRUST","CONTRACTS","BETTER CARE FUND POOLED BUDGET","2016-03-15","458333","85150000 |85000000 |98310000 39515000 39518000 50830000 85112000 |90911000 "
"THE PENNINE ACUTE HOSPITALS NHS TRUST","AGENCY STAFF","PHYSICAL DIS & OLDER PEOPLE","2016-06-07","38400","85000000 |98310000 39515000 39518000 50830000 85112000 |90911000 "
"THE PENNINE ACUTE HOSPITALS NHS TRUST","SERVICE LEVEL AGREEMENTS","PHYSICAL DIS & OLDER PEOPLE","2016-09-14","10000","85000000 |85000000 |98310000 39515000 39518000 50830000 85112000 |90911000 "
"THE PENNINE ACUTE HOSPITALS NHS TRUST","CONTRACTS","BETTER CARE FUND POOLED BUDGET","2017-01-09","469167","85000000 |85000000 |98310000 39515000 39518000 50830000 85112000 |98311000 |98311100 |90911000 "
"THE PENNINE ACUTE HOSPITALS NHS TRUST","CONTRACTS","BETTER CARE FUND POOLED BUDGET","2017-02-06","469167","85000000 |85000000 |98310000 39515000 39518000 50830000 85112000 |98311000 |98311100 |90911000 "
"THE PENNINE ACUTE HOSPITALS NHS TRUST","SERVICE LEVEL AGREEMENTS","PHYSICAL DIS & OLDER PEOPLE","2017-03-02","16666.7","85000000 |85000000 |98310000 39515000 39518000 50830000 85112000 |98311000 |98311100 |90911000 "
"THE PENNINE ACUTE HOSPITALS NHS TRUST","CONTRACTS","BETTER CARE FUND POOLED BUDGET","2017-04-21","469637","85000000 |85000000 |85000000 |98310000 39515000 39518000 50830000 85112000 |98311000 |98311100 |90911000 "
"THE PENNINE ACUTE HOSPITALS NHS TRUST","CONTRACTS","BETTER CARE FUND POOLED BUDGET","2017-05-09","469637","85000000 |85000000 |85000000 |98310000 39515000 39518000 50830000 85112000 |98311000 |98311100 |90911000 "
"THE PENNINE ACUTE HOSPITALS NHS TRUST","AGENCY STAFF","PHYSICAL DIS & OLDER PEOPLE","2017-06-05","38400","85000000 |85000000 |85000000 |98310000 39515000 39518000 50830000 85112000 |98311000 |98311100 |90911000 "
"THE PENNINE ACUTE HOSPITALS NHS TRUST","CONTRACTS","BETTER CARE FUND POOLED BUDGET","2017-06-06","469637","85000000 |85000000 |85000000 |98310000 39515000 39518000 50830000 85112000 |98311000 |98311100 |90911000 "
"THE PENNINE ACUTE HOSPITALS NHS TRUST","SERVICE LEVEL AGREEMENTS","PHYSICAL DIS & OLDER PEOPLE","2017-07-04","5831","85000000 |85000000 |85000000 |98310000 39515000 39518000 50830000 85112000 |98311000 |98311100 |90911000 "
"THE PENNINE ACUTE HOSPITALS NHS TRUST","CONTRACTS","BETTER CARE FUND POOLED BUDGET","2017-07-06","469637","85000000 |85000000 |85000000 |98310000 39515000 39518000 50830000 85112000 |98311000 |98311100 "
"THE PENNINE ACUTE HOSPITALS NHS TRUST","CONTRACTS","BETTER CARE FUND POOLED BUDGET","2017-08-07","469637","85000000 |85000000 |85000000 |98310000 39515000 39518000 50830000 85112000 |98311000 |98311100 "
"THE PENNINE ACUTE HOSPITALS NHS TRUST","CONTRACTS","BETTER CARE FUND POOLED BUDGET","2017-11-17","469637","85000000 |85000000 |85000000 |98310000 39515000 39518000 50830000 85112000 |98311000 |98311100 "
"THE PENNINE ACUTE HOSPITALS NHS TRUST","CONTRACTS","BETTER CARE FUND POOLED BUDGET","2017-11-17","469637","85000000 |85000000 |85000000 |98310000 39515000 39518000 50830000 85112000 |98311000 |98311100 "
"THE PENNINE ACUTE HOSPITALS NHS TRUST","CONTRACTS","BETTER CARE FUND POOLED BUDGET","2017-11-24","469637","85000000 |85000000 |85000000 |98310000 39515000 39518000 50830000 85112000 |98311000 |98311100 "
"THE PENNINE ACUTE HOSPITALS NHS TRUST","SERVICE LEVEL AGREEMENTS","PHYSICAL DIS & OLDER PEOPLE","2018-02-28","13333.3","85000000 |85000000 |85000000 |98310000 39515000 39518000 50830000 85112000 |98311000 |98311100 "
"THE PENNINE ACUTE HOSPITALS NHS TRUST","SERVICE LEVEL AGREEMENTS","PHYSICAL DIS & OLDER PEOPLE","2018-02-28","20000","85000000 |85000000 |85000000 |98310000 39515000 39518000 50830000 85112000 |98311000 |98311100 "
"THE PENNINE ACUTE HOSPITALS NHS TRUST","AGENCY STAFF","ADULT CARE LCO FUNCTIONS","2018-04-24","39600","85000000 |85000000 |85000000 |98310000 39515000 39518000 50830000 85112000 |98311000 |98311100 |85150000 |85000000 |85000000 |85000000 |98310000 39515000 39518000 50830000 85112000 |98311000 |98311100 |85150000 "
"THE PENNINE ACUTE HOSPITALS NHS TRUST","SERVICE LEVEL AGREEMENTS","ADULT CARE LCO FUNCTIONS","2018-04-24","30000","85000000 |85000000 |85000000 |98310000 39515000 39518000 50830000 85112000 |98311000 |98311100 |85150000 |85000000 |85000000 |85000000 |98310000 39515000 39518000 50830000 85112000 |98311000 |98311100 |85150000 "
"THE PENNINE ACUTE HOSPITALS NHS TRUST","SERVICE LEVEL AGREEMENTS","ADULT CARE LCO FUNCTIONS","2018-04-26","19999.9","85000000 |85000000 |85000000 |98310000 39515000 39518000 50830000 85112000 |98311000 |98311100 |85150000 |85000000 |85000000 |85000000 |98310000 39515000 39518000 50830000 85112000 |98311000 |98311100 |85150000 "
"THE PENNINE ACUTE HOSPITALS NHS TRUST","SERVICE LEVEL AGREEMENTS","ADULT CARE LCO FUNCTIONS","2018-05-30","46800","85000000 |85000000 |85000000 |98310000 39515000 39518000 50830000 85112000 |98311000 |98311100 |85150000 |85000000 |85000000 |85000000 |98310000 39515000 39518000 50830000 85112000 |98311000 |98311100 |85150000 "
"THE PENNINE ACUTE HOSPITALS NHS TRUST","SERVICE LEVEL AGREEMENTS","ADULT CARE LCO FUNCTIONS","2018-06-26","42000","85000000 |85000000 |85000000 |98310000 39515000 39518000 50830000 85112000 |98311000 |98311100 |85150000 |85000000 |85000000 |85000000 |98310000 39515000 39518000 50830000 85112000 |98311000 |98311100 |85150000 "
"THE PENNINE ACUTE HOSPITALS NHS TRUST","SERVICE LEVEL AGREEMENTS","ADULT CARE LCO FUNCTIONS","2019-01-03","8410","85121251 |85000000 |85000000 |85000000 |98310000 39515000 39518000 50830000 85112000 |98311000 |98311000 |98311100 |85150000 "
"THE PENNINE ACUTE HOSPITALS NHS TRUST","PURCHASE OF FURNITURE AND EQUIPMENT","ADULT CARE LCO FUNCTIONS","2019-02-12","7495.94","85121251 |85000000 |85000000 |85000000 |98310000 39515000 39518000 50830000 85112000 |98311000 |98311000 |98311100 |85150000 |85121251 |85000000 |85000000 |85000000 |98310000 39515000 39518000 50830000 85112000 |98311000 |98311000 |98311100 |85150000 "
"THE PENNINE ACUTE HOSPITALS NHS TRUST","PURCHASE OF FURNITURE AND EQUIPMENT","ADULT CARE LCO FUNCTIONS","2019-03-12","9358.22","32410000 |32320000 |85121251 |85000000 |85000000 |85000000 |98310000 39515000 39518000 50830000 85112000 |98311000 |98311000 |98311100 |85150000 "
"THE PENNINE ACUTE HOSPITALS NHS TRUST","SERVICE LEVEL AGREEMENTS","ADULT CARE LCO FUNCTIONS","2019-03-22","6666.64","32410000 |32320000 |85121251 |85000000 |85000000 |85000000 |98310000 39515000 39518000 50830000 85112000 |98311000 |98311000 |98311100 |85150000 "
"THE PENNINE ACUTE HOSPITALS NHS TRUST","CONTRACTS","BETTER CARE FUND POOLED BUDGET","2019-05-02","475910","32410000 |98370000 |32320000 |85121251 |85000000 |85000000 |98310000 39515000 39518000 50830000 85112000 |98311000 80562000 98311100 98311200 80531200 80561000 79400000 92312212 79410000 90713000 80550000 73220000 |79620000 |98311000 |98311000 |98311100 "
"THE PENNINE ACUTE HOSPITALS NHS TRUST","CONTRACTS","BETTER CARE FUND POOLED BUDGET","2019-05-02","500972","32410000 |98370000 |32320000 |85121251 |85000000 |85000000 |98310000 39515000 39518000 50830000 85112000 |98311000 80562000 98311100 98311200 80531200 80561000 79400000 92312212 79410000 90713000 80550000 73220000 |79620000 |98311000 |98311000 |98311100 "
"THE PENNINE ACUTE HOSPITALS NHS TRUST","SERVICE LEVEL AGREEMENTS","ADULT CARE LCO FUNCTIONS","2019-05-07","19999.9","32410000 |98370000 |32320000 |85121251 |85000000 |85000000 |98310000 39515000 39518000 50830000 85112000 |98311000 80562000 98311100 98311200 80531200 80561000 79400000 92312212 79410000 90713000 80550000 73220000 |79620000 |98311000 |98311000 |98311100 "
"THE PENNINE ACUTE HOSPITALS NHS TRUST","SERVICE LEVEL AGREEMENTS","ADULT CARE LCO FUNCTIONS","2019-05-07","30000","32410000 |98370000 |32320000 |85121251 |85000000 |85000000 |98310000 39515000 39518000 50830000 85112000 |98311000 80562000 98311100 98311200 80531200 80561000 79400000 92312212 79410000 90713000 80550000 73220000 |79620000 |98311000 |98311000 |98311100 "
"THE PENNINE ACUTE HOSPITALS NHS TRUST","SERVICE LEVEL AGREEMENTS","ADULT CARE LCO FUNCTIONS","2019-05-07","19999.9","32410000 |98370000 |32320000 |85121251 |85000000 |85000000 |98310000 39515000 39518000 50830000 85112000 |98311000 80562000 98311100 98311200 80531200 80561000 79400000 92312212 79410000 90713000 80550000 73220000 |79620000 |98311000 |98311000 |98311100 "
"THE PENNINE ACUTE HOSPITALS NHS TRUST","AGENCY STAFF","ADULT CARE LCO FUNCTIONS","2019-05-14","44400","32410000 |98370000 |32320000 |85121251 |85000000 |85000000 |98310000 39515000 39518000 50830000 85112000 |98311000 80562000 98311100 98311200 80531200 80561000 79400000 92312212 79410000 90713000 80550000 73220000 |79620000 |98311000 |98311000 |98311100 "
"THE PENNINE ACUTE HOSPITALS NHS TRUST","SERVICE LEVEL AGREEMENTS","ADULT CARE LCO FUNCTIONS","2019-06-03","48000","32410000 |98370000 |32320000 |85121251 |85000000 |85000000 |98310000 39515000 39518000 50830000 85112000 |98311000 80562000 98311100 98311200 80531200 80561000 79400000 92312212 79410000 90713000 80550000 73220000 |79620000 |98311000 |98311000 |98311100 "
"THE PENNINE ACUTE HOSPITALS NHS TRUST","INDEPENDENT UNITS","BETTER CARE FUND POOLED BUDGET","2019-06-11","488440","32410000 |98370000 |32320000 |85121251 |85000000 |85000000 |98310000 39515000 39518000 50830000 85112000 |98311000 80562000 98311100 98311200 80531200 80561000 79400000 92312212 79410000 90713000 80550000 73220000 |79620000 |98311000 |98311000 |98311100 "
"THE PENNINE ACUTE HOSPITALS NHS TRUST","INDEPENDENT UNITS","BETTER CARE FUND POOLED BUDGET","2019-07-08","488440","32410000 |98370000 |32320000 |85121251 |85000000 |85000000 |98310000 39515000 39518000 50830000 85112000 |98311000 80562000 98311100 98311200 80531200 80561000 79400000 92312212 79410000 90713000 80550000 73220000 |79620000 |98311000 |98311000 |98311100 "
"THE PENNINE ACUTE HOSPITALS NHS TRUST","INDEPENDENT UNITS","BETTER CARE FUND POOLED BUDGET","2019-08-15","488440","32410000 |98370000 |32320000 |85121251 |85000000 |85000000 |98310000 39515000 39518000 50830000 85112000 |98311000 80562000 98311100 98311200 80531200 80561000 79400000 92312212 79410000 90713000 80550000 73220000 |79620000 |98311000 |98311000 |98311100 "
"THE PENNINE ACUTE HOSPITALS NHS TRUST","INDEPENDENT UNITS","BETTER CARE FUND POOLED BUDGET","2019-09-02","488440","32410000 |98370000 |32320000 |85121251 |79540000 |85000000 |85000000 |98310000 39515000 39518000 50830000 85112000 |98311000 80562000 98311100 98311200 80531200 80561000 79400000 92312212 79410000 90713000 80550000 73220000 |79620000 |98311000 |98311000 |98311100 "
"THE PENNINE ACUTE HOSPITALS NHS TRUST","INDEPENDENT UNITS","BETTER CARE FUND POOLED BUDGET","2019-10-02","488440","32410000 |98370000 |32320000 |85121251 |79540000 |85000000 |85000000 |98310000 39515000 39518000 50830000 85112000 |98311000 80562000 98311100 98311200 80531200 80561000 79400000 92312212 79410000 90713000 80550000 73220000 |79620000 |98311000 |98311000 |98311100 "
"THE PENNINE ACUTE HOSPITALS NHS TRUST","CONTRACTS","BETTER CARE FUND POOLED BUDGET","2016-07-05","921444","85000000 |98310000 39515000 39518000 50830000 85112000 |90911000 "
"THE PENNINE ACUTE HOSPITALS NHS TRUST","CONTRACTS","BETTER CARE FUND POOLED BUDGET","2016-07-05","460722","85000000 |98310000 39515000 39518000 50830000 85112000 |90911000 "
